year,event,strat,geoid,geolab,Denominator,Observed Individuals,Observed Events,Expected Events,OE Ratio,Crude Rate,Adjusted Rate,Standard Error,Lower 95 CI,Upper 95 CI,Population Unit,geotype,Suppression Limit,Precision Limit,Statistically Insignificant
2012,CT_H,ALL,10,AK- ANCHORAGE,55411,3418,4598,7447.41259963945,0.617395630829236,82.9799137355399,96.5374485533027,1.246587230378,93.7868861255591,99.3686789078904,1000,hrr,11,26,0
2012,CT_H,ALL,1,AL- BIRMINGHAM,240824,28920,41730,37590.7771740996,1.11011272277585,173.280071753646,175.317671924627,0.752632520704338,173.640959991502,177.010574524441,1000,hrr,11,26,0
2012,CT_H,ALL,2,AL- DOTHAN,50644,6549,9086,7923.83792240605,1.1466665634727,179.409209383145,181.45662322565,1.66745841395572,177.762116808261,185.227914156597,1000,hrr,11,26,0
2012,CT_H,ALL,5,AL- HUNTSVILLE,76201,8625,12289,11526.4873379558,1.06615308200039,161.270849463918,167.790655305778,1.32568675474526,164.849170308101,170.784626670085,1000,hrr,11,26,0
2012,CT_H,ALL,6,AL- MOBILE,79592,8722,12289,12409.3062650789,0.990305157878372,154.399939692431,156.633971477949,1.23778064596711,153.887540667757,159.429417836525,1000,hrr,11,26,0
2012,CT_H,ALL,7,AL- MONTGOMERY,45330,5562,7958,7415.26157148784,1.07319208139589,175.55702625193,170.882008218301,1.67837081887862,167.165946096285,174.680677581907,1000,hrr,11,26,0
2012,CT_H,ALL,9,AL- TUSCALOOSA,30009,4139,6174,4890.3796706063,1.26247866543142,205.738278516445,201.023565091211,2.24123741032344,196.06860409878,206.103745715563,1000,hrr,11,26,0
2012,CT_H,ALL,16,AR- FORT SMITH,43413,4670,6685,6418.58450338948,1.04150689244176,153.986133185912,162.79116623456,1.7436208681244,158.934459286857,166.741460114558,1000,hrr,11,26,0
2012,CT_H,ALL,18,AR- JONESBORO,30250,3615,5284,4492.36723006859,1.17621728798857,174.677685950413,183.850787349898,2.21483664653512,178.95909024614,188.876194904028,1000,hrr,11,26,0
2012,CT_H,ALL,19,AR- LITTLE ROCK,199043,22175,31641,30800.6879031577,1.02728225095116,158.965650638304,161.712973912519,0.796772227637761,159.939184906069,163.50643494269,1000,hrr,11,26,0
