HSA Number,HSA Name,Medicare enrollees (2006),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2006),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2006)
49001,VA-Abingdon,6478,5.48347492619892,5.7074240476717
49002,VA-Alexandria,24872,4.33203091060048,4.37115939597305
49003,VA-Arlington,18283,4.01770536762909,4.10616799949218
49004,VA-Bedford,4052,4.97961134773898,5.05693608930642
49005,VA-Big Stone Gap,2069,6.52326256233691,7.06646570254015
49006,VA-Blacksburg,6901,5.17333238969308,5.22246580021192
49007,VA-Charlottesville,29256,4.67343401100919,4.74351037470823
49008,VA-Chesapeake,14430,5.24187521949889,5.28870724346842
49009,VA-Clintwood,2045,5.92348191203464,6.2122962510324
49010,VA-Culpeper,4835,5.94634919109531,6.0685600961405
49011,VA-Danville,17079,5.4703543718038,5.69797957884914
49012,VA-Emporia,4322,4.86708019482969,5.14637029380729
49013,VA-Fairfax,6427,5.26826807316177,5.41601448788563
49014,VA-Falls Church,51619,4.0431816169848,4.09661134030111
49015,VA-Farmville,4489,4.5532096808321,4.78905530307302
49016,VA-Franklin,3673,5.42884073743077,5.67867271785239
49017,VA-Fredericksburg,24872,5.07365130701895,5.12142600300268
49018,VA-Front Royal,3904,5.49245841484283,5.64597151108807
49019,VA-Galax,8661,5.5507248068522,5.61902452145701
49020,VA-Gloucester,7527,5.79845924639368,5.8836211103364
49021,VA-Grundy,3104,7.52514552348444,8.00703703659199
49022,VA-Hampton,9525,4.57308388479983,4.81050318406034
49023,VA-Harrisonburg,17543,4.64015445448812,4.76323508199606
49024,VA-Hopewell,4682,5.0466514520634,5.12550245937752
49025,VA-Hot Springs,1030,5.50258485633014,5.48496620210721
49026,VA-Kilmarnock,7803,4.55959382291063,4.59744060961809
49027,VA-Lebanon,4231,6.71741798075372,6.93852688334233
49028,VA-Leesburg,11247,4.38568467247794,4.47232758989641
49029,VA-Lexington,5414,5.09649020310774,5.14816174261272
49030,VA-Low Moor,4542,5.24569808906099,5.43018342078331
49031,VA-Luray,3011,5.81435671534525,6.01019614120259
49032,VA-Lynchburg,32174,5.00846682073136,5.14895301570725
49033,VA-Manassas,11777,5.15562869404408,5.08904112127787
49034,VA-Marion,5676,6.98842241579896,7.34197277999289
49035,VA-Martinsville,12915,5.43965507582649,5.85069398334082
49036,VA-Nassawadox,6147,5.21707343494339,5.31151348759285
49037,VA-Newport News,33809,4.78984901734966,4.95031825428206
49038,VA-Norfolk,32875,5.31804980485187,5.53982571746289
49039,VA-Norton,4228,4.96045078145888,5.27906663024616
49040,VA-Pearisburg,3335,5.57049489198315,5.69804923489116
49041,VA-Pennington Gap,2677,6.32378039832645,6.24566219194396
49042,VA-Petersburg,14861,4.90780074423239,4.97857716773751
49043,VA-Portsmouth,20383,4.92004688476632,5.0756483318002
49044,VA-Pulaski,3161,6.11264622369175,6.43338021740702
49045,VA-Radford,4996,5.82499381272059,6.15000536370736
49046,VA-Reston,11073,4.46260691142742,4.52941293245301
49047,VA-Richlands,4096,5.90498240338469,6.13856324557096
49048,VA-Richmond,112072,5.07225122401252,5.19934659360091
49049,VA-Roanoke,38217,5.15296017720743,5.29879940915234
49050,VA-Rocky Mount,3969,5.04217448560515,5.37660678213399
49051,VA-Salem,8089,5.51263049763183,5.58420346514591
49052,VA-South Boston,9801,4.79054527680437,4.94452087436722
49053,VA-South Hill,5216,5.27435161127302,5.48853968839313
49054,VA-Staunton,17932,5.31971337020395,5.42827928047361
49055,VA-Stuart,2811,5.65860487605512,5.93905010121586
49056,VA-Suffolk,9089,5.37357272403662,5.53269341443012
49057,VA-Tappahannock,4808,5.01770736035248,5.18618552961312
49058,VA-Tazewell,2097,6.96904979954212,6.98519373062001
49059,VA-Virginia Beach,28515,4.63332935146243,4.7344534878842
49060,VA-Warrenton,7656,5.37669400550144,5.43216713192674
49062,VA-Williamsburg,14652,3.61646472654081,3.62909228488314
49063,VA-Winchester,17912,4.99008172720226,5.09471285373419
49065,VA-Woodbridge,9979,5.20329108726567,5.18334196379306
49066,VA-Woodstock,4330,4.9596966756935,5.04411880915848
49067,VA-Wytheville,5421,5.50489813415001,5.68986758934183
