State Number,State Name,Medicare enrollees (2006),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2006),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2006)
1,Alabama,579697,5.64021780674095,5.75357994895769
2,Alaska,43194,5.15804370711267,5.17291538414524
3,Arizona,675830,4.91449351532509,4.91676603846613
4,Arkansas,372292,5.34244433748475,5.48549201594875
5,California,3497236,4.56020512859903,4.76144865754677
6,Colorado,449112,4.68213520410918,4.81605196217263
7,Connecticut,451444,4.59446416395171,4.68646515681687
8,Delaware,108841,4.81284336294493,4.80300460477842
9,District of Columbia,58207,4.5369044293055,4.48290158346266
10,Florida,2635574,4.62911124653923,4.88370495250722
11,Georgia,841788,5.37863884190389,5.48368880941644
12,Hawaii,163005,3.98794255882032,4.23639998600478
13,Idaho,166530,4.7052511275124,5.00507427646952
14,Illinois,1429083,4.94745252186721,5.06689543549065
15,Indiana,761994,5.24482717263222,5.4013734056871
16,Iowa,425526,4.65891336131611,4.82648981321564
17,Kansas,344849,4.95657066573545,5.06125913463648
18,Kentucky,511096,5.67960239683627,5.78237697319406
19,Louisiana,484100,5.4938270502115,5.79940607284775
20,Maine,188356,4.88542872385976,4.94397390950445
21,Maryland,600774,4.79366580857518,4.70884996568889
22,Massachusetts,808406,4.7085636973674,4.7650794703786
23,Michigan,1234406,4.94723035520362,5.07532635006418
24,Minnesota,610503,4.38308758678553,4.0761095849569
25,Mississippi,340108,5.54302154698538,5.66705187254974
26,Missouri,749334,5.22098525782573,5.49417979523581
27,Montana,128162,4.83887632121085,5.07383184150182
28,Nebraska,227313,4.68615655292505,4.83115184333684
29,Nevada,257570,5.50818407292808,5.53313301844965
30,New Hampshire,157787,4.84128608748658,4.88018371399773
31,New Jersey,1048959,4.6852042475559,4.79119366951899
32,New Mexico,221344,4.84936850762592,5.1115823026577
33,New York,2299060,4.5731569918912,4.84566905658876
34,North Carolina,1042843,5.13010726995167,5.32383078287839
35,North Dakota,90574,4.54617531301679,4.68981779906022
36,Ohio,1477411,5.18893981068382,5.39064767132973
37,Oklahoma,451511,5.68327187528037,5.88244238760518
38,Oregon,463148,4.86356627838596,5.13895445909387
39,Pennsylvania,1819932,4.93336630821949,5.2424795840422
41,Rhode Island,139714,4.78671092034004,5.18747540151318
42,South Carolina,523437,5.11986770386254,5.22552167597586
43,South Dakota,110012,4.51650056246552,4.59493222057389
44,Tennessee,739572,5.46605889818528,5.67778667570639
45,Texas,2182600,5.13053793860897,5.36689464960597
46,Utah,208006,4.68846794038202,5.09222859605275
47,Vermont,80655,4.66551021148496,4.69990261030766
49,Virginia,830811,4.98140816406389,5.10768561131466
50,Washington,703979,4.66145938421359,4.85613204253042
51,West Virginia,271278,5.71916021662133,5.82728673931325
52,Wisconsin,714406,4.74117627888148,5.08229838895244
53,Wyoming,61684,5.16734871571402,5.26814011033557
99,United States,34783053,4.90974728411563,5.10725859199484
