HSA #,HSA name,State,Medicare enrollees (2015),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2015)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2015)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2015)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2015)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2015)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2015)"
49001,Abingdon,VA,6994,8479.27,9864.52,3623.36,4561.83,2259.16,2381.22,1459.8,1692.65,592.71,687.37,285.06,314.88,264.5,246.65
49002,Alexandria,VA,23665,8350.37,8260.5,3232.29,3385.64,2954.19,2732.41,1265.27,1243.3,434.29,425.99,341.16,336.21,132.36,141.21
49003,Arlington,VA,16377,8026.28,7792.82,2898.37,2880.28,2891.38,2694.69,1298.19,1279.86,451.51,443.36,374.82,366.06,115.41,127.25
49004,Bedford,VA,6503,7585.99,7969.21,3234.38,3471.1,2080.94,2125.71,1456.99,1529.55,393.46,414.01,219.78,247.87,183.49,170.01
49005,Big Stone Gap,VA,1408,9981.25,11132.64,4410.98,4996.67,2598.43,2807.43,1609.23,1845.62,861.26,990.7,209.74,229.89,306.72,285.56
49006,Blacksburg,VA,6990,8568.41,9151.42,3742.22,4036.83,2333.69,2456.75,1369.6,1475.45,649.79,690.97,249.58,285.69,230.29,214.31
49007,Charlottesville,VA,32281,7954.98,8063.16,3387.52,3320.56,2015.49,2060.68,1753.61,1846.54,333.26,348.72,321.97,354.41,138.28,127.42
49008,Chesapeake,VA,14863,8876.61,9676.61,3370.94,3903.03,2961.24,3096.43,1601.26,1664.33,495.55,515.21,274.58,301.52,177.15,196.47
49009,Clintwood,VA,1463,10972.35,12164.17,4978.61,5631.83,2402.89,2520.42,1930.9,2207.47,1098.32,1248.84,210.81,245.06,392.42,367.14
49010,Culpeper,VA,5424,8928.6,8898.88,3979.31,3833,2355.61,2439.15,1854.29,1862.14,279.85,283.2,234.27,271.93,195.13,180.87
49011,Danville,VA,14832,8656.42,9144.24,4017.55,4291.58,2606.83,2657.36,1374.02,1506.42,266.43,298.55,108.85,120.92,289.94,275.95
49012,Emporia,VA,3378,8324.69,9151.18,3762.56,4266.21,2252.31,2412.54,1430.49,1540.9,410.92,452.24,245.1,265.04,207.06,192.98
49013,Fairfax,VA,8308,8373.03,8333,3143.95,3305.72,3018.77,2822.36,1190.56,1190.53,422,418.52,452.37,440.68,140.02,151.91
49014,Falls Church,VA,52052,8040.68,7715.05,3029.23,2935.23,2993.85,2775.45,1154.92,1143.42,406.91,401.47,325.36,317.6,117.55,127.52
49015,Farmville,VA,4056,8194.76,8770.85,3670.76,3991.22,2095.44,2124.8,1615.01,1767.87,318.05,352.66,257.44,306.73,227.02,214
49016,Franklin,VA,3395,8032.8,8593.18,3218.71,3485.98,2594.23,2718.9,1490.73,1619.75,388.45,424.72,126.97,135.37,212.88,200.99
49017,Fredericksburg,VA,30599,9499.78,9756.32,4157.94,4382.93,3040.61,3088.74,1333.84,1319.18,459.76,454.44,343.47,336.9,163.95,175.15
49018,Front Royal,VA,4537,8656.42,8840.66,3980.03,4056.47,2357.09,2416.9,1407.64,1419.69,463.45,478.39,330.04,325.1,130.49,153.64
49019,Galax,VA,8207,8914.24,9720.88,3927.43,4276.04,2122.62,2299.9,1465.29,1621.14,833.22,948,281.94,313.43,309.36,293.83
49020,Gloucester,VA,7955,8411.28,9062.96,3239.05,3643.41,2390.17,2497.89,1895.71,1970.1,375.25,388.93,320.72,362.61,170.14,183.31
49021,Grundy,VA,2188,8352.29,9289.69,3961.35,4258.3,1772.95,2097.44,1527.56,1742.34,612.37,695.18,205.96,234.46,298.43,281.56
49022,Hampton,VA,8028,7751.08,8357.24,2702.48,3098.11,2622.51,2701.66,1606.54,1667.27,410.68,425.37,271.2,299.4,182.62,193.01
49023,Harrisonburg,VA,17966,8564.96,8887.5,4131.58,4181.18,1811.58,1881.29,1964.98,2120.92,272.45,294.33,252.97,286.75,144.58,133
49024,Hopewell,VA,4639,9367.47,10089.22,4135.8,4674.96,2902.06,2995.74,1293.49,1330.06,487.5,500.13,361.43,373.87,197.81,225.86
49025,Hot Springs,VA,1057,10769.62,10926.31,5316.06,4979.38,1511.63,1547.82,3207.31,3578.73,224.88,249.12,299.2,357.62,173.69,163.12
49026,Kilmarnock,VA,7758,7626.25,8124.05,3138.07,3391.49,2299.16,2380.88,1477.48,1593.82,303.77,317.83,255.78,300.41,143.78,132.96
49027,Lebanon,VA,3330,8798.05,10320.54,3735.94,4717.66,2148.21,2351.51,1476.6,1700.87,860.42,984.92,237.84,262.88,361.94,342.8
49028,Leesburg,VA,15923,8555.64,8725.31,3255.81,3478.92,3061.22,3036.89,1183.46,1162.93,457.2,448.81,457.21,440.63,131.51,148.64
