State Number,State Name,Medicare enrollees (2011),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2011),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2011)
1,Alabama,641621,5.39372778791583,5.55226368931115
2,Alaska,55803,4.72888420307122,4.77662173897646
3,Arizona,805155,4.40864542054449,4.39599006199321
4,Arkansas,406995,5.31748515707452,5.4847818463487
5,California,4161135,3.9375605535439,4.07078862067899
6,Colorado,549336,4.23005413684458,4.3891979768293
7,Connecticut,491969,4.24992422382496,4.47150805630732
8,Delaware,126668,4.620339246619,4.67508888566159
9,District of Columbia,64029,3.82888707378542,3.80846094503876
10,Florida,2952629,4.23920138583848,4.59446912401956
11,Georgia,1014831,4.95561287264916,5.14488166887926
12,Hawaii,188071,3.55523869359505,3.63519707881516
13,Idaho,196560,4.70383566969408,5.13158986741685
14,Illinois,1570730,4.49105886038641,4.59674106623994
15,Indiana,831695,4.9594179389687,5.21489145314014
16,Iowa,445669,4.48814196092298,4.67727865692932
17,Kansas,366799,4.6836979213229,4.86159546933662
18,Kentucky,570393,5.37362784978328,5.64080067818297
19,Louisiana,537034,5.20180448371987,5.56523073330256
20,Maine,211133,4.68966845822823,4.93034858593648
21,Maryland,681657,4.3696493180423,4.34994518008565
22,Massachusetts,880186,4.36225925692871,4.5107796451638
23,Michigan,1353147,4.67896977746388,5.05077483344217
24,Minnesota,680908,4.24866628153599,4.24151267871751
25,Mississippi,372243,5.34744574588848,5.53285497478863
26,Missouri,813704,4.88218150974916,5.2227434462297
27,Montana,145528,4.63385390492604,4.88803298282608
28,Nebraska,240253,4.55727852057583,4.70500550292728
29,Nevada,312852,4.98403538249399,5.11458128705534
30,New Hampshire,181515,4.59401904300144,4.72148335021359
31,New Jersey,1155570,4.28992920650697,4.42909297536958
32,New Mexico,259671,4.43550134718784,4.63045762107374
33,New York,2505786,4.20469880192028,4.46538433701216
34,North Carolina,1211008,4.87057315291196,5.03418163645038
35,North Dakota,94525,4.32801052555767,4.57403440180229
36,Ohio,1589198,4.89081943767574,5.32959239407263
37,Oklahoma,489970,5.42036238217861,5.65477892541892
38,Oregon,536828,4.51868506414657,4.76843487627913
39,Pennsylvania,1910291,4.6984955001359,5.02516441704957
41,Rhode Island,149285,4.35203584652031,4.53166930441496
42,South Carolina,627837,4.85499778131962,5.00717610659517
43,South Dakota,119534,4.37288054298441,4.63053648692034
44,Tennessee,842507,5.21998532399407,5.49524494793742
45,Texas,2547599,4.72192394146642,4.97731941422352
46,Utah,246824,4.38243761251045,4.82946477778645
47,Vermont,92678,4.42353648901723,4.5572605468777
49,Virginia,964040,4.60386206959666,4.69198841482341
50,Washington,836866,4.42269831208967,4.66710351174443
51,West Virginia,285775,5.59043831582897,5.86211290793264
52,Wisconsin,777879,4.49388013868837,4.94086879654463
53,Wyoming,69613,4.66411386194605,4.76436002492816
99,United States,39163532,4.55000841088592,4.79786405553506
