County ID,County name,Medicare enrollees (2014),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2014)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2014)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2014)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2014)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2014)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2014)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2014)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2014)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2014)"
2105,2105,302,6518.35,5314.49,2815.59,2108.64,1481.62,1303.01,1590,1338.04,,,,,101.97,89.69
2195,2195,505,9925.45,8452.07,5030.16,4232.97,1455.93,1341.32,2914.53,2424.77,131.21,112.98,,,78.19,85.18
2198,2198,624,7819.63,6491.24,3284.32,2593.13,2013.46,1804.56,1890.28,1574.86,214.62,173.36,,,66.01,58.99
2230,2230,110,5443.57,4719.74,2700,2273.31,1512.92,1371.26,833.71,713.31,,,,,57.46,52.95
2275,2275,372,12687.4,9702.87,7120.37,4946.3,1476.4,1313.08,3579.45,3002.09,,,,,54.89,56.41
8014,8014,3014,8056.71,8114.84,2909.24,3024.73,2646.67,2604.93,1282.25,1260.81,550.34,533.15,475.5,461.19,184.36,225.81
2013,AK-Aleutians East Borough,103,5437.84,4473.62,,,2238.26,1906.95,1168.84,966.55,,,,,56.53,41.85
2016,AK-Aleutians West Census Area,117,11205.47,9092.68,6079.7,4844.32,3462.47,2891.19,1404.81,1184.72,,,,,50.5,49.68
2020,AK-Anchorage Municipality,21442,8267.29,6830.02,3806.48,3087.51,2534.92,2106.29,1304.41,1092.82,225.13,190.57,227.79,207.21,131.6,117.17
2050,AK-Bethel Census Area,853,9830.65,6529.7,5468.64,3044.26,2684.68,2239.04,1354.64,1115.19,,,,,45.14,38.12
2060,AK-Bristol Bay Borough,93,6811.3,5427.58,,,1567.54,1334.85,911.8,755.26,,,,,82.28,72.75
2068,AK-Denali Borough,144,6678.4,5487.99,,,1627.16,1436.33,1255.67,1075.43,,,,,49.4,44.54
2070,AK-Dillingham Census Area,289,10902.04,6212.03,6926.79,3126.04,1982.64,1650.26,1405.24,1156.39,,,,,35.64,29.24
2090,AK-Fairbanks North Star Borough,6256,8030.44,6165.32,3753.18,2493.88,2111.83,1791.68,1506.35,1263.67,207.95,180.52,312.31,304.08,96.86,90.52
2100,AK-Haines Borough,396,7337.89,6134.27,2896.91,2330.52,1822.53,1611.76,2236.83,1866.14,,,,,70.33,64.47
2110,AK-Juneau City and Borough,2927,7960.27,6744.41,3586.22,2970.21,2037.48,1776.84,1707.87,1436.15,235.89,203.44,234.46,226.22,74.61,67.3
2122,AK-Kenai Peninsula Borough,6852,8982.64,7478.36,4110.77,3387.29,2046.42,1716.47,2243.73,1874.46,212.87,178.24,61.47,54.35,141.26,127.99
2130,AK-Ketchikan Gateway Borough,1467,9624.36,7805.12,4282.55,3193.89,1710.69,1549.42,2771.76,2329.4,459.14,377.68,,,99.19,88.19
2150,AK-Kodiak Island Borough,962,11516.54,8790.48,5602.82,3465.29,3223.23,3028.02,2209.18,1849.51,,,,,122.97,117.5
2164,AK-Lake and Peninsula Borough,136,11811.86,8840.78,6490.5,4579.37,3031.86,2423.99,1713.96,1420.34,,,,,55.26,52.92
2170,AK-Matanuska-Susitna Borough,7619,8668.82,7027.7,4092.07,3139.17,2578.08,2165.94,1307.19,1095.42,257.92,215.43,222.35,210.43,158.77,151.29
2180,AK-Nome Census Area,511,13160.77,9177.55,5581.9,3054.22,1418.95,1094.09,4402.34,3618.57,,,,,43.24,39.55
2185,AK-North Slope Borough,483,12682.21,7570.21,7836.33,3664.86,2181.41,1826.32,1933.88,1603.98,153.05,123.65,,,61.68,57
2188,AK-Northwest Arctic Borough,343,11653.45,7474.2,6467.05,3362.03,3084.15,2564.61,1746.35,1438.18,,,,,17.02,14.76
2220,AK-Sitka City and Borough,906,11900.87,9492.15,5008.48,3648.72,1934.41,1703.64,4161.97,3471.2,159.62,132.03,,,80.79,66.83
2240,AK-Southeast Fairbanks Census Area,926,8506.51,6692.03,4083.09,2806.1,2623.6,2327.57,1396.47,1191.55,135.38,118.11,,,82.89,73.22
2261,AK-Valdez-Cordova Census Area,911,9201.76,6547.01,5053.97,3024.11,1732.5,1448.63,1939.21,1619.88,,,,,86.68,78.72
2270,AK-Wade Hampton Census Area,351,9732.7,6964.77,5382.79,3405.9,2986.26,2597.03,1161.51,954.62,,,,,41.33,34.79
2282,AK-Yakutat City and Borough,81,9108.48,7686.69,4500.01,3903.27,2501.44,2041.94,1529.36,1273.13,,,,,123.47,109.59
2290,AK-Yukon-Koyukuk Census Area,553,6686.44,4999.81,2887,1810.65,2458.37,2081.79,1039.32,862.3,,,,,82.09,69.18
1001,AL-Autauga County,4649,8498.6,9858.62,3223.91,4053.2,2371.46,2539.18,1711.69,1948.61,419.55,476.88,520.74,627.51,251.58,232.72
1003,AL-Baldwin County,22607,8028.73,9412.78,2809.21,3695.9,2689.56,2846.65,1309.54,1519.31,575.77,682.03,385.12,451.39,247.73,226.87
1005,AL-Barbour County,3037,8707.97,10117.09,3367.89,4167.67,2441.77,2609.6,1522.81,1769.72,538.92,628.08,613.4,731.4,255.88,235.11
1007,AL-Bibb County,1839,9809.13,10817.25,4100.45,4740.37,2559.38,2668.62,1672.08,1808.62,901.38,967.68,425.74,482.73,181.96,192.73
1009,AL-Blount County,4408,8921.75,10035.61,3533.54,4229.56,2643.92,2764.35,1412.28,1563.9,554.54,611.15,587.87,681.73,210.47,229.42
1011,AL-Bullock County,1054,8001.13,9275.93,3296.31,4053.06,1999.83,2128.83,1661.54,1901.04,346.76,400.52,501.39,589.24,218.94,193.35
1013,AL-Butler County,2932,8909.43,10407.71,3501.29,4351.62,1989.23,2096.86,1725.72,1993.81,699.24,831.9,699.43,843.8,297.59,276.05
1015,AL-Calhoun County,15503,9052.59,10672.9,3702.56,4796.3,2662.32,2842.71,1308.48,1494.81,625.9,704.49,559.92,676.12,221.48,202.68
1017,AL-Chambers County,4806,7429.53,8622.91,2943.83,3698.35,1985.94,2153.55,1534.18,1691.8,338.67,388.9,441.72,520.66,195.16,177.44
1019,AL-Cherokee County,3068,9706.03,10866.85,4118.94,4831.54,2689.83,2813.39,1265.79,1406.09,811.61,940,680.28,797.61,233.23,212.99
1021,AL-Chilton County,3143,9040.89,10204.89,3401.13,4162.07,2904.44,3025.12,1126.33,1229.07,738.97,810.13,717.08,826.24,185.75,202.99
1023,AL-Choctaw County,2175,10462.39,11424.18,4641.58,5037.34,2587.85,2626.68,1746.14,2014.07,474.28,562.74,884.57,1065.45,183.75,180.03
1025,AL-Clarke County,3286,8374.63,9806.49,3326.6,4221.07,2170.1,2262.93,1306.22,1506.01,509.07,602.53,865.13,1031.01,239.88,215.57
1027,AL-Clay County,1983,8499.99,9843.28,3478.67,4325.93,2465.27,2595.04,1481.87,1707.79,528.16,624.01,380.32,452.47,168.83,152.05
1029,AL-Cleburne County,1969,9415.78,10906.3,3843.36,4864.34,2499.45,2641.59,1267.89,1393.56,701.03,797.44,864.61,1027.56,307.47,286.01
1031,AL-Coffee County,6435,8097.18,9510.05,2875.15,3712.68,2596.69,2770.03,1129.86,1315.68,640.34,761.37,676.38,808.37,225.03,206.13
1033,AL-Colbert County,8168,9039.83,10730.62,3514.97,4590.47,2574.12,2748.66,1245.06,1421.54,768.9,910.66,755.17,912.73,226.09,206.04
1035,AL-Conecuh County,1849,9376.99,11168.67,4034.48,5268.42,2428.95,2543.29,1353.72,1576.61,688.59,818.05,559.57,670.37,320.02,283.99
1037,AL-Coosa County,1532,8917.31,10457.32,2687.61,3391.45,2223.11,2387.59,1882.89,2197.72,519.45,615.16,1486.73,1788.08,270.09,253.19
1039,AL-Covington County,6187,8872.46,10405.82,3535.33,4527.92,2563.03,2696.19,1334.62,1538.78,797.73,950.82,433.51,510.81,220.95,204.75
1041,AL-Crenshaw County,1758,8942.57,10364.38,3423.63,4217.9,2269.83,2389.45,1687.29,1951.09,544.96,647.47,762.62,920.5,256.9,238.69
1043,AL-Cullman County,9991,8935.59,9915.83,3429.29,3957.21,2703,2766.78,1302.14,1506.64,589.9,687.59,642.46,776.88,282.89,262.57
1045,AL-Dale County,5419,8717.85,10290.32,3384.79,4350.53,2584.94,2768.08,1345.93,1572.39,514.36,608.91,699.31,844.16,231.89,209.48
1047,AL-Dallas County,4464,8791.63,10113.18,3919.16,4710.26,2244.93,2401.9,1427.38,1650.12,423.83,500.31,420.29,504.37,354.95,326.31
1049,AL-DeKalb County,7924,8655.37,9994.95,3587.88,4440.86,2295.5,2428.07,1315.51,1513.82,687.09,791.23,598.11,697.03,224.04,205.71
1051,AL-Elmore County,8302,8345.06,9625.5,3201.41,3937.22,2300.24,2468.39,1728.16,1969.55,419.1,479.65,492.05,596.36,197.53,182.09
1053,AL-Escambia County,5010,9751.63,11302.09,3975.97,4955.03,2356.45,2417.35,1779.77,2042.97,983.25,1168.18,398.78,470.22,246,223.55
1055,AL-Etowah County,12847,10246.31,11889.57,4411.47,5487.47,2682.95,2853.3,1258.7,1429.74,850.31,964.55,814.92,968.1,273.72,248.24
1057,AL-Fayette County,2501,8899.75,10078.01,3986.7,4711.16,2209.2,2355.91,1447.64,1629.58,729.54,842.5,265.66,300.19,269.01,253.72
1059,AL-Franklin County,4506,9509.13,11381.17,4074.56,5320.83,2286.35,2426.63,1290.73,1501.29,1025.2,1223.42,699.42,842.2,230.21,206.03
1061,AL-Geneva County,4200,8604.91,10100.71,3355.05,4318.74,2638.09,2811.7,1199.51,1392.21,698.39,820.83,491.37,574.72,245.47,223.86
1063,AL-Greene County,1142,8385.11,9426.96,3571.98,4233.98,2044.18,2184.19,1417.7,1517.3,507.63,574.21,656.01,714.17,185.3,166.6
1065,AL-Hale County,1910,9126.49,10030.82,3838.23,4464.24,2487.93,2586.43,1525.97,1628.89,556.2,603.99,527.26,567.39,215.94,190.61
1067,AL-Henry County,2790,8567.04,10064.08,3090.74,4011.89,2722.37,2889.29,1378.81,1598.78,525.87,614.18,627.94,751.54,255.47,230.98
1069,AL-Houston County,13091,8491.8,9997.07,3333.78,4280.02,2634.74,2825.85,1203.22,1390.41,545.43,638.73,590.36,706.39,210.72,187.27
1071,AL-Jackson County,7749,9302.52,10611.31,3620.14,4380.89,2568.3,2701.77,1507.46,1690.36,591.67,701.48,892.88,1081.26,205,188.98
1073,AL-Jefferson County,45926,8450.89,9495.44,3508.64,4191.6,2664.1,2811.71,1269.53,1370.51,399.65,431.63,443.24,506.8,185.82,196.1
1075,AL-Lamar County,2350,8578.54,9770.53,3624.22,4368.66,2196.35,2329.75,1623.51,1829.56,568.98,657.87,351.62,401.67,217.12,197.18
1077,AL-Lauderdale County,13309,7884.67,9360.49,3176.6,4173.15,2388.56,2541.41,1036.33,1179.34,621.04,733.33,508.85,612.85,171.11,153.65
1079,AL-Lawrence County,5200,8769.11,10175.84,3384.97,4329.66,2834.81,2937.06,1100.7,1264.09,698.06,834.66,594.12,712.66,216.53,198.76
1081,AL-Lee County,11530,7496.97,8562.83,2993.74,3668.71,2016.56,2203.88,1445.76,1573.87,382.3,428.58,449.62,501.4,219.22,198.9
1083,AL-Limestone County,8804,9065.05,10140.09,3464.34,4206.62,2832.59,2973.64,1463.73,1566.66,597.91,656.33,440.95,502.86,264.11,247.09
1085,AL-Lowndes County,1409,8126.06,9456.81,3397.83,4227.61,2225.75,2375.28,1434.51,1628.66,429.99,507.36,418.78,502.34,237.84,218.19
1087,AL-Macon County,1933,6347.78,7529.28,2420.73,3161.37,1858.28,2024.37,1253.06,1398.33,246.99,277.73,453.83,540.53,197.42,180.36
1089,AL-Madison County,35993,8743.42,9793.3,3358.1,4089.54,3013.14,3169.6,1271.46,1354.73,431.58,471.4,446.92,509.97,231.37,212.7
1091,AL-Marengo County,2877,8532.85,9727.35,3403.49,4110.65,2424.26,2513.26,1288.76,1455.77,433.89,514.09,858.52,1014.75,188.42,167.77
1093,AL-Marion County,4614,9337.49,10669.94,3770.19,4561.76,2349.33,2480.36,1636.44,1873.21,889.8,1036.12,437.58,518.27,289,261.98
1095,AL-Marshall County,12368,9319.9,10784.43,3644.08,4568.78,2424.06,2567.43,1749.88,2024.67,741.56,846.42,544.97,609.15,242.68,220
1097,AL-Mobile County,29588,8408.8,9859.56,3276.49,4269.66,2765,2926.54,1051.93,1187.59,514.35,583.84,578.33,688.19,250.56,225.69
1099,AL-Monroe County,2770,7933.34,9306.31,3133.38,3985.59,2175.2,2299.23,1228.9,1428.81,728.76,864.91,401.13,473.99,265.15,231.9
1101,AL-Montgomery County,18777,7881.82,9046.46,3148.75,3823.02,2332.4,2508.82,1520.33,1724.05,358.16,409.68,326.48,391.64,218.62,199.86
1103,AL-Morgan County,14804,8657.39,9990.15,3453.75,4389.77,2887.17,2988.86,1073.07,1225.11,499.4,588.25,522.34,617.1,230.84,210.83
1105,AL-Perry County,1413,7956.83,9072.14,3419.98,4099.3,2118.24,2225.4,1313.25,1486.12,474.22,546.94,420.11,492.86,211.95,191.57
1107,AL-Pickens County,2884,8388.15,9345.5,3376.24,3876.51,2190.14,2300.73,1514.91,1693.22,683.33,805,368.66,427.08,246.46,220.9
1109,AL-Pike County,3664,8402.16,9810.31,3207.99,4017.73,2273.4,2428,1596.93,1850.5,593.58,704.86,502.17,598.37,237.64,214.63
1111,AL-Randolph County,3259,8567.39,9804.01,3476.37,4226.92,2093.35,2215.19,1534.85,1720.23,532.87,618.7,720.19,843.5,245.61,227.2
1113,AL-Russell County,5178,8771.66,9619.7,3590.01,4121.04,2314.49,2447.83,1571.53,1701.93,467.44,527.55,638.31,642.98,218.14,195.71
1117,AL-Shelby County,16105,8824.69,9865.72,3492.91,4180.48,2907.31,3045.52,1214.43,1316.23,523.08,570.46,481.46,549.25,204.49,217.56
1115,AL-St. Clair County,6103,9373.89,10550.51,3803.01,4591.54,3014.97,3168.14,1309.94,1426.61,488.62,533.79,536.13,616.23,226.85,239.36
1119,AL-Sumter County,1609,7955.05,9309.92,3092.07,3872.55,1872.06,1955.17,1461.01,1640.11,473.06,557.76,913.31,1103.09,166.87,155.14
1121,AL-Talladega County,8536,9119.34,10555.71,3421.25,4246.43,2485.7,2634.68,1491.37,1713.06,502.81,582.11,1014.2,1220.71,277.54,250.39
1123,AL-Tallapoosa County,5737,8881.98,10392.67,3035.21,3833.83,2302.54,2483.23,1994.96,2320.63,658.7,777.82,632.19,742.45,277.29,254.58
1125,AL-Tuscaloosa County,19533,9047.56,10028.33,3805.97,4485.22,2567.22,2738.74,1406.03,1504.9,612.69,656.23,451.38,460.85,213.66,189.17
1127,AL-Walker County,6839,9573.58,10687.23,3844.4,4541.14,2688.59,2822.49,1573.28,1709.65,630.07,684.43,652.28,742.19,208.73,226.8
1129,AL-Washington County,2253,8584.74,10108.96,3129.16,4126.96,2410.19,2482.59,1343.11,1550.76,544.95,629.64,1050.92,1266.94,239.54,215.34
1131,AL-Wilcox County,1489,7183.58,8401.14,2737.85,3406.05,1822.37,1917.57,1304.25,1513.97,481.12,567.93,670.67,809.1,199.14,183.33
