HSA #,HSA name,State,Medicare enrollees (20% sample) (2004),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2004)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2004)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2004)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2004)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2004)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2004)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2004)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2004)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2004)"
49001,Abingdon,VA,1393,5940.26,6616.17,3029.23,3469.58,1405.7,1519.12,585.66,638.24,535.8,588.12,129,153.67,285.87,283.32
49002,Alexandria,VA,4080,6477.86,6358.79,2971.5,3028.83,2265.01,2159.05,686,646.65,262.92,249.06,157.82,141.4,139.3,136.9
49003,Arlington,VA,2972,6266.06,5971.02,3075.71,2940.91,2030.41,1938.22,662.84,625.26,269.95,254.46,139.26,125.63,102.17,101.26
49004,Bedford,VA,766,5386.86,5781.57,2868.87,3123.34,1513.44,1606.94,552.23,573.25,135.66,144.5,,,185.88,188.72
49005,Big Stone Gap,VA,299,7748.74,8589.98,3984.37,4587.6,1886.3,2001.97,740.3,798.59,822.34,896.07,,,336.3,328.97
49006,Blacksburg,VA,1232,6309.41,7047.85,3239.7,3885.22,1655.46,1671.98,719.85,761.32,342.39,370.08,65.28,77.25,294.29,292.09
49007,Charlottesville,VA,5256,6029.02,5725.82,3106.52,2769.49,1385.63,1453.71,869.1,836.01,264.33,255.21,205.64,216.84,192.56,190.86
49008,Chesapeake,VA,2458,6059.71,6786.48,2821.72,3338.98,1943.12,2070.34,591.5,635.04,295.5,318.77,102.25,117.61,302.77,300.99
49009,Clintwood,VA,294,7843.77,8548.56,3313.25,3741.52,2040.17,2145.69,1390.97,1499.08,794.82,863.26,,,267.27,272.15
49010,Culpeper,VA,909,6839.1,6540.68,3628.33,3313.34,1732.48,1778.63,763.12,720.2,243.05,228.79,231.69,240.19,238.58,258.54
49011,Danville,VA,3294,5732.72,6086.73,2863.56,3048.04,1884.72,2017.79,492.51,516.85,197.63,208.84,42.99,45.07,266.34,267.15
49012,Emporia,VA,809,5382.7,6047.91,2893.95,3328.22,1333.48,1544.64,766.79,793.14,151.87,161.36,,,190.86,190.95
49013,Fairfax,VA,831,6113.03,5962.61,2782.33,2792.84,2061.1,1963.19,505.43,480.72,387.3,367.93,209.58,191.59,162.93,162.11
49014,Falls Church,VA,7966,6282.4,5940.69,2885.23,2732.4,2216.29,2096.66,569.96,538.56,283.18,268.77,199.91,178.2,112.21,111.49
49015,Farmville,VA,926,5589.6,6139.2,3032.42,3423.37,1373.08,1470.71,667.11,699.61,142.6,152.77,,,217.6,214.53
49016,Franklin,VA,699,5625.23,6226.44,2806.23,3215.68,1603.53,1707.17,774.67,834.9,217.45,234.87,,,169.84,170.08
49017,Fredericksburg,VA,4266,6957.87,7110.79,3663.31,3750.24,2061.92,2175.62,570.11,540.74,316.51,302.15,129.46,126.62,215.09,212.84
49018,Front Royal,VA,711,6098.52,6216.65,3380.92,3393.22,1429.94,1523.61,664.1,649.11,282.69,306.45,182.97,181.27,171.28,174.19
49019,Galax,VA,1578,6582.17,7021.11,3638.19,3763.82,1454.68,1674.96,580.01,618.28,461.07,499.96,97.74,112.09,380.21,377.28
49020,Gloucester,VA,1340,5445.27,5877.09,2779.01,3081.41,1512.14,1589.62,679.4,724.56,221.82,239.29,76.33,66.05,170.89,169.62
49021,Grundy,VA,522,7095.22,8065.58,3952.14,4740.75,1436.09,1502.25,773.72,835.76,559.75,608.65,,,304.12,308.86
49022,Hampton,VA,1789,6194.54,6975,3048.83,3644,2050.54,2158.61,638.66,684.96,237.55,255.49,55.55,64.17,174.79,175.74
49023,Harrisonburg,VA,3193,5503.96,5820.6,3066.61,3204.24,1220.98,1318.39,798.76,851.83,147.21,159.12,91.57,106.41,183.96,182.72
49024,Hopewell,VA,831,5888.03,6369.54,2860.5,3192.33,1731.73,1873.95,711.39,721.57,233.97,238.97,,,280.9,273.92
49025,Hot Springs,VA,146,7791.6,7759.94,4813.87,4625.91,1213.84,1278.75,1246.61,1308.03,,,,,250.15,247.72
49026,Kilmarnock,VA,1579,4944.02,5337.35,2282.71,2517.91,1501.96,1595.4,715.13,758.54,223.46,240.09,40.87,45.48,175.57,174.08
49027,Lebanon,VA,751,7901.21,8773.52,4194.71,4847.41,1446.02,1515.29,623.27,673.62,1274.39,1384.38,,,396.47,392.02
49028,Leesburg,VA,1641,6666.47,6620.45,2944.95,2992.95,2147.65,2166.03,704.31,664.17,317.65,302.9,404.43,346.75,147.7,147.37
49029,Lexington,VA,979,4813.12,5113.98,2373.56,2502.53,1332.28,1433.4,672,708.31,161.9,173.76,124.53,145.05,143.26,145.67
49030,Low Moor,VA,779,7539.8,8483.75,4501.06,5206.86,1633.91,1729.57,576.37,616.63,324.06,350.71,261.45,308,236.52,263.34
49031,Luray,VA,550,6471.29,6632.62,3583.12,3573.08,1165.57,1237.78,1174,1241.67,309.33,333.53,,,201.97,202.9
49032,Lynchburg,VA,5728,5411.89,5898.74,2756.22,3149.03,1610.58,1679.53,535.24,547.3,174.06,180.42,91.06,100.92,244.44,241.87
49033,Manassas,VA,1757,6641.73,6359.81,3483.96,3268.66,1885.79,1887.77,664.13,627.93,246.46,234.51,210.26,182.81,153.28,154.8
49034,Marion,VA,1100,6169.03,6813.1,2961.62,3369.93,1421.83,1532.3,667.54,720.33,556.8,605.43,281.89,315.34,322.66,321.99
49035,Martinsville,VA,2407,5661.82,6189.44,3102.07,3441.81,1369.86,1484.59,635.9,681.54,307.07,332.09,20.84,24.13,209.25,209.63
49036,Nassawadox,VA,1185,6545.56,7090.77,3088.23,3400.05,1540.37,1617.37,979.64,1052.13,374,403.37,332.21,383.65,209.58,206.19
49037,Newport News,VA,6078,5555.76,6166.01,2630.98,3079.77,1865.29,1955.2,586.17,628.56,194.89,209.2,98.33,112.02,188.85,187.97
49038,Norfolk,VA,6210,6487.54,7198.95,3071.5,3570.43,2018.7,2132.32,757.04,814.24,265.43,286.4,136.92,157.29,242.95,239.05
49039,Norton,VA,624,8153.76,8933.24,4315.74,4862.63,1654.39,1734.93,756.09,814.14,978.36,1063.19,181.36,210.43,370.12,366.06
49040,Pearisburg,VA,605,7045.85,7169.63,4058.75,3895.83,1606.45,1788.09,822.21,885.76,183.42,200.82,,,275.04,273.21
49041,Pennington Gap,VA,446,6371.92,7049.4,3369.78,3876.39,1246.5,1308.32,656.07,707.7,699.53,761.87,,,386.88,377.03
49042,Petersburg,VA,2800,5971.93,6440.83,3071.1,3408.5,1637.74,1766.63,626.35,636.87,285.67,291.74,111.61,106.45,226.29,222.65
49043,Portsmouth,VA,3784,5952.79,6622.12,2686.39,3145.92,1974.35,2094.68,669.38,716.86,280.03,301.61,109.12,125.11,245.53,242.18
49044,Pulaski,VA,604,7719.26,8384.76,4512.74,4973.79,1705.95,1818.45,578.46,622.06,407.68,442.32,,,424.88,416.76
49045,Radford,VA,959,6546.2,7318.39,3481.78,4050.56,1629.96,1736.76,780.86,834.41,357.22,387.94,51.01,60.44,257.35,257.7
49046,Reston,VA,1482,6954.28,6844.88,3288.23,3330.69,2180.95,2136.21,608.01,576.07,387.64,372.88,352.97,292.29,137.75,136.97
49047,Richlands,VA,664,7715.6,8561.37,4265.75,4882.82,1441.69,1528.78,617.41,664.05,992.03,1078.59,,,365.63,363.31
49048,Richmond,VA,20235,5982.94,6449.76,3014.42,3352.86,1720.51,1827.32,600.75,609,267.47,273.48,169.74,179.34,211.97,210.84
49049,Roanoke,VA,7083,5581.46,6064.08,2906.01,3244.72,1629.85,1707.71,551.87,587.73,195.37,210.15,98.41,113.4,198.56,198.73
49050,Rocky Mount,VA,739,5324.8,6139.78,2580.46,3034.89,1454.33,1726.33,706.03,757.36,260.18,281.38,,,202.97,199.23
49051,Salem,VA,1558,6038.67,6729.41,3280.16,3835.19,1678.83,1740.73,509.28,542.7,215.36,231.77,136.86,160.23,217.51,217.24
49052,South Boston,VA,1857,5169.29,5534.18,2646,2876.25,1431.87,1509.43,601.76,636.7,166.76,179.76,77.89,88.16,241.07,240.44
49053,South Hill,VA,951,5054.98,5565.16,2692.01,3070.66,1421.68,1516.79,592.29,622.34,125.41,132.89,,,193.31,191.55
49054,Staunton,VA,3351,5737.03,6102.25,3006.08,3170.31,1347.15,1481.56,860.89,904.47,202.63,217.49,99.47,107.16,222.55,221.43
49055,Stuart,VA,487,8225.67,8631.51,4873.4,5097,1467.83,1531.72,1068.67,1137.07,497.6,539.03,,,270.15,269.91
49056,Suffolk,VA,1698,5960.86,6628.09,2919.4,3409.75,1768.49,1857.66,735.58,789.34,247.45,266.05,73.6,85.71,210.17,208.27
49057,Tappahannock,VA,798,6297.34,6877.06,3071.1,3441.07,1599.6,1715.93,840.19,882.51,301.5,324.86,210.97,239.03,259.89,258.41
49058,Tazewell,VA,391,6548.82,7407.29,3345.82,4009.06,1619.17,1702.32,818.7,892.15,388.83,422.06,,,327.52,329.09
49059,Virginia Beach,VA,5153,6594.16,7401.82,3046.53,3647.55,2165.26,2281.68,717.13,768.5,271.41,292.33,157.93,181.57,227,224.03
49060,Warrenton,VA,1310,6715.89,6574.68,3478.95,3370.33,1632.83,1685.18,990.1,932.35,241.1,229.49,182.22,166.21,181.76,181.7
49062,Williamsburg,VA,2422,5439.5,5886.14,2409.07,2719.85,2006.39,2087.36,547.78,581.15,264.35,280.14,65.47,75.21,133.03,129.14
49063,Winchester,VA,3194,6586.02,6867.78,3801.93,3920.47,1613.59,1713.84,551.25,583.44,242.48,258.82,213.9,220.06,175.18,179.59
49065,Woodbridge,VA,1483,6411.31,6293.81,3095.91,3028.6,1908.27,1922.15,685.9,650.89,274.07,261.37,150.17,134,286.27,283.3
49066,Woodstock,VA,818,4952.9,5280.43,2357.03,2521.83,1282.22,1370.23,964.83,1023.73,138.5,149.97,71.6,78.36,128.92,127.36
49067,Wytheville,VA,958,5691.63,6300.58,2858.42,3113.93,1418.29,1661.05,627.75,673.7,268.44,290.79,239.47,280.13,290.13,290.25
