HSA Number,HSA Name,Medicare enrollees (2003),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2003),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2003)
2001,AK-Anchorage,16010,5.33432648194036,5.34613429164609
2016,AK-Barrow,245,-7.26292578173991,-7.28535466752587
2017,AK-Bethel,1074,5.75370335179175,5.77548077268554
2002,AK-Cordova,171,-7.8221617964182,-7.86546089994716
2018,AK-Dillingham,297,-7.52300772007738,-7.54996906146074
2003,AK-Fairbanks,5276,5.64325799698815,5.6899367282072
2004,AK-Homer,1024,4.75911570255242,4.73525205277829
2005,AK-Juneau,2541,5.04614416924088,5.06017257046673
2006,AK-Ketchikan,1484,5.79974022958988,5.86925460438657
2007,AK-Kodiak,671,3.75742163767217,3.80973077294009
2019,AK-Kotzebue,357,-6.59927203010756,-6.61970314284351
2008,AK-Nome,350,-8.60906468533016,-8.32839616901559
2009,AK-Palmer,4123,5.22184565144553,5.20259089869457
2010,AK-Petersburg,343,-5.09954039811225,-5.11869081836443
2011,AK-Seward,285,-8.49833951995764,-8.55859345043222
2012,AK-Sitka,775,4.63545230455849,4.68451641878317
2013,AK-Soldotna,2656,6.17558379946478,6.21885940891628
2014,AK-Valdez,175,,
2015,AK-Wrangell,298,-6.82228453007143,-6.46715312557209
1001,AL-Alabaster,9859,6.34353578398604,6.69438674940284
1002,AL-Alexander City,3476,5.92466623052995,5.90310212413849
1003,AL-Andalusia,4094,5.5857296152937,5.58336512242398
1004,AL-Anniston,13586,6.22898949653519,6.24397911498558
1006,AL-Ashland,2572,5.48313892094595,5.49619706557448
1007,AL-Athens,6449,5.49980199584752,5.5035409300605
1008,AL-Atmore,2128,5.88274713528987,5.89667293586312
1010,AL-Bessemer,12664,6.43622275153895,6.65379746890513
1011,AL-Birmingham,94731,5.96028559562769,6.18567333723413
1012,AL-Boaz,8412,6.27672318553574,6.32049728931289
1013,AL-Brewton,3207,5.92482970952235,5.94743229300741
1014,AL-Bridgeport,1163,6.26874622062519,6.27998055695701
1016,AL-Camden,964,5.12995565641598,5.12558426554623
1017,AL-Carrollton,2214,6.35606186456793,6.32658405491595
1018,AL-Centre,3040,7.05432950654625,7.07445891422333
1019,AL-Centreville,1182,7.39383608353223,7.46283123091338
1022,AL-Cullman,11826,6.56793983499346,6.57780951985792
1023,AL-Dadeville,1758,5.82439986941564,5.82356187205648
1024,AL-Decatur,9981,5.4450010242775,5.45941281583091
1025,AL-Demopolis,2391,5.91289427659583,5.8681933830621
1026,AL-Dothan,22883,5.26615095877602,5.26903090714016
1027,AL-Elba,1455,5.01440587177005,5.0341245533495
1028,AL-Enterprise,4873,6.09510668033714,6.1152565247657
1029,AL-Eufaula,2163,6.51494095108241,6.52750781070415
1031,AL-Evergreen,1229,6.0949613971285,6.10414037635412
1032,AL-Fairhope,5408,5.10787189391395,5.11379303199507
1033,AL-Fayette,2239,4.73102258460245,4.72030724623593
1035,AL-Florala,681,6.73817379376749,6.74693511816375
1036,AL-Florence,13713,5.3652457844004,5.39051181811055
1037,AL-Foley,7335,5.55051463300329,5.57502396313594
1038,AL-Fort Payne,5924,5.62528185668402,5.65286156128191
1039,AL-Gadsden,14864,6.65109037864098,6.65891923159995
1040,AL-Geneva,2780,6.63765759728087,6.66229131400312
1044,AL-Greenville,3631,5.92963794601763,5.93361286099422
1045,AL-Grove Hill,1006,6.48207571906322,6.50811793101878
1046,AL-Guntersville,4708,7.54074561425796,7.55554309739243
1047,AL-Haleyville,2680,6.94072556264806,6.98152194529494
1048,AL-Hamilton,2036,5.97118655968448,6.00399070218101
1049,AL-Hartselle,3806,6.33830888291623,6.38133304047124
1051,AL-Huntsville,36051,5.60983361685551,5.60995756311239
1053,AL-Jacksonville,3785,6.63423133664761,6.59579697977222
1054,AL-Jasper,9156,7.09740831008125,7.50097845687666
1056,AL-Luverne,1675,5.7377159143728,5.74318343179593
1057,AL-Mobile,57815,5.76576138009741,5.85739579364655
1058,AL-Monroeville,3179,5.76952539535655,5.76548845471208
1059,AL-Montgomery,32563,5.61875446948482,5.60758813239671
1060,AL-Moulton,3274,5.99138615306057,5.97950293422836
1061,AL-Muscle Shoals/Sheffield,8128,5.65789941309061,5.66816196208405
1063,AL-Oneonta,2977,6.86866367085279,6.95126711839145
1064,AL-Opelika,12065,5.88247244359301,5.87918826043381
1065,AL-Opp,1733,6.11105660046511,6.12772556940985
1066,AL-Ozark,3013,6.67154931088458,6.68003771022784
1068,AL-Phenix City,6656,6.20387738207017,6.18329501804029
1070,AL-Prattville,4809,5.88700501644335,5.87941451721863
1071,AL-Red Bay,1051,6.70496372564898,6.72989181839561
1072,AL-Roanoke,1996,6.1847938117269,6.1990747591534
1073,AL-Russellville,3935,6.03848432941939,6.03163115573473
1074,AL-Scottsboro,4765,6.23125643891789,6.25501145995961
1075,AL-Selma,8363,5.7721604149538,5.75031327991888
1077,AL-Sylacauga,4214,6.24772108273502,6.23964804171686
1078,AL-Talladega,4444,6.48825120747453,6.47451300768561
1079,AL-Tallassee,1753,6.72050661998038,6.73605512738258
1080,AL-Thomasville,2369,5.21607577763316,5.19242770133618
1081,AL-Troy,3531,5.6750455608464,5.68579839057749
1082,AL-Tuscaloosa,21357,6.02038845066107,6.01193860327367
1083,AL-Union Springs,1259,5.31604317399423,5.30594143765787
1084,AL-Valley,4771,6.28575232601756,6.29200859843133
1085,AL-Vernon,1515,6.97535840496525,6.93300236382725
1086,AL-Wedowee,1225,4.55684875767878,4.56436536729139
1088,AL-Winfield,2652,5.48198695021949,5.35014915835475
4001,AR-Arkadelphia,2861,6.1923860725358,6.17811587978206
4002,AR-Ashdown,1390,5.18893521133996,5.21001094853378
4003,AR-Batesville,6741,5.98470340709187,5.99172903642618
4004,AR-Benton,7133,6.79983476590401,6.77345920763968
4005,AR-Bentonville,9536,4.10590791150447,4.12525232029087
4006,AR-Berryville,2344,5.45827608512678,5.52230229709493
4007,AR-Blytheville,3710,6.24188500196011,6.25605988633052
4008,AR-Booneville,1224,5.94723156477129,5.98246395139683
4010,AR-Calico Rock,1756,5.94293739977751,5.95067530688933
4011,AR-Camden,4630,6.05892302735418,6.03679348549953
4012,AR-Cherokee Village,2934,5.00493244274563,5.00452915223864
4013,AR-Clarksville,3066,6.15298731273469,6.02157975347045
4015,AR-Conway,8145,5.2910289785508,5.32221039332718
4017,AR-Crossett,2849,5.26665053390874,5.27283290878913
4018,AR-Danville,1752,5.43290810030062,5.48659395476978
4019,AR-Dardanelle,1393,6.36344091097622,6.44809480207527
4020,AR-De Queen,2296,5.43904466044001,5.46834536631749
4021,AR-De Witt,1195,7.18905937897294,7.23374164371584
4023,AR-Dumas,1021,4.73059125832283,4.7228386401487
4024,AR-El Dorado,7317,5.37723975969132,5.36238143456568
4025,AR-Eureka Springs,1688,6.23528027600623,6.31300025003381
4026,AR-Fayetteville,10204,5.24548335268496,5.29446514548966
4027,AR-Fordyce,1405,6.43774504194445,6.46643915979678
4028,AR-Forrest City,4097,5.92390004338734,5.92236269825352
4029,AR-Fort Smith,28663,5.95078435796265,5.96257449719216
4030,AR-Gravette,1626,6.90678503942778,6.93585472552053
4031,AR-Harrison,7651,5.16486213243302,5.15544956575124
4032,AR-Heber Springs,2884,5.35795068659687,5.40787857679942
4033,AR-Helena,3427,5.46964304703705,5.45617524341192
4034,AR-Hope,3083,5.48238930140061,5.48814144660775
4035,AR-Hot Springs,23846,5.21003094208348,5.23447634556143
4038,AR-Jacksonville,6674,5.91546852243942,5.93202010128278
4039,AR-Jonesboro,17612,6.29655111712465,6.31326368935364
4040,AR-Lake Village,1843,5.23693105517033,5.24950041097461
4041,AR-Little Rock,38106,5.41919542345517,5.43488871628199
4042,AR-Magnolia,4048,5.9293332796062,5.92518978718973
4043,AR-Malvern,3777,5.54228562380364,5.54959331507254
4045,AR-McGehee,1633,6.41534251046835,6.43111840073712
4046,AR-Mena,3473,5.416903581717,5.41282930282659
4047,AR-Monticello,2038,5.48151442776906,5.48660807275672
4048,AR-Morrilton,2911,6.55622810003143,6.57370492919712
4049,AR-Mountain Home,14027,5.24390586915708,5.28143666277967
4050,AR-Mountain View,2036,6.34675414996143,6.27689982610797
4051,AR-Murfreesboro,766,5.61547132369872,5.63792019015031
4052,AR-Nashville,2366,6.42610140948223,6.44644708028504
