HSA Number,HSA Name,Medicare enrollees (2003),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2003),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2003)
49001,VA-Abingdon,6149,6.08309236728468,6.14166586314085
49002,VA-Alexandria,24171,4.63029681052242,4.67248514495098
49003,VA-Arlington,18208,4.62168779947414,4.63678896314259
49004,VA-Bedford,3863,6.06602731990094,6.01777795536551
49005,VA-Big Stone Gap,2055,6.42956389229321,6.47213825640942
49006,VA-Blacksburg,6375,5.46008172016665,5.48464960164603
49007,VA-Charlottesville,27097,5.16415826213986,5.18456773388901
49008,VA-Chesapeake,13142,5.55901451409911,5.57247229646649
49009,VA-Clintwood,1891,6.14262091437123,6.34655837098275
49010,VA-Culpeper,4585,5.54636204088464,5.54665503109955
49011,VA-Danville,16942,5.52566756657497,5.51073076867932
49012,VA-Emporia,4308,6.26293351213973,6.2526637391107
49013,VA-Fairfax,5276,4.89072846005026,4.87418207731525
49014,VA-Falls Church,47736,4.43600707840686,4.48870359230959
49015,VA-Farmville,4719,5.79765237374723,5.80581126973364
49016,VA-Franklin,3649,5.80215999074551,5.78647438970387
49017,VA-Fredericksburg,22242,5.93066877567399,5.92103405446447
49018,VA-Front Royal,3547,5.93912500299658,5.95539484180337
49019,VA-Galax,7996,5.86262818932989,5.84819067749675
49020,VA-Gloucester,7048,5.27074037105396,5.27068282164564
49021,VA-Grundy,2925,7.65896011189996,7.46106339390742
49022,VA-Hampton,9215,5.35268486875028,5.32680283154029
49023,VA-Harrisonburg,16671,4.86648372171752,4.89054245800017
49024,VA-Hopewell,4496,6.00379626674433,6.05950633921291
49025,VA-Hot Springs,966,6.44320039172286,6.48391791021608
49026,VA-Kilmarnock,7801,4.6574738783943,4.68520260745551
49027,VA-Lebanon,4046,6.43661242726305,6.59011680866164
49028,VA-Leesburg,9061,4.55540783481056,4.65336299628568
49029,VA-Lexington,5120,4.73159835698475,4.75168083974993
49030,VA-Low Moor,4306,6.06704875861954,5.99962334214413
49031,VA-Luray,2832,5.00016323361674,5.0258900474314
49032,VA-Lynchburg,29835,5.11781067759798,5.115762574478
49033,VA-Manassas,9348,5.73574274802035,5.85791374947233
49034,VA-Marion,5623,6.64857310243999,6.71457747568479
49035,VA-Martinsville,12489,5.34719763642515,5.35850073245735
49036,VA-Nassawadox,6248,6.26251449018882,6.2678866710408
49037,VA-Newport News,31914,5.53309837408868,5.52412321285682
49038,VA-Norfolk,32652,5.529783044782,5.52063240152112
49039,VA-Norton,4176,6.72515221850225,7.19058224723576
49040,VA-Pearisburg,3243,5.87556989224699,5.93122013310627
49041,VA-Pennington Gap,2646,6.69445335695062,6.66044324153119
49042,VA-Petersburg,14356,5.64442419313499,5.62871303975155
49043,VA-Portsmouth,19925,5.20457189223744,5.19784711499761
49044,VA-Pulaski,3145,5.95635125296334,5.93791852077063
49045,VA-Radford,4723,5.64996444574151,5.58169162562029
49046,VA-Reston,9415,5.56334050443396,5.6089228492033
49047,VA-Richlands,3908,6.01728734910469,5.87620218581317
49048,VA-Richmond,105798,5.47595392407363,5.47166387352067
49049,VA-Roanoke,36545,5.31012975517948,5.30322014283452
49050,VA-Rocky Mount,3800,5.07487703274574,5.08532711162722
49051,VA-Salem,7688,5.70340201458799,5.7284571737159
49052,VA-South Boston,9568,5.21982617702673,5.22308438992726
49053,VA-South Hill,4983,5.48515917849722,5.45424992130624
49054,VA-Staunton,16687,5.36381665098679,5.3803044926581
49055,VA-Stuart,2576,5.27482456581454,5.28953258344064
49056,VA-Suffolk,8604,5.79790903005704,5.78980448434195
49057,VA-Tappahannock,4174,5.59018585621022,5.59740188217718
49058,VA-Tazewell,2019,6.76724747993214,6.69393964155481
49059,VA-Virginia Beach,26885,5.35404189967313,5.3771165234741
49060,VA-Warrenton,7023,5.35761251212113,5.33783236540661
49062,VA-Williamsburg,12744,4.42781133303291,4.44035889227967
49063,VA-Winchester,16322,4.91056284467768,4.93407245219038
49065,VA-Woodbridge,8579,5.63257191162886,5.84410259344568
49066,VA-Woodstock,4045,5.52236362026523,5.51773911241885
49067,VA-Wytheville,5027,6.47374654529464,6.46896840939801
