County ID,County name,Medicare enrollees (20% sample) (2008),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2008)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2008)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2008)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2008)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2008)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2008)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2008)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2008)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2008)"
2013,AK-Aleutians East Borough,10,,,,,,,,,,,,,,
2016,AK-Aleutians West Census Area,15,9455.21,6338.41,,,3067.95,2717.86,,,,,,,,
2020,AK-Anchorage Municipality,3331,6999.74,6086.13,3750.1,3036.79,1862.61,1782.97,765.18,676.04,253.07,225.63,179.41,172.86,168.9,168.92
2050,AK-Bethel Census Area,155,4879.06,3639.66,2779.83,1849.82,1202.1,1030.68,612.36,554.03,,,,,45.13,51.47
2060,AK-Bristol Bay Borough,13,3007.44,2215.75,,,1261.88,1118.28,,,,,,,,
2068,AK-Denali Borough,17,3437.1,2874.65,,,1530.51,1314.59,801.58,722.44,,,,,,
2070,AK-Dillingham Census Area,56,13915.14,9385.79,9266.14,5394.12,1873.88,1718.9,1795.84,1605.52,,,,,,
2090,AK-Fairbanks North Star Borough,1021,6826.84,5931.39,3558.33,2825.8,1832.71,1758.93,921.68,851.26,259.61,243.17,,,176.96,174.44
2100,AK-Haines Borough,56,5738.73,5209.59,,,1768.5,1617.01,1063.74,992.41,,,,,264.12,257.24
2110,AK-Juneau City and Borough,425,7297.52,6078,4037.8,2975.1,1543.71,1491.91,1136.8,1049.97,99.86,90.81,,,122.3,113.91
2122,AK-Kenai Peninsula Borough,948,7572.85,6507.95,3876.57,3016.94,1579.4,1503.63,1267.95,1169.59,460.43,430.9,,,231.5,228.72
2130,AK-Ketchikan Gateway Borough,217,12275.28,10393.55,7052.4,5507.24,1590.19,1487.62,2208.4,2061.47,1057.82,986.43,,,202.53,203.42
2150,AK-Kodiak Island Borough,139,9186.96,7628.83,4933.87,3624.77,1352.13,1335.9,1978.01,1831.82,567.69,530.86,,,101.66,100.2
2164,AK-Lake and Peninsula Borough,15,1810.9,1541.36,,,557.27,483.37,,,,,,,,
2170,AK-Matanuska-Susitna Borough,1034,7982.82,6914.3,4275.38,3443.51,2081.56,1960.39,898.46,808.88,197.62,174.01,309.85,299.35,196.91,194.46
2180,AK-Nome Census Area,85,13135.86,7691.15,8974.46,4277.63,854.67,795.65,1948.7,1776.83,,,,,125.36,126.36
2185,AK-North Slope Borough,55,13009.16,9528.41,7894.73,5214.61,3234.68,2777.58,1344.12,1203.78,,,,,,
2188,AK-Northwest Arctic Borough,65,13914.93,9435.85,6622.53,3242,5572.62,4731.42,1832.04,1660.98,,,,,121.76,126.44
2201,AK-Prince of Wales-Outer Ketchikan Census Area,71,6473.69,5886.53,3762.05,2953.05,1293.89,1174.97,946,868.43,,,,,149.88,593.22
2220,AK-Sitka City and Borough,145,11901.51,10657.52,7092.58,6000.62,1706.15,1669.76,2303.85,2143.25,,,,,227.19,331.6
2232,AK-Skagway-Hoonah-Angoon Census Area,56,6436.12,5129.89,3973.6,2851.58,912.49,886.46,917.82,835.19,,,,,,
2240,AK-Southeast Fairbanks Census Area,115,6200.62,5224.76,3371.88,2579.24,1833.55,1696.08,606.47,573.94,,,,,126.21,128.51
2261,AK-Valdez-Cordova Census Area,137,7113.81,6087.46,3919.6,3120.33,1552.43,1447.86,1192.94,1092.6,,,,,236.01,237.93
2270,AK-Wade Hampton Census Area,74,11537.04,8171.57,6875.05,4321.5,3290.46,2780.54,1046.95,933.99,,,,,127.58,134.68
2280,AK-Wrangell-Petersburg Census Area,146,7937.24,7035.93,4241.6,3591.54,1448.52,1347.3,1848.9,1720.76,,,,,60.95,61.16
2282,AK-Yakutat City and Borough,7,,,,,,,,,,,,,,
2290,AK-Yukon-Koyukuk Census Area,81,3955.08,3269.95,,,1828.61,1665.38,477.84,429.77,,,,,55.6,56.89
1001,AL-Autauga County,769,8827.88,9897.84,3900.68,4612.14,2822.61,2943.15,827.26,915,479.65,536.98,546.83,651.61,253.04,258.63
1003,AL-Baldwin County,4132,8305.47,9569.31,3374.44,4185.44,2460.73,2626.77,1035.48,1163.96,642.56,730.1,519.23,615.09,285.91,281.3
1005,AL-Barbour County,542,8630.73,10273.18,3650.11,4781.54,2651.41,2806.52,958.62,1087.01,549.74,635.36,570.17,695.37,286.6,288.7
1007,AL-Bibb County,353,9892.3,10686.39,4740.37,5223.08,2401.31,2573.63,1258.42,1335.43,1002.25,1059.85,,,313.72,308.92
1009,AL-Blount County,933,9315.61,10295,4562.3,5224.76,2321.74,2486.19,837.32,889.79,719.07,762.59,623.43,693.74,305.78,303.02
1011,AL-Bullock County,209,7738.35,8859.42,3923.47,4764.92,2278.02,2367.85,870.69,977.21,337.03,382.53,,,249.87,257.3
1013,AL-Butler County,600,9007.42,10348.84,4177.74,5034.7,2029.65,2106.9,849.34,957.59,944.88,1081.74,683.55,831.2,299.86,300.19
1015,AL-Calhoun County,2990,9368.45,10859.52,4499.82,5503.25,2393.81,2577.06,878.59,979.8,678.96,757.76,637.68,779.15,316.72,315.43
1017,AL-Chambers County,1001,8296.59,9618.5,3933.32,4820.71,1992.46,2175.92,1230.67,1381.89,399.16,453.15,408.04,451.25,329.05,329.68
1019,AL-Cherokee County,562,8572.69,9567.68,4583.99,5259.6,2159.96,2285.55,726.26,791.6,551.48,618.32,308.35,390.83,280.2,280.32
1021,AL-Chilton County,589,8660.46,9705.44,3933.1,4614.39,2092.31,2306.97,820.91,864.04,869.19,923.18,746.45,805.85,262.22,263.13
1023,AL-Choctaw County,405,7542.69,8664.96,3217.22,3832.76,1834.52,1962.85,700.47,792.41,457.11,523.42,990.25,1221.62,425.43,425.41
1025,AL-Clarke County,655,8263.4,9798.97,3989.03,5030.93,1717.05,1831.95,828.57,939.46,677.37,774.94,737.32,903.13,304.68,302.04
1027,AL-Clay County,495,9881.69,11437.26,5127.59,6282.77,2500.91,2618.28,843.31,950.64,682.12,776.61,363.03,454.3,377.41,378.66
1029,AL-Cleburne County,357,9137.68,10389.59,4554.66,5397.51,2136,2291.37,919.95,999.44,662.66,742.02,593.21,713.82,338.73,339.43
1031,AL-Coffee County,1168,8064.55,9477.25,3704.41,4617.42,2286.73,2479.86,770.42,879.99,529.3,610.59,520.05,639.67,265.74,267.7
1033,AL-Colbert County,1611,9415.86,10882.65,3828,4696.85,2570.97,2785.62,772.85,835.87,826.13,916.05,1093.85,1338.53,400.33,407.08
1035,AL-Conecuh County,269,10282.14,12051.62,5559.48,6860.91,2078.67,2228.79,1100.15,1249.08,787.76,900.1,254.55,297.54,420.08,418.87
1037,AL-Coosa County,107,10255.3,11836.12,3882.81,4584.02,2583.48,2835.72,1378.97,1564.82,467.36,532.87,,,478.25,460.96
1039,AL-Covington County,1146,8402.24,9857.05,4112.45,5083.11,2080.89,2267.2,804.01,906.26,789.81,904.82,356.97,446.25,276.93,276.92
1041,AL-Crenshaw County,411,6889.1,7965.52,3156.9,3791.08,1633.89,1763.73,754.27,849.71,534.42,610.93,538.19,664.29,261.66,268.05
1043,AL-Cullman County,1903,8691.29,9881.49,4020.48,4696.51,2270.01,2454.81,833.87,937.53,525.95,576.42,746.77,935.33,310.83,310.72
1045,AL-Dale County,953,8487.75,10028.37,3962.19,4968.74,2166.44,2340.84,950.64,1089.51,480.12,552.16,653.17,831.28,326.21,327.65
1047,AL-Dallas County,883,8351.3,9112.14,4465.94,4878.01,2314.7,2482.13,543.6,616.17,410.05,468.42,318.44,373.68,318.51,322.18
1049,AL-DeKalb County,1544,9177.34,10233.82,4445.41,5128.99,2342.4,2447.25,878.97,981.25,732.03,802.17,518.26,627.32,297.15,299.19
1051,AL-Elmore County,1293,9491.78,10825.24,4627.41,5487.73,2582.01,2760.89,760.6,843.3,474.21,530.47,828.33,1005.12,261.87,258.81
1053,AL-Escambia County,1027,8509.2,9950.88,3694.39,4670.91,2035.1,2140.2,1102.09,1248.4,985.26,1123.86,377.25,455.66,312.42,311.55
1055,AL-Etowah County,2692,9788.59,11224.42,4738.36,5726.64,2389.43,2561.76,803.64,881.8,863.78,953.37,701.38,826.8,343.43,339.6
1057,AL-Fayette County,442,8214.88,9157.69,3809.05,4322.96,1844.51,2021.95,982.41,1085.16,736.09,805.67,524.16,599.43,320.37,324.33
1059,AL-Franklin County,810,10353.52,11869.25,4867.87,5739.92,2293.18,2488.64,763.62,844.38,971.98,1089.28,1180.62,1486.03,431.17,426.57
1061,AL-Geneva County,809,9176.48,10828.17,4290.69,5404.36,2285.01,2452.26,880.99,1012.04,831.58,949.6,558.81,697.58,361.22,359.8
1063,AL-Greene County,204,6572.42,7578.05,2784.41,3411.36,1754.91,1922.06,480.85,521.6,776.36,872.1,,,400.03,400.38
1065,AL-Hale County,452,8498.33,9590.67,4152.24,4858.97,1829.02,2018.9,759.79,821.19,756.72,833.26,638.26,688.68,309.89,307.86
1067,AL-Henry County,454,7257.79,8522.31,3366.34,4138.95,1983.73,2207.91,723.32,835.64,391.09,453.12,462.08,558.26,338.95,337.63
1069,AL-Houston County,2455,7290.99,8576.75,3366.26,4176.77,2068.47,2261.85,704.77,813.55,369.98,427.78,506.49,632.3,290.15,288.01
1071,AL-Jackson County,1407,9478.85,10742.9,4645.7,5512.57,2426.09,2568.2,937.74,1024.62,773.86,862.72,401.12,504.36,336.44,336.32
1073,AL-Jefferson County,8739,8605.33,9591.35,4049.75,4717.26,2431.94,2621.64,840.53,881.38,511.99,537.6,505.32,563.9,263.64,261.26
1075,AL-Lamar County,457,8563.13,9663.37,4141.11,4818.93,2094.03,2250.08,1072.28,1197.14,716.5,803.61,264.21,334.6,288.12,284.21
1077,AL-Lauderdale County,2531,7597.71,8728.97,3446.84,4166.11,2268.32,2471.98,584.45,643.33,596.23,657.42,463.57,561.5,254.47,253.5
1079,AL-Lawrence County,962,10175.74,11473.61,5574.23,6472.48,2468.43,2668.68,829.78,899.74,612.63,676.39,448.95,531.04,295.99,298.9
1081,AL-Lee County,1780,7424.65,8443.28,3376.29,3955.34,1824.93,2062.21,937.72,1031.45,356.94,397.6,653.95,726.37,294.86,293.02
1083,AL-Limestone County,1507,9819.16,10703.27,4435.96,5017.93,2757.71,2918.94,943.25,986.36,875.75,923.14,513.44,578.74,332.98,331.45
1085,AL-Lowndes County,122,8842.39,9531.56,3198.9,3576.05,3634.4,3655.65,884.21,976.38,361.91,414.73,,,334.43,316.07
1087,AL-Macon County,346,6219.31,7326.01,2663.72,3261.79,1679.64,1856.97,573.95,638.39,219.28,246.59,939.87,1129.07,205.18,221.41
1089,AL-Madison County,6300,8220.93,9090.78,3747.6,4356.17,2550.07,2706.89,846.95,882.24,401.1,421.4,383.16,434.1,290.52,294.97
1091,AL-Marengo County,557,9517.8,10906.74,4457.61,5299.05,2327.58,2437.32,837.07,932.99,571.46,649.18,1062.32,1313.26,308.51,311.75
1093,AL-Marion County,888,8703.85,9954.37,4430.31,5220.46,2052.23,2230.23,835.36,938.22,573.95,644.7,487.04,606.61,351.82,350.91
1095,AL-Marshall County,2341,9528.65,10719.52,4662.93,5483.83,2258.86,2422.46,1177.75,1310.9,698.04,755.32,425.54,454.04,341.65,339.08
1097,AL-Mobile County,5916,8415.31,9601.11,3856.58,4563.72,2312.18,2517.14,746.86,833.07,512.75,576.24,721.03,847.12,286.93,283.7
1099,AL-Monroe County,560,7059.86,8337.01,2910.1,3744.18,2029.94,2166.15,898.08,1020.52,587.06,668.41,392.8,484.58,250.01,246.8
1101,AL-Montgomery County,3287,8079.2,9022.75,3616.46,4203.78,2660.83,2805.86,690.13,762.74,530.61,592.65,359.19,429.2,253.5,252.02
1103,AL-Morgan County,2800,8317.54,9272.57,3762.42,4362.55,2435.98,2584.32,751.22,813.32,496.64,540.99,609.46,716.23,281.64,288.88
1105,AL-Perry County,158,8143.06,9046.21,4246.11,4775.48,2018.8,2126.45,544.44,612.64,579.61,642.13,,,243.83,247.53
1107,AL-Pickens County,571,8056.96,8905.4,3959.11,4397.97,1835.76,1995.49,920.77,1016.72,839.72,957.2,214,252.6,244.41,236.14
1109,AL-Pike County,533,9227.33,10519.71,3791.98,4542.95,2522.39,2644.49,1111.16,1260.51,629.3,720.17,646.92,805.66,523.55,526.61
1111,AL-Randolph County,551,9672.72,11021.2,4812.28,5703.81,1934.34,2076.43,1506.05,1692.15,648.12,736.84,302.1,350.1,454.83,451.25
1113,AL-Russell County,1008,7879.32,8848.4,3476.12,4092.96,2093.56,2268.75,850.73,929.34,459.51,516.42,694,737.71,344.11,340.63
1117,AL-Shelby County,2470,8841.46,9705.33,3904.14,4478.01,2742.86,2915.62,754.3,791.23,642.15,678.01,510.93,568.06,295.99,291.74
1115,AL-St. Clair County,1054,9461.55,10522.93,4499.65,5240.4,2582.82,2761.26,987.58,1037.9,586.6,628.44,437.04,496.51,375.43,372.33
1119,AL-Sumter County,262,7278.98,8350.31,3331.66,3902.99,1609.28,1746.9,1048.44,1171.67,376.46,430.08,,,244.82,245.16
1121,AL-Talladega County,1656,9549.73,10828.34,4568.05,5302.24,2257.58,2402.48,983.01,1098.65,461.15,518.58,963.1,1205.03,366.79,368.3
1123,AL-Tallapoosa County,1080,7786.89,8822.65,3344.94,3887.76,1973.32,2151.34,1129.18,1277.99,500.69,571.87,473.75,566.73,364.16,365.53
1125,AL-Tuscaloosa County,3239,9457.7,10385.95,4706.64,5271.28,2407.25,2635.59,930.99,995.52,762.55,817.51,395.39,414.46,257.75,254.67
1127,AL-Walker County,1415,9918.57,10825.5,4650.44,5213.31,2567.48,2722.71,783.33,822.91,941.71,1013.61,714.45,814.02,334.35,329.4
1129,AL-Washington County,442,8654.29,10192.27,3096.55,4083.81,2375.8,2469.29,1041.33,1177.07,997.9,1127.99,931,1128.04,287.13,291.82
1131,AL-Wilcox County,304,8225.88,9384.44,3760.94,4368.71,1908.8,2009.75,873.52,988.63,391.27,447.93,991.68,1232.2,291.32,292.64
1133,AL-Winston County,698,11478.95,13062.8,6061.47,7092.45,2498.21,2666.76,840.09,928.06,817.98,905.82,1065.69,1317.38,347.41,346.09
5001,AR-Arkansas County,565,8826.29,9808.1,4734.37,5374.97,1951.32,2070.27,1380.2,1564.3,335.2,384.66,121.59,111.86,298.21,295.28
5003,AR-Ashley County,580,9247.4,10217.66,4862.78,5442.54,2123.67,2227.17,1160.6,1325.35,475.4,553.94,285.49,332.54,329.79,329.91
5005,AR-Baxter County,1872,8252.12,9441.17,4289.22,5092.64,2342.9,2541.61,855.71,983.22,286.53,332.55,203.85,214.81,248.09,249.26
5007,AR-Benton County,3399,7426.95,8109.24,3761.21,4238.39,2144.41,2300.51,645.49,677.02,389.85,412.38,206.98,202.39,275.68,273.78
5009,AR-Boone County,962,7639.13,8753.16,4269.87,5024.47,1812.33,2012.92,730.68,836.6,329.33,381.26,129.79,131.09,372.93,369.82
5011,AR-Bradley County,342,8766.77,10286.84,4087.24,5098.43,1928.06,2075.18,1234.06,1397.92,1039.49,1214.54,,,396.1,395.67
5013,AR-Calhoun County,125,8563.64,9861.57,3901.53,4787.62,2132.78,2248.98,1149.79,1317.34,799.5,933.3,,,384.44,389.44
5015,AR-Carroll County,717,6786.51,7646.24,3569.27,4169.31,1589.84,1734.28,788.65,889.48,360.85,419.08,190.77,138.57,292.44,298.1
5017,AR-Chicot County,394,7376.9,8391.36,3794.31,4471.71,1735.58,1845.64,1198.94,1356.42,327.12,382.39,,,269.05,274.73
5019,AR-Clark County,542,7401.69,8372.75,3817.79,4508.64,2045.06,2172.75,949.77,1054.12,264.8,303.78,,,228.64,232.43
5021,AR-Clay County,550,9333.07,10601.57,5113.98,6041.96,1819.79,1864.21,1292.9,1483.53,775.83,903.93,,,351.84,350.21
5023,AR-Cleburne County,1059,8353.55,9160.66,4228,4686.51,2169.12,2280.06,833.55,933.04,426.79,495.32,358.31,438.65,341.49,342.13
5025,AR-Cleveland County,221,8136.84,8814.94,4405.67,4907.55,1949.41,2063.82,589.91,659.46,398.74,461.94,459.04,387.46,358.04,354.92
5027,AR-Columbia County,646,9032.28,10535.37,5115.87,6294.86,2082.77,2197.44,839.4,947.35,429.65,501.33,291.52,321.53,263.08,261.69
5029,AR-Conway County,515,7383.08,8220.38,3692.31,4256.25,1934.99,2020.3,776.57,865.37,306.66,355,291.78,347.63,376.04,374.27
5031,AR-Craighead County,1792,7897.7,8658.65,4034.32,4480.26,2115.96,2238.76,883.45,995.23,414.31,470.81,160.22,184.97,281.19,283.78
5033,AR-Crawford County,1028,8099.96,9117.46,4299.47,5031.49,1857.03,1999.06,699.04,780.81,623.85,705.98,342.99,325.9,310.4,310.74
