HRR #,HRR label,Medicare Enrollees (CMHS 5% Sample) (2007),Total Medicare reimbursements per enrollee (Part A and B) (2007),Total Part A Medicare reimbursements per enrollee (2007),Total Part B Medicare reimbursements per enrollee (2007),Medicare reimbursements for inpatient short stays per enrollee (2007),Medicare reimbursements for inpatient long stays per enrollee (2007),Medicare reimbursements for outpatient services per enrollee (2007),Part B Medicare reimbursements for professional & laboratory services per enrollee (2007),Part B Medicare reimbursements for medical & surgical services per enrollee (2007),Part B Medicare reimbursements for medical care per enrollee (2007),Part B Medicare reimbursements for surgical services per enrollee (2007),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (2007)",Part B Medicare reimbursements for durable medical equipment per enrollee (2007),Medicare reimbursements for home health services per enrollee (2007),Medicare reimbursements for hospice services per enrollee (2007),Medicare reimbursements for skilled nursing facilities per enrollee (2007)
1,AL-Birmingham,11149.8930206299,8389.13718802441,4644.30622007202,3745.65067985468,2843.82834943789,394.016459677631,893.443012167662,1942.99462388685,1412.43427331053,1020.18760652439,392.359769951492,530.435064072307,257.379815705845,507.796590747077,565.269043380829,621.444408295745
2,AL-Dothan,2392.41156005859,7637.41926988727,4342.60607638515,3297.74035431534,2426.85953364762,369.887075091669,800.210155623637,1665.7131566743,1287.84130878225,904.574964303586,383.667729824036,378.072267015282,254.940294337132,436.793671035848,604.408883540605,714.263413384607
5,AL-Huntsville,3211.49340820313,8224.99696214072,4397.91888394336,3824.44682340234,2917.69323764556,254.549986941813,863.2287967363,2023.35541155462,1550.5928855219,1157.74213406521,393.222569620864,473.22824659423,238.67688480368,433.98973303306,309.288905870087,730.044712743121
6,AL-Mobile,3788.15878295898,8052.03628402102,4396.80592987222,3655.62401352989,2739.34782040064,261.641485111544,988.432066548387,1792.366306339,1336.3549127181,943.324528947183,393.199658077378,455.976207683646,219.834768456885,469.705257096491,568.171299161517,627.316657709427
7,AL-Montgomery,1998.99493408203,8263.03861037112,4451.16574618175,3811.78231629875,2697.2413510924,425.457518562642,667.509156798905,2228.59632315163,1682.17428418851,1307.83059204054,371.621903796344,546.42764307253,227.54647860993,483.001191827726,568.098876769086,598.814485670204
9,AL-Tuscaloosa,1338.16421508789,8513.2869780212,4855.67376342108,3658.62348764098,3407.67896471537,405.803027425485,1013.16890062402,1642.31901211254,1232.62645861002,824.917258531054,410.15083603707,409.696469653617,195.15483890458,759.188803465038,242.455476347567,470.458714290329
10,AK-Anchorage,1940.49740600586,8034.51902288484,4695.16595789571,3355.35475701431,3533.46157481651,558.425623385715,1319.63248045084,1407.25528006903,1085.98610846216,797.136520897582,288.980791496969,321.87297027133,131.556671542457,232.183978298558,47.9766535234631,378.955368386403
11,AZ-Mesa,3078.24380493164,8412.12248971942,4560.06321674833,3851.80860352073,3031.00671486403,260.170344172098,716.583029254616,2323.64272916598,1641.60557596332,1181.67043498432,459.520329446702,681.239289202964,215.724303099962,303.812612163439,619.855251633628,465.398682640094
12,AZ-Phoenix,10111.5636749268,8229.65794284005,4571.49887110686,3661.38727820871,3002.19643809345,435.378772665013,723.043862789986,2152.51480209614,1557.74287280201,1128.90685841617,428.539318529914,594.127407984001,216.427413094391,233.539737238323,492.591616414679,502.671190773093
14,AZ-Sun City,2195.24597167969,7905.7351022953,3956.01733110701,3953.80132177244,2590.68674995077,438.84799461872,640.22527941276,2539.71736128908,1864.44327884191,1324.73781975687,539.158394109079,675.442968028322,187.171223856216,252.188078672042,475.575348192565,273.979092454836
15,AZ-Tucson,4330.24049377441,7684.11075126518,3926.48778134329,3752.15533778647,2686.53316033993,402.360708742788,800.06133266707,2172.97122512797,1608.16705254932,1175.76097565642,432.421558404455,564.661855925621,184.824141025013,244.673648193088,355.969938286561,310.558156286864
16,AR-Fort Smith,2064.07852172852,8080.67774658129,4278.88404753163,3798.2603378724,2267.31677015617,962.488586576643,847.826235465941,1543.1943083552,1173.10681728386,897.280705233,276.766913447473,370.288018333439,336.323701000656,984.279445211693,361.938372490148,505.716198759763
18,AR-Jonesboro,1313.82908630371,7980.92329606401,4219.29945454528,3757.81034653514,2790.36113637758,663.966434073172,1030.45647631163,1757.96889615187,1330.45768799098,990.499390555227,340.361811812474,427.676431546949,287.747941577873,451.440626186643,84.02857043736,510.814924547393
19,AR-Little Rock,9198.55735778809,8101.64063370415,4593.26377670707,3511.07915723748,2916.32614985416,678.640136093906,923.755371934494,1831.50664321526,1383.97210106066,1016.72819410157,367.234867673014,447.592575507285,241.186862027845,337.586535923456,257.94174603225,561.583334178667
21,AR-Springdale,2182.24487304688,7133.69882593532,3977.60554925124,3157.53271966791,2533.24408643141,581.72863835986,617.41108277672,1639.66108820799,1249.26440935531,928.114225355256,321.403561232291,390.483881302007,261.872078239076,386.254475208735,219.21388187672,498.292313082734
22,AR-Texarkana,1565.57804870605,8808.03562885167,4928.23388369472,3880.13869371132,2657.55145326353,998.673612072946,798.976430261505,1649.72148664668,1183.02525226642,841.109635685935,342.128837670741,466.616727536101,332.427706362597,826.811257809734,376.44094507397,649.984638449841
23,CA-Orange County,7990.06793212891,10100.9692276854,5188.34071427445,4909.25388590882,3309.93659925841,522.137064780075,920.551090447583,2991.87257634913,2261.89904480567,1711.03890011753,551.88374513885,730.049490125316,183.723943010946,558.523620936758,232.379750302265,877.722491206149
25,CA-Bakersfield,2945.57710266113,8920.27124537315,5017.99403552757,3906.73318227685,3665.15350996232,357.336198636093,747.730899426228,2184.36473581138,1532.96342192328,1153.87333603153,379.834802582452,650.486600254393,384.39571387008,239.606272438604,129.268636865255,718.120620953496
31,CA-Chico,1981.16290283203,7298.87847818157,3836.21849792364,3462.32210049509,2814.06032938701,187.45594302308,1091.69011021469,1599.22493436957,1181.44149071474,830.110913090812,350.663476199737,417.769946703547,287.143991365118,340.980828351994,89.9520559913018,569.850147495568
33,CA-Contra Costa County,2501.91122436523,10772.1112125252,6265.55010659968,4502.08488300742,4332.14258350728,321.187249021139,1181.71693824795,2488.433549114,1927.67148751633,1457.25463608339,470.385701387125,560.497825512465,185.915017975848,399.900756864814,219.771850243369,1141.57079725618
43,CA-Fresno,3572.91055297852,7459.05543327221,3809.52551330792,3648.4622814661,2665.90030406992,284.105625431185,786.982474155389,2026.61284174394,1458.52751144753,1091.84670489164,366.971756471381,567.971924073229,306.275188311812,229.317083751692,94.3791393707853,658.085169482449
56,CA-Los Angeles,22543.4446563721,11303.4595874793,6273.70055665727,5029.39185757267,4113.24210512319,687.570273719394,829.833080853895,2830.1439089716,2093.47609789898,1602.22308786479,491.145608878875,736.697102716275,261.448174446711,881.474413862854,145.558929623402,1039.65347594154
58,CA-Modesto,2956.99472045898,9332.01360370324,5374.16141357124,3961.80896588265,4129.54861679239,109.068983770179,1077.57537693615,2020.49080506276,1481.00409604238,1022.18667173711,457.717778858054,539.342144626086,304.927494808305,303.319570808776,112.07801114249,817.600149087242
62,CA-Napa,1440.74749755859,9292.6452153589,5094.71325491581,4198.20288903762,3668.87565893672,660.787883682129,1409.08820209492,2043.04818391274,1692.53064371974,1251.10598589905,441.702101027296,350.716017830177,190.636201625658,345.446051491281,131.288408036636,450.281408494842
65,CA-Alameda County,3298.07600402832,9707.48574603189,5991.79318981608,3699.19005344015,4090.71254120501,365.142483081742,998.871549674209,2031.1234231673,1586.12770356364,1209.85669912354,375.169432554394,444.440049652154,134.66664084051,331.914910017343,139.588443129211,1166.85124053309
69,CA-Palm Springs/Rancho Mirage,1825.9132232666,8824.59818069387,4462.163943149,4353.52528111726,3054.98843919991,200.847950510923,901.992219161875,2633.47698948019,1843.4197962605,1276.37448607301,564.857978871181,788.873797892558,206.94991485817,355.947913785523,346.648324857985,654.914011239489
73,CA-Redding,2181.99572753906,7789.3123673215,4302.90662728756,3487.2585146523,2824.78589420594,435.393084402308,848.886315355601,1863.08879813041,1368.0144544791,980.991396676848,386.646423641823,494.974937862209,226.817848395625,360.337280875598,174.002297404636,675.812504349683
77,CA-Sacramento,7224.73480224609,7750.27576534218,4356.13310133354,3393.9487645478,3095.59502431653,122.600342623558,908.470766427509,1785.20988525398,1330.97341205006,955.558998249703,375.269820111663,454.240755603318,187.765888966014,283.466070883742,180.087422760105,773.566705031333
