County ID,County name,Medicare enrollees (20% sample) (2005),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2005)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2005)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2005)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2005)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2005)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2005)"
51001,VA-Accomack County,1131,6577.37,7017.84,3067.8,3308.81,1628.3,1681.14,988.52,1049.64,357.94,387.12,326.15,383.31,201.65,199.77
51003,VA-Albemarle County,1884,6445.79,6301.24,3284.45,3068.07,1520.73,1606.25,956.85,938.95,310.29,305.96,167.21,177.04,209.84,209.21
51510,VA-Alexandria city,1605,6743.71,6560.57,3160.8,3187.14,2416.2,2274.58,625.99,588.49,303.19,285.04,137.95,122.19,127.57,126.26
51005,VA-Alleghany County,138,7707.75,8198.85,4683.25,4958.44,1360.54,1472.61,1103.93,1176.68,,,,,252.18,253.99
51007,VA-Amelia County,321,4318.11,4875.13,2001.39,2450.61,1401.41,1483.19,395.01,406.03,197.82,204.91,,,233.77,232.56
51009,VA-Amherst County,872,7346.2,7788.5,3688.16,4008.47,2044.6,2095.67,653.1,671.67,314.74,326.25,375.17,422.9,288.31,287.57
51011,VA-Appomattox County,351,6360.99,7023.18,3230.58,3803.07,1956.01,1987.58,532.69,545.36,167.55,174.76,,,172.31,166.19
51013,VA-Arlington County,2346,6753.66,6357.08,3327.09,3151.78,2167.42,2034.21,635.95,596.86,332.66,314.52,190.12,163.02,107.47,105.12
51015,VA-Augusta County,1355,6643.66,7117.65,3591.08,3832.69,1589.88,1730.76,828.53,877.54,249.12,266.42,146.24,170.89,240.19,238.65
51017,VA-Bath County,79,11641.77,10805.92,8259.89,7214.31,1221.96,1282.77,1274.93,1358.68,,,,,424.31,420.56
51515,VA-Bedford city,627,4304.73,4858.15,2098.6,2543.68,1434.93,1509.9,421.99,436.58,101.86,108.39,,,170.66,172.66
51019,VA-Bedford County,1694,6152.92,6665.33,3336,3712.97,1693.65,1770.07,468.28,490.53,288,305.9,161.72,184.93,210.58,208.87
51021,VA-Bland County,153,10224.83,10804.81,5231.63,5447.96,2799.06,2950.17,938.99,1024.23,,,,,259.13,258.35
51023,VA-Botetourt County,747,6047.94,6544.93,3188.46,3484.96,1632.16,1731.84,509.05,539.46,228.88,245.06,326.9,382.59,167.57,167.88
51520,VA-Bristol city,759,6392.23,7016.08,3184.98,3618.56,1614.85,1737.25,471.47,514.11,648.78,713.57,127.6,96.36,365.45,361.39
51025,VA-Brunswick County,446,4929.51,5567.62,2781.85,3237.28,1382.14,1545.69,375.43,400.07,182.22,192.7,,,177.26,173.7
51027,VA-Buchanan County,553,7410.7,8265.74,3867.61,4542.74,1712.59,1777.99,784.48,844.99,766.67,831.21,,,268.33,265.3
51029,VA-Buckingham County,97,6494.48,6453.34,2962.05,2787.18,1167.77,1227.41,1047.61,1039.61,,,,,352.01,350.38
51530,VA-Buena Vista city,254,6241.73,6736.55,3268.12,3336.02,1378.05,1665.22,888.91,946.41,194.87,211.44,,,225.51,228.62
51031,VA-Campbell County,896,5579.16,6238.94,2909.14,3490.74,1647.04,1692.39,485.72,501.98,236.38,246.44,83.88,92.19,215.62,213.18
51033,VA-Caroline County,499,6658.93,6947.81,3660.43,3866.36,1614.48,1696.17,656.51,656,205.17,199.67,321.96,344.61,198.64,194.04
51035,VA-Carroll County,802,5951.58,6358,2808.45,2949.6,1562.13,1738.21,643.48,683.42,493.13,532.77,99.65,113.17,364.01,362.06
51036,VA-Charles City County,134,4499.37,5014.42,2042.58,2406.74,1455.63,1566.48,371.88,381.73,342.82,365.79,,,255.54,251.15
51037,VA-Charlotte County,576,4063.62,4440.12,1890.99,2132.49,1229.69,1326.08,592.05,619.69,129.99,138.95,,,171.79,169.59
51540,VA-Charlottesville city,911,5813.45,5820.14,3091.99,2992.58,1243.84,1366.04,822.94,807.32,213.23,210.27,318.64,325.69,112.68,112.84
51550,VA-Chesapeake city,3550,6887.62,7694.64,3306.06,3867.05,2143.44,2303.6,643.44,687.53,377.44,404.32,126.63,142.6,285,282.99
51041,VA-Chesterfield County,4772,6266.07,6834.47,3075.32,3516.09,1918.7,2028.38,594.12,606.62,320.33,328.81,172.78,172.46,182.49,180.71
51043,VA-Clarke County,369,5502.8,5687.46,2955.01,2997.9,1435.11,1549.56,435.1,456.38,175.95,186.18,352.92,346.77,163.55,162.67
51560,VA-Clifton Forge city,207,9060.63,10284.58,5660.12,6678.87,1822.78,1915.98,741.96,792.65,416.02,449.9,,,310.38,310.91
51570,VA-Colonial Heights city,689,6270.11,6659.33,3468.19,3707.25,1686.31,1818.67,497.2,507.2,400.37,410.62,,,182.4,185.83
51580,VA-Covington city,448,7347.11,8257.2,4297.31,4935.67,1607.87,1715.72,554.79,588.77,409.93,444.33,233.58,277.28,240.88,291.08
51045,VA-Craig County,141,7617,8926.69,4887.79,5930.31,1557.96,1762.45,368.44,391.69,427.03,457.58,,,414.42,414
51047,VA-Culpeper County,900,7329.29,6946.26,3790.63,3391.32,2067.74,2129.35,848.47,802.17,227.85,214.3,228.1,236.33,164.09,171.39
51049,VA-Cumberland County,774,5651.72,6259.19,2997.43,3462.56,1295.28,1387.82,632.37,648.66,269.64,276.47,189.75,219.78,246.61,245.53
51590,VA-Danville city,2092,6452.88,6892.98,3308.22,3562.97,2091.28,2245.96,523.96,543.1,218.29,228.32,42.61,47.89,288.29,287.85
51051,VA-Dickenson County,377,8366.24,9016.78,3812.56,4219.13,1964.84,2031.82,1061.54,1144.92,1142.45,1237.61,,,333.29,330.46
51053,VA-Dinwiddie County,352,6292.91,6473.33,3486.47,3502.28,1479.75,1623.43,599.56,614.29,270.22,277.47,,,319.92,319.57
51595,VA-Emporia city,410,5904.88,6900.81,3280.37,3998.66,1494.23,1724.99,627.83,672.22,207.55,224.17,,,262.85,261.27
51057,VA-Essex County,372,6730.96,7294.47,3337.18,3710.87,1732.26,1808.65,900.9,953.63,267.93,284.42,,,181.18,179.72
51059,VA-Fairfax County,12912,6505.67,6191.55,2902.43,2798.06,2341.74,2201.2,573.09,542.1,298.81,283.1,248.91,227.46,128.85,128.92
51610,VA-Falls Church city,262,5899.46,5656.39,2657.24,2615.02,2037.21,1895.55,532.21,499.25,371.31,352.04,,,119.03,114.92
51061,VA-Fauquier County,1118,6607.75,6584.01,3238.89,3256.62,1752.82,1792.83,1009.29,948.13,272.75,261.27,188.31,179.48,135.97,136.28
51063,VA-Floyd County,375,4722.78,5332.02,2215.5,2619.24,1525.97,1664.07,358.48,381.59,385.6,416.64,,,168.64,169.36
