HSA Number,HSA Name,Medicare enrollees (2012),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2012),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2012)
49001,VA-Abingdon,10011,5.4006230640625,5.59384086977773
49002,VA-Alexandria,31002,3.82808931715058,3.85941142390373
49003,VA-Arlington,22482,3.69916934023625,3.70138218026078
49004,VA-Bedford,4148,5.0206476750479,5.27070455412274
49005,VA-Big Stone Gap,2262,6.09247424560093,5.33402522573674
49006,VA-Blacksburg,8401,4.4858613111697,4.45323512151989
49007,VA-Charlottesville,35979,4.13809665578781,4.18289514319848
49008,VA-Chesapeake,18061,4.65601183683811,4.87327296131122
49009,VA-Clintwood,2208,6.2238485651713,5.98968116101154
49010,VA-Culpeper,6174,4.58241386423481,4.66143169321017
49011,VA-Danville,18551,4.97884554929942,5.10658792480374
49012,VA-Emporia,4705,5.04601641316552,5.055051495538
49013,VA-Fairfax,10607,3.84832909143192,3.84233335253549
49014,VA-Falls Church,68279,3.26648010542215,3.28782837833953
49015,VA-Farmville,5040,4.5687400306746,4.76049752245608
49016,VA-Franklin,4086,5.02090120523817,4.89756653925101
49017,VA-Fredericksburg,33287,4.54272881159513,4.61484933130095
49018,VA-Front Royal,5066,5.27233396567238,5.47561687313507
49019,VA-Galax,9101,5.30343351043844,5.43599174844504
49020,VA-Gloucester,9219,4.91839173816101,5.10630972699929
49021,VA-Grundy,3403,6.19003881492407,6.36741190739215
49022,VA-Hampton,10684,4.38684714921033,4.44534565312949
49023,VA-Harrisonburg,20855,4.33778128396688,4.526874550834
49024,VA-Hopewell,5387,5.36112578952985,5.36345702318835
49025,VA-Hot Springs,1448,5.03266111165128,5.26376354602709
49026,VA-Kilmarnock,8950,4.14497126317321,4.33188132159565
49027,VA-Lebanon,4861,5.75746380374739,5.75580872154442
49028,VA-Leesburg,18309,3.74125233048767,3.89734461139133
49029,VA-Lexington,6085,4.96401376297863,4.93715129919384
49030,VA-Low Moor,4867,4.54655874089711,4.42608901324235
49031,VA-Luray,3485,5.34157352163756,5.39940965468332
49032,VA-Lynchburg,38339,4.52696117288028,4.72845493322541
49033,VA-Manassas,18338,4.12274401098151,4.17825725993604
49034,VA-Marion,6092,5.96969866141015,6.02800939260385
49035,VA-Martinsville,14125,4.79495459942992,4.81741062885885
49036,VA-Nassawadox,6709,4.79734002791854,4.94253557187892
49037,VA-Newport News,39810,4.48396551937155,4.49784307179927
49038,VA-Norfolk,36685,4.61159290178026,4.8157441342182
49039,VA-Norton,4704,6.32358059981419,6.69429841709858
49040,VA-Pearisburg,3972,5.45757035854444,5.79347230041756
49041,VA-Pennington Gap,2897,5.70571452762909,6.1982309253001
49042,VA-Petersburg,16754,4.79287431066075,4.86965067864308
49043,VA-Portsmouth,23143,4.65608463260932,4.88995105163518
49044,VA-Pulaski,5417,6.41277798117477,6.81058308982758
49045,VA-Radford,4021,5.4633377654588,5.59620618946654
49046,VA-Reston,17856,3.76126741800682,3.82320743527303
49047,VA-Richlands,4611,5.71642860185401,6.0558015088094
49048,VA-Richmond,138367,4.48827047380148,4.65347665092658
49049,VA-Roanoke,43960,4.58091565597917,4.68721934679336
49050,VA-Rocky Mount,4670,4.98032437725501,4.94626876345199
49051,VA-Salem,9416,4.96917248715821,5.01726599673813
49052,VA-South Boston,10935,4.46070360668622,4.79732928084652
49053,VA-South Hill,5875,4.65214978305293,4.54087258291798
49054,VA-Staunton,20313,4.56015055938226,4.65550103195685
49055,VA-Stuart,3249,5.10160662666245,5.48402885679619
49056,VA-Suffolk,10562,5.27215980567111,5.47924074478835
49057,VA-Tappahannock,5547,4.42479865413107,4.4444058130734
49058,VA-Tazewell,2345,6.31725480435049,5.88062139569481
49059,VA-Virginia Beach,34637,4.20879915880075,4.27425254793788
49060,VA-Warrenton,9855,4.50862613100457,4.6198541332852
49062,VA-Williamsburg,19372,3.52692401078074,3.64630094717306
49063,VA-Winchester,22425,4.78058856601187,4.96732921050234
49065,VA-Woodbridge,15339,4.02608930539802,4.09112935948954
49066,VA-Woodstock,5105,4.33466668970387,4.48792246828377
49067,VA-Wytheville,6168,5.25750250062449,5.33262249224927
