HRR #,HRR label,Medicare Enrollees (CMHS 5% Sample) (2003),Total Medicare reimbursements per enrollee (Part A and B) (2003),Total Part A Medicare reimbursements per enrollee (2003),Total Part B Medicare reimbursements per enrollee (2003),Medicare reimbursements for inpatient short stays per enrollee (2003),Medicare reimbursements for inpatient long stays per enrollee (2003),Medicare reimbursements for outpatient services per enrollee (2003),Part B Medicare reimbursements for professional & laboratory services per enrollee (2003),Part B Medicare reimbursements for medical & surgical services per enrollee (2003),Part B Medicare reimbursements for medical care per enrollee (2003),Part B Medicare reimbursements for surgical services per enrollee (2003),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (2003)",Part B Medicare reimbursements for durable medical equipment per enrollee (2003),Medicare reimbursements for home health services per enrollee (2003),Medicare reimbursements for hospice services per enrollee (2003),Medicare reimbursements for skilled nursing facilities per enrollee (2003)
1,AL-Birmingham,11772.3082427979,6971.53125769237,4090.26647963383,2881.93382457205,2786.82178353129,332.33233943763,628.013881014945,1537.91645724948,1155.13680195711,802.380717857726,353.096483752048,382.790993148977,257.721385876707,345.297079458372,338.243525946679,455.31758875068
2,AL-Dothan,2348.16304016113,6389.80222769499,3729.17259295904,2661.7023017494,2301.19310697886,310.584904883426,529.693760476574,1411.89432778323,1113.73934550306,740.68345882274,374.175968546674,298.025899785737,238.527207411227,238.470969530985,551.130955907741,446.303297262236
5,AL-Huntsville,3123.41213989258,6895.21058618724,3768.38999863553,3122.7647185952,2711.00000067644,235.582580240279,597.036686937218,1753.21074939054,1366.79146384307,1012.67544912345,354.562095949056,386.955529473199,258.294572989552,313.848798410112,115.422690564298,541.234345977515
6,AL-Mobile,4041.73851013184,6993.6137827649,3930.42693750038,3063.07143955613,2551.62049002799,297.908822762511,705.035829484936,1610.67077759554,1227.804389615,832.527098908193,396.294607680542,382.792880272748,249.270623043086,345.034921985565,529.341581953974,389.941718023814
7,AL-Montgomery,2337.57975769043,6590.38623753755,3584.45651018583,3006.95781917451,2401.36518800643,402.133749186663,445.692974931841,1815.0617671522,1354.42000873919,999.470579788375,352.754805598572,460.88129823376,225.967835556903,314.647997085926,214.130202976561,396.34809049363
9,AL-Tuscaloosa,1388.83100891113,6418.37952375514,3808.06213699789,2609.21195052096,2741.56103456836,408.941861257058,485.397706601219,1341.30389147299,966.022645532035,652.186720620449,315.57849352909,375.981342773686,256.708263351629,428.768539051819,-101.510650576119,355.142516046685
10,AK-Anchorage,1717.49775695801,6719.19136898285,3789.95405416882,2929.09418800981,3078.97464407924,145.782126983908,1176.32002379949,1190.34672819315,922.978022524557,610.492810961324,310.804077190408,267.838220624296,148.779868064406,176.712542740437,,411.532277934762
11,AZ-Mesa,2916.24224853516,6460.26821249905,3375.63112684687,3080.43499715323,2311.5843560068,262.914358150752,460.241258480789,1970.8756357073,1453.50371664562,1043.78533841888,409.927522085558,517.066336151591,175.432642984614,212.453255704044,305.429784063799,346.929854113478
12,AZ-Phoenix,9873.81106567383,6714.4277137625,3809.34578981614,2905.52716422691,2595.89984027647,431.527318539416,531.366057996659,1719.99050278128,1260.78902804996,882.762625080575,377.589118433319,458.72945993719,193.915983555349,174.349165647342,322.029172149315,345.91142254119
14,AZ-Sun City,2221.1616973877,6431.31449369107,3287.02588322354,3149.51492444753,2098.88123121327,630.27427747071,407.52284783995,2086.5365847312,1502.78834329156,1065.94446404443,436.801083087174,584.070619615371,145.10083741008,112.884835599023,256.479565854494,222.772824355221
15,AZ-Tucson,4405.15766906738,6036.18907547289,3193.11521164739,2839.30156281987,2160.43732937804,466.517729176694,624.568499526744,1621.09191257011,1215.24245186279,845.790180784277,368.983212258608,405.779327693712,162.424654225095,176.525423530207,228.325347658885,245.088938817924
16,AR-Fort Smith,2146.8299407959,6523.23357092326,3850.96164932868,2676.70884256672,2294.71226764212,968.924677182514,548.855126699021,1267.85576385311,962.343553482441,680.244173590685,281.974223451733,305.607107767965,270.656130198695,457.342688821094,98.4768171320764,370.083267166361
18,AR-Jonesboro,1393.08140563965,6132.01167805017,3595.53311468752,2539.88340376347,2550.29782170082,557.022887427278,588.882014754554,1215.6294060105,905.022059288462,593.566258946792,310.22899342456,310.446400474472,255.168318131761,273.407988458107,,314.698472590218
19,AR-Little Rock,9388.32012939453,6461.68067374388,3721.15502871896,2741.08438882811,2366.62612812742,688.516225749155,573.188163507203,1485.02596305908,1134.30930975861,822.017930810803,312.175506895501,350.71740193431,238.836705325459,254.06307917764,216.10630982561,311.634230819922
21,AR-Springdale,2380.07989501953,4982.74537141225,2755.85544711149,2225.93905242126,1844.81752876497,404.161137560289,460.648051246012,1148.14642635511,876.668177149119,619.243807204732,257.306393502952,271.615868923118,214.620786942343,211.524082778298,101.634131145307,302.608955523195
22,AR-Texarkana,1656.49812316895,6709.02593581489,3668.6148321142,3040.43206198533,2246.51612669323,791.326038217777,586.547032784059,1447.0724288939,1091.52494986163,778.091371172913,313.385358292564,355.542245973766,341.681611511397,482.683321921061,116.229062342118,341.477499537715
23,CA-Orange County,7524.98104858398,8693.81907384696,4445.51766240671,4241.53527702258,3050.96916721896,466.814314466366,684.227730505302,2577.10913494483,1923.05688439997,1449.31685548805,475.683669385489,653.836959532279,192.436219581845,460.742759341935,187.63338014571,553.999697445858
25,CA-Bakersfield,2925.07691955566,6992.02146755513,3789.83804088516,3200.37068005458,2911.14450986896,282.039396708034,555.046203033176,1785.07139190847,1271.44740477019,910.087919890989,361.45552855445,513.052478827287,295.709661717412,178.476253218958,59.8913579434009,413.817610612103
31,CA-Chico,2002.66397094727,6189.77905762089,3514.02663248536,2675.66584826654,2628.02102362016,128.238006699553,703.897881298905,1366.38690655832,1053.2705400219,724.674045906642,328.163946415677,313.144849769702,236.044157536512,284.626163953746,110.391621058061,485.152876112464
33,CA-Contra Costa County,2425.99499511719,7676.98346683466,4491.95936214449,3183.83102352855,3383.76991369004,187.011308662876,711.524426066832,1808.51627849062,1415.12314453879,1025.37368811125,389.800856628081,393.328938142093,126.520332659684,314.525707333835,133.265853664766,608.983239382678
43,CA-Fresno,3545.74298095703,6088.53014668754,3229.98938270714,2856.31503077276,2509.60381102205,158.970181645779,602.646015105219,1573.21617062232,1174.18375125319,827.944630588488,346.127983051134,398.96543292083,233.091496571396,183.856604994572,42.0940709735858,414.065385779746
56,CA-Los Angeles,21894.9522705078,10289.8077670851,5616.6625450313,4674.39495604868,3991.1340876159,557.91542023937,699.632077552099,2765.04543005153,2027.37725615453,1541.78298301258,485.169860349798,737.881066429829,229.869863691206,724.629957132281,151.968857006661,683.501046338281
58,CA-Modesto,2934.24317932129,7267.37082579144,4384.7395659046,2886.87904545907,3706.52716708322,84.5296692886463,719.562891551349,1546.0657061141,1155.56854686213,808.891031455364,346.391072269171,390.408953896276,207.018203422193,175.520053748502,23.0795306724966,449.652619745425
62,CA-Napa,1439.57960510254,7014.08268908189,3962.97832535202,3051.10537129785,3007.36626761948,222.895897161434,1002.26149604587,1412.55747537307,1153.78779898047,765.842796976978,386.786106100159,258.895187349154,142.849313418268,285.013223687443,-101.85772531609,468.541137886139
65,CA-Alameda County,3301.90898132324,7491.24010987067,4604.84848001181,2877.30343863174,3411.84757175551,240.459166000485,703.568766828342,1612.27809246493,1262.27232456035,923.278655178617,338.345771356354,349.340526989042,132.867676166469,273.776438124521,94.7236258181698,672.276322528751
69,CA-Palm Springs/Rancho Mirage,1664.24502563477,8822.62482678145,4753.7904330685,4067.39935157191,3638.81825747512,137.175222345679,986.154765151768,2326.34902410833,1673.87475968532,1139.15768313925,533.550607898026,652.101771279118,183.267878930771,283.360265856225,262.289787576905,556.550436055332
73,CA-Redding,2213.99681091309,5901.31748827927,3128.0880357186,2771.34888973265,2265.93468170021,197.679855221861,665.362533254757,1436.65022713941,1037.83656809898,694.992113974442,341.813976896673,398.433846010181,236.873981333947,251.651029054349,78.6219553021919,435.580559160455
77,CA-Sacramento,6951.48280334473,6137.70439549426,3466.05565655286,2671.64960977861,2668.15127759165,66.7986525886342,584.772932123664,1482.84855329236,1120.45018378082,795.687301182497,324.739925143676,362.407001804088,161.199711721479,229.672164186762,111.175055698813,479.6918611064
78,CA-Salinas,1627.24794006348,7087.93099069507,4169.4738494166,2918.2369088432,3212.4398730953,,689.308592872303,1587.16925496853,1274.29702041905,896.835480133395,377.342013092765,312.90412646871,160.384632051434,374.914035420366,94.7168408425701,572.149997896921
79,CA-San Bernardino,4597.40129089355,8041.96593777473,4840.84319928693,3205.1166477299,3431.85717635291,347.633703243636,549.593677344817,1812.12353736407,1408.59975382434,1049.0803668124,360.036717219858,403.804547249387,262.444615686773,363.755430506492,253.733751935345,629.745157030904
80,CA-San Diego,8324.73036193848,7052.42012204246,3948.38416595575,3103.78828979466,2710.83907315378,290.39444885221,687.140310984398,1749.81414235297,1322.27698899481,932.882501253345,389.269283704769,427.55175870069,162.062709047415,293.03660983384,292.854347766466,484.122942259614
81,CA-San Francisco,4286.57606506348,6737.108816769,3937.74258916543,2796.72604560971,2914.9410928432,262.651916042931,746.644509127176,1532.15003656207,1235.62059329176,903.062504381256,332.341257069943,295.942718512218,122.555366811485,292.691048736351,77.8132770076801,505.804435623663
82,CA-San Jose,3707.32676696777,7116.14847122255,3938.88064881986,3176.18864008173,2834.73522411784,238.593126835567,742.304041593655,1857.46467568816,1403.32021659779,1054.18643270637,350.450349717666,454.176185494036,144.358717869651,260.57934284139,126.965771186017,561.405016415967
83,CA-San Luis Obispo,1329.83128356934,5431.77794504433,2707.79910250239,2722.67766634081,1989.65985608725,160.955511706687,421.884734433556,1644.07985501679,1280.47707898116,913.22883119151,367.287174614961,363.847573327335,168.036624167582,203.965996827415,-172.078521424292,246.167354686671
85,CA-San Mateo County,2411.8291015625,6855.54204047737,3875.87076268225,2979.57618424642,2746.53821613011,279.432397992794,748.543108484876,1681.68047743474,1353.66880959956,977.832765750012,375.959892968429,327.610951900161,112.868355021318,318.598212241608,124.261188149581,536.988935632822
86,CA-Santa Barbara,1889.3289642334,6014.38695718747,2781.83506946197,3226.97598615288,2091.36566320545,127.22053151907,556.156173427153,1918.82199176476,1464.79402672748,1071.35010324269,394.026773608524,454.14221727136,219.056089247899,187.427265502415,74.2215026980884,360.758721226888
87,CA-Santa Cruz,916.998504638672,6694.54297557115,3901.58324432584,2793.06727478047,2879.01694602836,,486.896307629939,1701.53468787261,1309.23702053678,943.091760288501,366.362335909109,392.452884245288,105.241340600809,355.510383575275,,662.095453198389
89,CA-Santa Rosa,1764.8299407959,6177.69683728474,3456.50490091986,2722.31847953752,2487.02666633641,158.332276459785,542.780772393059,1553.89062840177,1200.99310826182,862.097410520116,338.902672569724,352.670663571565,188.322252897011,243.669291907442,141.822220722276,488.439696937916
91,CA-Stockton,1727.08009338379,6850.48587378721,4054.60173555036,2794.99473665115,3023.62549118008,121.386963341836,628.468750171437,1557.65275312757,1174.39762204013,829.462230400004,344.918665112589,383.255145581678,170.658707648938,190.543731948376,88.7351910795983,698.487980047523
96,CA-Ventura,2591.82803344727,7636.41512022513,3944.08425557569,3691.64088705655,2939.39253503803,283.152257838659,579.746707704008,2295.01279826176,1720.61553878516,1275.59679605177,446.00321105281,574.351452732371,190.239534328119,283.623708860147,122.201444933924,443.079318148049
101,CO-Boulder,653.498641967773,6767.46148654946,3949.75528946824,2816.93689661176,2564.57418489038,-307.277905352281,721.474748922926,1493.69606376374,1173.13031886823,846.708529596877,326.659346670394,320.900081666304,194.235116272328,301.097420272844,-260.923828045103,594.911424277136
102,CO-Colorado Springs,2902.16084289551,5940.35159996506,3293.74917249413,2644.6707810845,2059.25692579299,526.735780826471,652.604946162234,1299.57233321888,1024.82026224169,706.191633425229,317.99920334209,275.443505322632,305.665489074434,270.755082807932,305.972769234514,252.062445379455
103,CO-Denver,6198.48725891113,6620.6398507076,3681.44148954597,2939.01649782699,2344.21410350225,447.61109039716,762.197601571605,1514.6132869368,1173.39278120401,845.990820608236,327.548337104863,341.371966500529,252.607011784993,274.309679743666,242.311713672354,490.567770344083
104,CO-Fort Collins,1347.24768066406,5211.03211822805,2691.76074466263,2515.99028645825,1807.43817513395,279.068201148619,553.112572950395,1330.57683431218,1014.08904237404,672.248075474614,340.630273663438,316.603920150247,269.662457717241,194.73363032436,-116.853239491165,368.1418308932
105,CO-Grand Junction,1153.49787902832,6018.69516606564,3511.43335356755,2509.69183132153,2127.12883740123,188.539577981832,896.716662485592,975.694990429723,804.555710634732,501.869829164953,300.347384329258,171.955621365065,257.913473340769,330.01409988371,-579.447710844946,448.206184441381
106,CO-Greeley,1390.3306427002,6286.95028498699,3541.45378394355,2745.49789305425,2443.21954845081,267.200702207385,728.581684084954,1353.35790917984,1083.73315074252,723.634196050085,359.111839047554,269.995952717836,263.190619103579,247.211000979192,-264.085073871537,427.275515631651
107,CO-Pueblo,826.331405639648,5936.8441611943,3211.79679569513,2722.24686027933,2147.91585784147,-383.940523237442,607.830313284351,1349.18024267105,1044.8707250792,749.244187746729,295.778459214197,304.697512880529,373.874143747315,240.655091794812,,507.118191875239
109,CT-Bridgeport,3421.99327087402,7807.38534656797,4548.94625374088,3256.66958285028,3239.02645855733,297.241887891039,641.752548096852,1972.7716992639,1455.73509621311,1060.99201247795,394.633797883557,517.145256994187,102.288818721064,348.668150658641,125.812570100642,705.538102966559
110,CT-Hartford,8750.40437316895,7526.61899246436,4399.05583426231,3124.31950140978,3017.10872795921,165.661968505287,773.695707871366,1600.56163398803,1210.44466443453,849.248137879083,361.177353132226,390.096164549276,140.938537164239,430.056419444947,114.420200430949,867.016163921836
111,CT-New Haven,7936.73612976074,8258.05218610488,4893.26892410811,3360.47576861213,3304.79269237748,214.161578067008,728.133556582531,1818.75453903509,1341.05006809076,963.362528203751,377.686234527317,477.859664998791,156.354605722984,442.202844747818,156.408955075604,975.828355030287
112,DE-Wilmington,3913.82781982422,6850.45736312744,3791.99340228282,3057.92888793908,2849.44632661488,245.446155662584,642.903632142269,1818.73063448311,1321.19877035042,935.434917890096,385.796499189991,497.568886345197,148.291810488273,245.420474910137,164.040510531421,367.703558651424
113,DC-Washington,10332.2333374023,6960.52330453421,3863.43130708409,3098.37256081294,2925.86218651213,206.312627904199,786.307900411453,1795.40366818928,1291.47542076551,914.549554234695,377.208197788686,505.278073448891,132.469965919736,222.280774316081,90.4886994256414,487.661280549144
115,FL-Bradenton,2468.24450683594,6680.23707111277,3293.9119484743,3384.72819430602,2251.24187674152,291.226108108002,461.477507913477,2067.82078028242,1446.97580420651,996.881539351411,449.598786287471,620.488065303663,188.937290503115,361.466426087957,90.4017004307716,465.932527675017
116,FL-Clearwater,3599.57369995117,7418.41556841726,3827.54990353989,3600.8198588789,2344.62560179799,263.010687591351,553.550866676223,2139.73390560298,1601.73690315308,1150.9925140303,450.812267074296,538.069514260641,227.599073751167,404.757842879265,369.626544231728,606.730023586602
118,FL-Fort Lauderdale,14211.2152099609,8601.14296012603,3996.32565252517,4635.9302874327,2708.76723817318,298.805976321781,738.498646033827,2877.72330411453,2029.96667455957,1399.97650958681,630.233862643384,849.642263231391,181.895194473854,526.827463015753,266.870982581917,468.883848196745
119,FL-Fort Myers,9141.15472412109,6915.05141552905,3322.9314912369,3583.09374736728,2228.42047250395,209.475913528899,500.80044255913,2187.43272806733,1529.62483686562,1003.36808702224,524.083889567006,656.813953403147,172.588253029123,275.45255944223,327.342501619633,382.063016496889
120,FL-Gainesville,2911.91186523438,6998.0143637261,3882.0174950181,3115.17013835761,2720.05001731857,157.272704448302,582.101824877855,1739.62817288663,1242.7541740192,850.517451472912,392.285846998555,496.774609847066,276.254363302887,270.23128462668,329.734151834677,522.276155166161
122,FL-Hudson,3373.49061584473,7692.56790974002,3956.70591159506,3737.0047739097,2726.11943496478,220.742112001255,544.338736431235,2298.32866642204,1669.71766774514,1176.80914762214,492.705731971537,628.526199050725,220.380301952563,365.45036876732,272.640189112859,518.623954979792
