HRR ID,HRR name,State,Number of patients in AMI cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
,,,,Rate,Lower conf. limit,Upper conf. limit,Rate,Lower conf. limit,Upper conf. limit,Rate,Lower conf. limit,Upper conf. limit,Rate,Lower conf. limit,Upper conf. limit
1,Birmingham,AL,1127,16.5872080353136,14.1904706434363,18.983945427191,32.966870982044,29.1920184547873,36.7417235093007,55.9679219974292,51.0621173341194,60.873726660739,22.7749912660272,19.9740923715866,25.5758901604677
2,Dothan,AL,300,10.7681835374068,7.03719829322959,14.4991687815841,37.1214023798133,29.1828593520875,45.059945407539,58.3325388109576,48.4187165246333,68.2463610972818,19.7983508042352,14.7464003726126,24.8503012358578
5,Huntsville,AL,327,13.4263674041493,9.41326380971892,17.4394709985797,28.2068913887874,21.8652087943848,34.54857398319,45.182441976754,37.1648148356731,53.200069117835,20.7721105226325,15.7981848093433,25.7460362359218
6,Mobile,AL,335,15.3673327747217,11.1496930490233,19.5849725004201,26.205244295002,20.2345006618841,32.1759879281199,56.4507756533977,47.7036373427498,65.1979139640457,21.879524207263,16.8603471651488,26.8987012493772
7,Montgomery,AL,187,20.5137261124994,14.1564565268872,26.8709956981116,39.1644876898623,28.620361702814,49.7086136769106,59.3641026896635,46.3553701240016,72.3728352553253,26.5360929780708,19.2531323270696,33.8190536290719
9,Tuscaloosa,AL,117,,,,39.7340603227512,27.2634785463335,52.204642099169,56.4576314601242,41.6704734946468,71.2447894256017,22.2884664486212,13.7210557684223,30.8558771288201
10,Anchorage,AK,254,9.65887858291903,5.71140838291408,13.606348782924,39.9639380540902,31.752794359642,48.1750817485383,60.3158662338336,50.2523883260089,70.3793441416583,20.1292764081883,14.4930790138955,25.765473802481
11,Mesa,AZ,368,13.1269593567853,9.29153029139117,16.9623884221794,31.7812976731152,25.3564361649849,38.2061591812455,74.0683047096796,64.3028529484561,83.8337564709032,20.0684029991594,15.3670824351429,24.7697235631758
12,Phoenix,AZ,1202,13.9483569844696,11.7802507260291,16.1164632429101,40.2844198136592,36.3463794970064,44.222460130312,67.3475302735667,62.2743135992983,72.420746947835,23.9691366322725,21.1464115790927,26.7918616854523
14,Sun City,AZ,288,10.4251934197492,6.69458586621315,14.1558009732852,46.8232500324412,38.3748081129963,55.2716919518862,77.7828092256422,66.8932159340523,88.6724025172322,20.9061866437971,15.6161915471273,26.196181740467
15,Tucson,AZ,461,15.0244105331788,11.4533348297012,18.5954862366565,41.6675663094339,35.3288668242237,48.0062657946442,73.5568462044979,65.1198520938722,81.9938403151236,27.0365768988182,22.2584770574752,31.8146767401612
16,Fort Smith,AR,319,19.1948398889883,14.2968874978549,24.0927922801217,43.3532646354748,35.2143849375455,51.492144333404,54.3609106779512,45.257953255591,63.4638681003115,23.1229554562683,17.7818252455624,28.4640856669742
18,Jonesboro,AR,175,17.9364676417095,11.6223576530674,24.2505776303516,44.300851430414,33.4471428299626,55.1545600308654,65.9503827342563,52.6883043948291,79.2124610736835,30.4835321879014,22.2765512498442,38.6905131259586
19,Little Rock,AR,908,12.7693383815268,10.4252604758478,15.1134162872058,37.6439837304387,33.2658151660407,42.0221522948367,55.0143357709297,49.727628305721,60.3010432361383,20.2277772557461,17.2889873463407,23.1665671651514
21,Springdale,AR,293,17.1175903234056,12.3246650328521,21.9105156139592,34.3675096010121,26.8830297323473,41.851989469677,49.9679017103085,40.9520620335754,58.9837413870415,22.2148518183671,16.7722131228672,27.657490513867
22,Texarkana,AR,173,,,,43.7161577516486,32.5610941705407,54.8712213327566,51.0367725910713,38.9943259931151,63.0792191890275,16.8200396501198,10.6981698661982,22.9419094340414
23,Orange County,CA,588,14.223106007847,11.1993896079192,17.2468224077748,34.0880712959247,28.7727446650217,39.4033979268278,69.0809640918905,61.4881826079399,76.6737455758412,20.6919938123217,17.0351546820675,24.3488329425759
25,Bakersfield,CA,333,12.4476426237628,8.59007820905611,16.3052070384696,34.9231064716751,27.7476713304406,42.0985416129096,73.5677947121171,63.1615701223388,83.9740193018955,18.1430151013192,13.5134571205384,22.7725730821
31,Chico,CA,201,14.1874097109803,8.93231961289919,19.4424998090615,39.2257221569244,29.6154202284779,48.8360240853709,69.0557561597263,56.3231667430394,81.7883455764132,23.7049546835787,16.9278175773575,30.4820917897999
33,Contra Costa County,CA,196,15.4188094902044,9.90125937533344,20.9363596050754,36.3729774760657,27.012005863322,45.7339490888093,66.0965998064641,53.4538791981996,78.7393204147287,24.1114778730582,17.2181176637458,31.0048380823706
43,Fresno,CA,321,13.4661301957955,9.44114161436329,17.4911187772277,34.1414477547327,26.9255764492893,41.357319060176,67.4999088268682,57.3529757300311,77.6468419237054,20.9522964466941,15.9352248335269,25.9693680598613
56,Los Angeles,CA,1855,17.3068194911074,15.4451426615751,19.1684963206396,33.1804342048746,30.2027478773046,36.1581205324447,66.436014596369,62.2112954731509,70.6607337195872,22.0541916472289,19.9424528249823,24.1659304694754
58,Modesto,CA,325,18.8043801217015,14.085377968386,23.5233822750169,44.0900542316517,35.9606731472913,52.219435316012,68.36099208707,58.2034225528391,78.5185616213008,26.4508951171206,20.8604393037035,32.0413509305377
62,Napa,CA,106,,,,40.7598514611956,27.4449666505384,54.0747362718528,67.2515410656081,50.0909474751053,84.4121346561109,,,
65,Alameda County,CA,237,17.687614311034,12.4612582652071,22.9139703568608,34.4940500999468,25.7658511700313,43.2222490298622,68.0083879783588,55.7374560060553,80.2793199506623,22.841700294575,16.8590931302179,28.8243074589322
69,Palm Springs/Rancho Mirage,CA,170,,,,31.5772458557914,22.4518564938259,40.7026352177569,64.1496509295674,51.1812495994346,77.1180522597002,24.3495098867722,16.8961109508166,31.8029088227278
73,Redding,CA,228,11.9497641525256,7.35642269216956,16.5431056128816,42.0148231296907,32.9208914991768,51.1087547602047,63.4389172947106,52.2728307117619,74.6050038776594,27.2302384723724,20.3400374780777,34.120439466667
77,Sacramento,CA,790,14.6948738485979,12.0090779066186,17.3806697905772,46.178658970439,40.9789854722436,51.3783324686343,72.0643376891167,65.5698350058565,78.5588403723769,23.9717879092563,20.5450761624748,27.3984996560379
78,Salinas,CA,133,,,,35.5380659496149,24.2385962469477,46.8375356522821,62.9016127509049,47.8396887962736,77.9635367055362,20.9891583836519,13.2146653200154,28.7636514472884
79,San Bernardino,CA,424,18.3300375687523,14.2357903389431,22.4242847985615,34.5984177372734,28.329113028677,40.8677224458697,60.402219727399,52.1133772464937,68.6910622083044,24.6382572225854,19.9029366352122,29.3735778099587
80,San Diego,CA,697,15.5087213062758,12.5701233363734,18.4473192761783,40.1424549537257,34.9880084149576,45.2969014924938,70.7906622238362,63.9383030638353,77.6430213838371,22.6227950370716,19.0726995619384,26.1728905122049
81,San Francisco,CA,287,12.2959444876923,8.27926928837945,16.3126196870051,36.1025287068036,28.5161578878862,43.6888995257211,64.3109009745912,54.1863722650936,74.4354296840887,20.6683948592454,15.4385693858426,25.8982203326483
82,San Jose,CA,319,15.7197961113579,11.4054210970937,20.0341711256222,38.7361597044884,31.18155148016,46.2907679288168,72.2195019908403,61.8683244539815,82.5706795276991,22.8957459045675,17.679056163146,28.112435645989
83,San Luis Obispo,CA,82,,,,33.0544547083372,19.5454874075865,46.5634220090878,70.3152642551539,50.6269902637108,90.003538246597,,,
