HRR ID,HRR name,State,Number of patients in surgical cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
,,,,Rate,Lower conf. limit,Upper conf. limit,Rate,Lower conf. limit,Upper conf. limit,Rate,Lower conf. limit,Upper conf. limit
1,Birmingham,AL,14055,11.3202465309398,10.763812870249,11.8766801916305,18.944790473797,18.0497236859187,19.8398572616753,15.003879858026,14.3630681088622,15.6446916071898
2,Dothan,AL,2991,10.2132816637181,9.0670524822875,11.3595108451487,21.1107423450459,19.0647786520228,23.156706038069,15.6410410962688,14.2224302102007,17.059651982337
5,Huntsville,AL,4505,10.2554476550504,9.31414719206674,11.196748118034,18.7966786006747,17.2243221210019,20.3690350803475,15.4762402591479,14.321466279979,16.6310142383167
6,Mobile,AL,5086,11.0061619982457,10.0986178762236,11.9137061202678,20.0141564600523,18.553238831833,21.4750740882717,14.2569806938893,13.2227386163865,15.2912227713921
7,Montgomery,AL,2416,10.7294490824739,9.44485446647189,12.0140436984759,21.6814652036861,19.3314491833962,24.031481223976,15.3483184296316,13.8051082695599,16.8915285897033
9,Tuscaloosa,AL,1809,10.3977793741396,8.93836249864646,11.8571962496328,26.4131233052286,23.4439261324561,29.3823204780011,13.3078537208069,11.6482071489167,14.967500292697
10,Anchorage,AK,3200,8.46696894965598,7.42773351054088,9.50620438877109,24.6144081030756,22.750570510944,26.4782456952072,15.7081280878421,14.3028577264931,17.113398449191
11,Mesa,AZ,5496,11.0510604280074,10.1539916374131,11.9481292186018,25.9225593550926,24.3150585289186,27.5300601812665,17.0025049990926,15.8953590286601,18.1096509695252
12,Phoenix,AZ,16206,10.3811045994031,9.8757361431588,10.8864730556474,26.2982903131406,25.3625059185948,27.2340747076865,16.5531586047773,15.9179740808628,17.1883431286919
14,Sun City,AZ,2931,9.83672689615391,8.70261014812675,10.9708436441811,28.3077871785523,26.0594919080247,30.5560824490799,16.527182891937,15.0577939411414,17.9965718427327
15,Tucson,AZ,5924,10.0675884855668,9.2475348754009,10.8876420957326,24.2893854945755,22.8138582454862,25.7649127436648,15.3013816758056,14.2943922509816,16.3083711006296
16,Fort Smith,AR,2465,12.5504572751983,11.1302393374857,13.9706752129108,25.7425483143589,23.2746942914609,28.210402337257,17.4752828651328,15.8059642450611,19.1446014852045
18,Jonesboro,AR,1832,12.2357301440436,10.6001691993285,13.8712910887587,30.5427782550359,27.4263909436718,33.6591655663999,18.4754898477812,16.4760188396878,20.4749608558746
19,Little Rock,AR,11427,11.1751241945595,10.5585593587068,11.7916890304123,22.1599568370915,21.1281625409446,23.1917511332385,15.6970143302647,14.9671713887606,16.4268572717687
21,Springdale,AR,3011,9.89129132284297,8.75285153551376,11.0297311101722,25.0600379044539,22.9345082599827,27.185567548925,16.0791115416713,14.6331014813382,17.5251216020044
22,Texarkana,AR,1751,10.2202907669538,8.7230459873932,11.7175355465143,21.2156103187417,18.5030608319577,23.9281598055256,17.4212282214899,15.4660564342698,19.3764000087099
23,Orange County,CA,9059,9.76684580255998,9.12299644001514,10.4106951651048,20.0807272608197,18.9706125186751,21.1908420029644,14.3999030038299,13.618616392027,15.1811896156328
25,Bakersfield,CA,3698,11.0016768419547,9.91395291930905,12.0894007646003,27.6352655637332,25.6250093956513,29.6455217318152,16.5412419412773,15.2132328277517,17.869251054803
31,Chico,CA,2417,9.6520288625361,8.40731738755448,10.8967403375177,25.0967784001776,22.7383134914119,27.4552433089433,16.9885042519872,15.3400339290797,18.6369745748946
33,Contra Costa County,CA,3141,9.75750401032671,8.66242642382541,10.852581596828,18.677097677372,16.8281593384945,20.5260360162494,16.2262693798068,14.8152177755511,17.6373209840624
43,Fresno,CA,4242,10.8417537061439,9.8422454379419,11.8412619743459,22.1817527146311,20.5145151977387,23.8489902315236,15.9979378947297,14.7865515424795,17.20932424698
56,Los Angeles,CA,23373,11.2007391522585,10.7771452004539,11.6243331040632,21.2904289640596,20.5778110418438,22.0030468862754,14.2210072502382,13.7423523225178,14.6996621779586
58,Modesto,CA,3769,10.9229219439535,9.85514171552001,11.990702172387,27.4191091760034,25.4022283474353,29.4359900045715,17.3888634938759,16.0458377552008,18.731889232551
62,Napa,CA,1837,8.8277567838863,7.45125148626522,10.2042620815074,23.5815442137748,20.9393325879247,26.2237558396249,16.430367681317,14.5585760636041,18.30215929903
65,Alameda County,CA,3278,9.16718806197333,8.14504197003422,10.1893341539124,20.5516279473162,18.5884428320875,22.514813062545,14.8823516943406,13.5752392077997,16.1894641808815
69,Palm Springs/Rancho Mirage,CA,2406,9.41955000268966,8.2021808040597,10.6369192013196,20.9936916831629,18.8159278648785,23.1714555014472,15.0980901271137,13.555487113158,16.6406931410693
73,Redding,CA,3003,7.78527343205178,6.77248900910137,8.79805785500218,23.1163805308223,21.0860757607126,25.1466853009319,15.7231283144223,14.2893762962277,17.1568803326169
77,Sacramento,CA,9659,9.91560555080438,9.28306362550081,10.548147476108,23.9698114069119,22.8201698535361,25.1194529602877,15.9900310536048,15.1882723163293,16.7917897908803
78,Salinas,CA,2129,8.24974516444088,7.02744581569386,9.47204451318791,20.5719308190829,18.2322700020433,22.9115916361224,13.6053532670841,12.0367360668791,15.1739704672891
79,San Bernardino,CA,5185,12.1662179941156,11.2169321916352,13.1155037965959,21.0895342764796,19.5596392578926,22.6194292950666,17.568787940237,16.4279113111147,18.7096645693593
80,San Diego,CA,10242,9.80051817384817,9.19428701640662,10.4067493312897,23.1990819187587,22.0700624138065,24.3281014237109,15.0440611515247,14.2931665628648,15.7949557401846
81,San Francisco,CA,3901,9.19552300958122,8.25343394193975,10.1376120772227,18.3530792720804,16.6795087255439,20.0266498186169,13.6084890727283,12.459617198091,14.7573609473655
82,San Jose,CA,4470,9.80071034927235,8.88701273507662,10.7144079634681,20.8354659550085,19.2019654241359,22.4689664858812,15.2880298294626,14.1464718296842,16.429587829241
83,San Luis Obispo,CA,1761,8.20650790546758,6.84709795120483,9.56591785973033,19.1169274214065,16.6516365207364,21.5822183220766,15.9352042374239,14.0483496848788,17.822058789969
85,San Mateo County,CA,2403,9.2573052991803,8.05302459056617,10.4615860077944,17.9714362989706,15.9309638877166,20.0119087102246,13.3060862542685,11.859432077647,14.7527404308901
86,Santa Barbara,CA,2475,7.52313541904006,6.44484896995611,8.601421868124,20.8422151495674,18.6648633014079,23.0195669977269,13.4387787092025,11.9975176904178,14.8800397279872
87,Santa Cruz,CA,1380,7.88645355271732,6.37796099562652,9.39494610980812,24.0072075087638,20.8562301238336,27.158184893694,11.3943839735574,9.58886853478936,13.1998994123255
89,Santa Rosa,CA,2010,8.68647735228738,7.39577786096053,9.97717684361424,27.5019877054133,24.6920528880318,30.3119225227949,13.5096088729401,11.9011342939092,15.1180834519711
91,Stockton,CA,1796,8.83820558310265,7.46007101228938,10.2163401539159,26.5063714101054,23.5838156285512,29.4289271916596,14.1965349876251,12.4506261226219,15.9424438526282
96,Ventura,CA,3858,10.3957711989028,9.37698562141033,11.4145567763953,21.9227705593637,20.1462363412071,23.6993047775203,14.0845790706859,12.8999018744684,15.2692562669033
101,Boulder,CO,1225,9.68660601510579,7.90842781490431,11.4647842153073,20.1145855249137,17.1084889002391,23.1206821495883,15.1455495385366,12.932939621319,17.3581594557541
102,Colorado Springs,CO,4037,8.33089418445981,7.42653929785598,9.23524907106364,20.5164703801378,18.7811823300391,22.2517584302364,14.8587733607639,13.6557052317877,16.0618414897401
103,Denver,CO,9505,9.93679745186262,9.29152470910339,10.5820701946218,28.2335330667468,26.917831527218,29.5492346062756,16.5479280372587,15.7187381830126,17.3771178915049
104,Fort Collins,CO,2030,10.0150291284636,8.61648821780942,11.4135700391178,26.26340148953,23.5944813785026,28.9323216005575,14.4743847198925,12.7997687261598,16.1490007136252
105,Grand Junction,CO,1764,7.77600794810137,6.42888330018894,9.12313259601379,24.0873234677101,21.370626833623,26.8040201017971,14.042129474268,12.2467547230108,15.8375042255252
106,Greeley,CO,2132,9.62212879603963,8.28856978189816,10.9556878101811,28.2452295721795,25.4632522377491,31.0272069066099,16.3931696227618,14.6582796218848,18.1280596236389
