HRR ID,HRR name,State,Number of patients in CHF cohort (2015),Percent readmitted within 30 days of discharge (2015),,,Percent seeing a primary care clinician within 14 days of discharge to home (2015),,,Percent having an ambulatory visit within 14 days of discharge to home (2015),,,Percent having an emergency room visit within 30 days of discharge (2015),,
,,,,Rate,Lower conf. limit,Upper conf. limit,Rate,Lower conf. limit,Upper conf. limit,Rate,Lower conf. limit,Upper conf. limit,Rate,Lower conf. limit,Upper conf. limit
1,Birmingham,AL,2123,19.3181829965128,17.4527754083876,21.183590584638,42.8304452762921,39.5677263207337,46.0931642318504,61.6958029399751,57.784848597201,65.6067572827493,24.6722405546449,22.5637493679252,26.7807317413646
2,Dothan,AL,459,18.6013727494301,14.6699310358648,22.5328144629955,44.4334037849539,37.4606656479005,51.4061419220074,59.2340180488603,51.2033047495493,67.2647313481712,25.1000535958505,20.5323099139218,29.6677972777792
5,Huntsville,AL,592,22.498980028377,18.675198410578,26.3227616461761,42.6179501324664,36.5896063120505,48.6462939528824,60.438282470884,53.2819105330601,67.5946544087078,27.4983533876787,23.2638230079334,31.732883767424
6,Mobile,AL,723,18.2656032624559,15.1612990715593,21.3699074533525,37.719197074208,32.7005270281599,42.7378671202561,59.5377346411176,53.2460179852475,65.8294512969877,22.5259866344992,19.0783779229962,25.9735953460021
7,Montgomery,AL,430,20.1896707424688,15.9713075224961,24.4080339624414,48.8313580341645,41.3348144265614,56.3279016417676,64.9596536680265,56.3363927816668,73.5829145543861,23.7308230423291,19.1699056895936,28.2917403950647
9,Tuscaloosa,AL,267,22.5328300106155,16.8781648394052,28.1874951818259,36.2029181786243,27.9542508209788,44.4515855362698,50.1549111281857,40.4687670620331,59.8410551943382,24.6307744365437,18.7328835036668,30.5286653694207
10,Anchorage,AK,259,16.9477483301638,11.9400087113024,21.9554879490252,49.1440158393449,40.2390187310806,58.0490129476091,64.0348722589188,53.8548008387455,74.214943679092,20.2162851046244,14.721436220529,25.7111339887198
11,Mesa,AZ,446,20.4835727846488,16.2749395092495,24.6922060600481,37.2137800861081,30.9821800002339,43.4453801719823,70.1357537653115,61.5774896078696,78.6940179227534,26.4796015219083,21.6814430695866,31.27775997423
12,Phoenix,AZ,1349,20.2634417387757,17.859699140776,22.6671843367754,44.5937061872301,40.6887984550491,48.4986139194111,70.619046902811,65.7131164264405,75.5249773791815,26.2848699299044,23.5350241025812,29.0347157572275
14,Sun City,AZ,230,23.1146956744493,16.8916023130937,29.3377890358049,48.1494316310046,38.3634192239095,57.9354440380996,78.5159871375675,66.0337516229255,90.9982226522096,30.1989255975781,23.0732996937154,37.3245515014408
15,Tucson,AZ,470,20.9115240265006,16.7712535021571,25.0517945508441,44.4722731065184,37.7271921923667,51.2173540206701,68.7474709498285,60.3423060957359,77.152635803921,24.8384256734865,20.3182934153673,29.3585579316056
16,Fort Smith,AR,394,21.1126349330452,16.5705059433232,25.6547639227673,50.3091456869233,42.2847092693149,58.3335821045317,62.6601565886219,53.703031844727,71.6172813325169,27.9479984642524,22.7012102647697,33.1947866637352
18,Jonesboro,AR,301,25.2861452859897,19.6011264999976,30.9711640719818,54.0477806086657,44.7208427939952,63.3747184233362,65.176223394048,54.9484060364527,75.4040407516433,31.1958428525701,24.8555207581249,37.5361649470154
19,Little Rock,AR,1582,22.3746016717193,20.0470613824461,24.7021419609925,44.2011204357927,40.4272755816914,47.9749652898939,61.7095682670585,57.2542899884871,66.1648465456299,27.6748972052366,25.0830760372244,30.2667183732489
21,Springdale,AR,358,19.8707286189823,15.2486142320309,24.4928430059336,44.7233171633848,36.8194883820111,52.6271459447585,61.505265039566,52.232163541293,70.778366537839,27.0638226946487,21.64993061388,32.4777147754173
22,Texarkana,AR,344,17.6633817167321,13.2307157199468,22.0960477135174,56.7419501119227,47.308882900979,66.1750173228663,67.8848401855045,57.5887903569121,78.1808900140969,27.5039370813552,21.973122049009,33.0347521137014
23,Orange County,CA,979,20.5197355382312,17.6758452853725,23.3636257910898,41.3277757775913,36.7197079367198,45.9358436184628,71.6197973768608,65.533777825425,77.7058169282966,25.7461827067492,22.561016807325,28.9313486061734
25,Bakersfield,CA,496,20.9587146835811,16.9305794047975,24.9868499623648,42.9335948792353,36.4605298051352,49.4066599533354,69.0133144610471,60.8116026553139,77.2150262667802,25.3923860736839,20.9409045261445,29.8438676212233
31,Chico,CA,292,18.1683003200578,13.2769086832713,23.0596919568443,44.9729828046783,36.6064354251859,53.3395301841707,69.3904951100803,58.9899044886574,79.7910857315031,26.5288964036192,20.6033296827101,32.4544631245284
33,Contra Costa County,CA,398,21.926829574717,17.319255922801,26.5344032266331,40.7656936982069,33.6191524970915,47.9122348993223,66.3649212606588,57.2354287674282,75.4944137538894,29.6494083150388,24.2996877398553,34.9991288902224
43,Fresno,CA,582,20.150377615198,16.4990875989248,23.8016676314711,46.9037100106746,40.8287205856152,52.9786994357341,72.3590356150036,64.7998064833228,79.9182647466843,25.0579848300327,20.9793181762522,29.1366514838132
56,Los Angeles,CA,3379,21.0168323211064,19.4719744487689,22.5616901934439,36.0037879993444,33.7033557067537,38.3042202919351,63.9165461784296,60.8491395803139,66.9839527765453,23.040184176781,21.4232411550001,24.6571271985619
58,Modesto,CA,484,19.0619248566499,15.1667324862112,22.9571172270885,48.5017524729197,41.5500256282836,55.4534793175558,66.9771760843382,58.7884500312549,75.1659021374216,26.2640308842521,21.6780506432411,30.8500111252631
62,Napa,CA,237,17.3894532530381,12.0665316428806,22.7123748631956,45.0529587700739,35.3603575977773,54.7455599423706,61.0211411093152,49.7198676228312,72.3224145957992,26.359292219771,19.7979306390607,32.9206538004812
65,Alameda County,CA,512,17.3236212862997,13.7244729261476,20.9227696464518,39.7801506387678,33.4972218949347,46.063079382601,68.509912481555,60.2611927618955,76.7586322012146,26.5475150767189,22.1020248080863,30.9930053453515
69,Palm Springs/Rancho Mirage,CA,197,15.7547143612627,10.2086391081104,21.300789614415,43.1404262583626,32.961172103873,53.3196804128521,66.0149855319308,53.4475787903576,78.582392273504,27.0878289233258,19.7950619875007,34.380595859151
73,Redding,CA,391,15.4138292461285,11.5135923199879,19.3140661722692,45.5008853731089,38.0431340121728,52.9586367340451,65.1039846897109,56.169931000828,74.0380383785938,26.5907753193963,21.4554441069435,31.7261065318491
77,Sacramento,CA,1158,17.9896295411301,15.5448110371915,20.4344480450687,50.3288002209124,45.7294790974137,54.9281213444112,66.4253856792392,61.1366258684886,71.7141454899897,24.0101581740695,21.1826022195716,26.8377141285674
78,Salinas,CA,204,14.7657930229019,9.48192184974597,20.0496641960577,49.7137343459531,38.6095389308619,60.8179297610443,72.963012205157,59.5099978776594,86.4160265326545,22.6658160032717,16.1157071945078,29.2159248120356
79,San Bernardino,CA,728,18.9576315726136,15.7946212665681,22.120641878659,38.8726640278989,33.7123975496715,44.0329305061263,60.9540569074116,54.4938618004105,67.4142520144126,27.0248844656656,23.2414006404724,30.8083682908588
80,San Diego,CA,1179,17.9579852022677,15.5348789786497,20.3810914258857,41.7667677042472,37.6108104172308,45.9227249912635,65.8739408013513,60.6505909947885,71.097290607914,25.328781997995,22.4481209990248,28.2094429969653
81,San Francisco,CA,638,17.1295887177665,13.9137833333012,20.3453941022317,44.2554738272601,38.3671294801211,50.1438181743991,64.7287825610687,57.591876691158,71.8656884309794,24.2222316349158,20.4089017658055,28.0355615040262
82,San Jose,CA,599,17.9109274722577,14.5171586328017,21.3046963117138,38.2297618813833,32.7356032792823,43.7239204834843,68.4768966848211,61.0997886304855,75.8540047391567,23.9420941996244,20.0179027440789,27.8662856551699
83,San Luis Obispo,CA,133,,,,48.1052876840899,34.6358071325447,61.5747682356351,71.1689002726136,54.8427083967299,87.4950921484972,28.0738357756963,19.0278278399456,37.1198437114469
85,San Mateo County,CA,280,15.7939569236743,11.1271408791792,20.4607729681694,36.4689625475123,28.5754090980754,44.3625159969492,66.3155014017807,55.631344154143,76.9996586494185,22.5502070499246,16.9817313289938,28.1186827708554
86,Santa Barbara,CA,231,13.4644878579229,8.72463277754108,18.2043429383048,47.5025060750491,37.2829143181614,57.7220978319369,71.6623728572225,59.099404985628,84.225340728817,24.3958157772327,18.0061608755846,30.7854706788809
87,Santa Cruz,CA,168,18.0347626462439,11.5811057167857,24.4884195757022,40.6216541577195,30.0759338731561,51.1673744422829,72.2928024958207,58.1937331905226,86.3918718011187,22.8857126435872,15.6091090994666,30.1623161877078
89,Santa Rosa,CA,189,16.5583703463296,10.7293869763671,22.3873537162921,43.4093373338597,32.2374838671572,54.5811908005621,69.9093177761841,55.7007710092735,84.1178645430946,28.8187455608876,21.1321458699713,36.5053452518039
91,Stockton,CA,252,21.0129931365881,15.3557342251044,26.6702520480718,51.2963110382822,41.0349117069263,61.557710369638,74.3358064824929,61.9778480875854,86.6937648774004,29.3869295408346,22.6912536494907,36.0826054321786
96,Ventura,CA,468,19.7049655253312,15.6783715716125,23.73155947905,41.2433023683288,34.8724643146363,47.6141404220214,72.5391743755105,64.0726702286548,81.0056785223662,26.8708321757374,22.1601675989535,31.5814967525213
101,Boulder,CO,92,,,,50.062197514431,32.9813659236365,67.1430291052255,77.6795413045347,56.3600108380012,98.9990717710683,,,
102,Colorado Springs,CO,359,17.3557723664699,13.0355691888029,21.6759755441369,38.6583197449335,30.925045200377,46.39159428949,60.4126651235163,50.7122363236452,70.1130939233875,26.3837825951997,21.0500749858288,31.7174902045706
103,Denver,CO,870,19.6160872942484,16.6672962683674,22.5648783201294,49.6223285524617,44.1336425385265,55.1110145663969,67.7268526655047,61.3028897107344,74.1508156202749,23.563593493739,20.3300216873523,26.7971653001256
