HRR #,HRR label,Medicare Enrollees (CMHS 5% Sample) (2001),Total Medicare reimbursements per enrollee (Part A and B) (2001),Total Part A Medicare reimbursements per enrollee (2001),Total Part B Medicare reimbursements per enrollee (2001),Medicare reimbursements for inpatient short stays per enrollee (2001),Medicare reimbursements for inpatient long stays per enrollee (2001),Medicare reimbursements for outpatient services per enrollee (2001),Part B Medicare reimbursements for professional & laboratory services per enrollee (2001),Part B Medicare reimbursements for medical & surgical services per enrollee (2001),Part B Medicare reimbursements for medical care per enrollee (2001),Part B Medicare reimbursements for surgical services per enrollee (2001),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (2001)",Part B Medicare reimbursements for durable medical equipment per enrollee (2001),Medicare reimbursements for home health services per enrollee (2001),Medicare reimbursements for hospice services per enrollee (2001),Medicare reimbursements for skilled nursing facilities per enrollee (2001)
1,AL-Birmingham,11593.0580291748,6134.40761798931,3580.21369507793,2554.14607231128,2606.42553092226,209.901105256728,479.701878747356,1405.04819951297,1058.64531506101,703.3015271819,355.759006365205,346.474418095877,220.740172550469,336.224640173569,165.691666151517,440.489548232417
2,AL-Dothan,2254.66235351563,5198.82631621618,2998.88763491307,2200.1335425977,1975.65687348782,139.302900953526,421.050872697136,1171.23979371899,921.945916938348,582.811922258329,340.464860849142,249.012054865214,198.328023744359,251.898377180983,425.718775056249,330.486349128709
5,AL-Huntsville,2914.74626159668,5549.63171892585,3089.6545511464,2455.75928194785,2310.58022653848,160.408219869276,476.705643750259,1376.00324423967,1053.66702167026,715.215515940419,338.40809320709,322.415361782666,206.886234810279,277.341937961014,75.1821121704728,421.556290252476
6,AL-Mobile,3594.90942382813,5983.07545341927,3379.97076480729,2603.95993199762,2291.258114323,316.205963868765,543.12659880145,1402.43781487952,1070.16232475484,704.744727904829,366.130538117145,332.243453560869,187.454599405774,364.271012787518,260.149765426284,345.031587115089
7,AL-Montgomery,2315.16239929199,5391.33924804819,2935.14176992426,2460.95130546578,2092.26435092308,256.248246047372,361.663979082869,1452.43446109954,1076.07945410601,733.923977459268,342.162644056609,377.014324190113,226.22559742315,264.739364474118,148.368262406761,305.489711500647
9,AL-Tuscaloosa,1424.99806213379,5816.9299932547,3250.44919121121,2568.27776129484,2373.49753832596,248.534423714974,496.73494115749,1352.30413283941,993.449236633906,661.464564935742,332.770439084546,359.416864029122,186.524947445442,378.297199929811,-98.0719817450559,375.70495514253
10,AK-Anchorage,1608.16395568848,6391.19997536958,4011.56503259323,2392.312790577,3355.51291985379,209.320982679224,860.863628620335,1079.32452457239,825.935787155331,523.972167796286,300.269635655315,253.491086829956,130.701269268878,185.506342336465,,289.32915851588
11,AZ-Mesa,2418.07791137695,5415.66353251005,2872.83762792061,2540.60030466454,2056.58179908248,138.065042073987,422.379221436805,1560.96988485902,1125.81615088402,752.984088922815,372.526236553908,434.84296076904,127.718802569566,201.876775581064,192.729051995175,357.047931290947
12,AZ-Phoenix,8977.98196411133,5645.88931049873,3160.03095557769,2482.73769174837,2303.98272329578,220.431102816873,420.502335301955,1492.84189243659,1098.52078382484,716.119546345935,381.353095461059,393.830620324808,137.648123749136,173.42106898054,187.922059643397,338.309187201615
14,AZ-Sun City,2064.74575805664,4964.30772425325,2356.70896845033,2611.52208898643,1847.75688891082,113.283601000468,385.725471585094,1760.08347698234,1255.32754731292,817.534774037925,437.322979009712,504.961932361061,86.7659552699035,85.249554778779,177.336951297008,165.012942209633
15,AZ-Tucson,3779.82327270508,5062.45358150659,2672.69033432903,2386.16493995646,1810.81833007227,386.930591115907,482.75567263757,1393.97411993506,1051.32692902851,691.723316196123,359.04178299377,342.569808267046,118.555027501279,151.105987202812,142.080244438994,228.201770243581
16,AR-Fort Smith,1897.74703979492,5055.62515943801,2755.6196065783,2296.03330902606,1802.71918981279,545.82586366693,435.487369616719,1088.91744491302,850.206543631732,581.880092512451,268.377411279131,238.999422291914,223.514640504792,405.735025272504,79.4624681562791,220.940819465529
18,AR-Jonesboro,1349.58135986328,5723.6485355922,3304.89405671779,2418.2332017405,2324.75318949817,510.436339045993,504.333647080309,1210.39312165026,935.323068168905,608.774567259546,325.948051068477,275.226534028988,206.466587442133,301.668969852114,,304.914671121653
19,AR-Little Rock,8757.56694030762,5659.98906293432,3301.87767801978,2358.11146402887,2288.56098190052,449.671222040681,491.2813764025,1263.51863776692,973.469840760038,656.736948136035,316.811838627969,290.019540310646,191.563514581447,234.334635891781,146.528355991631,282.999140248454
