HSA #,HSA name,State,Medicare enrollees (2010),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2010)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2010)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2010)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2010)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2010)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2010)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2010)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2010)"
49001,Abingdon,VA,6425,8427.78,9548.11,3751.51,4517.62,2058.95,2167.7,1047.07,1151.81,976.11,1076.16,299.21,355.8,336.48,337.56
49002,Alexandria,VA,21216,8471.95,8282.3,3686.69,3754.87,2749.2,2579.1,1068.34,1014.14,446.38,423.3,374.14,359.56,160.06,160.38
49003,Arlington,VA,14771,8024.37,7764.5,3478.97,3465.93,2533.61,2379.59,993.66,945.95,470.51,446.84,402.04,377.49,149.51,149.11
49004,Bedford,VA,3265,7190.36,7842.3,3369.31,3814.87,2024.23,2112.31,925.34,989.03,374.29,397.66,209.67,240.6,284.48,284.83
49005,Big Stone Gap,VA,1384,10752.36,11981.26,5795.89,6681.43,2482.85,2622.64,939.73,1035.85,1099.01,1212.32,172.58,169.62,325.81,329.21
49006,Blacksburg,VA,6349,8021.93,8848.92,3766.67,4267.93,2124.51,2285.96,982.22,1049.73,544.75,589.88,282.47,334.68,323.19,325.45
49007,Charlottesville,VA,27285,7882.03,7929.3,3921.01,3791.45,1870.79,1978.39,1221.28,1257.94,359.22,368.42,317.52,340.69,188.46,188.75
49008,Chesapeake,VA,12936,8459.3,9394.45,3784.82,4445.79,2619.61,2796.79,1021.6,1068.7,560.98,585.51,198.45,221.58,270.06,271.44
49009,Clintwood,VA,1453,10830.55,12204.83,5004.06,5895.11,2282.76,2434.02,1527.26,1687,1504.82,1659.26,199.73,234.66,418.34,429.16
49010,Culpeper,VA,4607,8736.9,8850.26,4714.89,4574.6,2282.58,2460.76,1119.84,1163.64,278.4,287.29,131.57,152.04,187.23,187
49011,Danville,VA,13462,7816.1,8373,3968.7,4325.31,2291.23,2395.64,885.61,946.5,255.33,275.02,127.79,143.12,304.96,306.17
49012,Emporia,VA,3341,8350.32,9112.01,4560.35,5044.9,2049.78,2217.79,1074.63,1151.92,300.73,326.63,128.8,144.9,224.82,229.65
49013,Fairfax,VA,6095,8190.13,8106.84,3416.84,3559.36,2757.24,2597.3,929.87,898.67,428.8,410.8,467.28,454.27,178.47,177.78
49014,Falls Church,VA,45042,7888.3,7511.19,3274.73,3163.73,2746.31,2555.6,871.93,832.17,421.24,400.59,408.25,395.03,149.57,148.61
49015,Farmville,VA,3743,7697.03,8460.95,3777.21,4289.12,2001.45,2095.6,1086.25,1174.2,315.89,336.17,277.55,325.03,247.85,248.36
49016,Franklin,VA,3229,6937.17,7622.78,3260.24,3719.16,2092.44,2209.96,1010,1083.71,273.25,293.65,71.03,81.16,257.19,259.5
49017,Fredericksburg,VA,24476,9776.43,9653.67,5013.37,4824.59,2749.63,2875.38,927.92,888.67,465.01,446.3,411.4,406.13,221.16,221.21
49018,Front Royal,VA,3583,8141.93,8289.2,4093.55,4085.06,1922.44,2117.12,1138.11,1102.46,330.67,330.34,447.93,437.34,211.74,212.46
49019,Galax,VA,7655,8410.16,9178.52,4048.22,4296.36,1913.41,2231.36,1020.34,1106.64,942.49,1038.41,148.69,164.93,377.31,380.95
49020,Gloucester,VA,7426,6855.1,7546.07,2928.29,3383.53,1985.42,2116.19,1160.66,1214.13,285.11,297.5,259.47,301.7,217.39,217.42
49021,Grundy,VA,2031,8271.15,9234.49,4205.77,4820.89,1682.23,1815.64,1117.93,1227.97,731.9,807.14,212.19,253,369.15,373.64
49022,Hampton,VA,7742,7644.73,8134.16,3247.78,3551.55,2496.08,2578.87,1090.52,1140.47,393.3,410.05,190.98,216.91,247.68,250.57
49023,Harrisonburg,VA,15223,7233.47,7947.65,3865.6,4348.97,1620.46,1760.64,1139.49,1185.05,257.02,266.27,157.78,185.56,195.9,197.64
49024,Hopewell,VA,4275,8590.79,9279.34,4396.9,4876.55,2333.67,2510.12,945.14,962.51,422.1,429.33,247.96,259.29,241.12,240.83
49025,Hot Springs,VA,1010,9296.08,9890.67,5019.02,5243.27,1616.02,1718.99,1913.13,2098.92,358.69,393.07,159.16,195.89,198.31,202.01
49026,Kilmarnock,VA,6931,6429.71,6943.42,2662.3,2858.72,2013.25,2193.52,981.74,1047.31,269.96,289.9,293.07,345.61,209.08,209.85
49027,Lebanon,VA,3533,9428.61,10713.07,4234.35,5118.49,1997.51,2097.11,1064.55,1173.83,1534.99,1692.59,381.29,455.11,369.25,369.29
49028,Leesburg,VA,9981,8525.15,8535.68,3430.7,3530.94,2832.77,2837.63,1003.45,954.55,463.72,439.26,602.28,582.86,189.22,187.4
49029,Lexington,VA,4456,6920.01,7197.5,3340.27,3326.76,1709.16,1837.87,1052.28,1141.5,343.12,371.56,211.17,254.74,261.49,261.79
49030,Low Moor,VA,3816,8133.62,9077.63,4229.49,4875.47,2000.23,2126.06,1059.8,1148.89,357.89,387.66,246.73,303.54,232.84,232.55
49031,Luray,VA,2595,7502.95,8235.7,3934.74,4392.29,1359.47,1498.62,1462.21,1557.65,342.11,344.55,175.53,207.61,225.38,227.01
49032,Lynchburg,VA,27462,7637.7,8455.52,3807.59,4396.74,2042.76,2142.41,824.24,885.73,389.93,421.05,343.42,377.34,231.9,234.13
49033,Manassas,VA,11923,8282.48,8188.52,3574.34,3581.76,2544.89,2534.8,975.47,926.11,513.96,486.96,471.8,456,210.04,209.25
49034,Marion,VA,4650,8408.02,9451.56,3750.93,4475.22,2146.82,2225.93,1082.75,1192.54,714.48,787.3,355.46,426.4,374.17,378.07
49035,Martinsville,VA,9732,7125.23,7915.07,3663.44,4094.27,1718.09,1945.7,1018.22,1101.07,351.95,381.99,106.72,125.41,257.53,258.7
49036,Nassawadox,VA,5383,7637.91,8245.4,3363.59,3651.87,1945.7,2033.5,1206.43,1306.81,433.67,472.45,471.92,556.79,224.17,225.18
49037,Newport News,VA,29649,7490.33,8109.52,3199,3593.63,2345.64,2469.69,1125.99,1178.6,367.74,383.72,213.51,241.41,243.58,245.53
49038,Norfolk,VA,26853,8448.3,9227.73,3793.46,4286.81,2634.03,2816.66,1073.72,1125.23,490.15,512.32,224.62,250.14,254.27,256.06
49039,Norton,VA,2889,10608.98,11788.22,5266.98,6102.76,2471.08,2563.31,1054.02,1160.6,1284.69,1416.88,138.6,166.26,463.37,467.3
49040,Pearisburg,VA,2812,8435.95,9173.5,4400.59,4737.02,2101.52,2330.02,1027.72,1121.3,461.58,505.02,138.08,166.41,308.54,311.4
49041,Pennington Gap,VA,1958,10073.17,11381.1,5377.45,6362.77,2173.95,2268.88,1091.36,1201.12,1081.38,1193.2,71.56,81.25,337.89,344.41
49042,Petersburg,VA,12791,8550.54,9128.44,4363.82,4746.83,2355.83,2520.3,955.56,973.64,372.77,379.01,261.84,278.98,254.58,253.91
49043,Portsmouth,VA,16989,8024.88,8729.62,3390.37,3825.17,2559.81,2726.67,1088.48,1138.71,515.15,536.99,239.14,262.91,259.96,260.8
49044,Pulaski,VA,4243,9166.23,10343.82,4471.45,5146.29,2217.9,2514.35,1051.61,1134.55,783.45,849.24,307.77,367.47,358.76,361.14
49045,Radford,VA,3098,7754.14,8549.6,3617.29,4022.65,2042.55,2273.45,939.37,1010.18,621.06,670.4,231.03,269.83,308.97,310.92
49046,Reston,VA,11630,8116.69,8048.51,3243.15,3391.75,2793.09,2659.44,900.76,859.48,453.05,430.62,553.52,535.62,170.66,169.31
49047,Richlands,VA,3428,8765.61,10058.54,3779.58,4626.15,1952.25,2067.45,1052.33,1160.77,1047.44,1153.93,749.02,921.51,352.03,356.92
49048,Richmond,VA,95645,8048.72,8623.61,3874.86,4264.22,2262.89,2402.43,949.18,967.43,430.6,438.93,309.15,330.18,229.84,229.67
49049,Roanoke,VA,32641,7493.31,8141.21,3671.45,4075.38,2041.78,2185.97,936.81,981.41,381.44,401.84,220.75,253.26,239.55,240.88
49050,Rocky Mount,VA,3257,7458.78,8215.89,3874.67,4221,1918.98,2233.01,908.82,954.98,355.35,373.79,159.8,182.84,234.02,240.04
49051,Salem,VA,7174,7192.16,8010.29,3391.89,3960.81,2039.21,2189.73,945.65,992.51,397.2,419.33,166.46,191.58,249.48,254.38
49052,South Boston,VA,8027,7832.15,8362.61,4088.19,4395.23,1896.26,1969.63,1201.38,1303.13,216.92,236.57,177.95,210.05,254.65,253.84
49053,South Hill,VA,4403,7938.58,8596.72,4159.59,4518.85,1863.11,2016.6,1246.92,1343.91,193.63,210.31,203.54,240.61,262.94,266.08
49054,Staunton,VA,16247,7516.92,7993.4,3615.21,3742.78,1658.33,1800.99,1533.14,1666.81,265.43,284.67,227.05,276.82,203.33,205.11
49055,Stuart,VA,2435,7816.8,8482.85,3817.67,4106.19,1614.51,1811.77,1405.92,1527.2,462.27,507.8,245.57,256.21,271.63,272.85
49056,Suffolk,VA,7675,7803.06,8485.42,3566.76,4029.42,2452.13,2581.96,985.91,1033.86,390.3,407.72,156.89,176.4,270.16,272.94
49057,Tappahannock,VA,4214,7304.58,7891.82,3239.78,3557.47,2197.92,2323.69,1003.6,1070,293.01,314.19,371.67,430.16,217.15,217.4
49058,Tazewell,VA,1783,9336.48,10478.95,4491.67,5255.71,2229.31,2325.96,1123.46,1247.42,786.49,866.19,405.83,502.64,341.85,347.81
49059,Virginia Beach,VA,26096,8251.5,9172.24,3548.65,4199.77,2765.38,2936.31,985.99,1031.5,461.6,482.43,250.94,283.92,228.37,229.19
49060,Warrenton,VA,7632,8274.37,8420.87,3945.03,4025.44,2333.14,2474.81,1129.05,1075.02,316.13,299.81,352.44,342.58,184.19,186.08
49062,Williamsburg,VA,14829,7570.21,8109.95,2939.4,3289.74,2625.95,2726.89,1111.14,1155.38,449.35,467.53,236.61,267.78,182.6,181.36
