County ID,County name,Medicare enrollees (2010),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2010)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2010)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2010)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2010)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2010)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2010)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2010)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2010)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2010)"
2105,2105,238,9654.68,7529.18,5739.43,4033.59,2438.72,2192.99,914.67,828.79,,,,,,
2195,2195,408,10829.56,9175.71,5170.7,4116.88,1819.8,1623.04,3172.99,2834.7,,,,,,
2198,2198,510,9263.01,7840.1,4776.73,3837.87,2718.45,2438.09,1288.89,1150.13,,,,,106.94,107.29
2230,2230,88,8307.13,7153.43,,,1851.03,1711.18,1648.29,1506.02,,,,,,
2275,2275,331,13234.27,11469.36,7367.81,6218.64,2114.99,1898.52,3251.42,2901.7,,,,,70.84,76.45
8014,8014,2364,9166.44,9191.24,3704.23,3832.43,2771.14,2766.57,1181.72,1134.35,545.96,519.4,641.35,618.62,303.34,306.1
31728,31728,54,10491.99,11663.54,,,1888.79,2028.57,,,,,,,,
31745,31745,56,7417.71,8545.41,,,1937.37,2049.19,,,,,,,,
33929,33929,79,8836.33,8990.54,,,3620.2,3438.12,965.7,991.2,,,,,,
2013,AK-Aleutians East Borough,73,6233.65,4874.59,,,2338.49,2094.36,,,,,,,,
2016,AK-Aleutians West Census Area,82,4803.67,3748.11,,,1608.94,1347.33,,,,,,,,
2020,AK-Anchorage Municipality,17598,7849.99,6697.97,3987.36,3355.31,2233.4,1866.82,949.56,846.26,291.53,258.88,162.88,154.55,178.06,178.42
2050,AK-Bethel Census Area,796,7254.87,5160.63,4514.19,2937.92,1811.03,1512.31,631.61,554.46,,,,,54.58,56.64
2060,AK-Bristol Bay Borough,83,4651.73,3850.55,,,1381.51,1198.34,,,,,,,,
2068,AK-Denali Borough,87,6470.29,5532.97,,,1974.79,1755.91,979.07,874.47,,,,,,
2070,AK-Dillingham Census Area,277,9003.44,5906.14,,,1478.14,1216.7,1230.67,1079.65,,,,,,
2090,AK-Fairbanks North Star Borough,5316,8579.45,6613.57,4720.32,3204.3,2204.71,1903.09,1132.78,1019.57,245.17,220.13,,,139.27,135.14
2100,AK-Haines Borough,332,9774.18,8346.8,5399.38,4424.04,2377.99,2122.07,1649.44,1473.74,,,,,86.98,93.72
2110,AK-Juneau City and Borough,2320,7722.26,6388.25,4004.47,3051.77,1882.21,1669.97,1291.33,1161.05,187.02,168.52,,,127.2,126.63
2122,AK-Kenai Peninsula Borough,5499,9072.41,7246.15,4888.93,3564.82,1925.66,1623.12,1643.52,1471.08,226.78,203.67,,,161.41,160.26
2130,AK-Ketchikan Gateway Borough,1224,9838.03,8291.84,5065.75,3977.33,1772.25,1607.34,2021.02,1820.86,687.57,609.36,,,130.08,129.66
2150,AK-Kodiak Island Borough,748,9393.09,7559.32,4845.94,3512.75,1711.88,1487.18,2046.83,1845.1,,,,,113.9,119.17
2164,AK-Lake and Peninsula Borough,106,7907.04,4976.99,,,2302.8,1535.62,657.17,572.92,,,,,,
2170,AK-Matanuska-Susitna Borough,6048,8862.86,7155.31,4615.4,3509.59,2445.24,2011.65,949.32,840.88,352.13,309.73,301.04,285.83,177.21,176.29
2180,AK-Nome Census Area,483,8599.72,5963.81,4666.55,2701.86,974.34,743.09,2007.68,1765.68,,,,,71.72,77.53
2185,AK-North Slope Borough,270,12473.66,8898.63,7631.28,4934.08,2148.16,1767.16,1778.02,1566.15,,,,,,
2188,AK-Northwest Arctic Borough,304,19227.64,12570.21,10597.22,5386.23,4425.58,3870.57,3179.98,2793.94,,,,,,
2220,AK-Sitka City and Borough,779,13324.92,10743.67,7790.63,5822.96,2013.36,1775.61,2876.3,2578.62,,,,,111.83,115.54
2240,AK-Southeast Fairbanks Census Area,642,7343.1,5488.19,4548.01,2990.59,1833.18,1593.31,666.27,601.91,,,,,112.58,113.95
2261,AK-Valdez-Cordova Census Area,764,10029.62,8119.36,6132.38,4706.69,1855.56,1585.09,1563.32,1393.51,,,,,136.89,135
2270,AK-Wade Hampton Census Area,343,9316.96,6509.68,5557.44,3430.34,2981.42,2566.96,664.58,579.74,,,,,72.78,76.75
2282,AK-Yakutat City and Borough,62,5800.54,4716.77,,,,,566.98,510.17,,,,,,
2290,AK-Yukon-Koyukuk Census Area,499,5792.01,4265.11,2940.28,1863.96,2082.32,1756.62,623.11,550.37,,,,,72.42,71.79
1001,AL-Autauga County,4154,8627.32,9489.02,3919.82,4505.36,2675.93,2788.89,809.32,874.59,494.08,539.89,441.53,507.17,291.84,294.11
1003,AL-Baldwin County,20626,8303.1,9618.34,3063.35,3904.28,2549.49,2699.74,1165.79,1325.21,734.34,846.17,552.19,628.92,245.53,242.32
1005,AL-Barbour County,3106,8324.94,9761.77,3587.14,4488.94,2335.8,2507.96,1058.8,1211.63,606.98,698.51,494.74,607,256.71,258.72
1007,AL-Bibb County,1750,10282.67,11269.81,4564.9,5240.54,2453.17,2575.57,1110.97,1182.09,1386.59,1471.49,549.1,598.42,302.17,301.46
1009,AL-Blount County,3653,9126.07,10238.2,4094.91,4913.61,2489.63,2585.17,1027.54,1116.48,742.34,802.92,474.31,541.84,317.13,316.05
1011,AL-Bullock County,985,8273.24,9567.91,4410.54,5389.8,2224.47,2334.32,935.58,1055.89,303.94,339.71,,,225.13,228.68
1013,AL-Butler County,2512,9286.72,10612.92,4076.63,4925.01,2470.29,2527.98,855.12,964.64,882.58,1020.34,688.61,835.86,295.16,294.74
1015,AL-Calhoun County,14388,9926.27,11551.97,4571.01,5722.22,2748.36,2903.07,983.37,1107.06,864.51,965.9,470.1,574.78,306.06,308.95
1017,AL-Chambers County,4583,7979.38,9133.38,3645.86,4353.04,1972.76,2134.68,1253.99,1398.27,391.05,439.91,449.49,536.65,270.58,271.78
1019,AL-Cherokee County,2919,9516.46,10813.24,4498.57,5331.56,2300.61,2409.14,897.53,991.54,928.88,1054.52,749.4,922.39,263.64,272.88
1021,AL-Chilton County,3099,9531.26,10632.88,3972.68,4746.82,2677.54,2803.58,932.32,1003.56,1079.56,1160.31,573.3,640.38,333.42,331.98
1023,AL-Choctaw County,2156,8732.37,10079.29,3587.03,4295.46,2256.91,2381.95,990.14,1121.52,473.3,545.32,1234.04,1563.37,310.71,310.72
1025,AL-Clarke County,3501,8521.68,10074.33,3560.27,4543.45,1982.41,2083.2,1128.77,1289.92,725.03,838.01,885.39,1074.48,273.15,273.03
1027,AL-Clay County,1851,9410.96,10799.9,4308.11,5280.21,2609.48,2702.71,1130.82,1282.1,742.37,856.39,299.38,359.04,322.27,326.71
