GEOID,State name,Percent of male beneficiaries age 75 and over having screening PSA,Percent of female beneficiaries age 75 and over having screening mammogram,Percent of decedents enrolled in hospice in the last 3 days of life,Percent of beneficiaries with dementia receiving a feeding tube during the last 6 months of life,Average number of ICU days per decedent during the last 6 months of life
1,Alabama,24.2498498498498,25.2568213047177,14.4111709835726,6.42622970053554,3.29267795906408
2,Alaska,13.7426900584795,18.5906617015182,8.14537313637686,,2.01389391561993
3,Arizona,20.0972466044535,26.8994176668398,20.9549811181137,4.66314906383014,3.84073342723295
4,Arkansas,18.9231136580707,20.7138290840927,17.5921643598845,6.15626149375268,2.33247461138796
5,California,20.4869614278106,22.2556115437471,14.2658504909874,8.10624311591904,4.83095889072723
6,Colorado,14.3293841005698,24.269775604864,18.6779106213808,2.45200382590219,2.39206823811467
7,Connecticut,17.2801078662,25.4766061150768,17.355538424205,3.42475455924369,3.65838352878059
8,Delaware,19.9914261217491,26.728898238233,20.0433348185794,3.96649958141616,3.23746798382983
9,District of Columbia,15.7184306799546,20.6846473029046,12.9772570541667,7.23097937221629,3.55410838933842
10,Florida,24.202845262492,26.977411460238,22.0739402960407,7.25362800555964,5.26766956577465
11,Georgia,23.1452406417112,25.0289351851852,19.2611371194524,5.68141417172527,3.06687531927301
12,Hawaii,21.9251977942939,26.206454370592,14.8062710194848,2.92529827477593,3.37021451561877
13,Idaho,15.7591027308192,25.3778243303905,13.2193030890025,2.45385900074767,1.54652425571382
14,Illinois,19.603768883483,24.2036291103951,18.2424403236135,7.57103525110641,4.29562781626062
15,Indiana,18.4998087156123,22.4424111211197,16.6374158937989,6.28908841844105,3.39969803732174
16,Iowa,15.1737782943162,27.6867249214758,20.5206834022808,2.42874486299788,2.01586051072906
17,Kansas,20.0715474209651,27.8888414764242,16.757369886805,3.87863059640087,2.56158580176025
18,Kentucky,18.9223140495868,22.8652759073938,12.7842977861416,6.7743828289539,3.85810663091298
19,Louisiana,20.7210528846925,22.8245905530501,17.425831753646,8.6648128835928,3.19633408530598
20,Maine,11.5169238427078,28.9962974081857,14.5573735097866,1.48361883120756,1.50860174954237
21,Maryland,17.0474654921546,24.0608796437504,15.9238384289728,5.74668815551009,3.07308987580146
22,Massachusetts,16.9348908005678,29.1239613432353,14.5329736309261,3.20389524784419,2.10403647384724
23,Michigan,22.3815599217487,24.5896329831155,20.1274751463268,6.48787523079922,3.38022460394088
24,Minnesota,12.3041940373926,27.3571390100716,14.6682183347067,2.88415370794244,1.69977058561566
25,Mississippi,20.1127029608405,21.3926426009616,14.783622570229,7.85167616399481,2.81621643942974
26,Missouri,18.5179473339245,24.8584631762315,16.023509556136,4.67762737906365,3.44855393019205
27,Montana,14.2039149540592,26.9675554127851,13.6784967756457,1.78715990672753,2.05755115734928
28,Nebraska,17.5633671122792,26.8256810333802,16.1176244962722,3.1149667174223,2.3446338255562
29,Nevada,19.0660874961216,21.1264080100125,17.3690271026644,8.46230957209898,4.51890694694372
30,New Hampshire,13.7867767511959,28.456082924168,14.9666095370748,2.28202239798632,1.92593086646192
31,New Jersey,21.7569215213965,21.4824187580638,17.1900532394697,7.69581682712047,5.57348589529083
32,New Mexico,14.971064053663,19.4912366114898,17.4457318876205,2.72128873127827,2.6584853853432
33,New York,22.2635751768195,21.6893817187229,10.9771134076789,7.32164033195573,2.96414364607638
34,North Carolina,19.7971010768163,26.4338693998148,16.3625300707522,3.86480415284715,3.20909230045119
35,North Dakota,19.5361055936439,32.3627818051462,9.6019239577157,3.31807843602259,1.1552831913508
36,Ohio,18.8570459555706,23.2461627201426,19.9881196934003,6.19264457196358,3.73319850060642
37,Oklahoma,19.5110355558117,22.966628481286,16.9686922913804,5.83967060001149,2.76586432853509
38,Oregon,14.5123862036137,27.1819340307619,15.9603171486364,1.54008585929852,1.5611961655402
39,Pennsylvania,19.118578136159,22.3512073663162,16.861536266061,5.34360471009105,3.77835020018187
41,Rhode Island,18.2386735510145,26.232336510023,20.7961107474483,3.71957642378179,2.05617223171157
42,South Carolina,20.8578984399641,27.5817968666738,16.8394145452144,4.50112487234958,3.43696774662874
43,South Dakota,15.7359067658071,30.2962988277913,12.9106195665571,1.68455274599831,1.89664305510743
44,Tennessee,21.2326181658658,22.2432149670749,14.5464742909908,5.4044561371008,3.5832450765373
45,Texas,20.026233078427,22.0655464940945,19.2744381699207,7.26478651329076,3.96396256019587
46,Utah,14.4212184121984,24.198866563627,19.8850789560732,1.37942445107595,1.75586620579847
47,Vermont,12.0755211747738,27.2961927296193,8.8477913012918,1.64046928272275,1.38274016678114
49,Virginia,16.9787664009086,24.6609079043855,14.6309101425235,4.44680502107476,4.00282714837936
50,Washington,13.8671203027639,25.8897418004187,14.206001267717,2.39140460134127,2.48172391746255
51,West Virginia,19.0229901389639,21.672342713748,13.6863062123498,6.26242931749689,3.95231237661788
52,Wisconsin,13.8317963443592,24.6719819624036,16.0322593013133,2.68534049440829,1.70364931306853
53,Wyoming,11.4896854920528,22.2463408583478,9.30803756242667,2.66597483064521,1.73557204071191
99,United States,19.5135307846073,24.215091502624,16.7827487366263,5.99103590673314,3.55088946921473
