year,event,strat,geoid,geolab,Denominator,Observed Individuals,Observed Events,Expected Events,OE Ratio,Crude Rate,Adjusted Rate,Standard Error,Lower 95 CI,Upper 95 CI,Population Unit,geotype,Suppression Limit,Precision Limit,Statistically Insignificant
2012,CaoEc,ALL,1,AL- BIRMINGHAM,240824,22918,24874,21912.8076385061,1.1351352327983,103.287047802545,105.068921526372,0.636060069961298,103.770578899494,106.383508580087,1000,hrr,11,26,0
2012,CaoEc,ALL,2,AL- DOTHAN,50644,6221,6950,4619.99021033591,1.50433219197118,137.232446094305,139.572520095139,1.59792095941258,136.328769168951,142.893451503005,1000,hrr,11,26,0
2012,CaoEc,ALL,5,AL- HUNTSVILLE,76201,7301,7991,6964.09258709704,1.14745746126431,104.86739019173,105.691226966011,1.12841918560129,103.398746031145,108.034535101771,1000,hrr,11,26,0
2012,CaoEc,ALL,6,AL- MOBILE,79592,7655,8328,7227.0717227798,1.15233393543751,104.633631520756,106.88310237341,1.1178758826696,104.61153510382,109.203995158157,1000,hrr,11,26,0
2012,CaoEc,ALL,7,AL- MONTGOMERY,45330,4179,4550,4133.95262429247,1.10064154418769,100.375027575557,103.120696351257,1.45927973315564,100.166558889281,106.161957981627,1000,hrr,11,26,0
2012,CaoEc,ALL,9,AL- TUSCALOOSA,30009,2012,2181,2738.34651485372,0.796466038234941,72.6781965410377,74.5908052052522,1.52433852444919,71.5246997761285,77.7883477817099,1000,hrr,11,26,0
2012,CaoEc,ALL,10,AK- ANCHORAGE,55411,2007,2118,4852.1206914706,0.436510164251101,38.2234574362491,39.8312261627876,0.825928420252058,38.1704337715204,41.5642794925445,1000,hrr,11,26,0
2012,CaoEc,ALL,11,AZ- MESA,81464,8103,8918,7250.45126449341,1.22999240663444,109.471668467053,112.294607057092,1.1349239151545,109.987566154314,114.650039227295,1000,hrr,11,26,0
2012,CaoEc,ALL,12,AZ- PHOENIX,259749,21852,23640,23103.5938710032,1.02321743240432,91.0109374819537,93.3821365037324,0.579889543031529,92.1986400014452,94.5808248133055,1000,hrr,11,26,0
2012,CaoEc,ALL,14,AZ- SUN CITY,45381,4384,4720,4289.07310311971,1.10047086783549,104.008285405787,100.516000799944,1.3964122751002,97.6883833376744,103.42546443716,1000,hrr,11,26,0
2012,CaoEc,ALL,15,AZ- TUCSON,102777,6421,7238,9300.7081165389,0.778220314981081,70.424316724559,71.0497532306192,0.797072744482778,69.4313288160042,72.7059026554059,1000,hrr,11,26,0
2012,CaoEc,ALL,16,AR- FORT SMITH,43413,2629,2817,3953.74780542205,0.712488539642527,64.8883974846244,65.0385626919136,1.16942629532721,62.6804395120022,67.4854016653793,1000,hrr,11,26,0
2012,CaoEc,ALL,18,AR- JONESBORO,30250,2892,3168,2759.73977313076,1.14793432005587,104.727272727273,104.797186523473,1.77688012980036,101.210394238678,108.511091038103,1000,hrr,11,26,0
2012,CaoEc,ALL,19,AR- LITTLE ROCK,199043,14583,16181,18233.9351138369,0.887411296518267,81.2939917505263,81.7675322994361,0.613586086251061,80.516923884885,83.0375654675804,1000,hrr,11,26,0
2012,CaoEc,ALL,21,AR- SPRINGDALE,50061,3553,3888,4592.68906025308,0.846562863061701,77.6652483969557,77.1804925923777,1.18130971930052,74.7918919178498,79.6453771131361,1000,hrr,11,26,0
2012,CaoEc,ALL,22,AR- TEXARKANA,33607,2405,2571,3053.44715647862,0.841999179368475,76.5019192430148,77.891580962912,1.46596132211297,74.9380342485649,80.9615363645339,1000,hrr,11,26,0
2012,CaoEc,ALL,23,CA- ORANGE CO.,183652,15420,16576,16977.7119613278,0.976338863432076,90.2576612288459,89.1178836977857,0.660897625512104,87.770723632621,90.4857208197874,1000,hrr,11,26,0
2012,CaoEc,ALL,25,CA- BAKERSFIELD,69635,8059,8757,6260.549051757,1.39875910684581,125.755726287068,127.788638171524,1.3033457179074,125.139485211946,130.493872641996,1000,hrr,11,26,0
2012,CaoEc,ALL,31,CA- CHICO,46232,3039,3299,4245.4700664582,0.777063540281231,71.3575012978024,70.8766631654277,1.17766121523821,68.4986232448342,73.3372605681436,1000,hrr,11,26,0
2012,CaoEc,ALL,33,CA- CONTRA COSTA CO.,61827,3462,3754,5637.70032118141,0.665874343461613,60.7178093713103,61.0362302967097,0.950677795622657,59.1144956663484,63.0204379964579,1000,hrr,11,26,0
2012,CaoEc,ALL,43,CA- FRESNO,82055,6614,7012,7481.11216417286,0.937293793505805,85.4548778258485,85.7522898562879,0.977362060914559,83.7681585128929,87.7834173048586,1000,hrr,11,26,0
2012,CaoEc,ALL,56,CA- LOS ANGELES,501622,58243,63762,46520.4043969131,1.37062437067359,127.111649808023,126.078546292265,0.477181654188881,125.102242030287,127.062469682377,1000,hrr,11,26,0
2012,CaoEc,ALL,58,CA- MODESTO,70074,5209,5680,6350.38279952449,0.894434269446767,81.0571681365414,81.7154141219229,1.03478666972922,79.6174235269923,83.8686886527236,1000,hrr,11,26,0
2012,CaoEc,ALL,62,CA- NAPA,35180,1748,1878,3173.97510263423,0.591687060948071,53.3826037521319,53.9723200451233,1.18851778812382,51.5855552769886,56.4695158443447,1000,hrr,11,26,0
2012,CaoEc,ALL,65,CA- ALAMEDA CO.,77401,4544,4872,7040.19456989078,0.692026328481939,62.9449231922068,63.9796898729031,0.874763336973973,62.2079694397804,65.8018699709436,1000,hrr,11,26,0
2012,CaoEc,ALL,69,CA- PALM SPR/RANCHO MIR.,39566,4705,5380,3698.08141050399,1.45480842707213,135.975332356063,132.822766362187,1.7283598108528,129.319833637961,136.42058428171,1000,hrr,11,26,0
2012,CaoEc,ALL,73,CA- REDDING,53026,3993,4424,4800.72775250163,0.921526949261949,83.4307698110361,84.01328294547,1.20547461407445,81.5734359680642,86.526105312505,1000,hrr,11,26,0
2012,CaoEc,ALL,77,CA- SACRAMENTO,179783,13286,14445,16303.6574182731,0.885997517576028,80.3468626065868,81.0779576027656,0.643924516812034,79.7661022116295,82.4113881307023,1000,hrr,11,26,0
2012,CaoEc,ALL,78,CA- SALINAS,41606,2167,2321,3847.93221813126,0.603181103103523,55.7852232851031,55.1815230429433,1.09306354472854,52.981490965283,57.4729104421424,1000,hrr,11,26,0
2012,CaoEc,ALL,79,CA- SAN BERNARDINO,108975,8347,9122,9800.84769094993,0.930735818741803,83.7072723101629,85.5679376434983,0.855025156630557,83.8296635909072,87.3422561766763,1000,hrr,11,26,0
2012,CaoEc,ALL,80,CA- SAN DIEGO,208612,14452,15872,19025.1105042959,0.834265850724815,76.0838302686327,76.3154399500598,0.578256996260978,75.1369274542015,77.5124372542535,1000,hrr,11,26,0
2012,CaoEc,ALL,81,CA- SAN FRANCISCO,96062,3095,3319,8862.47506108713,0.374500348618512,34.5506027357332,34.4404949577117,0.570502460214636,33.2884251261542,35.6324364531209,1000,hrr,11,26,0
2012,CaoEc,ALL,82,CA- SAN JOSE,104043,5948,6383,9614.38059295778,0.663901323469069,61.3496342858241,60.6382506238848,0.724410313407624,59.1684591600439,62.1445528736723,1000,hrr,11,26,0
2012,CaoEc,ALL,83,CA- SAN LUIS OBISPO,34710,1749,1860,3167.52277983606,0.587209668022108,53.5868625756266,53.5497245516576,1.18491266700673,51.1704577095945,56.0396198883468,1000,hrr,11,26,0
2012,CaoEc,ALL,85,CA- SAN MATEO CO.,53141,2766,3018,4903.17813413804,0.615519142367556,56.7923072580493,56.2846255581381,0.977753227992343,54.3117811701189,58.3291323902069,1000,hrr,11,26,0
2012,CaoEc,ALL,86,CA- SANTA BARBARA,47193,2900,3085,4372.72345359409,0.705509971700666,65.3698641747717,64.4365316099819,1.1071583613999,62.2021502196764,66.7511748590771,1000,hrr,11,26,0
2012,CaoEc,ALL,87,CA- SANTA CRUZ,28726,1971,2219,2568.26948789423,0.86400590376495,77.2470932256492,78.7824907856241,1.59600729782688,75.571646864142,82.129755165253,1000,hrr,11,26,0
2012,CaoEc,ALL,89,CA- SANTA ROSA,40154,2538,2773,3641.42272093059,0.761515542829189,69.0591223788415,69.4729344573584,1.25903280141213,66.9344899291177,72.1076477497262,1000,hrr,11,26,0
2012,CaoEc,ALL,91,CA- STOCKTON,37465,3517,3781,3391.96313916829,1.1146937171396,100.920859468838,102.247535733476,1.58685272471995,99.0396307700552,105.559345105409,1000,hrr,11,26,0
2012,CaoEc,ALL,96,CA- VENTURA,68729,6894,7409,6307.0224285422,1.17472231690042,107.800200788605,107.245861490137,1.189214438062,104.830888239379,109.716468112888,1000,hrr,11,26,0
2012,CaoEc,ALL,101,CO- BOULDER,19791,974,1008,1757.2692427149,0.57361727815977,50.9322419281492,52.2868485268431,1.57156518214179,49.1565606742102,55.6164729869592,1000,hrr,11,26,0
2012,CaoEc,ALL,102,CO- COLORADO SPRINGS,72375,5150,5668,6533.64091780168,0.867510178674934,78.3143350604491,79.3166390741092,1.00545625014317,77.278142276839,81.4089087633,1000,hrr,11,26,0
2012,CaoEc,ALL,103,CO- DENVER,152628,7108,7526,13626.7889750796,0.55229445570511,49.3094320832351,50.5264466439165,0.555840055223069,49.3975843705111,51.6811063333,1000,hrr,11,26,0
2012,CaoEc,ALL,104,CO- FORT COLLINS,32530,1421,1507,2956.72290658627,0.509685908220574,46.3264678758069,46.4774178440978,1.14252322948859,44.1889982660921,48.8843480100436,1000,hrr,11,26,0
2012,CaoEc,ALL,105,CO- GRAND JUNCTION,32656,902,965,2888.57455168647,0.334074811895228,29.5504654581088,30.4246863191389,0.934615480333005,28.5643455917518,32.4061874494787,1000,hrr,11,26,0
2012,CaoEc,ALL,106,CO- GREELEY,34463,1438,1524,3161.23757371387,0.482089676736817,44.221338827148,43.9462188814676,1.07426632684892,41.7942137382577,46.2090318548095,1000,hrr,11,26,0
2012,CaoEc,ALL,107,CO- PUEBLO,17845,1142,1221,1632.79466676354,0.747797640973571,68.4225273185766,68.2357343830851,1.86350374006847,64.5135728336424,72.1726489835776,1000,hrr,11,26,0
2012,CaoEc,ALL,109,CT- BRIDGEPORT,62668,5075,5729,5959.06675575866,0.961392149947585,91.418267696432,88.4437480052682,1.11527630026132,86.1824445283747,90.7643848352894,1000,hrr,11,26,0
2012,CaoEc,ALL,110,CT- HARTFORD,156781,10439,11434,14878.3677160768,0.76849828006637,72.9297555188448,70.4530393277313,0.629019674471493,69.1728427459943,71.7569287811622,1000,hrr,11,26,0
2012,CaoEc,ALL,111,CT- NEW HAVEN,149555,10729,11614,14128.1759951462,0.822045252266819,77.6570492460968,75.3770659160783,0.667733201754112,74.0179816954503,76.761105017621,1000,hrr,11,26,0
2012,CaoEc,ALL,112,DE- WILMINGTON,93158,11213,12488,8515.99643295736,1.46641677204922,134.05182593014,135.863571148499,1.1605226851442,133.500711722278,138.268251360513,1000,hrr,11,26,0
2012,CaoEc,ALL,113,DC- WASHINGTON,251017,23920,26620,22954.9606263182,1.15966219386496,106.048594318313,108.900837180114,0.638369626211868,107.597524048594,110.219937153699,1000,hrr,11,26,0
2012,CaoEc,ALL,115,FL- BRADENTON,44647,5381,5854,4184.35326423135,1.3990214569217,131.117432302282,127.979017753286,1.59647989580807,124.741590717687,131.300465954164,1000,hrr,11,26,0
2012,CaoEc,ALL,116,FL- CLEARWATER,56231,4883,5122,5364.30709517358,0.954829749513857,91.0885454642457,87.2728000473899,1.16395237413111,84.9145556677539,89.6965375160534,1000,hrr,11,26,0
2012,CaoEc,ALL,118,FL- FORT LAUDERDALE,279967,30458,32235,26704.2816500988,1.20710979693703,115.138569902881,110.757930803107,0.58948904917532,109.553747752491,111.975349884886,1000,hrr,11,26,0
2012,CaoEc,ALL,119,FL- FORT MYERS,188235,22806,24484,17558.9038815781,1.39439227899,130.071453236646,127.443617229657,0.777899039883918,125.855830717815,129.051435121792,1000,hrr,11,26,0
2012,CaoEc,ALL,120,FL- GAINESVILLE,66631,5587,5994,6109.80801696727,0.981045555499344,89.9581275982651,90.3842993686546,1.11415869646663,88.1246078358247,92.7019339204543,1000,hrr,11,26,0
2012,CaoEc,ALL,122,FL- HUDSON,49854,5900,6259,4718.54184823791,1.32646910874328,125.546596060497,121.200108820456,1.46227525444407,118.233586819969,124.241061894346,1000,hrr,11,26,0
2012,CaoEc,ALL,123,FL- JACKSONVILLE,162553,18886,20775,14660.1405477482,1.41710783278889,127.804469926732,130.878179407314,0.86675407593166,129.109969131873,132.670605996949,1000,hrr,11,26,0
2012,CaoEc,ALL,124,FL- LAKELAND,32413,2731,2930,3040.69975721523,0.963593986235387,90.3958288341098,88.4777396893814,1.55990676264956,85.3310970198239,91.7404169633878,1000,hrr,11,26,0
