County ID,County name,Medicare enrollees (20% sample) (2007),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2007)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2007)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2007)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2007)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2007)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2007)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2007)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2007)"
51001,VA-Accomack County,1070,7572.48,7968.2,3448.61,3576.88,1818.58,1853.66,1216.16,1311.17,356.74,391.36,556.24,654.38,186.37,190.2
51003,VA-Albemarle County,1725,7667.87,7423.97,3688.02,3400.68,1917.35,1995.3,1323.61,1286.69,322.3,317.54,251.66,257.63,170.89,173.49
51510,VA-Alexandria city,1639,6832.74,6626.03,2963.34,3012.87,2482.76,2295.59,806.61,755.73,300.76,282.98,189.95,179.84,130.38,131.27
51005,VA-Alleghany County,115,8524.5,8869.32,4235.13,4187.92,1639.45,1787.01,1940.18,2089.57,,,,,171.58,172.97
51007,VA-Amelia County,233,8238.01,8840.49,4171.06,4676.15,2369.65,2415.72,653.88,673.42,469.52,484.23,,,347.2,348.79
51009,VA-Amherst County,802,7429.29,8347.09,4001.62,4782.65,2065.59,2141.21,748.7,786.17,237.79,253.32,107.85,114.71,252.02,254.82
51011,VA-Appomattox County,341,6756.59,7452.7,3404.38,3917.02,1832.17,1918.73,692.71,728.58,139.17,149.32,507.35,562.1,186.21,184.97
51013,VA-Arlington County,2334,7597.03,7254.1,3311.87,3249.26,2466.78,2284.99,936.04,879.03,381.69,358.36,379.43,356.94,129.58,129.42
51015,VA-Augusta County,1211,6524.88,7035.95,3300.8,3494.33,1298.97,1458.44,1328.51,1434.98,218.35,235.46,154.49,183.16,213.31,216.02
51017,VA-Bath County,79,8421.83,8473.57,4630.39,4317.11,1134.5,1214.94,1144.25,1251.56,,,,,343.6,344.95
51515,VA-Bedford city,561,6593.69,7303.5,3175.67,3705.28,1867.82,1892.87,724.48,765.15,288.41,308.7,261.48,302.87,275.21,325.43
51019,VA-Bedford County,1640,6148.97,6653.84,3284.33,3601.65,1640.19,1744.49,607.7,647.23,280.74,302.02,157.69,179.08,175.49,176.32
51021,VA-Bland County,142,7480.8,8502.28,3571.26,4312.14,2198.67,2324.97,987.59,1095.79,,,,,320.98,327.04
51023,VA-Botetourt County,713,5861.88,6378.48,2795.37,3134.29,1601.72,1640.24,765.21,826.76,209.57,228.2,327.82,391.87,152.43,153.51
51520,VA-Bristol city,684,7653.74,8482.87,3755.4,4325.89,1775.9,1845.91,560.28,619.15,941.96,1045.46,275.24,303.26,379.26,381.11
51025,VA-Brunswick County,412,7177.82,7923.93,3886.58,4503.45,1980.61,2020.96,916.22,989.73,155.76,169.07,,,211.08,212.28
51027,VA-Buchanan County,464,7984.35,8869.63,4280.07,4956.78,1737.06,1765.45,850.95,937.13,659.29,732.5,,,307.54,308.53
51029,VA-Buckingham County,87,6084.84,6323.68,2724.11,2809.57,1345.4,1400.53,926.97,926.43,,,,,224.1,231.19
51530,VA-Buena Vista city,221,6429.93,6654.59,3383.14,3380.48,1364.46,1425.5,928.87,991.83,286.98,318.71,,,173.61,176.29
51031,VA-Campbell County,825,5461.76,6208.02,2716.23,3267.08,1637.41,1779.06,628.24,664.34,188.25,200.21,,,230.65,231.17
51033,VA-Caroline County,472,7753.82,8307.66,4114.83,4489.52,2045.65,2215.97,815.13,815.03,303.89,301.21,272.39,298.05,205.7,205.11
