HSA #,HSA name,State,Medicare enrollees (20% sample) (2007),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2007)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2007)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2007)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2007)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2007)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2007)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2007)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2007)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2007)"
49001,Abingdon,VA,1044,7167.17,7870.43,3261.77,3761.75,1844.9,1864.14,818.95,902.14,762.17,846.4,189.33,218.01,322.02,322.95
49002,Alexandria,VA,4100,7113.72,6874.83,3085.37,3121.43,2443.75,2267.72,897.08,840.04,312.31,293.27,244.2,216.57,147.4,147.87
49003,Arlington,VA,2896,7319.02,7013.91,3129.01,3094.53,2438.45,2263.57,924.76,868.51,355.28,334.03,360.64,337.99,124.88,124.52
49004,Bedford,VA,685,6174.44,6806.74,2989.65,3454.01,1759.18,1791.93,679.96,718.65,271.4,290.99,220.13,255.08,252.06,293.15
49005,Big Stone Gap,VA,267,9137.71,10261.54,4868.73,5711.97,2071.65,2149.53,722.62,800.28,1182.14,1313.22,,,317.66,318.18
49006,Blacksburg,VA,1214,6957.74,7747.54,3449.53,3955.6,1879.37,2009.14,705.7,768.94,330.69,367.99,289.41,339.63,299.99,302.49
49007,Charlottesville,VA,5225,7191.92,7083.6,3602.52,3415.93,1699,1794.36,1154.66,1132.59,307.22,302.93,229.72,238.6,188.12,189.22
49008,Chesapeake,VA,2456,7668.68,8442.09,3546.43,4133.04,2423.5,2527.88,849.07,896.03,455.22,481.46,88.5,96.96,290.27,287.95
49009,Clintwood,VA,307,10171.77,10836.62,5281.99,5717.78,2247.8,2218.95,1249.77,1380.53,971.67,1080.95,,,260.29,264.12
49010,Culpeper,VA,884,7951.53,8084.48,4140.53,4119.85,2083.1,2155.68,1069.8,1111.54,230.59,246.45,204.94,225.93,215.67,217.79
49011,Danville,VA,2755,5932.87,6536.57,2791.64,3196.6,1934.48,2067.76,615.85,651.43,227.38,245.17,85.42,97.3,297.61,297.17
49012,Emporia,VA,692,6814.49,7428.67,3709.93,4142.21,1747.96,1844.07,892.2,968.24,162.31,177.47,,,265.05,264.72
49013,Fairfax,VA,1032,7029.82,7067.93,3030.67,3216.32,2334.02,2257.75,733.73,695.06,201.41,192.47,610.09,584.99,130.91,131.83
49014,Falls Church,VA,8395,6791.52,6471.74,2833.79,2786.36,2493.69,2303.86,702.55,659.63,304.82,287.54,309.77,289.04,129.23,129.53
49015,Farmville,VA,803,7144.58,7883.82,3826.29,4380.97,1778.85,1833.93,867.04,945.57,229.96,247.09,154.06,185.83,279.53,280.58
49016,Franklin,VA,612,6517.79,7160.95,3111.65,3561.34,1934.55,2005.14,843.94,920.37,389.98,420.82,,,181.03,180
49017,Fredericksburg,VA,4518,8450.08,8733.25,4373.08,4585.12,2406.37,2540.5,786.62,745.44,367.93,351.43,312.07,305.39,207.49,207.76
49018,Front Royal,VA,716,7776.56,7661.57,4262.99,4060.87,1663.49,1774.11,959.96,907.81,265.29,256.96,457.38,486.83,172.83,175.34
49019,Galax,VA,1518,7088.23,7927.3,3392.86,3839.3,1668.24,1875.78,865.59,948.11,646.84,719.63,147,181.2,395.18,395.55
49020,Gloucester,VA,1322,6139.67,6766.99,2836.81,3314.4,1850.21,1912.87,736.2,772.43,260.45,273.53,252.61,292.95,199.55,199.05
49021,Grundy,VA,474,8397.63,9237.38,4555,5168.62,1749.1,1778.49,955.99,1055.85,617.97,686.87,,,348.52,351.77
49022,Hampton,VA,1553,6640.9,7234.58,2986.35,3403.24,2199.06,2290.22,725.41,765.44,321.22,339.07,172.21,197.6,249.12,248.99
49023,Harrisonburg,VA,3024,6566.02,7031.77,3545.01,3808.54,1408.64,1546.35,1097.27,1130.75,174.56,181.83,152.01,169.42,187.37,188.2
49024,Hopewell,VA,818,7347.13,8063.2,3933.86,4510.11,1925.44,2058.56,669.79,683.2,292.24,298.3,270.53,261.49,257.24,255.39
49025,Hot Springs,VA,150,9097.65,9169.41,5216.6,4923.32,1232.55,1333.04,1734.39,1898.4,,,,,263.19,262.21
49026,Kilmarnock,VA,1522,5625.09,6297.78,2528.39,2939.48,1754.95,1903.72,726.85,784.95,251.18,274.2,174.2,206.6,184.01,183.41
49027,Lebanon,VA,713,8401.64,9167.92,3488.61,4043.04,2176.98,2132.47,731.77,807.65,1579.28,1756.04,241.21,287.36,323.6,328.39
49028,Leesburg,VA,1953,7928.51,7853.41,3389.77,3460.23,2652.34,2599.96,834.32,780.72,304.99,286.11,602.12,582.35,136.75,135.69
49029,Lexington,VA,884,6096,6434.57,3109.64,3153.28,1497.71,1652.19,905.2,979.76,251.62,278.58,140.26,172.75,186.3,191.2
49030,Low Moor,VA,755,6721.24,7645.8,3609.44,4277.1,1665.23,1785.1,745.47,808.48,278.5,308.11,198.54,240.69,221.48,224.78
49031,Luray,VA,510,6191.16,6736.28,2928.26,3139.92,1177.72,1392.44,1511.65,1589.72,277.61,300.56,,,229.5,233.73
49032,Lynchburg,VA,5404,6337.94,6982.36,3198.41,3691.3,1774.14,1853.32,769.16,806.47,218.3,232,155.74,174.64,218.59,220.41
49033,Manassas,VA,2063,7632.38,7544.55,3528.52,3562.69,2263.4,2240.12,770.11,723.9,438.7,411.73,489.84,462.96,168.91,168.2
49034,Marion,VA,1002,6576.95,7452.92,2880.73,3473.23,1665.54,1753.44,853.76,939.27,606.25,673.65,289.13,340.82,309.08,314.76
49035,Martinsville,VA,2022,5981.6,6600.82,2897.44,3293.67,1512.92,1601.97,933.3,1017.71,369.56,408.65,38.44,46.02,216.1,216.57
49036,Nassawadox,VA,1130,6691.15,7359.86,2838.39,3228.69,1681.07,1725.81,1150.82,1256.81,381.88,419.6,474.97,547.79,168.4,170.69
49037,Newport News,VA,5647,6409.7,7010.44,2837.96,3254.04,2097.35,2197.72,806.72,850.29,263.19,277.85,175.52,200.68,233.15,232.83
49038,Norfolk,VA,5407,7483.86,8211.71,3422.33,3937.87,2276.1,2386.1,928.3,980.48,409.92,433.18,183.68,207.31,268.15,266.91
49039,Norton,VA,583,9809.15,10769.09,5005.88,5751.79,2440.59,2456.25,902.26,989.06,1083.18,1204.35,,,353.23,355.9
49040,Pearisburg,VA,568,7773.52,8666.23,4376.32,4858.89,1741.37,1961.79,941.4,1041.95,328.72,369.01,80.47,90.76,322.87,358.66
49041,Pennington Gap,VA,432,9230.23,10174.54,4806.61,5549,2194.88,2204.05,839.93,929.94,1007.01,1121.18,,,413.47,413.18
49042,Petersburg,VA,2539,7077.44,7653.66,3659.47,4095.48,1890.23,2004.73,809.9,828.6,256.12,261.84,240.85,247.33,227.17,227.44
49043,Portsmouth,VA,3459,7098.16,7762.66,2963.82,3395.69,2367.84,2496.28,934.77,985.27,400.76,423.55,182,208.21,273.77,270.07
49044,Pulaski,VA,542,8217.79,9334.67,4346.78,5178.74,1982.89,2086.05,907.14,1004.57,459.02,513.17,,,384.82,384.04
49045,Radford,VA,881,6769.36,7584.75,3108.05,3654.63,1838.12,1916.49,818.85,903.81,473.77,527.95,264.63,318.96,269.51,268.87
49046,Reston,VA,1682,8225.99,8135.1,3754.64,3867.64,2613.25,2502.76,749.78,706.91,389.23,368.21,565.45,536.95,162.62,161.23
49047,Richlands,VA,689,7700.19,8706.24,3338.14,3998.71,1773,1864.49,793.35,878.17,1217.1,1353.97,347.72,425.72,379.59,379.11
49048,Richmond,VA,19238,6908.52,7513.79,3347.47,3801.79,2028.48,2141.96,759.75,776.31,302.45,310.44,268.89,281.57,211.23,211.12
49049,Roanoke,VA,6634,6439.42,6978.37,3351.39,3717.04,1781.35,1853.3,677.56,729.64,275.4,298.06,160.96,184.86,189.62,191.21
49050,Rocky Mount,VA,653,7200.64,7819.3,3702.51,4115.84,1954.89,2038.01,828.38,893.6,347.67,378,132.88,158.3,227.51,229.26
49051,Salem,VA,1485,6450.99,7185.27,3380.6,3888.04,1760.07,1877.72,645.81,696.38,258.37,280.59,175.54,206.45,229.99,231.97
49052,South Boston,VA,1610,6126.5,6720.86,2995.53,3402.94,1653.74,1720.5,912.46,983.71,185.56,204.65,146.23,173.75,240.17,239.37
49053,South Hill,VA,886,6924.92,7602.95,3580.87,4066.2,1811.89,1888.11,918.6,989.5,181.21,194.32,168.26,203.5,256.17,256.09
49054,Staunton,VA,3283,6834.67,7360.24,3506.33,3738.52,1348.92,1481.46,1410.87,1529.52,189.31,203.85,146.7,169.28,223.68,226.18
49055,Stuart,VA,489,6861.97,7671.15,3703.91,4263.99,1361.02,1454.71,1060.15,1159.23,385.59,426.74,,,283.01,287.77
49056,Suffolk,VA,1526,7663.34,8455.76,4038.29,4626.6,2091.29,2219.54,797.81,843.51,382.32,404.44,119.54,130.65,226.36,225.57
49057,Tappahannock,VA,760,6789.13,7547.91,3068.88,3516.07,1991.58,2169.01,976.15,1046.34,222.42,241.46,343.55,390.78,192.56,191.37
49058,Tazewell,VA,366,8147.7,9156.15,4257.01,4974.26,1991.51,2089.38,878.78,976.96,658.4,732.87,,,254.68,256.9
49059,Virginia Beach,VA,4982,7534.83,8359.86,3374.58,3972.36,2439.17,2562.7,853.74,900.03,376.52,398.62,265.09,304.14,216.93,215.39
49060,Warrenton,VA,1305,8792.87,8893.58,4727.7,4857.14,2131.19,2204.27,1134.02,1068.61,387.99,366.85,202.9,184.57,197.83,200.07
49062,Williamsburg,VA,2666,6328.41,6858.6,2496.47,2904.09,2384.11,2436.28,734.12,766.96,324.41,341.52,194.94,219.82,170.6,170.26
49063,Winchester,VA,3223,6962.36,7147.63,3440.36,3542.59,1799.27,1894.03,858.18,838.44,243.45,237.54,428.86,440.61,190.41,190.98
49065,Woodbridge,VA,1674,7308.55,7271.47,3438.76,3467.53,2190.8,2224.46,819.38,769.69,386.96,362.76,236.61,209.21,229.4,229.19
49066,Woodstock,VA,776,6539.75,6672.55,3121.26,3051.2,1356.56,1437.03,1461.82,1543.07,174.79,172.99,253.25,295.08,161.87,160.95
49067,Wytheville,VA,941,7412.63,8340.34,3623.61,4187.16,1981.11,2185.29,795.37,871.38,544.56,606.73,132.68,154.35,347.61,350.83
