HSA ID,HSA Name,State,Medicare Part D beneficiaries (2010),Average number of 30-day prescription fills per beneficiary (2010),Percent of patients filling beta-blocker prescription in the first 6 months following heart attack (2008-10),Percent of patients filling beta-blocker prescription in the 7-12 months following heart attack (2008-10),Percent of patients filling statin prescription in the first 6 months following heart attack (2008-10),Percent of patients filling statin prescription in the 7-12 months following heart attack (2008-10),Percent of diabetic patients age 65-75 filling ACE-I or ARB prescription (2010),Percent of diabetic patients age 65-75 filling statin prescription (2010),Percent of beneficiaries with a fragility fracture filling prescription for an osteoporosis drug within 6 months (2006-10),Percent of beneficiaries filling at least one prescription for a PPI (2010),Percent of beneficiaries filling at least one prescription for an SSRI/SNRI (2010),Percent of beneficiaries filling at least one prescription for a dementia medication (2010),Percent of beneficiaries filling at least one prescription for a new sedative-hypnotic (2010),Percent of beneficiaries filling prescriptions for more than one discretionary medication (2010),Percent of beneficiaries filling at least one prescription for a high-risk medication (2010),Percent of beneficiaries filling prescriptions for more than one high-risk medication (2010),Part D spending per Medicare beneficiary (2010),Spending for non-prescription drug services (Parts A and B) per Medicare beneficiary (2010),Proportion of 30-day prescriptions filled with brand-name products (2010)
1001,Alabaster,AL,982,53.041109649111,77.2727272727273,63.6363636363636,59.0909090909091,50,69.9115044247788,62.8318584070796,,34.1909905414452,22.9616672499325,10.0621343024851,8.02202207150066,18.6992108890525,39.748594944983,13.2984586879897,2734.96092876258,9541.24200375866,24.59579143823
1002,Alexander City,AL,688,49.4279158167786,,,,,61.8421052631579,65.7894736842105,,30.8558035611723,20.4089883147298,9.02872685506497,6.22724683888875,15.5122575286253,35.5589712121144,11.3275058688197,2663.05594431206,7632.80403595307,25.3438310239145
1003,Andalusia,AL,797,54.1665846047043,,,,,68.8311688311688,58.4415584415584,,36.8412202177231,24.4965811634194,7.17524715197572,9.3926837366576,19.5595238174206,43.4154397971701,16.7003145922023,2472.58193694468,10714.688773763,21.3675499962019
1004,Anniston,AL,1921,50.9535680928694,76.1904761904762,66.6666666666667,59.5238095238095,47.6190476190476,73.2394366197183,65.2582159624413,,32.4938209886034,19.4391540328469,8.74763339910861,9.08491064908477,16.7259493650994,37.9503772671863,12.40463490601,2566.13155344931,9129.32325171945,26.1884478448535
1006,Ashland,AL,341,58.4583549358066,,,,,,66.6666666666667,,36.1718737473829,27.7145696931842,7.90741232454475,11.3679198484128,22.0285142846817,38.9078601649225,10.1620663550812,3049.84097140459,9715.60057486964,23.205782739028
1007,Athens,AL,1179,55.1502221722607,81.25,87.5,87.5,87.5,70.4697986577181,62.4161073825503,,35.6755017844426,22.0195422392029,8.00946155953118,6.31877129210302,16.6767534021667,36.5416281583087,12.2816784421511,2585.88698110557,8442.96253775067,21.9764930377402
1008,Atmore,AL,439,53.394229622864,,,,,82.8125,67.1875,,38.0347450449736,17.5980475239801,7.09757611054711,5.63566242080742,16.7927750823821,38.8311247043769,10.9743674526609,2240.45313713434,9521.87707766265,22.2404387863862
1010,Bessemer,AL,839,53.8563081405805,85.7142857142857,,,,75,72.9166666666667,,27.0983173266469,23.9993492615445,9.70033684028711,8.10542905905415,17.4287238780891,37.6822871659583,10.3787487496782,2985.24097958938,9051.71602855499,24.4232104216593
1011,Birmingham,AL,7921,50.6722676008373,85.7142857142857,79.1208791208791,74.7252747252747,73.6263736263736,75.1117734724292,70.4918032786885,21.9512195121951,27.6670846453681,22.8357455926507,8.62654565746191,9.23779945094584,16.6341418106566,36.5370222261129,10.933631079354,2722.72187392143,8124.12340604435,26.6677629411537
1012,Boaz,AL,1505,57.0147005388383,86.6666666666667,80,73.3333333333333,73.3333333333333,69.6808510638298,70.7446808510638,,39.4122785124203,24.8800241638571,10.5783883647199,11.6394347426706,23.8239082152552,43.5123900665868,15.5843862461371,3025.69685877662,9360.77826978229,26.4591931891678
1013,Brewton,AL,684,56.7840747615197,,,,,67.741935483871,54.8387096774194,,32.3772273375176,19.6830298679165,8.98879768628848,10.3353027934811,16.3615529004586,46.9848387227081,16.9741292656196,2819.44097992858,9170.82914020911,23.2422372706657
1014,Bridgeport,AL,278,57.0228765823149,,,,,72.7272727272727,63.6363636363636,,43.2295432871684,15.1793433221667,7.73902191072909,7.48827276257613,17.3946732116087,42.8190617254783,16.3272270303234,3290.38771033803,10110.9296180324,24.6395363549362
1016,Camden,AL,182,54.1479731410649,,,,,63.4146341463415,73.1707317073171,,26.1738079250086,14.9680526392234,6.80559283033454,,10.5484037824685,30.590747771311,13.430682412216,2433.67527418068,4837.37855462014,25.3702581338341
1017,Carrollton,AL,440,53.1132189001891,,,,,78.4313725490196,76.4705882352941,,31.5255788288984,22.6858147498326,8.60180134934731,5.30233653989726,17.0376647517594,37.6755664175875,11.8891335720687,2448.07616986697,8527.40332145024,22.1654908471365
1018,Centre,AL,507,55.6788153315386,,,,,71.830985915493,70.4225352112676,,34.2071828607624,26.663802982078,10.9658483772626,13.3104967446288,24.3658812139788,38.3250060901266,11.4296323035697,2951.31459334738,8509.47231301479,22.6970645491907
1019,Centreville,AL,172,52.7644449556147,,,,,73.3333333333333,,,29.4444147474827,18.6360852738187,7.78847065284699,,13.6992502843961,35.8177821117757,7.85658561338846,2661.0280477103,9499.53784422851,22.0946426006012
1022,Cullman,AL,2205,57.1062238165615,79.3103448275862,72.4137931034483,68.9655172413793,65.5172413793103,71.264367816092,70.8812260536398,23.0769230769231,34.814660109067,21.5159732547851,7.50486910982705,6.42865704889064,16.3785753661946,40.3242876865248,12.205146748473,2874.51644456815,8565.92592610081,22.6747171743218
1023,Dadeville,AL,222,48.9189022825036,,,,,80,72,,25.8053452067459,22.5585207930978,6.60271199416918,9.52188752126101,14.4818490302533,32.7298066035968,9.77869479328935,2228.31868912511,7780.88843228449,21.4868563547937
1024,Decatur,AL,1497,50.8984782481226,86.6666666666667,73.3333333333333,73.3333333333333,,69.8795180722892,63.2530120481928,,30.5479955895015,20.9882356266049,9.71417011235757,8.63576021203668,17.2271079580763,36.6180704781011,10.6579688916745,2672.63977312393,8281.34251469875,27.0629127843744
1025,Demopolis,AL,447,49.396927264629,,,,,72.8813559322034,84.7457627118644,,28.8224014023523,16.443203167426,6.94652561041932,4.43715738147576,10.1533881812792,38.4438927564193,11.7623143334793,2580.92218905387,6781.02616910676,26.7388455808391
1026,Dothan,AL,3702,52.9819473699147,82.6086956521739,78.2608695652174,52.1739130434783,47.8260869565217,73.2905982905983,66.4529914529915,,32.8911933304649,22.9306190079236,8.43741647672191,8.00067229862222,18.1534424876887,41.3019678290984,13.8811207022523,2615.54239890686,7748.63980614415,23.4116799675671
1027,Elba,AL,244,53.6279495238345,,,,,75,,,30.2954199586466,18.9888824773669,5.4624013692091,6.78353149941617,15.2778063723151,44.1618291639085,12.1661635419532,2290.00952929127,8112.2707846369,21.4434876113846
1028,Enterprise,AL,650,54.5111494138843,,,,,74.2424242424242,72.7272727272727,,36.9778380720649,22.3462993031771,8.62806417939797,9.55401762847128,19.8187893776618,41.6384927417801,17.4607625614826,2768.18721428421,6802.07848244854,22.5764816343159
1029,Eufaula,AL,414,51.0621961994874,,,,,74,72,,26.9816815390021,21.3957657636917,7.53089991351649,9.79768159002013,15.4259036254489,37.7368813967635,14.3085274092435,2449.92084161917,7280.88558311166,27.600640691065
1031,Evergreen,AL,309,52.4591862516917,,,,,53.8461538461538,48.7179487179487,,35.0566904107552,19.9233274887723,7.65422020988427,8.66461825325097,17.0942850388923,43.0187791649581,12.0430009094361,2723.641868325,8861.15892601517,25.5904260578594
1032,Fairhope,AL,673,46.6936360026387,,,,,65.3061224489796,69.3877551020408,,22.6999835772356,20.0584100404809,6.83549420374155,9.95341130062247,14.9124014751415,37.2877677986088,10.7788224161333,2436.42040009022,6625.58089425516,28.1343743122988
1033,Fayette,AL,385,57.206711866936,,,,,77.7777777777778,62.2222222222222,,35.0799707009463,23.521891696185,9.97556220201392,5.49712219060369,19.5836190453421,48.0802631656721,20.4862465237803,2463.83889980247,9563.65258582487,18.7520309783294
1035,Florala,AL,130,56.3852044216822,,,,,76.4705882352941,88.2352941176471,,35.271837719289,25.4230493478144,,10.8868959900121,18.5081231347839,38.5415191351893,11.1162698399949,2818.19063793273,8802.12744328506,22.3694470321511
1036,Florence,AL,2324,53.3921546501992,96.551724137931,89.6551724137931,62.0689655172414,68.9655172413793,70.0374531835206,75.2808988764045,,29.8405783763681,25.5763989764941,7.42611547967406,10.1081717854675,18.4093755639716,36.5966454040687,10.862286245966,2722.36821797435,7809.63755576448,23.8878080228347
1037,Foley,AL,969,51.123034486978,,,,,63.5135135135135,64.8648648648649,,28.3677356382888,20.507285051606,7.49244280894012,9.0994621322067,15.1617147274828,37.5457661980734,11.984126353522,2471.4280901756,8639.91384589392,25.5949764820434
1038,Fort Payne,AL,1107,54.4201175482262,,,66.6666666666667,,74.5762711864407,63.5593220338983,,35.4276783340148,20.3238773779881,7.76334555874235,8.19227368356321,16.7292762490311,38.5101408424709,12.4056583035071,2863.23445351194,8237.46448277332,26.1995151286372
1039,Gadsden,AL,1721,55.5266736743813,75.8620689655172,79.3103448275862,37.9310344827586,41.3793103448276,74.2574257425743,62.3762376237624,,32.5731229421384,21.4812054267004,9.77131823169276,8.09462051027027,17.9349161813615,42.9860421539297,15.7530867948415,2911.91845703548,9487.71119403809,24.2803307325631
1040,Geneva,AL,554,52.6651610633371,,,,,75.3623188405797,49.2753623188406,,34.756374743864,23.6232072061891,11.1110098820793,7.13740054053166,18.2810717209943,38.33782162128,10.8977507960707,2585.14536961342,7769.75903118711,22.111959945998
1044,Greenville,AL,526,51.9566746217783,91.6666666666667,,,,73.134328358209,71.6417910447761,,28.7728254470181,18.9993147972138,7.686847469017,7.03174933002808,14.0638194251656,40.4695431454825,13.8656935703281,2609.93798041817,8116.39524765428,25.9231779669559
1045,Grove Hill,AL,218,44.2902839343481,,,,,69.5652173913043,60.8695652173913,,22.1206528404438,25.2929860681749,6.45762846131619,,13.3217926028448,34.5780714625468,7.06663915178846,2073.86460993767,6642.12090292612,21.6976312531846
1046,Guntersville,AL,738,54.2407237047983,,,,,66.1971830985916,61.9718309859155,,35.9768807871699,28.254185084454,14.0110878947884,8.06598529815894,23.3711645837867,42.7057401712654,15.9527465699076,3042.06522375373,9324.23718256347,24.6088129392618
1047,Haleyville,AL,549,61.9115172224993,,,,,74.025974025974,76.6233766233766,,40.1440574354887,24.7735482716186,9.97395137850391,8.09383898562604,20.9181639416884,37.4234783358057,11.8624852292811,3617.2473481079,10855.3701744661,22.9671711822861
1048,Hamilton,AL,388,55.538245637362,,,,,69.5652173913043,69.5652173913043,,35.6264108635839,29.3787903933652,8.92136331466923,8.52007402270906,21.5255702697669,41.6225543070681,13.2254186904553,2713.72546843757,8076.08656695993,21.0331285065903
1049,Hartselle,AL,717,56.5477599453928,,,,,75.5102040816326,69.3877551020408,,33.1760417329331,24.7458038577252,9.889675727216,6.27646863852558,17.2212941315493,36.7384149795529,10.8659122514093,2618.53342783464,8596.94755082241,23.261869258659
1051,Huntsville,AL,4519,49.5623463179155,82.6923076923077,71.1538461538462,75,67.3076923076923,75.6871035940803,68.9217758985201,,28.8091527818051,21.0738516154194,7.75264080714924,7.00997958847483,14.8471616183639,34.5789112491889,10.1709038834551,2540.96154729659,7932.8195055522,26.7413153711386
1053,Jacksonville,AL,464,54.2042922418895,,,,,78.5714285714286,62.5,,30.7755339413988,19.4730506776477,8.21652563584892,8.69770382181638,16.2364210367842,40.7071437281346,13.6094571859852,2916.66259266362,9637.57272157826,23.9000710934137
1054,Jasper,AL,885,61.3161474809206,80,80,86.6666666666667,93.3333333333333,78.7037037037037,66.6666666666667,,36.3379261689454,22.2290379421027,10.118635580971,9.90322668162616,19.4003256476697,41.9608400470989,14.1790584765219,3133.85530952598,9515.12821246279,23.6985534337139
1056,Luverne,AL,282,53.0475216511901,,,,,80,64,,34.4328391959633,21.6249980563993,5.35736379700525,,13.2464387123608,36.6316618347558,11.8278106048888,2570.08838123559,8373.52842291862,23.3178327525136
1057,Mobile,AL,5987,49.7360455557861,81.8181818181818,72.7272727272727,72.7272727272727,72.7272727272727,72.8943338437979,69.0658499234303,,27.5861558844599,20.2897555858445,8.3777984219722,7.38632117725744,14.7018718119996,39.6437300009333,13.0990115844168,2545.93698246759,7804.94873326574,26.1011382888655
1058,Monroeville,AL,597,47.9352440299761,,,,,57.7464788732394,59.1549295774648,,29.8957801217315,16.3121534343155,5.76570114294079,10.7203578037862,16.1116005628145,43.1981956934926,15.3049535370421,2308.90529327455,6982.65647020719,22.3379970141623
