HSA #,HSA label,Medicare Enrollees (CMHS 5% Sample) (1993),Total Medicare reimbursements per enrollee (Part A and B) (1993),Total Part A Medicare reimbursements per enrollee (1993),Total Part B Medicare reimbursements per enrollee (1993),Medicare reimbursements for inpatient short stays per enrollee (1993),Medicare reimbursements for inpatient long stays per enrollee (1993),Medicare reimbursements for outpatient services per enrollee (1993),Part B Medicare reimbursements for professional & laboratory services per enrollee (1993),Part B Medicare reimbursements for medical & surgical services per enrollee (1993),Part B Medicare reimbursements for medical care per enrollee (1993),Part B Medicare reimbursements for surgical services per enrollee (1993),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1993)",Part B Medicare reimbursements for durable medical equipment per enrollee (1993),Medicare reimbursements for home health services per enrollee (1993),Medicare reimbursements for hospice services per enrollee (1993),Medicare reimbursements for skilled nursing facilities per enrollee (1993)
1001,AL-Alabaster,366.082550048828,5418.98035539073,3984.0923443152,1431.15934101343,2699.86783984799,,294.298113161724,911.480014307431,698.423742514958,356.86642483132,342.053101392491,213.116165225285,97.4683803571988,824.955980360436,,
1002,AL-Alexander City,193.916366577148,4871.62266510265,3494.00309638074,1374.65396526483,2566.16472253025,,370.134588430026,776.85943023982,597.465885013164,342.953880060028,254.3508631912,179.414857620371,,,,
1003,AL-Andalusia,199.999771118164,4136.81910447239,2625.31265508814,1512.30098659006,1770.81976495941,,327.606275690159,915.423608102875,639.083610874911,308.97218632011,331.702290120059,276.492257698055,119.460626534746,,,
1004,AL-Anniston,573.415771484375,3629.70259496103,2221.0824214431,1408.4505785094,1699.13361962463,,376.040170465319,826.831669667835,598.201307844794,303.133212442233,295.887837880486,228.610562854182,107.352840450326,339.195192712726,,
1006,AL-Ashland,84.8331909179688,3384.94455308826,,1169.28761086791,,,357.76624084461,689.560000628313,480.048963702757,220.34982665564,261.535391313847,209.976030244954,,,,
1007,AL-Athens,240.082977294922,3242.70349449088,2286.59230459147,959.968531026907,1789.13463502244,,181.778169104658,647.428461899979,472.218985328584,220.18931708193,251.411624561556,175.208916140584,69.8346650176262,,,
1008,AL-Atmore,87.4164123535156,4029.08972701197,,1412.78762303055,,,281.795695313304,652.882300241571,491.272206447177,258.868259935544,233.711251291393,161.385053896411,,,,
1010,AL-Bessemer,648.165924072266,4002.52908535759,2541.60937048091,1462.03586388014,1835.25612591936,,473.999416885788,747.0636201393,558.698359326228,323.884844116785,234.19018769267,188.235817577703,83.3431097794462,440.371356873239,,
1011,AL-Birmingham,4481.74356079102,4185.3009765957,2735.24997336158,1449.12302242714,2052.41855650342,,361.255197930666,850.981617764764,618.371533346691,331.288001348213,287.812645995145,232.617838596637,96.5147454956903,414.517025548429,48.6620630756196,149.380245823992
1012,AL-Boaz,359.165634155273,3933.62479446406,2662.48457529831,1272.23231605102,1974.7046423878,,299.405096966379,756.846707623596,538.182468963488,298.76365206453,239.347881879834,218.644690839049,110.723688022136,493.142920060212,,
