HRR #,HRR label,Medicare Enrollees (CMHS 5% Sample) (1997),Total Medicare reimbursements per enrollee (Part A and B) (1997),Total Part A Medicare reimbursements per enrollee (1997),Total Part B Medicare reimbursements per enrollee (1997),Medicare reimbursements for inpatient short stays per enrollee (1997),Medicare reimbursements for inpatient long stays per enrollee (1997),Medicare reimbursements for outpatient services per enrollee (1997),Part B Medicare reimbursements for professional & laboratory services per enrollee (1997),Part B Medicare reimbursements for medical & surgical services per enrollee (1997),Part B Medicare reimbursements for medical care per enrollee (1997),Part B Medicare reimbursements for surgical services per enrollee (1997),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1997)",Part B Medicare reimbursements for durable medical equipment per enrollee (1997),Medicare reimbursements for home health services per enrollee (1997),Medicare reimbursements for hospice services per enrollee (1997),Medicare reimbursements for skilled nursing facilities per enrollee (1997)
1,AL-Birmingham,12294.4705200195,5741.23752237571,3936.64595638798,1801.65982626439,2714.21082696853,54.8807906880078,390.895001238669,1055.37995168506,806.483986054463,489.62625251837,316.991299028864,248.918816222156,156.772290748374,771.43342336662,73.3952784293419,305.308908538176
2,AL-Dothan,2200.58029174805,5260.96473328277,3522.35860971113,1737.41875183336,2215.35698239108,-107.796275520112,362.904732257223,985.184088687421,803.006943967899,458.325623768796,345.73569962572,181.967971747962,155.455220380439,817.191615918839,-137.032191248589,211.406671904316
5,AL-Huntsville,2677.82875061035,5493.25969492515,3667.94258907017,1826.35360270032,2668.21859251715,-78.9515008336606,436.161694430736,1039.18734217655,794.767880106116,459.867237222654,334.484396124011,244.3734516974,129.943442834319,524.702720758961,55.8998273518151,331.344382560376
6,AL-Mobile,3709.49198913574,5907.81819139842,4072.37147287537,1831.62846305799,2553.38548149632,-69.8031254781891,420.771264426848,1001.841966313,784.610000554768,472.030448751025,312.867344503942,217.150023545136,151.472461666739,997.456234119737,62.2892536563182,355.547827475536
7,AL-Montgomery,2260.41320800781,5363.4762469116,3576.83891754935,1784.66836498703,2321.96885884402,-198.596136077884,249.377471591113,1088.71862324304,819.562417734534,490.741971226285,329.630782585478,269.408985163462,165.511766144195,627.312034092187,-65.9480663560109,331.989251832751
9,AL-Tuscaloosa,1397.66459655762,5413.45819432138,3762.40721713408,1643.92692756568,2637.86325557921,,331.193150441704,1020.95659760061,759.95891891734,439.172292298263,322.230333465745,261.245664222813,102.994929856362,755.524730697616,-109.812054205238,212.7360370334
10,AK-Anchorage,1386.66523742676,6424.10880091236,4557.78544200268,1886.88856262181,3549.06389745832,,721.82456719764,872.326251859639,696.02191467329,416.016694574843,279.401485983132,176.680162753715,101.74001210622,679.28492687106,,224.932331052535
11,AZ-Mesa,2362.32470703125,5051.6415321367,3210.61694403803,1837.98495065358,2160.97218132668,,317.078696344694,1148.42589411229,853.679540853912,497.221581801167,355.735053816081,294.567051365499,129.788964224577,392.368625913976,-141.642275019249,480.943176305023
12,AZ-Phoenix,8204.30564880371,5123.6062164258,3260.19500188228,1858.91884306499,2184.07053242926,77.2437003368244,402.794182216277,1092.97185561474,814.821130868017,457.952280639751,355.417797016306,277.944041103436,132.284810899214,463.168871050368,84.4357159390908,453.355350284138
14,AZ-Sun City,2145.91181945801,4300.48367853254,2477.80429359856,1820.40343564174,1800.22777065141,,239.319064936185,1233.84209729139,881.564008327435,490.576400678283,390.470159581599,352.689300091254,78.8247448816117,219.773381290815,-54.3294552005771,361.909512338126
