HRR,HRR name,HSA,HSA name,Provider ID,Hospital Name,City,State,System,Table 1. Hospital information (2001-05),,Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2001-05),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2001-05),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2001-05),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2001-05),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2001-05)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2001-05),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2001-05)",,,,,,,,,"Table 8. CMS Hospital Compare technical process quality measures (all patients, 2005)",,,
,,,,,,,,,Number of deaths among chronically ill patients assigned to hospital,Percent of enrollees' medical inpatient days at hospital to which they were assigned,Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,,Composite quality score,AMI score,CHF score,Pneumonia score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital reimbursements,=,Hospital days,x,Reimbursements per day,,,,Physician visit payments,=,Physician visits,x,Payments per visit,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,,,,,,Total,Physician services,Durable medical equipment,,,,
312,NC- DURHAM,49035,VA- MARTINSVILLE,490079,Memorial Hospital,Martinsville,VA,"LifePoint Hospitals, Inc",1870,94.5452302333202,39877.7315826416,22234.2067466356,5817.34594236172,6395.49589502,2758.32480802367,562.201498150552,429.860139158579,1566.73654313245,113.491791472082,5886.81362915039,2855.19416737534,1469.43394882686,530.658962962787,328.991896515631,702.52398794827,19541.7783964602,22.3028061248452,876.202675442297,0.755662552300508,=,0.945101239151376,x,0.799557254817517,2876.79889070965,52.5187514749556,54.7766047348154,0.684777992439696,=,0.749137264524921,x,0.91408881238068,61.1035784242335,23.8407890702678,8.49541656366766,15.3453724841549,37.2627893539324,71.9281223164649,20.1491577930995,6.21067846692477,9.85663706361705,0.630101161972344,56.0355893451057,13.3355630207593,5.60660861239321,2.3719967007637,3.23461190611124,7.72895440459251,13.4613792112113,24.6905872132717,7.07991202657711,16.2363593102587,0.436052928571478,8.19232018833843,46.8885368414758,29.0841282878149,13.641983670088,4.87760894803646,15.5869266753166,6.01296235047725,2089.61734503272,1654.52055358887,435.09679144385,89,95,85,85
312,NC- DURHAM,49011,VA- DANVILLE,490075,Danville Regional Medical Center,Danville,VA,"LifePoint Hospitals, Inc",3167,97.4488584614289,39176.036529541,22186.761145318,8065.39876857378,4928.20191597254,1493.5583954705,496.579340114168,320.12282077594,1584.98985355829,100.381409646223,9100.76217651367,3267.78177925088,1579.51013679971,776.796270833141,572.408646137863,2904.32211580325,19359.50122563,19.5331279475171,991.111166508833,0.748614062171244,=,0.827733663843114,x,0.90441417918836,3298.79452093579,60.1444033589732,54.8479049870504,0.785227600306898,=,0.857910984999529,x,0.915278640833966,53.5154190342934,10.5919440689941,10.1507122181866,0.44123183502114,42.9234749650302,61.509985095158,20.7005237584234,8.50097639998958,8.07099953804471,1.05327430139453,47.8599063860737,11.8994528802231,1.4615473832197,1.43115913122892,0.0303882503067143,10.4379054903984,12.9847833113842,30.5692912556306,15.3283730643336,13.1493043732007,1.16571741206129,4.52761162911664,43.4036197507762,17.0283017909372,11.4537892447656,3.70509375648629,33.7212229009645,7.94958016641786,2888.88627556577,2443.03247070313,445.853804862646,81.1818181818182,86.6,77.5,76.25
312,NC- DURHAM,49052,VA- SOUTH BOSTON,490013,Halifax Regional Health System,Halifax,VA, ,1442,94.6528957830173,37771.2911224365,23516.9398804343,5996.0476374088,3411.97212895086,1780.92643114619,721.667730462956,659.536315878105,1592.58366756525,91.6391636794732,6643.01277160645,2930.5401781579,1345.70025545495,403.2693510226,508.458751839806,1455.08033962775,20833.6464107101,21.9069927958013,951.004394117625,0.805617897258279,=,0.928328297412203,x,0.867815728017782,3125.41848168573,56.1996068214242,55.6128175703584,0.743958084916645,=,0.801641671578092,x,0.928043178509055,60.019158344661,12.9356110459288,11.9785823642391,0.957028669853733,47.0835471806461,38.4018704678483,19.5889959209725,7.74425710867736,7.97420593960183,0.971163419572287,54.237562601697,12.9391960857824,2.32421515358128,2.19196017831564,0.132254969328642,10.6149809062481,7.73398317359643,28.2023043334478,14.8547695650568,10.9869402641593,1.35203880315203,5.66261914221625,42.6169835103527,19.2210537111063,17.9249277767637,4.93712068156536,24.696171249448,7.35011934625569,2247.73941531029,1803.85037231445,443.889042995839,,,,
320,NC- WINSTON-SALEM,49019,VA- GALAX,490115,Twin County Regional Hospital,Galax,VA, ,1185,91.4235145962597,40328.8668899536,21333.943458235,5434.17886690647,6688.0934172614,3118.15866867127,968.309437225524,848.33968866563,1866.13677569171,71.7361543783116,6692.81037902832,2893.55347311505,1311.56287164795,539.15633080459,389.632993437879,1558.98217028011,18992.8392155752,18.4717333139049,1028.21099096738,0.734435580319265,=,0.782756122548968,x,0.938268713795106,2939.40517318257,50.8458718834879,57.8101046220261,0.69968046079241,=,0.725274998080349,x,0.964710575498008,50.6074885312462,11.8786063920699,10.1032908036284,1.77531557234183,38.7288821070162,71.7341181572849,19.0523127475037,3.37244993779282,12.2076295771801,0.27625755815011,45.9769133580466,10.9684934718855,2.33329345010223,2.01945900917053,0.313834433443844,8.6351999938488,13.6163026705069,24.3669006737381,4.60950110720604,18.1094648513682,0.25453546778097,13.0487395252596,42.0764035235025,20.3195369941987,15.4103149795653,5.94573932633566,22.5736017459818,7.16555003777526,2176.8435098125,1688.72367858887,488.119831223629,,,,
320,NC- WINSTON-SALEM,49055,VA- STUART,491306,RJ Reynolds Patrick Cty Mem Hosp,Stuart,VA, ,323,85.5686157965934,,,,,,,,,,,,,,,,18646.310322785,18.6538365683376,999.596530958927,0.721035627548379,=,0.790472909865079,x,0.912157290338322,,,,,,,,,51.1064015570893,,,,,85.837457622173,,,,,,10.7494756609405,,,,,16.3554740335376,,,,,11.0052131005243,30.5216878573211,,9.21985978703352,2.62489210025952,,,,,,,,,
376,TN- KINGSPORT,49027,VA- LEBANON,490002,Russell County Medical Center,Lebanon,VA,"Community Health Systems, Inc",503,87.9276011639078,51473.1509017944,25847.0912429535,4990.8045042821,6342.2068454839,8584.23246330002,1083.43528922719,2410.12698419976,2035.43652046563,179.852899661782,7383.16311645508,2892.3977028694,832.334303469765,464.628879265028,369.710663508285,2823.99557705212,23102.6119372202,28.1742322113542,819.990825798261,0.893356702092698,=,1.19390813990113,x,0.748262510520015,3400.06874435805,57.7706554446044,58.854598726482,0.809334380806897,=,0.824051402101981,x,0.9821406513507,77.1896772913812,11.4847248013371,8.55646088515243,2.9282639083797,65.7049523640985,59.5665585816881,20.8443227977707,4.23869925994469,13.1884015979848,0.321395980282583,65.0416695091822,15.9224605554106,2.2028092730899,1.78349414467812,0.419315126724541,13.7196512818336,12.417495569658,27.9344536999571,5.76530104952171,20.1804189845952,0.28568787664531,32.62999520701,46.5763196751494,20.51843485645,15.4976889288745,7.17064782938548,19.7837804417018,6.5543948009365,2433.29863000343,1861.79167175293,571.506958250497,,,,
376,TN- KINGSPORT,49039,VA- NORTON,490001,Norton Community Hospital,Norton,VA,QHR,467,83.8206345404714,50576.6865310669,30202.0682892741,5225.09415711479,4383.43869345356,5646.14918255144,1428.96709535941,1376.17975448942,2175.89644274453,138.941810911669,7423.60023498535,3534.47825168197,1360.85006469864,478.154344010573,275.812590884716,1774.29484398972,26873.9621793583,29.6372017018554,906.764493142952,1.03919133862247,=,1.2559027727995,x,0.827445691760072,3586.96508251254,63.465923344948,56.5179689109191,0.853822196638958,=,0.9052897654632,x,0.943147961252044,81.1978128817956,18.3618354715344,14.5429477299729,3.81888770689703,62.8359773387648,43.6433357223831,23.5327805725433,6.16880851863076,12.7659012164525,0.483225462428025,72.76029230593,16.4621709832448,4.36387075957794,3.46719089895487,0.896679855883121,12.0983002185822,8.23317259058968,29.9322495665451,7.34773355492219,19.7238558616255,0.372530280411238,19.8505796996104,48.4235632584253,29.4499837816456,19.3915077423646,8.25897890241677,33.0006212994893,8.07969870412753,2705.86146398377,2083.15054321289,622.710920770878,,,,
376,TN- KINGSPORT,49047,VA- RICHLANDS,490060,Clinch Valley Medical Center,Richlands,VA,"LifePoint Hospitals, Inc",579,90.7749467391988,48900.3217544556,26947.2546645478,6026.24288210206,3884.13021102192,6648.914087976,2006.89946570707,783.322958958541,2511.15603451549,92.3451209285024,7042.39646911621,3032.81509240873,1246.9742438479,604.042127976779,379.166440604821,1779.24977026138,23891.4364462813,29.2819175467681,815.910925509666,0.92385981853077,=,1.24084729084157,x,0.74453949760747,3493.87159665831,67.8258326383768,51.5124025868784,0.831662715641399,=,0.967480324643069,x,0.859617187510478,80.224431634981,12.5402311230951,9.3045007080248,3.23573040635618,67.6842003652494,35.9088465379296,22.3591005761474,6.34934520640678,12.688018564429,0.5004205482649,67.9556317423304,15.3316032376805,2.00189168665455,1.52760194987059,0.474289733916521,13.3297115266323,7.78167943296418,32.6485981409519,10.268586075638,20.9238933099287,0.490758862298608,24.5007703221898,43.2312795724853,18.8027026075665,18.2688939862361,11.0911732263757,25.880501798676,6.80434181665285,2732.82861950072,1991.18267822266,741.645941278065,74.3,83.75,61,71.5
376,TN- KINGSPORT,49005,VA- BIG STONE GAP,490114,Wellmont Lonesome Pine Hospital,Big Stone Gap,VA,Wellmont Health System,425,85.1065579203034,48098.7885971069,24940.8922336923,6213.09333859483,7496.03739108092,4982.42873190533,966.691631652409,1183.3740677681,1792.02863646404,524.171069924092,7968.34797668457,3478.46719715485,1193.90037840598,590.349627494132,647.800455433419,2057.84184756162,22054.7000680585,29.0717054139511,758.631107257805,0.852834916328295,=,1.23193936481209,x,0.692270204758317,3602.31042001137,63.5353301272617,56.6977524598664,0.857474919615073,=,0.906279796748821,x,0.946148113078511,79.6485079834278,17.007172148251,11.4015224453521,5.60564966234442,62.6413356767942,71.4556123196944,22.6909831416791,5.36364375796446,13.7246958733108,0.390802376058087,69.6889350879682,16.4802287924617,4.17326109628338,2.80147066712379,1.3717904239893,12.3069676756859,13.35931170898,31.1103644178663,6.46144216412217,22.7050832245515,0.284581302795458,16.2841995836515,41.4365618392663,25.815281599567,22.1211406014223,6.49652675651983,26.4708196205401,7.57869374477788,2775.36470085593,2290.32940673828,485.035294117647,,,,
