State Number,State Name,Medicare enrollees (2007),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2007),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2007)
1,Alabama,589286,5.52229875195787,5.64350498220946
2,Alaska,45192,5.05864099762124,5.05913830135836
3,Arizona,695742,4.71298059731871,4.7173352024799
4,Arkansas,378460,5.36569151181949,5.62674199300502
5,California,3574054,4.39170839269952,4.60880252965304
6,Colorado,463801,4.59555901169384,4.74357588953297
7,Connecticut,456478,4.42188861794108,4.58052201854429
8,Delaware,112040,4.85088802747713,4.86231408059223
9,District of Columbia,58465,4.20078938464946,4.15814465894122
10,Florida,2678103,4.47428048397051,4.74153123414602
11,Georgia,870124,5.24923684175312,5.3998290277338
12,Hawaii,166387,3.95071956281537,4.14986433089636
13,Idaho,171902,4.72047314909555,5.04457386909937
14,Illinois,1447322,4.765940424687,4.88656784245067
15,Indiana,773914,5.01882299506808,5.20718374453291
16,Iowa,428903,4.56452476048292,4.7466703940765
17,Kansas,347718,4.90073795504216,5.04328233892968
18,Kentucky,520779,5.5478247226506,5.72791176593218
19,Louisiana,493477,5.39310627419381,5.72550942280376
20,Maine,192044,4.93734563998258,5.05062657016497
21,Maryland,612126,4.7595307048946,4.71512263173592
22,Massachusetts,816477,4.59957251957896,4.66669780956956
23,Michigan,1254800,4.89802450793668,5.16182893347332
24,Minnesota,622321,4.32421628647373,3.99839986546519
25,Mississippi,344791,5.4380431124259,5.59060143827624
26,Missouri,760260,5.14048919058905,5.46836773369844
27,Montana,131243,4.81609128089223,5.08061016434953
28,Nebraska,229230,4.75629348772991,4.92225328004719
29,Nevada,266849,5.20307993339581,5.2643461760578
30,New Hampshire,161749,4.81598702910876,4.89835879017787
31,New Jersey,1061066,4.67608435493207,4.78579761460836
32,New Mexico,227240,4.78275540106599,4.99259773903691
33,New York,2319670,4.49576632996552,4.79016217243704
34,North Carolina,1072263,5.11978482802742,5.33943173151153
35,North Dakota,91056,4.29274203706446,4.41074048999119
36,Ohio,1494706,5.06413009672651,5.26391669402084
37,Oklahoma,457699,5.6986260254791,5.92986862552176
38,Oregon,473982,4.75002322443993,4.91601721473589
39,Pennsylvania,1831868,4.87367786899105,5.15979476722881
41,Rhode Island,139910,4.78340884179939,5.0413913007924
42,South Carolina,541445,5.03534680230019,5.22463670697215
43,South Dakota,111768,4.3452964373468,4.4938754887553
44,Tennessee,758104,5.41489622100609,5.70929796536268
45,Texas,2238446,5.11329025265688,5.40801083006436
46,Utah,213870,4.63927853735859,5.04930002556698
47,Vermont,82419,4.80475977770528,4.90552920608562
49,Virginia,851169,4.90495535197417,5.02006498056688
50,Washington,725147,4.68045174917655,4.92839754231092
51,West Virginia,273937,5.72796307396409,6.30922820879153
52,Wisconsin,724400,4.62605534358496,4.9915032395534
53,Wyoming,62945,5.01945347860662,5.14035024160679
99,United States,35417147,4.81583962705974,5.04319126118135
