Hospital ID,Hospital name,City,State,,,Rate - 2004 - Percent readmitted within 30 days of discharge,Lower conf. Limit - 2004 - Percent readmitted within 30 days of discharge,Upper conf. Limit - 2004 - Percent readmitted within 30 days of discharge,Rate - 2009 - Percent readmitted within 30 days of discharge,Lower conf. Limit - 2009 - Percent readmitted within 30 days of discharge,Upper conf. Limit - 2009 - Percent readmitted within 30 days of discharge,Rate - 2004 - Percent seeing a primary care clinician within 14 days of discharge to home,Lower conf. Limit - 2004 - Percent seeing a primary care clinician within 14 days of discharge to home,Upper conf. Limit - 2004 - Percent seeing a primary care clinician within 14 days of discharge to home,Rate - 2009 - Percent seeing a primary care clinician within 14 days of discharge to home,Lower conf. Limit - 2009 - Percent seeing a primary care clinician within 14 days of discharge to home,Upper conf. Limit - 2009 - Percent seeing a primary care clinician within 14 days of discharge to home,Rate - 2004 - Percent having an emergency room visit within 30 days of discharge,Lower conf. Limit - 2004 - Percent having an emergency room visit within 30 days of discharge,Upper conf. Limit - 2004 - Percent having an emergency room visit within 30 days of discharge,Rate - 2009 - Percent having an emergency room visit within 30 days of discharge,Lower conf. Limit - 2009 - Percent having an emergency room visit within 30 days of discharge,Upper conf. Limit - 2009 - Percent having an emergency room visit within 30 days of discharge
10033,University of Alabama Hospital,Birmingham,AL,2224,1839,17.3241800621983,15.5707311115252,19.0776290128714,17.1624164652009,15.236290933369,19.0885419970328,18.6889447693217,14.3417241841288,23.0361653545145,20.3243817463222,18.0358755079491,22.6128879846954,17.3347583258764,15.5825733983415,19.0869432534113,19.1064861016685,17.0755445007715,21.1374277025654
40016,UAMS Medical Center,Little Rock,AR,601,696,16.6169577716467,13.3436262683729,19.8902892749205,16.6216622385518,13.5154281479069,19.7278963291968,,,,18.85760440204,15.1047931246492,22.6104156794307,16.0813018188648,12.8643714706321,19.2982321670974,20.1788250183249,16.7621824577871,23.5954675788627
30064,University Medical Center-Tucson,Tucson,AZ,897,881,14.834058981644,12.2641893755258,17.4039285877623,15.2907169816592,12.6621911755144,17.919242787804,20.5093203686773,12.4696667841558,28.5489739531988,26.0853533055442,22.2423906741163,29.9283159369721,16.7779419049699,14.0470107215154,19.5088730884244,17.1671327866406,14.3824392304507,19.9518263428305
50025,UC San Diego Med Ctr,San Diego,CA,746,884,13.2110940608936,10.5544519441814,15.8677361776058,11.7330611859414,9.43338119349691,14.0327411783859,,,,22.1362601939127,18.6286234818757,25.6438969059498,16.6424282165891,13.6647199902663,19.620136442912,16.6407527987015,13.9036893295095,19.3778162678935
50262,UCLA Medical Center,Los Angeles,CA,1687,1239,12.7066226049564,10.9961415349945,14.4171036749184,15.0090473509525,12.8403433155355,17.1777513863695,20.0522918037656,14.8465495755956,25.2580340319355,23.0284489443278,20.1389280068526,25.9179698818031,14.4460653117367,12.6221816873257,16.2699489361477,17.8897814749012,15.5203778442392,20.2591851055631
50327,Loma Linda University Med Ctr,Loma Linda,CA,1201,1181,11.1801129298866,9.25821382031123,13.102012039462,11.426385919532,9.46966309228151,13.3831087467824,13.5421612579809,8.23363404485239,18.8506884711094,16.545937587428,13.7853094513784,19.3065657234776,13.2205266226078,11.1324594486026,15.3085937966131,15.2213232077467,12.9661004010968,17.4765460143966
50441,Stanford Hospital and Clinics,Stanford,CA,1998,2057,12.7573348582277,11.1759192452297,14.3387504712258,10.5631291267148,9.14119090028456,11.985067353145,23.8941193619407,18.4127928848696,29.3754458390118,21.7013386689056,19.3161154082252,24.0865619295861,12.5565699954708,10.9874377769587,14.125702213983,14.1815031065925,12.5350252063676,15.8279810068174
50454,UCSF Medical Center,San Francisco,CA,1354,1592,14.9594579460956,12.8704561398637,17.0484597523276,15.2886317704013,13.3297114858181,17.2475520549844,20.7716232137734,14.334430488447,27.2088159390997,25.6275496054572,22.7929068711447,28.4621923397697,17.9739977066917,15.6856259432945,20.2623694700888,19.1907361147826,16.9970522555337,21.3844199740314
50599,UC Davis Med Ctr,Sacramento,CA,807,1160,12.6929822981915,10.205157767746,15.1808068286371,14.4981472364116,12.2655464673011,16.7307480055222,,,,22.5231106461955,19.4548004096946,25.5914208826965,14.8234612503936,12.1374194747123,17.5095030260748,18.5869232107396,16.0609315724455,21.1129148490336
50625,Cedars-Sinai Medical Center,Los Angeles,CA,3436,4156,12.0218461335104,10.8761826972622,13.1675095697587,12.039495818574,10.9935589293869,13.0854327077611,20.3370583433838,16.667589519511,24.0065271672565,17.9043471820423,16.4752692728045,19.33342509128,10.3543563701953,9.29063352206002,11.4180792183306,13.1209204133204,12.0283096102949,14.2135312163458
