HRR #,HRR label,Medicare Enrollees (CMHS 5% Sample) (2005),Total Medicare reimbursements per enrollee (Part A and B) (2005),Total Part A Medicare reimbursements per enrollee (2005),Total Part B Medicare reimbursements per enrollee (2005),Medicare reimbursements for inpatient short stays per enrollee (2005),Medicare reimbursements for inpatient long stays per enrollee (2005),Medicare reimbursements for outpatient services per enrollee (2005),Part B Medicare reimbursements for professional & laboratory services per enrollee (2005),Part B Medicare reimbursements for medical & surgical services per enrollee (2005),Part B Medicare reimbursements for medical care per enrollee (2005),Part B Medicare reimbursements for surgical services per enrollee (2005),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (2005)",Part B Medicare reimbursements for durable medical equipment per enrollee (2005),Medicare reimbursements for home health services per enrollee (2005),Medicare reimbursements for hospice services per enrollee (2005),Medicare reimbursements for skilled nursing facilities per enrollee (2005)
1,AL-Birmingham,11614.5493774414,7703.35516620882,4328.5656105692,3375.01470192064,2861.88609498808,291.863792658365,767.184140944053,1816.74406244474,1317.21504007306,920.172852037846,397.38148953622,499.55299396553,236.202759970141,404.265337139718,459.777631336901,540.261754278471
2,AL-Dothan,2405.41352844238,7054.27142489366,4104.47566248791,2952.32132105959,2391.94427639425,303.893793429122,647.813535500776,1516.20682568702,1151.91646798129,759.492560350389,393.539462052192,364.326126226561,227.981061877868,354.672399741266,697.76277664514,551.223480192383
5,AL-Huntsville,3282.57766723633,7503.39108619499,3955.84285636739,3542.0148982207,2797.82525088443,226.507041442019,783.123187072065,1896.94883137242,1396.67277763871,1001.30706823566,395.390167344415,500.284933459678,239.105586584361,375.72418936218,168.396789906011,578.764638979446
6,AL-Mobile,3954.6520690918,7453.87262519979,4145.73821086344,3308.53922551202,2630.52342465083,324.316560179629,887.642639646883,1671.19012811682,1234.8615323544,851.525171779257,383.795613650823,436.339338252703,226.963611306066,388.732380414984,525.008663497522,477.329704811358
7,AL-Montgomery,2213.4925994873,7539.43909486635,4169.56552384987,3369.72369964448,2561.14514948743,587.237282108224,546.239901339852,2109.18263333774,1552.56149407893,1167.34683291563,382.552210420184,556.61659584869,212.258686176035,393.721143459065,392.197563440054,450.242537017233
9,AL-Tuscaloosa,1362.41352844238,7798.99075633013,4598.92038572546,3196.67720483722,3181.84002972372,362.261102380519,678.564463057194,1583.08943359567,1131.83363698434,775.912200392995,357.383343655369,451.547077417927,213.202265577947,574.1727047966,335.10560494087,510.497133308248
10,AK-Anchorage,1844.16334533691,7373.60021905593,3570.74182150267,3783.52882353136,2845.84992467916,246.210895280667,1284.76981144407,1829.39340674371,1382.64805426594,945.47988688638,435.623727637297,447.329413141525,130.389947225495,248.262503034606,72.7401863548783,253.274242930971
11,AZ-Mesa,3260.90837097168,7906.94597062062,4281.2623145999,3624.22588373938,2898.43847238031,257.944010674602,625.200151528911,2296.41586513844,1647.27128466578,1210.28846774181,437.653364723769,648.83096036953,187.389506782744,248.778769975587,534.373017789934,423.207373031539
12,AZ-Phoenix,10622.9720611572,7505.0567846977,4188.64887645815,3317.94206832757,2824.15614592734,402.649645652207,631.799044056684,1985.48278798906,1410.51782507548,996.890148141757,413.265342149849,574.3525115795,192.613661100877,209.09521382591,430.093054353531,392.626778745764
14,AZ-Sun City,2349.99429321289,7844.13043464769,4012.1632574187,3836.57557186914,2638.37144841759,654.092267804269,596.835527607072,2514.71838959367,1785.09549059614,1256.95322638184,527.893581483034,729.929442693416,158.547405707291,273.503790141235,343.760841416043,214.914988139137
15,AZ-Tucson,4627.82150268555,6855.31913753145,3608.47372017259,3242.89322225973,2435.82440494483,505.854617386213,728.269183509339,1849.76359144151,1338.13405666178,955.187973046776,382.897576187686,511.412834473069,162.161871497605,218.661038701626,218.178106713448,311.946832594849
16,AR-Fort Smith,2232.32708740234,7385.21793901606,4071.72444245328,3313.5904399895,2355.25804667544,892.435710075081,689.926775033636,1489.8184426425,1087.62367675218,786.04543102293,301.758573443483,402.105886687479,265.147905744298,746.363890616157,144.677735635839,494.190491111225
18,AR-Jonesboro,1394.58106994629,7473.20791553479,4208.05234376291,3268.04621350011,2784.61160064275,602.695032470667,790.318015724448,1625.1753864135,1213.77818657975,869.364540930863,344.440841750137,411.628676677184,288.050381457516,328.909956627444,59.4769042642364,577.901053404236
19,AR-Little Rock,9552.48429870605,7588.40753406746,4304.0496839071,3285.73655754252,2636.32902999701,828.166287201885,789.279828686036,1774.03760965844,1330.61494628964,967.74446265369,362.780274701337,443.496065514294,221.190398360004,299.76148468266,213.768264783066,452.298892404625
21,AR-Springdale,2427.49560546875,6405.6211702315,3570.82292498114,2835.57180897255,2352.32634901095,497.201128960575,602.784131167384,1507.44352715301,1124.6294104653,818.784575909001,306.14181446238,382.93108763369,227.513931840177,275.5225102979,173.89214801338,414.703490904997
