HRR Number,HRR Name,Medicare enrollees (2005),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2005),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2005)
10,AK-Anchorage,41221,5.12154675150787,5.13882835869224
1,AL-Birmingham,282215,6.01145147555455,6.19636351487185
2,AL-Dothan,49495,5.78029916749634,5.785323846622
5,AL-Huntsville,70203,5.4578059302671,5.47488340654384
6,AL-Mobile,96704,5.56026593278869,5.73457426432582
7,AL-Montgomery,51418,5.52279953430409,5.72252577145657
9,AL-Tuscaloosa,28925,5.67661742951923,5.68726110354981
16,AR-Fort Smith,47070,5.89805058807879,5.96758842360921
18,AR-Jonesboro,31090,6.19913525623013,6.21998628065979
19,AR-Little Rock,201903,5.48682594714544,5.49581017579725
21,AR-Springdale,53642,5.03870425096142,5.09232516897884
22,AR-Texarkana,34078,5.99210803402948,5.99119912918141
11,AZ-Mesa,116017,4.98763612078596,4.92598827595802
12,AZ-Phoenix,301838,5.31204812694508,5.30139100293474
14,AZ-Sun City,80883,4.15911728656609,4.15847380955989
15,AZ-Tucson,149514,4.79351013044492,4.91099929681259
65,CA-Alameda County,135663,4.51382558977246,4.5784581917055
25,CA-Bakersfield,87294,5.51940987233141,5.67582441896616
31,CA-Chico,42323,5.02883185233947,5.07072202296397
33,CA-Contra Costa County,101471,4.55583189629477,4.75990530848213
43,CA-Fresno,101823,4.81565154858148,4.98187400429658
56,CA-Los Angeles,851618,4.49405159915543,4.61771490121807
58,CA-Modesto,83574,4.9072999625247,5.05273183049599
62,CA-Napa,37733,5.04435901402893,5.07971531400871
23,CA-Orange County,301029,4.42270954311273,4.43998980317796
69,CA-Palm Springs/Rancho Mirage,60573,4.60868690305071,4.48086659477084
73,CA-Redding,47527,5.2054916282188,5.22448157539563
77,CA-Sacramento,263027,4.82763225156673,5.01180820025268
78,CA-Salinas,36259,4.41705956375761,4.43167733795434
79,CA-San Bernardino,240806,5.38898008547753,5.847503063319
80,CA-San Diego,341195,4.61416278360996,4.82159837588731
81,CA-San Francisco,162095,4.27614949076429,4.43279856783798
82,CA-San Jose,148568,4.14430459030419,4.29174964027291
83,CA-San Luis Obispo,32604,4.48551779073323,4.59081580375155
85,CA-San Mateo County,89720,4.10763045840917,4.20815157104113
86,CA-Santa Barbara,50174,4.28254285744931,4.36509428615219
87,CA-Santa Cruz,24515,4.59162596210629,4.76269889178417
89,CA-Santa Rosa,56100,4.70205206420835,4.81419615105936
91,CA-Stockton,49188,5.31693364032654,5.38882927507544
96,CA-Ventura,82769,4.32442773952826,4.44944587521045
