HSA Number,HSA Name,Medicare enrollees (2005),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2005),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2005)
2001,AK-Anchorage,17101,5.30795443287066,5.30641840669044
2016,AK-Barrow,244,,
2017,AK-Bethel,1075,6.49726733904317,6.51907366713018
2002,AK-Cordova,197,,
2018,AK-Dillingham,314,-7.34825172099518,-7.37104636896489
2003,AK-Fairbanks,5704,4.28086539265396,4.24098311396545
2004,AK-Homer,1093,4.44263846913162,4.39516014626978
2005,AK-Juneau,2729,5.05280897605996,5.09016540183146
2006,AK-Ketchikan,1577,5.2457013436396,5.32874269464867
2007,AK-Kodiak,698,6.1535503356593,6.24265059077108
2019,AK-Kotzebue,366,-6.09590621895296,-6.11108950961772
2008,AK-Nome,360,-5.4434978765864,-5.46170404517625
2009,AK-Palmer,4777,5.53127971246087,5.61450337762357
2010,AK-Petersburg,357,-4.81764535409232,-4.88544245989984
2011,AK-Seward,295,-6.50307015252141,-6.58796687022858
2012,AK-Sitka,817,5.04533741556613,5.06583863924561
2013,AK-Soldotna,3008,4.21045845471341,4.27314881658051
2014,AK-Valdez,203,,
2015,AK-Wrangell,306,-5.16309091364343,-5.18141388138611
1001,AL-Alabaster,10385,6.73446614674806,7.31325950077262
1002,AL-Alexander City,3453,6.2476385454885,6.22825564824766
1003,AL-Andalusia,4119,5.47795588443377,5.49645073123233
1004,AL-Anniston,13763,6.20762584212392,6.43627681079833
1006,AL-Ashland,2595,5.99314427241368,6.08081897584849
1007,AL-Athens,6849,5.89920003784305,5.90388943065335
1008,AL-Atmore,2115,5.80717912387481,5.77832083940417
1010,AL-Bessemer,12771,6.29237387329983,6.61541945184649
1011,AL-Birmingham,95150,5.71201486493535,5.93882409113566
1012,AL-Boaz,8589,7.08266142213749,7.10114068315733
1013,AL-Brewton,3292,6.64084791282639,6.72990038486525
1014,AL-Bridgeport,1190,5.39352171379464,5.40840412412941
1016,AL-Camden,944,5.60886807792327,5.94859950878215
1017,AL-Carrollton,2193,6.17427284586149,6.09801474221191
1018,AL-Centre,3227,6.18256803399201,6.21506390524437
1019,AL-Centreville,1215,5.72453845706907,6.28664891830922
1022,AL-Cullman,12208,6.22952557592844,6.45090442984558
1023,AL-Dadeville,1809,5.70017918096208,5.63203800432728
1024,AL-Decatur,10104,5.57305267289842,5.58771197925972
1025,AL-Demopolis,2375,5.10079980547374,4.98996688591148
1026,AL-Dothan,23585,5.54445173254683,5.5343647301738
1027,AL-Elba,1452,5.29685820678747,5.31050095185267
1028,AL-Enterprise,5070,5.75666714680328,5.77767173559007
1029,AL-Eufaula,2141,7.14646697208874,7.18574745218087
1031,AL-Evergreen,1210,5.87475768103995,6.36144361862477
1032,AL-Fairhope,5787,4.77685862450389,4.92350145132919
1033,AL-Fayette,2224,5.21023092978702,5.24702793305967
1035,AL-Florala,683,6.45243670357735,6.45068992361437
1036,AL-Florence,14145,5.24213194667027,5.26118878384216
1037,AL-Foley,7987,4.75621663395872,4.8609532404045
1038,AL-Fort Payne,6042,6.47052811404786,6.51080658492387
1039,AL-Gadsden,15158,6.6158350603334,6.63793052223624
1040,AL-Geneva,2840,7.29250269880764,7.32488565858669
1044,AL-Greenville,3552,5.62026061475209,5.6126661117467
1045,AL-Grove Hill,1012,5.51409611553026,5.50752980446932
1046,AL-Guntersville,4935,6.14543854939103,6.18887463424588
1047,AL-Haleyville,2763,6.32077295464271,6.60281596997319
1048,AL-Hamilton,2082,5.13947844936314,5.13783606046345
1049,AL-Hartselle,3971,6.33207705135618,6.37289913013245
1051,AL-Huntsville,38601,5.17638881119888,5.19138949782527
1053,AL-Jacksonville,3867,6.81872451683184,7.00546222404382
1054,AL-Jasper,9286,6.75339599777335,6.81682415231958
1056,AL-Luverne,1633,5.99281215225127,6.00622984797702
1057,AL-Mobile,59470,5.58568058780558,5.8376485844358
1058,AL-Monroeville,3205,5.79570240850937,5.84233756347521
1059,AL-Montgomery,34125,5.34255422460836,5.6024527964969
1060,AL-Moulton,3729,6.51765186626634,6.52856754706463
1061,AL-Muscle Shoals/Sheffield,8330,6.08674496095511,6.09231261695885
1063,AL-Oneonta,3153,6.17112115840376,6.48576620492807
1064,AL-Opelika,12470,5.78211112573194,5.82232231201504
1065,AL-Opp,1755,6.84015669062432,6.80246694241528
1066,AL-Ozark,3112,6.02707890285234,6.03070230721969
1068,AL-Phenix City,6863,6.53410865059718,6.69338946704552
1070,AL-Prattville,4342,6.02220494769887,6.09091603737465
1071,AL-Red Bay,1055,6.44204558041101,6.37448477018187
1072,AL-Roanoke,1991,7.32882247274042,7.3805723407919
1073,AL-Russellville,3945,6.84644732542096,6.85791779082251
1074,AL-Scottsboro,4974,6.01216854643216,6.04771381675478
1075,AL-Selma,8337,5.45935504189597,5.76817911567193
1077,AL-Sylacauga,4181,5.92911046059426,6.4538766833592
1078,AL-Talladega,4573,5.50377115010574,6.08392138750056
1079,AL-Tallassee,1736,6.751429521139,6.88760565709818
1080,AL-Thomasville,2399,5.12160201636454,5.14169323065404
1081,AL-Troy,3604,5.65509626969574,5.66255871806063
1082,AL-Tuscaloosa,21772,5.54519875510022,5.53368470678818
1083,AL-Union Springs,1216,5.56417540047281,5.60411549303839
1084,AL-Valley,4739,6.11789309412726,6.10568350084822
1085,AL-Vernon,1521,7.47598547707998,7.54685132867119
1086,AL-Wedowee,1276,5.05001461109267,5.05886347447424
1088,AL-Winfield,2659,6.10304751087631,6.44701936803019
4001,AR-Arkadelphia,3144,5.09752448729791,5.10049822957556
4002,AR-Ashdown,1429,7.45258599989499,7.49535203755907
4003,AR-Batesville,6991,5.85422289069168,5.88399083768717
4004,AR-Benton,7563,6.04752673441056,6.08084219190925
4005,AR-Bentonville,9960,4.03221373466668,4.10069563983035
4006,AR-Berryville,2392,5.82051321460826,5.82883427227675
4007,AR-Blytheville,3590,6.4113853161476,6.40525791338858
4008,AR-Booneville,1223,6.11128145657716,6.15298325009624
4010,AR-Calico Rock,1739,6.51244634469571,6.58134996255096
4011,AR-Camden,4222,5.89635696540406,5.86492035161536
4012,AR-Cherokee Village,2985,5.09624883403993,5.12319573578224
4013,AR-Clarksville,2694,5.24708942037504,5.21471889826837
4015,AR-Conway,8681,5.75571261666923,5.76134061861399
4017,AR-Crossett,2844,5.55757317182203,5.56375137384677
4018,AR-Danville,1705,5.89677472724696,5.94313544581295
4019,AR-Dardanelle,1470,5.34229476580639,5.17252099626518
4020,AR-De Queen,2334,6.52274223645003,6.56166351481203
4021,AR-De Witt,1138,6.39020378032639,6.42692278145547
4023,AR-Dumas,1028,4.72758125797538,4.71113485377453
4024,AR-El Dorado,7278,5.10309738874206,5.10654025061717
4025,AR-Eureka Springs,1811,4.82634029242813,4.87212236237647
4026,AR-Fayetteville,10670,5.45468903357499,5.48868337307479
4027,AR-Fordyce,1361,6.62253496614508,6.6031347181286
4028,AR-Forrest City,4053,5.87333002785996,5.84760586014411
4029,AR-Fort Smith,29648,5.74967475876481,5.83322432310741
4030,AR-Gravette,1626,5.21870082481984,5.32025768796856
4031,AR-Harrison,7961,5.15518738727302,5.1979776868059
4032,AR-Heber Springs,2997,5.35304730446007,5.3633334880317
4033,AR-Helena,3337,6.5731874648659,6.53217863024233
4034,AR-Hope,3090,4.96497794253548,4.95994724114649
4035,AR-Hot Springs,24607,5.16122735975438,5.19200404338968
4038,AR-Jacksonville,7213,6.51468433687803,6.54159709480973
4039,AR-Jonesboro,17678,6.32307582917667,6.34534915376325
4040,AR-Lake Village,1799,5.36395231501033,5.36000705428774
4041,AR-Little Rock,38719,5.31071705258402,5.32380635858777
4042,AR-Magnolia,4030,5.47388844357367,5.4543996680428
4043,AR-Malvern,3964,6.15476572323426,6.15479706993304
4045,AR-McGehee,1603,5.18297880465231,5.1492121387186
4046,AR-Mena,3564,5.32484408041816,5.37758675169313
4047,AR-Monticello,2100,5.24878104781333,5.24920711855976
4048,AR-Morrilton,2981,5.81989641698144,5.82742530856473
4049,AR-Mountain Home,14560,5.36551955168812,5.403113425078
4050,AR-Mountain View,2151,5.26241867726564,5.28858904651375
4051,AR-Murfreesboro,771,5.86005123196101,5.8962474988169
4052,AR-Nashville,2328,6.25682247052934,6.26225671368156
4053,AR-Newport,3264,6.50664350717687,6.48756609716026
4054,AR-North Little Rock,12426,5.21609970033383,5.20767423029542
4055,AR-Osceola,1623,6.48716137074016,6.33274998680805
4056,AR-Ozark,1711,5.23922940645216,5.2968502892537
4057,AR-Paragould,6242,5.49052336006601,5.52241289509628
4059,AR-Piggott,1285,5.90826860282168,5.94835389209472
4060,AR-Pine Bluff,11680,5.40609366605824,5.38793775716844
4061,AR-Pocahontas,2762,5.55497435155645,5.58813838842543
4062,AR-Prescott,975,6.84078134254555,6.83363676573723
4063,AR-Rogers,7789,4.23957456428637,4.30128527795569
4064,AR-Russellville,7583,5.61415623132933,5.65322366795745
4065,AR-Salem,1040,7.36019225040056,7.31657099532295
4066,AR-Searcy,12515,5.23991951999294,5.26029912518931
4067,AR-Siloam Springs,4359,6.72914870465818,6.83287671803476
4068,AR-Springdale,8885,5.22053096153931,5.25228298826648
4069,AR-Stuttgart,3567,5.64311283982466,5.6298904133864
4070,AR-Texarkana,5580,5.34870811684613,5.33981225837119
4072,AR-Waldron,1370,6.2149017027461,6.28396465955567
4074,AR-Warren,2050,4.87927037262411,4.87991961789467
4075,AR-West Memphis,5608,6.18001264669279,6.13736551292138
4076,AR-Wynne,2138,6.03292196162546,6.07263501121924
3002,AZ-Bisbee,1616,6.38804726515666,6.99839272155179
3003,AZ-Bullhead City,12619,6.01103435781644,6.23449328908097
3004,AZ-Casa Grande,9462,5.47977201847241,5.58257153528856
3005,AZ-Chandler,20085,4.79434407916653,4.89756637096961
3038,AZ-Chinle,1637,4.7493489366637,4.76882409243939
3047,AZ-Claypool,2968,5.77267506821697,5.79164403477273
3006,AZ-Cottonwood,13883,4.62562474012032,4.76953697870111
3007,AZ-Douglas,2201,5.62863756125437,6.31548364645782
3008,AZ-Flagstaff,5746,5.56394529776835,5.6165480127116
3009,AZ-Florence,1382,5.55670268348646,4.89810086230321
3010,AZ-Ganado,2132,3.82205233605544,3.84264832366688
3040,AZ-Keams Canyon,383,-5.90210586289007,-5.92758075289041
3014,AZ-Kingman,11575,6.78448588101409,7.17432905891652
3015,AZ-Lake Havasu City,11393,4.98634975212446,5.06570751522023
3016,AZ-Mesa,94550,5.01854922395333,4.93228183910377
3019,AZ-Page,770,3.27552939953396,3.36111640002544
3020,AZ-Parker,3967,4.78213159125364,4.83429715168946
3021,AZ-Payson,6430,5.16293498284342,5.28964937047821
3022,AZ-Phoenix,131845,5.71290962629171,5.70772732569514
3023,AZ-Prescott,25310,4.68084758239126,4.80528161757593
3024,AZ-Safford,3610,5.53174637757742,5.78977061868774
3042,AZ-San Carlos,439,-8.68787750081357,-8.79392098847516
3025,AZ-Scottsdale,42079,4.53801687481524,4.39792052880648
3026,AZ-Show Low,7257,5.21231945739683,5.30891865694665
3027,AZ-Sierra Vista,9254,4.35979782574657,4.56228932327646
3028,AZ-Springerville,1647,5.5587220555326,5.69468289695918
3029,AZ-Sun City,75486,4.13859380193684,4.12697761091594
3044,AZ-Tuba City,2177,3.16947741866737,3.19930632721678
3032,AZ-Tucson,131685,4.76251656140058,4.82946088118067
3033,AZ-Wickenburg,5397,4.53546137729336,4.63229445782969
3034,AZ-Willcox,1148,5.4102676209902,6.0210380647408
3035,AZ-Winslow,2465,4.69487584303679,4.78616723059364
3037,AZ-Yuma,20119,5.20289048346243,5.4107933176324
5001,CA-Alameda,6271,4.82154373797963,4.870281205572
5003,CA-Alturas,976,6.10327933492375,6.22675233667492
5004,CA-Anaheim,43342,4.85975402572954,5.02766834154121
5005,CA-Antioch,14840,5.45756736851676,6.03297592743213
5006,CA-Apple Valley,11437,5.31298167828239,6.04823682518403
5007,CA-Arcadia,23921,4.4446262059583,4.5741781809606
5008,CA-Arcata,4114,4.99096891565354,4.98154292171021
5009,CA-Arroyo Grande,8851,4.03836133747298,4.03509932645595
5012,CA-Auburn,13088,4.60772133403253,4.98778209110624
5013,CA-Avalon,317,-5.87238011337356,-6.60084234326146
5015,CA-Bakersfield,48507,5.72104868146345,6.06180656758564
5017,CA-Banning,11093,5.08580070245286,6.24803304888221
5018,CA-Barstow,4041,6.51408041708368,6.57035155074485
5019,CA-Bellflower,12782,4.71019132629796,4.93032735289517
5020,CA-Berkeley,16895,3.83662711800527,3.99228537807359
5021,CA-Big Bear Lake,3477,5.09643021111388,5.3789528556891
5022,CA-Bishop,2710,5.14134581082781,5.17941102102306
5023,CA-Blythe,1923,6.2753993047597,6.36720529438998
5024,CA-Brawley,3343,4.59166272988609,4.65409172365508
5028,CA-Burbank,31767,4.37257867188027,4.47815857153419
5029,CA-Burlingame,13811,4.27339422301671,4.29296333820413
5031,CA-Camarillo,11875,3.90439107813134,3.80260083177479
5032,CA-Canoga Park,29112,4.58271672991159,4.77794253668126
5033,CA-Carmichael,33684,4.97673010042671,5.13490692403265
5034,CA-Castro Valley,11409,4.44700566424746,4.7921812725342
5035,CA-Cedarville,262,-7.0400466343103,-7.09673078628231
5036,CA-Chester,1194,5.09183022677778,4.78678593975243
5037,CA-Chico,17261,4.8406725178563,4.85685737149446
5038,CA-Chino,8212,4.98787888946317,5.13490089662392
5040,CA-Chula Vista,36954,4.48226054328234,4.79722288207276
5041,CA-Clearlake,4176,5.77727371581443,5.75255980976333
5043,CA-Coalinga,890,5.04789192869811,4.75100153238915
5044,CA-Colusa,1582,5.81408959826942,5.69782549096951
5045,CA-Concord,12201,4.6895904659185,5.03835910072676
5046,CA-Corcoran,983,5.48936632647455,5.39902265195626
5047,CA-Corona,12904,5.41633087065832,6.04621938461393
5048,CA-Coronado,3295,3.89778198946529,3.84156121783277
5050,CA-Covina,11392,4.64569487067054,4.83940346710907
5051,CA-Crescent City,7228,5.28179774362486,5.40391586579447
5052,CA-Culver City,5933,4.65131360055735,5.13148666173116
5053,CA-Daly City,15765,4.39977388884543,4.70851303480756
5054,CA-Davis,6966,4.09455000427243,4.39548189645
5055,CA-Deer Park,3493,4.13266660901877,3.94116960662275
5056,CA-Delano,4051,5.28971854596134,5.67393957398135
5057,CA-Dinuba,2107,4.34276973401053,4.74793984979104
5059,CA-Downey,18948,4.58973512335656,4.66244951300942
5060,CA-Duarte,3000,4.4823171877086,4.9070319650599
5062,CA-El Centro,11047,4.74733165659992,4.74471910647023
5063,CA-Encinitas,12254,3.81654326717077,3.83195653348714
5064,CA-Encino,2854,3.74429533758533,3.59798280780477
5065,CA-Escondido,20539,4.71276123614296,4.8547743807143
5066,CA-Eureka,7212,5.47261661345966,5.39781326361986
5068,CA-Fairfield,11145,5.19969491451932,5.28497928307885
5069,CA-Fall River Mills,1479,5.32199393788384,5.26555018280494
5070,CA-Fallbrook,6571,4.42548222191535,4.32579284815153
5071,CA-Folsom,5204,4.73534557012272,5.11806751938386
5072,CA-Fontana,8854,6.3338795831798,7.1306138494987
5073,CA-Fort Bragg,3234,4.18620822772077,4.02820357826289
5074,CA-Fortuna,3636,4.67994284991971,4.66586246001921
5075,CA-Fountain Valley,23651,4.64028506211789,4.73239206068357
5077,CA-Fremont,24080,4.62285078766626,4.57096673278397
5078,CA-Fresno,76601,4.70674391170397,4.86364401194412
5079,CA-Fullerton,35961,4.52450589575487,4.64380984400351
5080,CA-Garberville,933,5.98227041294278,6.08504010263383
5081,CA-Garden Grove,9760,4.32453731007134,4.16218140923528
5082,CA-Gardena,4855,4.19480986376993,4.82650038849158
5083,CA-Gilroy,4601,5.08968709163364,5.36749483849783
5084,CA-Glendale,45021,4.52932319581486,4.68528276935779
5085,CA-Glendora,9899,5.04605012768616,5.51007944834492
5086,CA-Granada Hills,6032,4.3371100128564,4.1511950923145
5087,CA-Grass Valley,14303,4.58054408544232,4.67258425907909
5088,CA-Greenbrae,26120,4.09465616402268,4.10577734417251
5089,CA-Greenville,373,-9.19995869209239,-9.2447671674502
5090,CA-Gridley,1797,5.34242184280523,5.41381022797226
5091,CA-Hanford,9623,5.92882919367628,6.02709983731758
5092,CA-Harbor City,18690,4.58491802295988,4.58917645418069
5094,CA-Hawthorne,5389,5.08110355873276,5.48982444198981
5095,CA-Hayward,12763,5.18400273307209,5.24910464156331
5096,CA-Healdsburg,3976,4.09415541639449,4.26935562032748
5097,CA-Hemet,29896,5.19581647547373,5.50010874316318
5098,CA-Hollister,4148,4.29992399723427,4.25734679760016
5100,CA-Huntington Beach,14450,4.35417462406857,4.37946358832416
5102,CA-Indio,8188,5.07324917083263,5.05322401552696
5103,CA-Inglewood,20011,4.43579543903527,4.83098706941055
5282,CA-Irvine,7398,4.01867620243128,4.09682462953905
5104,CA-Jackson,7198,4.65890488096528,4.68912069843781
5105,CA-Joshua Tree,8071,5.98820307395224,6.76227241046669
5106,CA-King City,1086,5.8691101483187,5.71868096027579
5108,CA-La Jolla,19911,3.87834553630448,4.05093790356803
5109,CA-La Mesa,44567,5.04829237333586,5.6037197463517
5112,CA-Laguna Hills,23375,3.98285587013313,3.8629209227487
5114,CA-Lake Isabella,2774,6.69143397862482,7.8618278378234
5115,CA-Lakeport,5252,5.37537848693977,5.51704351163872
5116,CA-Lakewood,3680,4.71158654047547,4.91085400564059
5117,CA-Lancaster,27127,5.86798980585593,6.21276450063921
5118,CA-Lindsay,1780,5.2556005666659,5.43811998853507
5119,CA-Livermore,6499,4.57874062306634,4.50452460219318
5120,CA-Lodi,16452,4.95042513763533,5.03051464429258
5121,CA-Loma Linda,6901,4.99283845222405,4.93827222281962
5122,CA-Lompoc,5661,4.48346388516868,4.59448922741043
5123,CA-Lone Pine,396,-4.87949185195023,-4.82859388567339
5124,CA-Long Beach,41346,5.26313100645925,5.19450425039586
5125,CA-Los Alamitos,17709,4.30565779996217,4.65688220340868
5126,CA-Los Angeles,156879,4.22014757484964,4.35424056192319
5127,CA-Los Banos,2632,3.38484509739761,3.40577518685189
5130,CA-Lynwood,18405,4.82779198736703,5.09421678965721
5131,CA-Madera,6868,5.04416726368467,5.00605428553234
5132,CA-Mammoth Lakes,405,-5.6268358631394,-4.01639614824867
5133,CA-Manteca,6446,5.898949601926,6.09611827050878
5136,CA-Martinez,4879,5.08660119924497,5.38662121780952
5137,CA-Marysville,6030,5.95944385452335,5.95878189551109
5138,CA-Merced,17970,4.72935535132931,4.77603538059928
5139,CA-Mission Hills,10375,5.06221464639535,5.48830602482033
5140,CA-Mission Viejo,18871,4.23877571644046,4.04959224503334
5141,CA-Modesto,39092,5.19698183670763,5.67090790516636
5144,CA-Montebello,15334,4.60857077981907,4.90144251868877
5145,CA-Monterey,19090,3.98036888440509,4.00181049323467
5146,CA-Monterey Park,9983,3.63696771314911,3.92454179225059
5285,CA-Morgan Hill,3556,4.20892100940482,4.65014158683779
5148,CA-Mount Shasta,3058,4.93661073436986,5.03746577330478
5149,CA-Mountain View,31680,3.78099531005978,3.80937921442143
5150,CA-Napa,13290,5.02085575949643,5.16584129974525
5151,CA-National City,5175,5.10147954987717,5.16472842641411
5152,CA-Needles,1555,6.58747397290759,7.09203988905847
5155,CA-Newport Beach,33534,4.13774259666287,4.04291520757661
5157,CA-Northridge,16009,4.54042641168433,4.70421295052502
5158,CA-Norwalk,8307,5.37678942134954,5.99051274186167
5159,CA-Novato,7261,4.42268586373752,4.29991791629879
5160,CA-Oakdale,3686,5.22039128272864,5.74757656380774
5161,CA-Oakland,38356,4.42621678329658,4.46361749374602
5162,CA-Oceanside,43124,4.58624722750488,4.736564708945
5163,CA-Ojai,3198,4.90076080859232,4.92146884129569
5165,CA-Orange,16738,4.72565429879496,4.48938866723829
5166,CA-Oroville,8914,5.19768964952015,5.31882001060118
5167,CA-Oxnard,16672,4.55905148341797,4.63048737499183
5168,CA-Palm Springs,14625,5.35663105841957,5.2919128566415
5171,CA-Panorama City,12443,4.88591291638678,5.41093964854935
5172,CA-Paradise,9462,4.80719353258925,4.87240570366839
5173,CA-Paramount,2500,5.12624585005672,6.09238842970958
5174,CA-Pasadena,25788,4.1345156878799,4.39464726731589
5177,CA-Petaluma,8119,5.39618915467844,5.51320530308441
5179,CA-Pinole,7786,5.17085817287636,5.38691763703648
5180,CA-Pittsburg,5518,4.56988724012804,4.79612912267361
5182,CA-Placerville,14781,5.10023551694648,5.37075589318424
5287,CA-Pleasanton,7731,4.84383423551211,4.73633163445446
5183,CA-Pomona,24474,4.79006611540073,5.26784766098232
5185,CA-Porterville,7475,5.13125900804984,5.21419109257804
5186,CA-Portola,1209,4.38209196682875,4.4132072367965
5187,CA-Poway,18418,4.31613775239587,4.75348449505798
5188,CA-Quincy,1100,4.67051932555717,4.47507584141232
5189,CA-Rancho Mirage,37877,4.00920084473813,3.79687708652546
5190,CA-Red Bluff,5119,5.55118282302974,5.58307695299369
5191,CA-Redding,27188,5.31677965893208,5.36815123584622
5192,CA-Redlands,16701,5.18294517095584,5.67799722100722
5194,CA-Redwood City,16623,4.19314160397501,4.33000704496361
5197,CA-Ridgecrest,4587,5.58651120917085,5.7152778898648
5198,CA-Riverside,46082,5.29574760043389,5.53822444555261
5199,CA-Roseville,29765,4.36113847357129,4.57425216033779
5200,CA-Sacramento,92358,4.8547138639559,5.02157194161583
5201,CA-Salinas,16083,4.91630751031125,4.93312097029514
5202,CA-San Andreas,6449,4.26406138798658,4.16890190404791
