HRR,HRR name,Provider ID,Hospital Name,City,State,System,Table 1. Hospital information (2006),,Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2006),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2006),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2006),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2006),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2006)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2006),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2006)",,,,,,,,
,,,,,,,Number of deaths among chronically ill patients assigned to hospital,Hospital care intensity index (standardized ratio of inpatient days and inpatient visits),Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital reimbursements,=,Hospital days,x,Reimbursements per day,,,,Physician visit payments,=,Physician visits,x,Payments per visit,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,,,,,,Total,Physician services,Durable medical equipment
10,AK- ANCHORAGE,20001,Providence Alaska Medical Center,Anchorage,AK,Providence Health & Services,303,,,,,,,,,,,,,,,,,32564.145407119,18.6505476713999,1746.01550292969,1.16999999806285,=,0.859999999403954,x,1.36242847144604,,,,,,,,,51.0999755859375,23.5699920654297,6.84999847412109,16.7199859619141,27.5299987792969,27.3799896240234,,,,,47.6429748535156,10.6203823866804,4.76772508334766,1.40696733686477,3.36075774648289,5.85265730333275,3.75,,,,,6.62999725341797,39.3427208211474,25.5886084399204,30.7295379638672,12.2221069335938,,,,,
10,AK- ANCHORAGE,20012,Fairbanks Memorial Hospital,Fairbanks,AK,Banner Health,117,,,,,,,,,,,,,,,,,29816.1653504468,17.4606165787008,1707.62385177612,1.06999999657273,=,0.799999998882413,x,1.3324711881578,,,,,,,,,47.8399963378906,7.21999740600586,3.2599983215332,3.94999885559082,40.6199951171875,38.7099914550781,,,,,39.3139953613281,9.26615979213934,1.41180464725549,0.705902323627743,0.705902323627743,7.85435514488386,8.69999694824219,,,,,7.63999938964844,32.1270303162264,13.3656791489232,,,,,,,
1,AL- BIRMINGHAM,10033,University of Alabama Hospital,Birmingham,AL,UAB Health System,413,1.01110553741455,73166.1286315918,38844.1286692619,15153.8922348022,6924.32971471548,2744.31662508845,4619.499437,1598.8229842037,2922.4882286489,358.643910093535,16407.1336669922,3522.14706295915,3502.01550429335,1940.32812471436,697.310231377223,6745.39051991701,34841.8843494063,21.2068859792914,1642.95146179199,1.25,=,0.97999999858439,x,1.28200685605407,3532.8599999845,69.2295303162492,51.0299999713898,0.75,=,0.97999999858439,x,0.758981732651591,58.0999755859375,14.7899932861328,13.2899932861328,1.5,43.3099975585938,38.0199890136719,29.0397475150814,14.0671939684775,7.50472874438539,1.87399959564209,53.9189758300781,12.1788496927728,3.57557717784547,3.28025741093735,0.295319766908117,8.60327251492735,7.56999969482422,28.4563473487385,15.8264355033554,8.66213159868201,1.82699966430664,7.59999847412109,35.7971704196589,23.3632601273364,47.1978454589844,26.3370208740234,37.6893408597443,8.90984723700341,5874.80241143703,5081.97674560547,792.825665853918
1,AL- BIRMINGHAM,10056,St Vincent's Birmingham,Birmingham,AL,Ascension Health,415,1.1545991897583,62764.0585632324,26682.5728554726,13649.3638761044,8306.61023259163,3226.60798108578,6809.65173,907.114242874086,2401.38159966469,780.780587818225,14358.7412414551,4295.17217202297,3296.67285648927,1420.14418937713,840.659077045377,4506.11753743887,22828.8001728817,24.2602289495568,940.996896743774,0.819999998435378,=,1.11999999731779,x,0.734266655519605,4295.16999995708,78.3033361382444,54.8499999046326,0.909999998286366,=,1.10999999940395,x,0.815823994576931,66.469970703125,11.3399963378906,11.1599960327148,0.179999947547913,55.1299743652344,40.6999816894531,29.6970529363159,14.6651433798198,9.62306837544948,1.52399921417236,58.2619934082031,14.8768769361083,3.18041489542367,3.15014621989435,0.0302686755293169,11.6964620406846,7.84999847412109,41.2722728783163,23.5138845415483,15.2506314554073,1.54199981689453,7.88999938964844,43.0551123895763,18.6591848990665,44.9271240234375,29.4116973876953,46.8052873843997,10.3255656455733,4422.78157573938,3803.46832275391,619.313253007829
1,AL- BIRMINGHAM,10139,Brookwood Medical Center,Birmingham,AL,TENET Healthcare Corporation,436,1.38456916809082,61412.7007446289,27732.333583355,10798.4736154079,10292.0305404663,3109.85015672445,5854.531298,920.409979745746,2019.95882931352,684.984934699156,14024.682434082,4773.79401015554,2579.61125267925,1647.66710531591,788.816151697459,4234.82950365543,23151.33680054,27.7930937408196,832.988834381104,0.829999998211861,=,1.2799999974668,x,0.649987187236547,4789.61999994516,89.1502987049625,53.7299998998642,1.00999999791384,=,1.26999999955297,x,0.799051081761718,76.1499633789063,16.1499938964844,14.2199935913086,1.92999935150146,59.989990234375,54.969970703125,33.2378290393564,15.4698753042452,11.6619470322541,1.32699966430664,68.2599487304688,16.2728660322562,3.53770002104525,3.32043054246215,0.217269478583098,12.7351660112109,10.1699981689453,46.6177454243377,25.3142891802,18.1015935617292,1.39799976348877,7.91999816894531,36.0897489615604,22.0267479337667,51.1838073730469,25.7066650390625,43.239951099089,10.6828234662778,4482.31900048256,3965.39239501953,516.926605500281
1,AL- BIRMINGHAM,10078,NE Alabama Regional Med Ctr,Anniston,AL, ,404,1.0079174041748,57730.7188262939,28194.6339104176,8270.52617907524,10910.4795362949,3124.9539732635,3624.631463,946.567457467318,2350.77187889814,308.160190939175,10221.4643554688,3363.69895514968,2193.17690730172,933.95525610749,617.821834421569,3112.7078641355,24917.5118154476,23.6291583022651,1054.52388381958,0.889999998733401,=,1.08999999985099,x,0.822852581739426,3395.75999999046,63.7942450421226,53.2299998998642,0.719999998807907,=,0.909999998286366,x,0.791682476177812,64.739990234375,9.30999755859375,8.44999694824219,0.859999656677246,55.4299926757813,73.97998046875,25.4489671173135,8.98954994482374,11.9220814076839,0.753999710083008,55.1029968261719,13.29558483403,2.40558332123176,2.20855919352261,0.197024127709153,10.8900015127982,12.6399993896484,26.7515135794966,8.83978013034506,15.8336486986398,0.557999610900879,9.39999389648438,39.2989586595793,18.1849306843447,33.8463439941406,21.0123901367188,21.5399722048285,7.32071760130911,3586.85710790753,2927.65908813477,659.19801979512
1,AL- BIRMINGHAM,10011,St Vincent's East,Birmingham,AL,Ascension Health,400,0.981710910797119,56612.7697067261,25208.9999945164,10250.2992926836,9522.21723258495,2605.1793063581,5340.325838,995.176270663738,2259.20511808991,431.334580681357,11941.3816833496,3839.19696675634,2166.99233938971,1078.71314581228,754.6273431322,4101.79241263866,21913.521322054,21.3577051591658,1026.02415084839,0.78999999910593,=,0.97999999858439,x,0.800614034757018,3857.81999999285,67.488679324276,57.1599999666214,0.809999998658895,=,0.959999999031425,x,0.850171767175198,58.5099792480469,31.2799987792969,11.2799987792969,20,27.2299957275391,51.969970703125,23.649568867584,12.46424182694,6.83674259476529,1.82299995422363,57.3479919433594,13.2566565715556,7.15257442531321,3.09308620053255,4.05948822478065,6.10408214624236,8.25,36.0773596021697,23.9404841581381,9.73364062608457,2.45999908447266,6.5099983215332,36.3708788504092,27.2722474517525,44.2127990722656,23.4810333251953,43.5299278934995,9.37940636856231,3733.32477536798,3131.01977539063,602.304999999702
1,AL- BIRMINGHAM,10006,Eliza Coffee Memorial Hospital,Florence,AL,Coffee Health Group,503,0.989352703094482,52396.1347579956,23838.3883821964,8370.24893546104,6589.82393145561,4109.3808003664,6424.725862,774.637001283467,2020.78049519658,268.137630071891,10310.5756225586,3570.24602096516,2315.74462083029,1307.35577745919,725.242464353394,2392.02540344,20745.3780546404,23.3767800633408,887.435222625732,0.739999998360872,=,1.07999999821186,x,0.692472094669938,3579.20999997854,66.6646863475881,53.6899999380112,0.759999999776483,=,0.949999999254942,x,0.798522159457207,64.0499877929688,10.5,5.09999847412109,5.39999771118164,53.5499877929688,54.72998046875,23.0637003510207,9.39162420596022,9.46870501265699,0.991999626159668,53.2069702148438,13.1049166843565,2.66237770684168,1.29851962302112,1.36385808382056,10.4425389775149,9.07999420166016,29.0076822051509,13.9742349431324,12.5250889870016,1.11599922180176,10.8899993896484,41.1167534426593,21.8910363863888,38.8414611816406,30.6402587890625,30.1556749134734,7.14599588727453,3249.8411590755,2705.12744140625,544.7137176916
1,AL- BIRMINGHAM,10029,East Alabama Medical Center,Opelika,AL, ,449,0.761824607849121,43383.4465484619,21665.682990551,6613.91711235046,4627.76603454351,2304.54288947582,5391.512253,820.027871273458,1689.51394458115,270.575211171026,6619.86352539063,2806.65469893199,1438.15090139732,741.181529171377,437.237900179495,1196.65843908489,19196.1709051653,17.9460085682876,1069.66241455078,0.689999999478459,=,0.829999998211861,x,0.834665287286043,2815.30999997258,53.2005290506106,52.9199999570847,0.589999999850988,=,0.759999999776483,x,0.787058575078845,49.1699829101563,14.6799926757813,4.72999954223633,9.94999694824219,34.47998046875,51.6699829101563,19.0832744495702,6.43361577365165,8.85033990056082,0.726999759674072,42.9109802246094,10.2343955332914,3.29914261291029,1.26235712630145,2.03678548660884,6.9352529203811,9.55999755859375,22.8978577421276,8.37625076314767,12.9038634031406,0.648999691009521,5.88999938964844,29.2180463510022,18.6778211923529,57.3124084472656,26.2723541259766,27.9702032715667,6.75769306428614,2369.38280233741,1850.73469543457,518.648106902838
