HRR,HRR name,Provider ID,Hospital Name,City,State,System,Table 1. Hospital information (2003-07),,,Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2003-07),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2003-07),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2003-07),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2003-07),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2003-07)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2003-07),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2003-07)",,,,,,,,,"Table 8. CMS Hospital Compare technical process quality measures (all patients, 2007)",,,
,,,,,,,Number of deaths among chronically ill patients assigned to hospital,Percent of enrollees' medical inpatient days at hospital to which they were assigned,Hospital care intensity index (standardized ratio of inpatient days and inpatient visits),Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,,Composite quality score,AMI score,CHF score,Pneumonia score
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital reimbursements,=,Hospital days,x,Reimbursements per day,,,,Physician visit payments,=,Physician visits,x,Payments per visit,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,,,,,,Total,Physician services,Durable medical equipment,,,,
10,AK- ANCHORAGE,20012,Fairbanks Memorial Hospital,Fairbanks,AK,Banner Health,530,95.839999999851,0.714221477508545,59206.8068470429,37118.9141535759,13154.87639153,2819.24969869852,1966.39227245748,186.3514529,1991.41308033466,1595.52085138857,374.070324185679,13592.612267528,3527.37897677206,3254.00359440435,854.114971062422,673.604680403678,5283.51745718718,33680.9426452803,19.9685592712536,1686.69868087769,1.26999999955297,=,0.909999998286366,x,1.3895952180028,3555.97999998927,40.9089092367516,86.9199998378754,0.779999999329448,=,0.579999998211861,x,1.33529286086559,54.7099914550781,11.1199951171875,6.51999664306641,4.59999847412109,43.5899963378906,28.3899993896484,20.4948299480416,5.67088958331365,10.4210626917344,0.543999671936035,47.0699768066406,11.0795551587485,2.15804681791194,1.36378969777487,0.794257120137066,8.92150834083659,6.68999862670898,18.6326907670515,5.71255331294254,12.0680740189274,0.472999811172485,6.0099983215332,37.8978377054543,19.395334188454,2.75317573547363,0.807684898376465,24.2802902229197,6.41684404011017,4378.89242017269,3940.18487393856,438.707546234131,,,,
10,AK- ANCHORAGE,20001,Providence Alaska Medical Center,Anchorage,AK,Providence Health & Services,1449,93.9499999992549,0.713592529296875,54245.0099787088,32653.2251155376,10654.1567021608,3932.63234981894,2653.6834359467,1662.902944,881.508838377893,1593.90416258574,213.01282071832,10179.0944672946,3513.20390680439,2653.71676144442,1274.97438775292,471.344955938041,2265.80027255416,29669.1016471155,18.5275088725923,1601.35406494141,1.11999999731779,=,0.849999999627471,x,1.31928362324834,3553.59999999404,45.8806276012766,77.4499998092651,0.779999999329448,=,0.649999998509884,x,1.18979972973466,50.7599792480469,22.5,6.27999877929688,16.2199859619141,28.2599945068359,27.2699890136719,19.0575967019732,8.36509097395639,6.6265288682447,1.26199913024902,46.8369750976563,10.2897743546115,4.33416646556981,1.26285786209035,3.07130860347946,5.95560788904168,4.59999847412109,21.8157312891567,11.2092642704602,9.285113503811,1.20699977874756,6.27999877929688,38.6833230697977,24.0744973419654,21.4642639160156,8.78034210205078,28.2044413036511,7.42247493104315,3484.21153309941,3045.88372090459,438.327812194824,94.6363636363636,99,95,89
10,AK- ANCHORAGE,20014,South Peninsula Hospital,Homer,AK, ,95,92.9599999999627,,,,,,,,,,,,,,,,,49991.3402504942,19.2332566691649,2599.21348571777,1.87999999895692,=,0.879999998956919,x,2.14137514680624,,,,,,,,,52.6899719238281,8.67999267578125,4.26999664306641,4.40999984741211,44.0199890136719,20.7599945068359,,,,,43.823974609375,9.68909237771569,2.01071752422204,1.08038553540289,0.930331988819152,7.67837485349365,4.86999893188477,,,,,,30.713215291041,11.6687997308071,,,,,,,,,,,
10,AK- ANCHORAGE,20018,Yukon-Kuskokwim Delta Reg Hosp,Bethel,AK, ,127,86.3299999991432,,,,,,,,,,,,,,,,,41497.5625111272,26.9510951284898,1539.73566818237,1.5599999986589,=,1.22999999672174,x,1.26851899921894,,,,,,,,,73.8399658203125,,,,,,,,,,,13.1464573663935,,,,,,,,,,,11.6279183937777,,,,,,,,,,,,
10,AK- ANCHORAGE,20026,Alaska Native Medical Center,Anchorage,AK, ,373,90.4899999992922,,,,,,,,,,,,,,,,,38271.188800979,27.0033474821102,1417.27571868896,1.43999999761581,=,1.22999999672174,x,1.16762975230813,,,,,,,,,73.97998046875,,,,,12.4599990844727,,,,,,15.2469459466452,,,,,1.92999935150146,,,,,1.48999977111816,46.6815447590855,,5.32791900634766,1.88990688323975,,,,,,,,,
10,AK- ANCHORAGE,20008,Bartlett Regional Hospital,Juneau,AK,QHR,211,90.9599999999627,,,,,,,,,,,,,,,,,34627.7567151385,18.7763802420769,1844.21897125244,1.29999999701977,=,0.859999999403954,x,1.51936910673976,,,,,,,,,51.4399719238281,11.5799942016602,9.72999572753906,1.84999942779541,39.8699951171875,30.8099975585938,,,,,46.3389892578125,9.70003188500975,2.27247867607863,2.00369087568223,0.268787800396397,7.42755320893112,4.75,,,,,8.5,39.0702739956426,16.3079128548453,,,,,,,,,,,
10,AK- ANCHORAGE,21311,Ketchikan General Hospital,Ketchikan,AK,PeaceHealth,196,91.1399999996647,,,,,,,,,,,,,,,,,29508.832948646,16.1540322965845,1826.71622467041,1.10999999940395,=,0.739999998360872,x,1.50494937971234,,,,,,,,,44.2599792480469,6.93999862670898,6.15999984741211,0.779999732971191,37.3199768066406,86.2899780273438,,,,,38.0049743652344,8.87488578077196,1.36309360029579,1.25586624539825,0.107227354897536,7.51179218047617,16.3199920654297,,,,,8.25999450683594,24.2767837656738,10.4974284845616,,,,,,,,,,,
10,AK- ANCHORAGE,20024,Central Peninsula General Hosp,Soldotna,AK, ,299,92.589999999851,,,,,,,,,,,,,,,,,29457.0580848737,16.856222819405,1747.54797363281,1.10999999940395,=,0.769999999552965,x,1.43972621485591,,,,,,,,,46.1799926757813,10.3999938964844,7.37999725341797,3.02999877929688,35.7799987792969,22.1799926757813,,,,,40.9249877929688,9.89851894128415,2.56015665646083,1.85633926828491,0.703817388175919,7.33836228482332,3.69999885559082,,,,,10.7899932861328,28.9217308610899,15.544238359244,19.1477203369141,9.79547882080078,,,,,,,,,
10,AK- ANCHORAGE,20017,Alaska Regional Hospital,Anchorage,AK,HCA,359,88.0099999997765,,,,,,,,,,,,,,,,,28853.1090003941,17.718286477237,1628.43675613403,1.07999999821186,=,0.809999998658895,x,1.34159583970904,,,,,,,,,48.5399780273438,21.8299865722656,7.94999694824219,13.8699951171875,26.7099914550781,10.5899963378906,,,,,45.8419799804688,11.0239088943679,5.13151505977299,2.1456091505463,2.98590590922669,5.89239383459487,2.58999824523926,,,,,6.98999786376953,44.5797243270494,29.7233164936179,21.4558563232422,8.52568817138672,,,,,,98.1,98.5,98.5,97.5
