HRR,HRR name,Provider ID,Hospital Name,City,State,System,Table 1. Hospital information (2007),,Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2007),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2007),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2007),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2007),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2007)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2007),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2007)",,,,,,,,
,,,,,,,Number of deaths among chronically ill patients assigned to hospital,Hospital care intensity index (standardized ratio of inpatient days and inpatient visits),Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital reimbursements,=,Hospital days,x,Reimbursements per day,,,,Physician visit payments,=,Physician visits,x,Payments per visit,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,,,,,,Total,Physician services,Durable medical equipment
312,NC- DURHAM,490075,Danville Regional Medical Center,Danville,VA,"LifePoint Hospitals, Inc",489,0.810504913330078,45502.4790725708,22055.6162581444,8832.09379434586,8867.379378438,1636.90868914127,928.050124,824.219822190702,2260.63927358389,97.6570031472781,10435.8902282715,3696.66058120916,1462.12793599943,986.874548569778,785.417464775089,3504.85690489411,19130.6904038446,17.8405563978782,1072.31467056274,0.659999998286366,=,0.819999998435378,x,0.796330034732819,3739.77999997139,58.7360118364262,63.6699999570847,0.739999998360872,=,0.859999999403954,x,0.863161625340581,48.8799743652344,4.80999755859375,4.41999816894531,0.379999876022339,44.0699768066406,84.5899658203125,22.6372849223147,9.39402866610244,8.73846272236107,1.07499980926514,40.073974609375,11.1791722416609,1.39749501421269,1.28864804354438,0.108846970668311,9.78167722744821,18.4399871826172,28.2991573744886,15.5881921136716,10.9689111820653,1.42099952697754,4.79999923706055,38.4307024708376,10.0503764916312,13.8469696044922,6.13551330566406,37.8086815423323,9.24519343964314,3322.7616699338,2683.48150634766,639.28016359359
312,NC- DURHAM,490013,Halifax Regional Health System,Halifax,VA, ,236,,,,,,,,,,,,,,,,,25694.2559619045,21.0094326166665,1222.98666381836,0.879999998956919,=,0.969999998807907,x,0.90822315402329,,,,,,,,,57.5599975585938,8.68999481201172,7.88999938964844,0.799999713897705,48.8699951171875,67.0699462890625,,,,,49.2859802246094,12.6652676855995,2.28007631677547,2.11804957495961,0.162026741815865,10.385191368824,11.9199981689453,,,,,5.28999710083008,39.3273785164022,13.7465155740537,31.1822509765625,9.96002197265625,,,,,
312,NC- DURHAM,490079,Memorial Hospital,Martinsville,VA,"LifePoint Hospitals, Inc",380,,,,,,,,,,,,,,,,,20358.0113394301,21.7446111378823,936.232484817505,0.699999999254942,=,1,x,0.695271700620651,,,,,,,,,59.5699768066406,27.8499908447266,9.46999359130859,18.3799896240234,31.7299957275391,100.019958496094,,,,,56.3789978027344,11.6774000124141,5.8763750419937,2.45968662491523,3.41668841707847,5.80102497042037,17.5099945068359,,,,,8.82999420166016,41.3890942296621,26.0399884335461,11.7841491699219,4.4703369140625,,,,,
320,NC- WINSTON-SALEM,490115,Twin County Regional Hospital,Galax,VA, ,185,,,,,,,,,,,,,,,,,20164.2885093786,17.7921137790255,1133.32731246948,0.689999999478459,=,0.819999998435378,x,0.841639678925276,,,,,,,,,48.75,10.3499984741211,7.59999847412109,2.73999977111816,38.3999938964844,123.089965820313,,,,,42.947998046875,10.849238098034,2.43518843269193,1.87081555692819,0.564372875763737,8.4140496653421,21.4599914550781,,,,,13.9499969482422,36.7394167743014,20.9352527228165,27.8374328613281,9.6385498046875,,,,,
376,TN- KINGSPORT,490002,Russell County Medical Center,Lebanon,VA, ,84,,,,,,,,,,,,,,,,,33320.1219341634,31.5887498799117,1054.80976486206,1.13999999687076,=,1.45999999716878,x,0.783330416306853,,,,,,,,,86.5399780273438,33.719970703125,8.48999786376953,25.2299957275391,52.8299865722656,81.5399780273438,,,,,77.583984375,17.530337793034,8.06055690571324,2.18089333722427,5.87966356848897,9.4697808873208,15.109992980957,,,,,32.219970703125,51.0577297323659,38.0543261019515,24.8796234130859,13.5852508544922,,,,,
376,TN- KINGSPORT,490012,Lee Regional Medical Center,Pennington Gap,VA,Wellmont Health System,92,,,,,,,,,,,,,,,,,32553.7917787392,33.7984904835876,963.17294883728,1.11999999731779,=,1.5599999986589,x,0.71527842245996,,,,,,,,,92.5999755859375,20,14.109992980957,5.88999938964844,72.5899658203125,107.079956054688,,,,,81.5069580078125,18.9305906981587,4.17554533871683,3.13443185599799,1.04111348271884,14.7550453594419,20.2099914550781,,,,,18.3699951171875,57.6804046832903,29.6200950469306,12.8657302856445,4.41511154174805,,,,,
376,TN- KINGSPORT,490114,Wellmont Lonesome Pine Hospital,Big Stone Gap,VA,Wellmont Health System,95,,,,,,,,,,,,,,,,,30351.7104782939,27.9969476813109,1084.107837677,1.03999999910593,=,1.28999999910593,x,0.805087961256504,,,,,,,,,76.699951171875,35.3399963378906,9.84999847412109,25.489990234375,41.3599853515625,81.6599731445313,,,,,71.2879638671875,15.0711166644386,6.86653795209172,1.82907779509867,5.03746015699306,8.20457871234692,14.0599975585938,,,,,17.2899932861328,31.7584030905859,20.2816690941921,31.6624298095703,7.09261703491211,,,,,
376,TN- KINGSPORT,490060,Clinch Valley Medical Center,Richlands,VA,"LifePoint Hospitals, Inc",132,,,,,,,,,,,,,,,,,23433.9738795748,27.6208197076838,848.417030334473,0.799999998882413,=,1.26999999955297,x,0.630057556554675,,,,,,,,,75.6699829101563,9.19999694824219,5.80999755859375,3.3799991607666,66.47998046875,28.2299957275391,,,,,61.9599914550781,15.5311235199443,2.22201874234586,1.33745536263341,0.884563379712449,13.3091047775985,6.47999954223633,,,,,25.2699890136719,34.7996973909848,11.5370682711864,37.4499206542969,23.4666900634766,,,,,
376,TN- KINGSPORT,490053,Johnston Memorial Hospital,Abingdon,VA, ,213,,,,,,,,,,,,,,,,,19386.2892169236,16.8692405106452,1149.20936584473,0.659999998286366,=,0.779999999329448,x,0.853434124961495,,,,,,,,,46.219970703125,9.71999359130859,6.46999740600586,3.25,36.5,63.0299987792969,,,,,40.3269958496094,10.1180200267314,2.41943223021921,1.68616140338555,0.733270826833657,7.69858779651219,11.3999938964844,,,,,13.9599990844727,37.9264268806947,22.1092821351835,38.9060668945313,16.1372985839844,,,,,
