HRR,HRR name,Provider ID,Hospital Name,City,State,System,Table 1. Hospital information (2007),,Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2007),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2007),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2007),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2007),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2007)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2007),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2007)",,,,,,,,
,,,,,,,Number of deaths among chronically ill patients assigned to hospital,Hospital care intensity index (standardized ratio of inpatient days and inpatient visits),Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital reimbursements,=,Hospital days,x,Reimbursements per day,,,,Physician visit payments,=,Physician visits,x,Payments per visit,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,,,,,,Total,Physician services,Durable medical equipment
10,AK- ANCHORAGE,20012,Fairbanks Memorial Hospital,Fairbanks,AK,Banner Health,101,,,,,,,,,,,,,,,,,38828.9770665943,17.913417073165,2167.59185791016,1.32999999821186,=,0.829999998211861,x,1.60971265658736,,,,,,,,,49.0799865722656,10.109992980957,5.38999938964844,4.72999954223633,38.9599914550781,17.6699981689453,,,,,42.0299987792969,9.36444078649709,1.95366815522439,1.07593318693517,0.877734968289216,7.4107726312727,3.20999908447266,,,,,7.33999633789063,41.1925320764795,18.3889399373324,,,,,,,
10,AK- ANCHORAGE,20001,Providence Alaska Medical Center,Anchorage,AK,Providence Health & Services,323,,,,,,,,,,,,,,,,,34013.5149548929,17.4633608379388,1947.70727157593,1.16999999806285,=,0.809999998658895,x,1.44642038270831,,,,,,,,,47.8399963378906,21.8899993896484,5.58999633789063,16.2999877929688,25.9599914550781,24.2699890136719,,,,,44.1479797363281,9.54328060882607,4.16058845224584,1.27379895442861,2.88678949781723,5.38269215658022,4.09999847412109,,,,,6.58999633789063,37.7098444770607,22.9146666739206,28.8666076660156,11.7945938110352,,,,,
1,AL- BIRMINGHAM,10033,University of Alabama Hospital,Birmingham,AL,UAB Health System,421,0.803042888641357,66221.4176635742,35428.0140361786,12094.9370391369,7719.60871839523,2625.92424055934,4056.594105,1104.44940416515,2864.09725284576,327.783792161921,13179.3803710938,2685.45548626728,2764.64899909738,1617.06366747386,747.312384144757,5364.9545841217,32747.1740668463,20.5769320135766,1591.450756073,1.11999999731779,=,0.949999999254942,x,1.18185460567474,2729.90999999642,52.0004663637317,52.5,0.53999999910593,=,0.759999999776483,x,0.711691765114665,56.3799743652344,13.7899932861328,11.8999938964844,1.88999938964844,42.5799865722656,41.0299987792969,24.3604105333977,10.872135294085,6.65872525511392,1.63299942016602,51.6789855957031,12.7852179724933,3.68331204215665,3.19915916048954,0.484152881667113,9.10190593033667,8.83999633789063,24.5120565432925,12.2727586102177,8.49633302052731,1.44399929046631,7.69999694824219,36.4882365899966,21.226877928634,45.2033081054688,24.135986328125,38.1032281377205,9.22760071231088,4999.0963010788,4236.53335571289,762.562945365906
1,AL- BIRMINGHAM,10139,Brookwood Medical Center,Birmingham,AL,TENET Healthcare Corporation,407,1.40329265594482,63167.2585144043,29963.7269132137,8229.9341917038,11657.2190876007,3250.90635207295,6393.027953,839.880975946784,2152.66136461496,679.90598683556,11853.687286377,5506.23987799525,2086.18489722554,1363.23895631573,871.718750198415,2026.24340866506,24663.6096008196,27.2374749753077,905.50279045105,0.849999999627471,=,1.25999999791384,x,0.672450993210077,5506.84999996424,89.6290581400419,61.4399999380112,1.08999999985099,=,1.3099999986589,x,0.83292344212532,74.6199951171875,16.8699951171875,15.1899948120117,1.6899995803833,57.75,65.2599487304688,33.9230495612346,17.3297750152587,10.9054066901093,1.58899974822998,67.7789916992188,15.6407421732893,4.17635559643988,3.91204061546125,0.264314980978632,11.4643865768494,11.0499954223633,49.332884135121,30.9902993689091,14.751725968101,2.10099983215332,8.89999389648438,31.4011036652248,19.7438704814443,54.4760437011719,28.0397491455078,43.390095327891,10.5384498866396,3656.80452814698,3087.85366821289,568.950859948993
1,AL- BIRMINGHAM,10056,St Vincent's Birmingham,Birmingham,AL,Ascension Health,446,1.20779037475586,62249.6670303345,26706.2815189362,8681.56336426735,12319.6689990759,3213.29050788283,6779.681771,1355.07964670658,2454.35464712977,739.723857475985,11574.1245727539,4669.52024232668,1863.16402996455,1205.87856375211,659.608627443674,3176.0095076859,22627.3517161409,24.4824262352305,924.228321075439,0.779999999329448,=,1.12999999895692,x,0.686357082799077,4676.89999997616,78.1130277901947,59.8699998855591,0.919999999925494,=,1.13999999687076,x,0.811680387705565,67.0799560546875,11.2099990844727,10.9499969482422,0.259999990463257,55.8599853515625,60.1799926757813,29.4991845110968,11.7386642172833,12.152310819102,0.965999603271484,58.583984375,15.6482875127246,3.14951479307698,3.13505433583986,0.0144604572371167,12.4987727196476,11.5499954223633,41.1262802268707,18.6634976745578,18.6325689251612,1.0019998550415,7.87999725341797,41.7404504523525,19.6734609331213,45.0133361816406,27.1855773925781,38.4374118722871,9.25331819308601,3438.46030536294,2816.02084350586,622.439461879432
1,AL- BIRMINGHAM,10029,East Alabama Medical Center,Opelika,AL, ,402,0.896884918212891,53169.4023742676,27227.0360536575,9299.3116748333,5309.97410410643,2241.82404103875,6001.00669,953.206556245685,1740.18662190437,396.90657666884,10131.3540344238,3585.66594344913,2629.52492503611,1109.77519650933,643.853909169415,2162.38323050737,23750.6445448989,21.1844930115841,1121.13348770142,0.809999998658895,=,0.97999999858439,x,0.832584213465452,3607.46999999881,56.9232899151691,63.3699998855591,0.709999999031425,=,0.829999998211861,x,0.859139049425721,58.0399780273438,21.0199890136719,7.5099983215332,13.5099945068359,37.0199890136719,49.4499816894531,24.9003074627141,8.68741309702123,10.5414161095122,0.823999881744385,52.5399780273438,11.989013572475,4.46376107686577,1.81065074282865,2.65311033403712,7.52525249560926,8.3699951171875,27.6370156014519,11.612997226475,13.6744206402097,0.848999977111816,6.58999633789063,29.4516456844765,18.7025244104419,57.1800231933594,28.6927795410156,30.1942173750024,7.89562090796305,3145.39440628886,2649.61331176758,495.781094525009
1,AL- BIRMINGHAM,10006,Eliza Coffee Memorial Hospital,Florence,AL,Coffee Health Group,477,1.00183868408203,53104.7676467896,23260.8207848072,8149.10698777437,7451.65153843164,5050.85513073206,5923.462333,971.80575145036,2078.15200680494,219.026270886114,10416.6369628906,4009.84027712465,1768.17292718698,982.645755736285,634.323657811718,3021.62905827165,20027.1728797324,23.0459582715282,869.010202407837,0.689999999478459,=,1.0599999986589,x,0.64535060711205,4011.66999998689,63.1969087712969,63.4799998998642,0.78999999910593,=,0.919999999925494,x,0.860558589920402,63.1399841308594,11.1199951171875,5.15999984741211,5.94999694824219,52.0199890136719,59.7099914550781,23.4106242142565,9.10808794169156,10.5262077718276,0.864999771118164,52.7159729003906,13.2661562858874,2.65238640542658,1.30835989274764,1.34402651267894,10.6137698804608,10.1999969482422,28.4363031471134,12.9967474264091,13.3940720104609,0.96999979019165,12.9199981689453,39.8489126237482,19.8445954973202,42.3468322753906,28.1128540039063,23.9720155658724,7.0881629296344,3142.73284685612,2575.90475463867,566.828092239797
1,AL- BIRMINGHAM,10125,Lakeland Community Hospital,Haleyville,AL,"LifePoint Hospitals, Inc",82,,,,,,,,,,,,,,,,,30251.824426586,23.6600810143025,1278.60189437866,1.03999999910593,=,1.08999999985099,x,0.949524534866214,,,,,,,,,64.8199462890625,8.67999267578125,8.10999298095703,0.569999694824219,56.1399841308594,105.669982910156,,,,,54.8419799804688,13.4412426259419,2.07729082546751,1.92966609675409,0.147624728713427,11.3639518004744,21.2899932861328,,,,,8.47999572753906,42.7917255184712,19.0070856840116,39.3211364746094,29.6576843261719,,,,,
1,AL- BIRMINGHAM,10064,Physicians Medical Center- Carraway,Birmingham,AL, ,170,,,,,,,,,,,,,,,,,28483.06029647,22.1601914766535,1285.32554626465,0.97999999858439,=,1.01999999955297,x,0.95451770350337,,,,,,,,,60.7099914550781,18.0499877929688,17.5299987792969,0.519999980926514,42.6699829101563,55.22998046875,,,,,58.8119812011719,13.38706090173,4.8521745306007,4.70338698147592,0.148787549124781,8.53488637112925,10.2399978637695,,,,,9.31999969482422,35.5561918394398,26.3274187700224,56.0809326171875,32.3684387207031,,,,,
