HRR,HRR name,Provider ID,Hospital Name,City,State,System,Table 1. Hospital information (2005),,Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2005),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2005),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2005),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2005),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2005)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2005),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2005)",,,,,,,,
,,,,,,,Number of deaths among chronically ill patients assigned to hospital,Hospital care intensity index (standardized ratio of inpatient days and inpatient visits),Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital reimbursements,=,Hospital days,x,Reimbursements per day,,,,Physician visit payments,=,Physician visits,x,Payments per visit,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,,,,,,Total,Physician services,Durable medical equipment
312,NC- DURHAM,490075,Danville Regional Medical Center,Danville,VA,"LifePoint Hospitals, Inc",632,0.872973442077637,44654.8158798218,24150.8124754429,9898.44960057735,6134.3546307683,1620.32548864186,438.2841172,496.235015142709,1788.47686931491,127.765783333857,10884.1080627441,3750.07227940988,1922.16610937862,858.652600431295,758.594486663577,3594.59882649779,21085.7564831981,19.9839463612387,1055.13475799561,0.799999998882413,=,0.909999998286366,x,0.875109288841486,3781.08999997377,62.9364164722179,60.0799999237061,0.829999998211861,=,0.879999998956919,x,0.947445601224899,54.75,5.64999771118164,5.33999633789063,0.309999942779541,49.0999755859375,66.8799438476563,22.8184659854491,9.66389418163586,8.69608448930521,1.11099910736084,45.14599609375,12.5695780628986,1.32608161610868,1.30225503486496,0.0238265812437175,11.2434964467899,13.6699981689453,32.0598564234974,15.5687861274408,14.3876391165626,1.08199977874756,4.27999877929688,46.1602095840996,15.7145276638477,10.7138442993164,3.14057159423828,40.5862732326953,8.60711362073049,3280.14055776596,2789.05511474609,491.085443034768
312,NC- DURHAM,490013,Halifax Regional Health System,Halifax,VA, ,325,,,,,,,,,,,,,,,,,23546.2858452036,21.0399354781448,1119.12347793579,0.889999998733401,=,0.959999999031425,x,0.928180351853371,,,,,,,,,57.6399841308594,8.66999816894531,7.84999847412109,0.819999694824219,48.969970703125,55.4499816894531,,,,,49.3259887695313,12.6989965757055,2.35614344552917,2.19084273001036,0.165300715518811,10.3428531301763,11.9399948120117,,,,,5.13999938964844,40.7936641949809,17.1836385160109,24.4316558837891,7.85336685180664,,,,,
312,NC- DURHAM,490079,Memorial Hospital,Martinsville,VA,"LifePoint Hospitals, Inc",381,,,,,,,,,,,,,,,,,20941.7153841061,20.7008662073743,1011.63473892212,0.78999999910593,=,0.949999999254942,x,0.839031172916293,,,,,,,,,56.7099914550781,25.8599853515625,10.1599960327148,15.6899948120117,30.8599853515625,77.5899658203125,,,,,54.0819702148438,12.3260965739557,5.71097543382,2.68096544553235,3.03000998828765,6.61512114013567,14.1599960327148,,,,,7.79999923706055,45.8480135728498,29.9957739290422,14.886962890625,4.76655960083008,,,,,
320,NC- WINSTON-SALEM,490115,Twin County Regional Hospital,Galax,VA, ,211,,,,,,,,,,,,,,,,,19198.1845325519,18.0891225298496,1061.31098937988,0.72999999858439,=,0.829999998211861,x,0.880231738090515,,,,,,,,,49.5599975585938,8.58999633789063,7.23999786376953,1.34999942779541,40.969970703125,79.3299560546875,,,,,42.9399719238281,11.5470418732821,2.23980916595022,1.93130380833544,0.308505357614777,9.30723270733191,17.1199951171875,,,,,18.6399993896484,43.9867159698398,19.7768047497945,20.2631988525391,7.68553161621094,,,,,
376,TN- KINGSPORT,490114,Wellmont Lonesome Pine Hospital,Big Stone Gap,VA,Wellmont Health System,100,,,,,,,,,,,,,,,,,27666.051157355,29.19390851466,947.665199279785,1.04999999701977,=,1.32999999821186,x,0.785976018756628,,,,,,,,,79.97998046875,22.3299865722656,13.4899978637695,8.82999420166016,57.6599731445313,91.3499755859375,,,,,72.31494140625,16.5819940232215,6.1510688095935,3.60994609102917,2.54112271856433,10.430925213628,18.9499969482422,,,,,19.5599975585938,34.56875935087,26.4519755527129,29.12158203125,8.41207885742188,,,,,
376,TN- KINGSPORT,490127,Buchanan General Hospital,Grundy,VA, ,91,,,,,,,,,,,,,,,,,25391.331236603,34.2055999489806,742.315036773682,0.959999999031425,=,1.5599999986589,x,0.615662384778261,,,,,,,,,93.7099609375,17.489990234375,15.3399963378906,2.14999961853027,76.219970703125,54.2099914550781,,,,,82.3269653320313,20.9192672402944,3.6976862562187,3.23013199694249,0.467554259276209,17.2215809840757,6.90999984741211,,,,,7.57999801635742,48.720309184345,27.2865404431792,24.9830474853516,14.7925796508789,,,,,
376,TN- KINGSPORT,490060,Clinch Valley Medical Center,Richlands,VA,"LifePoint Hospitals, Inc",121,,,,,,,,,,,,,,,,,24531.7852435571,30.0129512129608,817.373308181763,0.929999999701977,=,1.36999999731779,x,0.677914328873158,,,,,,,,,82.22998046875,8.54999542236328,6.5099983215332,2.03999900817871,73.6799926757813,27.6399993896484,,,,,67.06298828125,15.4990065341698,2.16214762774364,1.58463588352547,0.57751174421817,13.3368589064262,5.89999771118164,,,,,24.1099853515625,41.048340987718,19.0211834590823,31.8113708496094,19.6665191650391,,,,,
376,TN- KINGSPORT,490002,Russell County Medical Center,Lebanon,VA, ,84,,,,,,,,,,,,,,,,,23108.7951443766,22.9532728733278,1006.7756023407,0.879999998956919,=,1.04999999701977,x,0.835001096129417,,,,,,,,,62.8899841308594,8.85999298095703,6.16999816894531,2.68999862670898,54.0299987792969,64.9599609375,,,,,52.4649963378906,12.2386947754989,2.01927943108677,1.49747986270439,0.521799568382384,10.2194153444121,12.9899978637695,,,,,28.9199981689453,34.2890109997062,14.4288301575577,30.3837585449219,15.6463241577148,,,,,
376,TN- KINGSPORT,490012,Lee Regional Medical Center,Pennington Gap,VA,Wellmont Health System,109,,,,,,,,,,,,,,,,,21744.7447424061,25.395002869913,856.260770797729,0.819999998435378,=,1.15999999642372,x,0.710166873410344,,,,,,,,,69.5799560546875,12.1799926757813,8.92999267578125,3.2599983215332,57.3899841308594,61.1499938964844,,,,,59.6899719238281,16.4119582065094,3.35020045719026,2.53605696820113,0.814143488989127,13.0617577493192,12.4199981689453,,,,,15.9599990844727,48.1178539113696,26.2073712522511,12.9240798950195,5.64783096313477,,,,,
