HRR,HRR name,Provider ID,Hospital Name,City,State,System,Table 1. Hospital information (2003),,Table 2. Medicare spending per decedent by site of care during the last two years of life (deaths occurring 2003),,,,,,,,,Table 3. Medicare Part B spending by type of service (BETOS category) per decedent during the last two years of life (deaths occurring 2003),,,,,,Table 4. The Medical Care Cost Equation: Disaggregation of hospital (facility) reimbursements per decedent into contributions of volume (patient days per decedent) and price (average reimbursements per day in hospital) during the last two years of life (deaths occurring 2003),,,,,,,,Table 5. The Medical Care Cost Equation: Disaggregation of payments for physician visits per decedent into contributions of volume (physician visits per decedent) and price (average payments per physician visit) during the last two years of life (deaths occurring 2003),,,,,,,,"Table 6. Resource inputs per 1,000 decedents during the last two years of life (deaths occurring 2003)",,,,,,,,,,,Table 7. The patient experience of end-of-life care (deaths occurring 2003),,,,,,,,,,,"Table 7, continued. The patient experience of end-of-life care (deaths occurring 2003)",,,,,,,,
,,,,,,,Number of deaths among chronically ill patients assigned to hospital,Hospital care intensity index (standardized ratio of inpatient days and inpatient visits),Total Medicare spending,Inpatient sector,Outpatient sector,SNF/Long-term care sector,Home health sector,Hospice sector,Ambulance,Durable medical equipment,Other,Total Part B spending,Evaluation & management services,Procedures,Imaging,Tests,Other,Hospital reimbursements per decedent,Hospital days per decedent,Reimbursements per patient day,Ratios to U.S. average,,,,,Payments for physician visits per decedent,Physician visits per decedent,Payments per physician visit,Ratios to U.S. average,,,,,Hospital beds,Intensive care beds,,,Medical & surgical unit beds,SNF beds,Standardized FTE physician labor,,,,RNs required under proposed federal standards,Hospital days per decedent*,Intensive care days per decedent*,,,Medical & surgical unit days per decedent*,SNF days per decedent*,Physician visits per decedent*,,,,Home health agency visits per decedent*,Percent of deaths occurring in hospital,Percent of deaths that included an ICU admission,Percent enrolled in hospice*,Hospice days per decedent*,Percent of patient seeing 10 or more different physicians*,Number of different physicians seen per decedent*,Average co-payments per decedent during the last two years of life,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,Hospital reimbursements,=,Hospital days,x,Reimbursements per day,,,,Physician visit payments,=,Physician visits,x,Payments per visit,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,Total,High-intensity,Intermediate-intensity,,,Total,Medical specialist,Primary care,Ratio MS/PC,,,,,,,,Total,Physician services,Durable medical equipment
312,NC- DURHAM,490075,Danville Regional Medical Center,Danville,VA,"LifePoint Hospitals, Inc",616,0.834257125854492,42350.9099807739,22487.1075274944,10222.9193733931,5404.97005158663,1820.26406151056,515.3357152,282.742126137018,1489.62666346133,127.949604318918,10581.793762207,3477.33556769652,1748.40468003476,879.485863693553,601.299345431,3875.33375519514,19349.7904270814,18.8309259518807,1027.5538444519,0.78999999910593,=,0.849999999627471,x,0.92909593321383,3519.61999997497,63.5563020720167,55.3799999952316,0.839999999850988,=,0.909999998286366,x,0.920045092701912,51.5899963378906,5.47999954223633,5.31999969482422,0.159999966621399,46.1099853515625,60.47998046875,22.4055598327889,8.99972773718449,8.26650677699334,1.08899974822998,42.7239990234375,11.6836664950507,1.50418541714418,1.48952878082824,0.0146566363159459,10.1794810779065,12.0499954223633,32.4702995984929,17.3502750030584,12.6378945860963,1.37299919128418,5.5,43.0639068450645,15.9733374488666,10.8098678588867,3.64710235595703,31.8625135106147,8.11897268223372,3236.56388872862,2809.15966796875,427.404220778495
312,NC- DURHAM,490079,Memorial Hospital,Martinsville,VA,"LifePoint Hospitals, Inc",392,,,,,,,,,,,,,,,,,20594.7266898409,23.0874735969983,892.03032875061,0.839999999850988,=,1.03999999910593,x,0.806557975709438,,,,,,,,,63.25,25.239990234375,9.18999481201172,16.0499877929688,38.0199890136719,77.1799926757813,,,,,58.343994140625,13.5744491594541,5.41944791597105,2.37075050204284,3.04869741392821,8.15500124348306,14.9199981689453,,,,,10.1499938964844,45.7774775352565,25.1681523192308,14.2551727294922,5.86988830566406,,,,,
312,NC- DURHAM,490013,Halifax Regional Health System,Halifax,VA, ,295,,,,,,,,,,,,,,,,,19251.026480469,20.8411820742836,923.701274871826,0.779999999329448,=,0.939999999478459,x,0.835194282233715,,,,,,,,,57.0999755859375,7.79999923706055,7.29999923706055,0.5,49.2999877929688,37.3999938964844,,,,,48.4239807128906,12.6798543068647,2.17185111501239,2.05804932227004,0.113801792742347,10.5080031918523,7.54999923706055,,,,,5.90999984741211,46.6483539917311,21.5044744999474,16.2414093017578,3.22002220153809,,,,,
320,NC- WINSTON-SALEM,490115,Twin County Regional Hospital,Galax,VA, ,255,,,,,,,,,,,,,,,,,19993.5480732344,18.9866692328087,1053.0308303833,0.809999998658895,=,0.849999999627471,x,0.95213176868856,,,,,,,,,52.0199890136719,10.5099945068359,9.09999847412109,1.40999984741211,41.5099792480469,71.1099853515625,,,,,46.18798828125,11.7190021897392,2.56591152252278,2.31568213437593,0.25022938814685,9.15309066721644,14.2399978637695,,,,,12.6799926757813,46.2819012504442,24.0943696511545,16.2970428466797,6.96641540527344,,,,,
376,TN- KINGSPORT,490127,Buchanan General Hospital,Grundy,VA, ,104,,,,,,,,,,,,,,,,,26378.0565423476,37.3841384423917,705.594875335693,1.06999999657273,=,1.67999999970198,x,0.637986350804567,,,,,,,,,102.419982910156,18.7599945068359,15.4799957275391,3.27999877929688,83.6599731445313,42.489990234375,,,,,89.2449951171875,17.3344681945271,3.76826199111729,2.96433398662086,0.803928004496433,13.5662062034098,6.55999755859375,,,,,11.9399948120117,36.7999908922825,23.3376564357329,32.3822631835938,24.5712585449219,,,,,
376,TN- KINGSPORT,490002,Russell County Medical Center,Lebanon,VA, ,123,,,,,,,,,,,,,,,,,24146.5924168444,29.6264394210717,815.035247802734,0.97999999858439,=,1.32999999821186,x,0.736940391361713,,,,,,,,,81.1699829101563,10.1199951171875,7.65999984741211,2.45999908447266,71.0499877929688,42.2999877929688,,,,,67.2359619140625,17.6468455957703,2.51441799512873,2.05299837149835,0.461419623630389,15.1324276006416,10.5699996948242,,,,,39.7899780273438,47.684639290141,24.1435367228518,16.4834747314453,6.82609176635742,,,,,
376,TN- KINGSPORT,490012,Lee Regional Medical Center,Pennington Gap,VA,Wellmont Health System,92,,,,,,,,,,,,,,,,,23103.5650988366,25.6829849301252,899.566974639893,0.939999999478459,=,1.14999999850988,x,0.813372477889061,,,,,,,,,70.3599853515625,10.879997253418,6.90999984741211,3.96999931335449,59.489990234375,40.4299926757813,,,,,58.9459838867188,15.4127898996071,2.97314853382182,1.92612612656231,1.04702240725951,12.4396413657853,6.03999710083008,,,,,13.9399948120117,59.9082933839152,24.200985610616,,,,,,,
376,TN- KINGSPORT,490060,Clinch Valley Medical Center,Richlands,VA,"LifePoint Hospitals, Inc",123,,,,,,,,,,,,,,,,,21236.7067700074,26.9547791494278,787.864246368408,0.859999999403954,=,1.20999999716878,x,0.712372854351997,,,,,,,,,73.8499755859375,6.98999786376953,5.52999877929688,1.44999980926514,66.8599853515625,31.6399993896484,,,,,59.8989868164063,15.8090511139634,1.64084086052645,1.29360897717853,0.347231883347922,14.1682102534369,6.88999938964844,,,,,28.0299987792969,44.7032350994056,17.3142655392944,13.695198059082,5.40391159057617,,,,,
376,TN- KINGSPORT,490053,Johnston Memorial Hospital,Abingdon,VA, ,252,,,,,,,,,,,,,,,,,17695.3301114982,19.9044484026515,889.01383972168,0.719999998807907,=,0.889999998733401,x,0.803830519318581,,,,,,,,,54.5299987792969,12.6999969482422,5.57999801635742,7.1099967956543,41.8299865722656,56.1099853515625,,,,,46.8659973144531,12.0698324560052,2.68405062021305,1.35241396486456,1.33163665534849,9.38578183579211,12.5499954223633,,,,,14.6199951171875,46.9573128637254,21.0247231583955,19.5432739257813,8.87663269042969,,,,,
376,TN- KINGSPORT,490038,Smyth County Community Hospital,Marion,VA,Mountain States Hlth Alliance,163,,,,,,,,,,,,,,,,,14621.8392704192,17.287476765009,845.805288314819,0.589999999850988,=,0.779999999329448,x,0.764762114733458,,,,,,,,,47.3599853515625,8.93999481201172,7.31999969482422,1.60999965667725,38.4299926757813,57.72998046875,,,,,41.4169921875,11.2948220913238,2.26806019574765,1.91775770478139,0.35030249096626,9.02676189557611,12.7299957275391,,,,,10.2899932861328,46.1191711204857,23.58604348756,11.8033828735352,6.62856674194336,,,,,
426,VA- ARLINGTON,490050,Virginia Hospital Center,Arlington,VA, ,486,1.22779655456543,55096.4446411133,30766.9300744534,8489.48431766033,8457.99281907082,2856.47815710306,3020.893857,263.613694570959,995.648341201246,240.730281726995,11135.3516845703,5634.3357326592,2036.60073317869,980.627297027355,482.990726303812,2000.70518361032,25909.0772058401,26.8878636869007,963.597461700439,1.04999999701977,=,1.20999999716878,x,0.871267704293132,5639.00999999046,81.5057448455863,69.1899998188019,1.34999999776483,=,1.16999999806285,x,1.14944254606962,73.6699829101563,14.2899932861328,11.0499954223633,3.23999977111816,59.3799743652344,63.6999816894531,31.2349725794363,12.4403283125781,12.9851106572548,0.957999706268311,64.344970703125,15.4782229270025,3.45233985444799,2.89931692413944,0.55302293030855,12.0258830725545,10.8999938964844,41.3578665278492,20.5982931559869,18.4911054786818,1.11399936676025,6.80999755859375,40.309525389254,22.2783495491724,35.4745178222656,12.263916015625,43.8034324330398,9.67908768697021,2893.13080975413,2643.8571472168,249.273662550375
