Provider ID,Hospital Name,City,State,Number of deaths among cancer patients assigned to hospital (2012),Point estimate - Percent of cancer patients dying in hospital (2012),Lower conf. Limit - Percent of cancer patients dying in hospital (2012),Upper conf. Limit - Percent of cancer patients dying in hospital (2012),Point estimate - Percent of cancer patients admitted to hospital during the last month of life (2012 deaths),Lower conf. Limit - Percent of cancer patients admitted to hospital during the last month of life (2012 deaths),Upper conf. Limit - Percent of cancer patients admitted to hospital during the last month of life (2012 deaths),Point estimate - Hospital days per cancer patient during the last month of life (2012 deaths),Lower conf. Limit - Hospital days per cancer patient during the last month of life (2012 deaths),Upper conf. Limit - Hospital days per cancer patient during the last month of life (2012 deaths),Point estimate - Percent of cancer patients admitted to intensive care during the last month of life (2012 deaths),Lower conf. Limit - Percent of cancer patients admitted to intensive care during the last month of life (2012 deaths),Upper conf. Limit - Percent of cancer patients admitted to intensive care during the last month of life (2012 deaths),Point estimate - ICU days per cancer patient during the last month of life (2012 deaths),Lower conf. Limit - ICU days per cancer patient during the last month of life (2012 deaths),Upper conf. Limit - ICU days per cancer patient during the last month of life (2012 deaths),Point estimate - Percent of cancer patients receiving life-sustaining treatment during the last month of life (2012 deaths),Lower conf. Limit - Percent of cancer patients receiving life-sustaining treatment during the last month of life (2012 deaths),Upper conf. Limit - Percent of cancer patients receiving life-sustaining treatment during the last month of life (2012 deaths),Point estimate - Percent of cancer patients enrolled in hospice during the last month of life (2012 deaths),Lower conf. Limit - Percent of cancer patients enrolled in hospice during the last month of life (2012 deaths),Upper conf. Limit - Percent of cancer patients enrolled in hospice during the last month of life (2012 deaths),Point estimate - Hospice days per cancer patient during the last month of life (2012 deaths),Lower conf. Limit - Hospice days per cancer patient during the last month of life (2012 deaths),Upper conf. Limit - Hospice days per cancer patient during the last month of life (2012 deaths),Point estimate - Percent of cancer patients enrolled in hospice during the last three days of life (2012 deaths),Lower conf. Limit - Percent of cancer patients enrolled in hospice during the last three days of life (2012 deaths),Upper conf. Limit - Percent of cancer patients enrolled in hospice during the last three days of life (2012 deaths),Point estimate - Percent of cancer patients seeing ten or more physicians during the last six months of life (2012 deaths),Lower conf. Limit - Percent of cancer patients seeing ten or more physicians during the last six months of life (2012 deaths),Upper conf. Limit - Percent of cancer patients seeing ten or more physicians during the last six months of life (2012 deaths)
490004,Rockingham Memorial Hospital                                                 ,Harrisonburg        ,VA,109,29.4686740552073,20.8335315368362,41.682935465675,67.0515503318568,53.3822081373294,84.2211395665666,4.54051357520116,3.47895032160573,5.60207682879659,31.1289952068662,22.237467256815,43.5757512938949,1.28404059845609,0.60948994847046,1.95859124844171,,,,54.1181915122396,41.9241209468413,69.8590354767142,9.62397061439918,7.58937271651586,11.6585685122825,,,,58.2441863556525,45.4013238867398,74.7199630718868
490005,Winchester Medical Center                                                    ,Winchester          ,VA,205,33.602538854104,26.4832061347575,42.6357221137082,64.6099297811531,54.5358511219585,76.5449321949744,4.94438337993559,4.16981442546802,5.71895233440317,12.6548787269896,8.6145864065121,18.5900922038176,0.403546688396847,,0.895732142184145,9.64063576893628,6.146039302793,15.1222361996704,61.2274294698148,51.4065751821821,72.9244869201187,10.9676275920645,9.48308452674281,12.4521706573861,9.98242301611079,6.5054587798441,15.3177158821328,49.1723773500925,40.3302807161919,59.9530340806463
490007,Sentara Norfolk General Hospital                                             ,Norfolk             ,VA,128,28.9239863719466,21.1245385457775,39.6030893565616,66.3324524517772,53.6848104592735,81.9597612550988,5.750700118545,4.77073206794629,6.73066816914371,52.2038360236755,41.2845540742982,66.0111404057385,3.76368974463312,3.14098725068599,4.38639223858025,14.9557690789446,9.84027919956171,22.730557152553,54.685439122767,43.1080945295279,69.3720584193635,6.97788809709215,5.09967600846911,8.8561001857152,12.1430040295593,7.31704341843027,20.1519300118526,80.3106832615367,66.3687158755751,97.181416889648
490009,University of Virginia Medical Center                                        ,Charlottesville     ,VA,196,32.2929587306486,25.2665489270991,41.2733526287361,62.3884773972003,52.273503976956,74.4607079268466,5.94424435828782,5.1522395320656,6.73624918451005,38.6892658707064,30.889816437682,48.4580184098541,1.97762638046118,1.47436162585471,2.48089113506765,16.0667540488018,11.4144698534576,22.6152058727891,51.0391321939745,41.9475848831526,62.1011441390574,8.55943410656193,7.04147335472972,10.0773948583941,,,,71.6363282175262,60.7200347162001,84.5151611733184
490018,Augusta Health                                                               ,Fishersville        ,VA,94,24.1935753914658,16.2124152375717,36.1037563894897,67.5477237597254,53.0618358620887,85.9882608845069,4.16955716682152,3.02661030460248,5.31250402904056,,,,,,,,,,55.9118771319085,42.6002815047621,73.3830363084381,9.06157285088422,6.87099468666544,11.252151015103,,,,58.7106795348222,44.8465272017825,76.8608877100205
490021,Centra Lynchburg General Hosp                                                ,Lynchburg           ,VA,220,25.0712762760123,19.2868818566274,32.5904881245565,58.0142456023399,48.8096007955158,68.9547268970457,4.519819067789,3.7720496789813,5.26758845659671,22.8030471831495,17.3250822645827,30.0130731211547,0.953098914917345,0.477942747302085,1.42825508253261,5.91261424497083,3.43161245018162,10.1873412914042,62.6265244299508,52.958490266718,74.0595425289167,10.861428572888,9.42824970067597,12.2946074451001,7.22657611561564,4.42535678115668,11.8009473444391,66.6012924304294,56.5805374914783,78.3967835949181
490022,Mary Washington Hospital                                                     ,Fredericksburg      ,VA,150,16.560250246341,11.1868666027874,24.5146293380403,68.0073469239746,56.001417893693,82.5871809963354,5.78798068977789,4.88278536638831,6.69317601316748,33.0747068775835,25.0606179250277,43.6516066088526,1.43015520960238,0.854965656188264,2.00534476301649,10.0259344327745,6.04116350629153,16.6390731099413,68.2429833958699,56.1942006154417,82.8751851928512,8.3446296361979,6.60972736268331,10.0795319097125,15.9492554569892,10.6847143161489,23.8077258881719,79.8619679979994,66.8093459185677,95.4646965154753
490024,Carilion Medical Center                                                      ,Roanoke             ,VA,196,38.3421518163461,30.6548933830785,47.9571266987096,66.891475531661,56.4629594919623,79.2461029153061,5.55224074028615,4.76026624829976,6.34421523227255,44.6475987282456,36.2599128065366,54.9755340790307,2.44071983690508,1.93747435762528,2.94396531618488,14.3577577252218,9.90755679709034,20.8068660233881,47.1021191310695,38.3907280936828,57.790246155882,7.7176059451628,6.19970333209173,9.23550855823386,5.48998629841802,3.03939914821917,9.91641705712694,63.0140674383133,52.717057344274,75.3223509648647
490032,Medical College of Virginia Hospitals                                        ,Richmond            ,VA,156,27.9407210230494,21.1623732764942,36.8901862323262,61.9787186757294,50.9808483766912,75.3491103227992,5.04501003356031,4.15674799663235,5.93327207048827,32.6126799885463,25.084543617552,42.4000895631651,1.51271246644046,0.948282855357044,2.07714207752387,9.608930488523,6.12286380999573,15.0797972972277,63.4436087725883,51.8151849617816,77.6816969206634,10.0174547731172,8.31500692841069,11.7199026178237,,,,64.2891513466708,52.978121958001,78.0151282854403
490040,Inova Alexandria Hospital                                                    ,Alexandria          ,VA,99,29.9015360157292,20.7731587680559,43.0412084210738,60.2449641275132,46.6703298217379,77.7679462859687,4.67671350182482,3.56278666929403,5.7906403343556,45.8144160745927,34.1970741769814,61.3783714183577,1.88186761765057,1.17404350413201,2.58969173116913,12.1551156821265,6.8997933182236,21.4132265173295,63.3100604331467,49.4486732799313,81.0570534290836,10.1559836985445,8.02102548085297,12.2909419162361,,,,77.5820595784677,62.0377728280324,97.0211484722607
