County ID,County name,Medicare enrollees (20% sample) (2009),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2009)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2009)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2009)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2009)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2009)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2009)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2009)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2009)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2009)"
2013,AK-Aleutians East Borough,10,,,,,,,,,,,,,,
2016,AK-Aleutians West Census Area,15,10100.76,6790.39,,,2542.49,1997.27,,,,,,,,
2020,AK-Anchorage Municipality,3429,8070.47,6901.15,4085.77,3415.51,2313.64,1965.01,997.83,890.54,287.24,259.87,185,176.43,156.36,157.65
2050,AK-Bethel Census Area,161,6453.8,4655.03,3546.42,2303.06,2098.02,1701.88,606.66,528.88,,,,,59.56,59.69
2060,AK-Bristol Bay Borough,16,8690.28,6875.38,,,1324.99,977.36,474.97,416.69,,,,,,
2068,AK-Denali Borough,20,3753.92,3249.18,,,1838.42,1562.84,625.34,550.83,,,,,,
2070,AK-Dillingham Census Area,55,6433.04,4452.71,,,1780.95,1559.48,1990.22,1733.05,,,,,,
2090,AK-Fairbanks North Star Borough,1069,8922.44,6810.72,4721.19,3149.35,2333.57,1983.71,1281.93,1142.23,267.38,241.53,,,152.46,147.94
2100,AK-Haines Borough,58,8132.59,6299.15,,,2176.77,1852.39,715.98,639.61,,,,,127.87,146.35
2110,AK-Juneau City and Borough,432,7079.99,5613.35,3418,2347.83,1808.7,1572.14,1326.54,1184.59,217.26,194.77,,,91.52,93.61
2122,AK-Kenai Peninsula Borough,1002,9414.13,7583.41,5027.36,3783.07,1948.21,1599.18,1644.06,1461.19,361.29,320.15,,,153.25,152.67
2130,AK-Ketchikan Gateway Borough,226,10349.83,8957.53,4687.96,3953.97,1783.81,1553.03,2661.63,2361.99,891.8,780.37,,,139.45,141.68
2150,AK-Kodiak Island Borough,154,12548.13,9642.32,8406.33,6061.5,1427.74,1214.8,1881.63,1686.68,463.92,410.62,,,75.93,77.4
2164,AK-Lake and Peninsula Borough,16,1916.73,1545.57,,,1123.55,939.66,434.78,379.87,,,,,,
2170,AK-Matanuska-Susitna Borough,1100,10063.1,8092.57,5713.08,4390.13,2606.64,2118.97,1042.33,927.93,369.1,331,108.74,103.52,176.17,173.16
2180,AK-Nome Census Area,83,7468.92,4815.39,4615.19,2537.92,1187.73,942.72,1191.74,1040.01,,,,,82.13,85.57
2185,AK-North Slope Borough,53,16852.95,10612.9,9825.83,4948.64,3921.13,3289.1,2265.84,1979.3,,,,,,
2188,AK-Northwest Arctic Borough,63,18382.38,12128.59,8801.27,4288.49,4401.01,3561.96,4222.35,3687.12,,,,,,
2201,AK-Prince of Wales-Outer Ketchikan Census Area,79,5545.92,4748.64,,,1668.43,1430.25,1277.07,1125.54,,,,,95.45,163.76
2220,AK-Sitka City and Borough,147,10219.31,8616.35,4934.77,3836.78,1819.01,1596.05,2817.26,2488.55,,,,,124.1,240.68
2232,AK-Skagway-Hoonah-Angoon Census Area,60,6401.25,4857.04,3472.88,2252.34,1974.48,1690.25,528.74,464.74,,,,,,
2240,AK-Southeast Fairbanks Census Area,121,10511.88,8291.57,6375.91,4777.09,2594.56,2135.5,951.59,841.34,,,,,224.1,210.76
2261,AK-Valdez-Cordova Census Area,139,8905.24,7448.72,5294.89,4300.57,2043.71,1750.14,1235.86,1098.16,,,,,75.48,79.08
2270,AK-Wade Hampton Census Area,71,6776,4854.9,3536.74,2174.4,2790.22,2375.41,498.96,433.34,,,,,69.08,74.83
2280,AK-Wrangell-Petersburg Census Area,147,7549.81,6608.85,3476.54,2973.22,1309.5,1187.27,2324.28,2052.19,,,,,100,100.52
2282,AK-Yakutat City and Borough,8,,,,,,,,,,,,,,
2290,AK-Yukon-Koyukuk Census Area,90,7095.36,5123.04,3813.56,2419.44,1924.22,1562.69,1021.87,895.48,,,,,44.62,41.96
1001,AL-Autauga County,740,8932.28,10146.32,4530.67,5361.58,2463.04,2670.68,816.51,889.03,651.55,720.47,255.19,299.83,229.25,228.61
1003,AL-Baldwin County,4079,8648.87,10018.91,3366.4,4249.8,2525.13,2702.37,1232.33,1383.61,759.38,863.85,493.61,573.17,284.01,278.47
1005,AL-Barbour County,539,8581.9,9979.23,3920.39,4890.24,2590.62,2756.58,842.2,937.88,590.7,668.9,400.74,478.81,259.73,258.12
1007,AL-Bibb County,348,11016.45,12040,5513.56,6213.02,2433.23,2588.07,1228.07,1301.77,1285.39,1358.51,,,278.55,277.87
1009,AL-Blount County,909,9615.64,10755.04,4131.7,4882.58,2289.16,2438.66,1036.73,1109.24,1035.63,1106.42,945.23,1069.26,281.21,279.11
1011,AL-Bullock County,237,8531.28,10049.02,4326.32,5398.63,2060.04,2225.61,1197.91,1335.53,354.31,394.6,,,288.81,287.78
1013,AL-Butler County,546,10990.07,12589.61,5136.2,6232.25,2766.53,2859.43,1006.12,1129.81,1068.9,1216.91,586.23,716.98,395.81,385.53
