HSA #,HSA label,Medicare Enrollees (1993),"All Surgical Discharges per 1,000 Medicare Enrollees (1993)","Back Surgery per 1,000 Medicare Enrollees (1993)","Coronary Angiography per 1,000 Medicare Enrollees (1993)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (1993)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (1993)","Carotid Endarterectomy per 1,000 Medicare Enrollees (1993)","Cholecystectomy per 1,000 Medicare Enrollees (1993)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (1993)","Hip Replacement per 1,000 Medicare Enrollees (1993)","Knee Replacement per 1,000 Medicare Enrollees (1993)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (1993)","Resection for Colon Cancer per 1,000 Medicare Enrollees (1993)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (1993)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (1993)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (1993)"
1001,AL-Alabaster,7804,128.947503397358,,42.9040642029802,7.99962718077024,11.0490504484998,,10.5566248978551,8.87287168761661,,4.22881116010965,,,,18.1257313438723,
1002,AL-Alexander City,3508,103.047112873203,,23.9348331273007,,,,,,,,,,,,
1003,AL-Andalusia,4040,90.6691402370332,,22.3556931831665,,,,,8.76661416204027,,,,,,,
1004,AL-Anniston,12861,99.9184820212236,3.40214089645521,20.6898762436081,5.42972653438927,6.42747621072907,,6.50799186223397,9.08284023444829,,2.83246431156567,,,,15.3920957055778,
1006,AL-Ashland,1851,100.985437823607,,26.7507596246782,,,,,,,,,,,,
1007,AL-Athens,5223,110.829871887118,,23.4229385355695,5.61615602262194,,,7.89599359174638,6.45902402554013,,,,,,,
1008,AL-Atmore,2116,98.5953303388448,,18.0121035989382,,,,,,,,,,,,
1010,AL-Bessemer,13299,105.979212315876,2.63726489691414,33.1161653192064,9.59443981136295,8.03084465571451,,5.008651963845,8.02246412180847,,3.26602836060546,,,,7.49911162141725,
1011,AL-Birmingham,93073,107.047575605881,3.81213052828601,28.6955007756889,8.21809315412098,6.62568134406795,2.99681538838562,5.67266003317591,9.49125214338348,1.55814657130858,4.20309663396394,2.62030388885466,1.70540675417993,1.39688421237711,8.95486372987509,1.37778144548126
1012,AL-Boaz,7560,108.266120402618,,29.0096900923975,7.18440731856771,7.30586650423143,,10.8594723633703,8.02160232420869,,2.17231194916335,,,,19.5714993740086,
1013,AL-Brewton,3138,89.1880212224889,,19.0417034671353,,,,,,,,,,,,
1014,AL-Bridgeport,1115,93.9254298783328,,,,,,,,,,,,,,
1016,AL-Camden,1114,103.591682851187,,,,,,,,,,,,,,
1017,AL-Carrollton,2289,96.6493792418048,,23.9944332113528,,,,,,,,,,,,
1018,AL-Centre,2546,122.873051292166,,26.1578166847267,,,,,,,,,,,,
1019,AL-Centreville,1134,108.060408850459,,,,,,,,,,,,,,
1022,AL-Cullman,10111,100.45809142113,,29.5164067484785,7.0036546537276,8.81944923604508,,5.14231043161745,7.47539451267839,,4.61265921860594,,,,9.69548389132353,
1023,AL-Dadeville,1140,130.735100239638,,,,,,,,,,,,,,
1024,AL-Decatur,8599,91.7429288258069,,25.3075610717564,6.59728099285472,6.67630586495975,,4.34136381662542,8.75117597970917,,4.06762995864865,,,,12.1419170784458,
1025,AL-Demopolis,2385,96.3945823122968,,23.6758826171124,,,,,,,,,,,,
1026,AL-Dothan,20144,104.002281334314,2.84491048065915,30.6642613685711,6.22702163897611,6.76110534887674,3.50279582857784,6.47368826991264,8.60978922467164,1.61034160294141,4.73610751950846,2.32815083511577,1.6602113271857,0.896944310519478,13.8220587976984,
1027,AL-Elba,1411,105.083927172095,,,,,,,,,,,,,,
1028,AL-Enterprise,3608,104.704346383925,,27.6187426398697,,,,,,,,,,,,
1029,AL-Eufaula,2475,99.237361008309,,20.8888742812047,,,,,,,,,,,,
1031,AL-Evergreen,1445,87.3394479825231,,,,,,,,,,,,,,
1032,AL-Fairhope,3539,89.5839585492107,,17.225382925877,,,,,,,,,,,,
1033,AL-Fayette,2299,81.3104859500025,,18.086217634972,,,,,,,,,,,,
1035,AL-Florala,751,84.8698510414402,,,,,,,,,,,,,,
1036,AL-Florence,12258,99.4216672603246,1.92953626054117,32.8978088589128,5.74441258179143,7.83275026775374,,6.52337376528046,8.27246166143627,,3.15164034367729,,,,18.2549715343848,
1037,AL-Foley,5046,98.0877635859081,,21.5515165910087,7.13404254462943,,,4.93310295075091,8.04757923890143,,,,,,,
1038,AL-Fort Payne,5455,111.912688620892,,30.0692140068406,5.7415652391851,,,9.69916125311811,7.41590195514326,,,,,,,
1039,AL-Gadsden,15732,126.365665554479,4.37491659584911,32.5402973396452,5.49323553674825,10.7277140105878,3.30181808293697,10.094635254199,9.00485338885003,1.77578870520733,4.39888967272974,,1.7452777492906,,18.5891940245669,
1040,AL-Geneva,2697,96.6647602645681,,21.8489263093902,,,,,,,,,,,,
1044,AL-Greenville,3631,87.3192195111481,,14.8041045494793,,,,,,,,,,,,
1045,AL-Grove Hill,1004,95.7276950324859,,,,,,,,,,,,,,
1046,AL-Guntersville,4163,101.399535849446,,26.7645585398891,,,,,9.14754960151292,,,,,,,
1047,AL-Haleyville,2534,120.664990770269,,29.7965257523452,,,,,,,,,,,,
1048,AL-Hamilton,1854,81.0267420857906,,18.1476682258579,,,,,,,,,,,,
1049,AL-Hartselle,3288,101.939715954405,,28.4406942950993,,,,,,,,,,,,
1051,AL-Huntsville,25739,95.4641016454761,2.6305489580149,22.2386848777846,6.63496356360301,4.95781333478583,3.39901595383332,4.46632989105751,8.73580809840658,1.70545537924831,3.02065546482711,1.82958665717362,1.62150468705255,3.00806384759194,11.7298118273407,
1053,AL-Jacksonville,3413,110.381200967199,,23.1015313415901,,,,,,,,,,,,
1054,AL-Jasper,8676,97.9274298518095,,28.9284110259184,6.82905978101002,5.55324564343261,,7.3265640180419,8.18397772095458,,3.63197143071003,,,,11.0387140854401,
1056,AL-Luverne,1566,97.5266255395714,,,,,,,,,,,,,,
1057,AL-Mobile,53811,107.96616098858,2.34360991793202,26.8805610689972,8.725065964367,6.37690577652768,3.15592561140773,7.74098601205911,8.62109140167951,1.80240176884843,4.11871677740049,2.20821087647919,2.00075607761237,3.58886367258718,7.49255428161494,1.15734528763754
1058,AL-Monroeville,3107,85.6648433943578,,25.9035587508775,,,,,,,,,,,,
1059,AL-Montgomery,31579,104.064834071048,4.29012578050308,25.7654064258513,4.72938202395282,9.88263391179641,3.24257294449343,4.78709292834985,8.36392470794683,1.77339867127826,3.37237203811682,2.43546551844787,1.64553992350498,2.00607986274226,10.0155131041699,0.662877678487556
1060,AL-Moulton,2841,85.324428454809,,30.0266825250074,,,,,,,,,,,,
1061,AL-Muscle Shoals/Sheffield,7624,102.763080138284,,34.8444680324028,8.85675037414572,6.01943812353341,,4.13206528268938,8.4960851182535,,4.10565551371798,,,,11.5667212730368,
1063,AL-Oneonta,2607,102.298576519173,,37.1658846621537,,,,,,,,,,,,
