HSA #,HSA label,Medicare Enrollees (2004),"All Surgical Discharges per 1,000 Medicare Enrollees (2004)","Abdominal Aortic Aneurysm Repair per 1,000 Medicare Enrollees (2004)","Back Surgery per 1,000 Medicare Enrollees (2004)","Coronary Angiography per 1,000 Medicare Enrollees (2004)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (2004)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (2004)","Carotid Endarterectomy per 1,000 Medicare Enrollees (2004)","Cholecystectomy per 1,000 Medicare Enrollees (2004)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (2004)","Hip Replacement per 1,000 Medicare Enrollees (2004)","Knee Replacement per 1,000 Medicare Enrollees (2004)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (2004)","Resection for Colon Cancer per 1,000 Medicare Enrollees (2004)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (2004)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (2004)","Radical Prostatectomy per 1,000 Male Medicare Enrollees (2004)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (2004)"
1001.0,AL-Alabaster,7720.0,143.563925277402,,6.85389005314787,45.245469569422,7.21919526034668,23.9454043413939,-2.18363189408476,6.28653007441956,8.73378098097458,2.16012896161259,11.2111897402536,-2.48380765914234,-1.48353321808176,,-6.42076802209974,-5.04772221910584,
1002.0,AL-Alexander City,3434.0,143.332021649396,,-6.20397637156845,38.3013755507879,-13.7514593588421,18.0459586552324,,-7.41563737162413,-10.5209525115792,-3.98602007992486,-7.58371732233696,,,,,,
1003.0,AL-Andalusia,4060.0,143.330507630909,,-12.1164670295164,25.5760834678906,-4.99298500866162,13.2032633068001,-4.99792801026965,-8.64866688489497,9.00691803858304,,8.6093403714339,,,,-9.16178602298913,,
1004.0,AL-Anniston,13623.0,156.591173265788,-1.02190318269439,3.64034076411904,77.8123740094064,9.45664451139036,38.2174715000817,6.08058176102527,6.88895002192777,8.36967489345138,2.06783340708448,7.81532177625715,-1.45246583811064,-1.96835039110304,-1.16055314515093,-11.5251972037921,,-2.22642872407839
1006.0,AL-Ashland,2571.0,129.838543367425,,-4.82809174755592,39.8277261985837,-8.86948501452964,23.241968611216,,-6.71778675260235,-10.7795478347405,,-5.20651718318895,,,,-10.5082249387409,,
1007.0,AL-Athens,6617.0,115.087631372064,,3.81545269702644,26.8562667361534,5.39183954102246,9.83335012280204,-3.54042434119488,7.565446403295,7.81739975888164,-1.81126250498167,9.05344751038506,,-1.74609378095846,,-10.3161389178894,,-1.70828324649055
1008.0,AL-Atmore,2098.0,129.338355711541,,,40.5025165511818,-6.70630458463617,-19.8695247675188,,,-15.9307075201032,,-8.15342018149155,,,,,,
1010.0,AL-Bessemer,8742.0,134.226217098105,-1.63229492162128,6.95069587663378,49.5346800283929,7.8977899623428,19.8930738016398,-2.72029383082114,5.11695291900791,8.58933589422376,2.0270067454373,7.53204412794934,-2.22704326480285,-1.82000924825762,-2.18134924334835,-8.82407082101232,,-1.71064023838682
1011.0,AL-Birmingham,70244.0,120.130275533877,1.10683763627303,5.28489519712843,34.1247529024477,6.17629874564321,14.9184852041941,3.14083403227033,4.04832071320944,9.20512542212636,2.62258226072795,8.15052734261932,1.58466638459531,1.52319404612137,1.23362000204276,6.29891791973156,2.2882027693033,1.30715157154338
1012.0,AL-Boaz,8490.0,127.648369655322,-1.4013156005277,7.44121394934334,35.5556019532582,5.73784807255749,17.3765088180004,-3.9004208622681,6.99234025594851,9.62801619012646,1.81319886710133,8.20504880951994,,,-1.76916928438822,-5.31100289240956,,
1013.0,AL-Brewton,3238.0,117.942423770214,,-7.61193336805128,27.8220133899869,-8.95618088557983,15.9591265184439,,-5.0852596796528,-9.05831642330236,,-6.01482810774,,,,,,
1014.0,AL-Bridgeport,1164.0,114.170650324576,,,35.6161673271911,,-15.5756879246028,,,,,,,,,,,
1016.0,AL-Camden,939.0,88.5344278134581,,,-19.5183652111983,,,,,,,,,,,,,
1017.0,AL-Carrollton,2203.0,88.9577636793859,,,21.8791016212144,,-8.74128322261645,,,-7.06726215150316,,,,,,,,
1018.0,AL-Centre,3085.0,136.759815387222,,-6.42003811267118,35.1102841710704,-5.90785306497056,16.1661398478018,,-8.59831208934424,-8.36166959940864,,-8.75295515535396,,,,-10.4316883817273,,
1019.0,AL-Centreville,1058.0,106.773508094615,,,-40.3456831210142,,-15.6027496125456,,,,,,,,,,,
1022.0,AL-Cullman,11970.0,120.587858782209,-1.05370760204839,2.59588573857317,37.0587320149704,9.16254257380875,14.9864198382377,3.37029567732469,4.67778949394861,8.75264949540445,2.15983687823609,7.63390042452319,,-2.00030569707725,-1.41387154750372,-4.86460833128069,,-1.29679815079656
1023.0,AL-Dadeville,1781.0,133.161648549617,,-8.88896216285257,61.0560935738867,-11.173020897735,-37.0831218490057,,,-8.81474569843162,,,,,,,,
1024.0,AL-Decatur,9754.0,105.191864909045,-1.26358475576504,4.92011884491339,22.7483819566143,4.623809764869,9.2729292121417,4.57029105977167,4.87181598020657,9.41817835007059,2.54238208048245,5.63160820055172,-1.91916900798802,-1.47666983683381,-1.66181414672556,-5.64480568759482,-3.27894036762348,-1.66620374264031
1025.0,AL-Demopolis,2339.0,122.266266280285,,-5.99615904869739,24.8602849377442,,-12.489357927865,,-7.68099451320351,-8.03761446657388,,-11.6703006158188,,,,,,
1026.0,AL-Dothan,23146.0,115.927981202124,-1.01422646509529,5.43803257581804,29.0861878457975,6.34017747004296,12.0226406240859,3.90747805638276,5.78231436264687,8.23578601742942,2.55440159032285,8.41533853287122,-1.4599368067616,1.57574282581476,,5.49469210091257,-1.981394172248,1.69573902349377
1027.0,AL-Elba,1451.0,130.239187888117,,,27.3318851419937,,-13.5218725645522,,,,,-10.5841460455662,,,,,,
1028.0,AL-Enterprise,4942.0,116.292866913028,,-4.99610519486582,25.3559178987069,-6.68206137363091,9.39097872566941,-2.50635005225321,-5.16471554416258,7.51985465792819,-3.07120397738867,10.6520644327254,,,,-6.07104020856604,,
1029.0,AL-Eufaula,2551.0,105.296965595537,,-6.43177613944548,22.8837148558549,-6.00054694372617,8.8742884767634,,-4.48129105915954,,,-7.1531055979246,,,,,,
1031.0,AL-Evergreen,1201.0,110.867387476203,,,22.9941842181741,,-9.95640390389701,,,-11.4949807155558,,,,,,,,
1032.0,AL-Fairhope,5296.0,126.808266281922,,-5.51498629200686,35.6497546185911,9.87555209645178,15.4912706696994,-2.91226330970684,-4.49979296762475,7.22979747959579,-4.25735286287078,9.08223863822866,,,,-8.5987828720353,,-2.01266440095564
1033.0,AL-Fayette,2227.0,125.601595616442,,-7.25182393161314,27.9076652902699,,-11.9644945248457,,,-8.42521710516126,,-8.60949673757135,,,,,,
1035.0,AL-Florala,683.0,108.957982019095,,,-22.3494737845487,,,,,-18.508647386018,,,,,,,,
1036.0,AL-Florence,13881.0,118.033009768026,-1.36373814735716,6.43687455178818,38.0352034521536,4.47139795614222,17.7805806759902,1.7783995569531,5.48003782433481,10.5030404555427,2.88925010474907,6.86670431774634,-2.21988972136181,-1.76402412374491,-1.02996540283605,8.10379901067131,,-1.42650440685098
1037.0,AL-Foley,7308.0,138.557830471572,-1.97010512509174,5.17538867143737,43.2846161869216,10.6185858804552,18.8631524178007,-3.83557061225604,7.30256554791195,6.790926563339,-3.59272143382286,11.2647831869962,,,-1.54196991052213,-5.0367133450434,,-1.43270662224938
1038.0,AL-Fort Payne,5971.0,117.025291903412,,6.93840200254179,36.7175219974067,7.84704742046688,15.1704499551414,-3.90831812367294,-4.87181864545288,6.88608611452162,-1.92202584187618,5.40347339292681,,,,-10.969978727185,,-2.14016071044741
1039.0,AL-Gadsden,14763.0,142.272254371537,-1.20043312860027,7.38472787056672,52.618244921474,8.16980102855189,19.1212149573733,3.52275819820817,8.20605496881342,9.31068504612769,2.48561880829119,8.01936133825411,-1.55149734272778,-2.30738410604361,-2.90700102956828,13.2616879942583,-1.8775672453214,-1.57966813866598
1040.0,AL-Geneva,2820.0,111.686640462426,,-5.54695013017166,26.1207493812971,-4.95907201636032,11.7288383677493,,-7.90276671463854,-9.60496676624128,,-10.4692659109777,,,,,,
1044.0,AL-Greenville,3591.0,131.08347791658,,-7.47370634256638,27.1907084862068,-5.67083645983213,17.3974599884917,-4.55359436076555,-6.60698415178156,-12.26401644263,,-6.05133330933997,,,-3.27348410288288,-9.31512760132282,,
1045.0,AL-Grove Hill,999.0,120.252990145881,,,-20.5356928267043,,-13.0935087199764,,,,,,,,,,,
1046.0,AL-Guntersville,4793.0,116.899153451606,,-6.23568468077915,28.0490288422878,-4.43903418451446,10.636157101004,-4.46406943169565,-7.98014478136402,9.97442163240499,,7.48166801355009,,,,,,
1047.0,AL-Haleyville,2696.0,124.958645525355,,,31.0653248582607,-5.71679668965677,17.416821167119,,-9.01392150803816,-8.34445561410146,,-7.32963163979281,,,,,,
1048.0,AL-Hamilton,2055.0,115.637882890244,,,40.2901114168733,-8.7305729608785,-15.5357716148975,,-8.30662730997429,-10.715702271789,,-5.17640504214617,,,,,,
1049.0,AL-Hartselle,3887.0,104.493155852736,,-5.39062734590009,26.1268199157001,-4.99200596015073,9.59668819108276,-5.52386881646158,-5.94400111418733,4.34221569128637,,8.40818297019685,,,-2.9604216353929,,,
