HSA #,HSA label,Medicare Enrollees (2015),"All Surgical Discharges per 1,000 Medicare Enrollees (2015)","Abdominal Aortic Aneurysm Repair per 1,000 Medicare Enrollees (2015)","Back Surgery per 1,000 Medicare Enrollees (2015)","Coronary Angiography per 1,000 Medicare Enrollees (2015)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (2015)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (2015)","Carotid Endarterectomy per 1,000 Medicare Enrollees (2015)","Cholecystectomy per 1,000 Medicare Enrollees (2015)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (2015)","Hip Replacement per 1,000 Medicare Enrollees (2015)","Knee Replacement per 1,000 Medicare Enrollees (2015)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (2015)","Resection for Colon Cancer per 1,000 Medicare Enrollees (2015)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (2015)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (2015)","Radical Prostatectomy per 1,000 Male Medicare Enrollees (2015)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (2015)"
1001.0,AL-Alabaster,6234.0,89.796999999322,,4.5229999999865,16.2899999998044,-2.85899999999674,7.49399999994785,-2.56699999998091,-3.75299999999697,6.7609999999986,4.09299999999348,8.25399999995716,,-2.0,,,,-1.98499999998603
1002.0,AL-Alexander City,2600.3,73.7819999996573,,-7.07599999994272,13.3239999999059,,-6.28899999998976,,,-7.69999999995343,,-10.0729999999749,,,,,,
1003.0,AL-Andalusia,3168.0,77.526999999769,,-5.95299999997951,13.6589999999851,-4.06999999994878,-5.00099999998929,,-3.41499999997905,-7.48399999999674,-4.97899999999208,6.52799999999115,,,,,,
1004.0,AL-Anniston,10189.5,90.8379999995232,,4.43499999999767,19.684999999823,-3.82699999999022,9.10699999995995,-2.32299999997485,-3.87999999997555,6.46999999997206,2.36699999999837,11.5169999999925,,-2.05399999997462,,,,-1.33199999999488
1006.0,AL-Ashland,1356.0,78.6309999991208,,,-13.2409999999218,,,,,-8.44999999995343,,,,,,,,
1007.0,AL-Athens,6121.5,84.1689999997616,,8.41099999996368,11.3099999999395,-2.88799999997718,4.2729999999865,-1.93299999998999,-4.59599999996135,8.10499999998137,3.83099999997648,12.0219999999972,,,,,,
1008.0,AL-Atmore,1537.5,107.088999999687,,-8.72899999993388,-23.8379999999888,,-8.03799999994226,,,-13.186999999918,,,,,,,,
1010.0,AL-Bessemer,6001.5,91.6329999994487,,-7.78199999994831,15.4809999999125,-3.53999999997905,6.07699999999022,,-4.55799999996088,6.08499999996275,-2.84499999997206,10.4189999999944,,,,,,-2.07499999998254
1011.0,AL-Birmingham,54096.8,78.4269999992102,0.484999999996944,5.00099999998929,12.6009999999078,3.05099999997765,5.11499999999069,1.78499999998894,2.46299999998882,6.82299999997485,3.93999999997322,10.387999999919,,1.11099999998987,0.885999999998603,,1.54799999999523,1.43999999998778
1012.0,AL-Boaz,6521.3,87.1229999996722,-1.82599999998638,6.88299999997253,15.9529999999795,-5.3629999999539,4.91099999996368,-3.08599999998114,-1.82799999999406,8.12099999992643,4.5,8.11999999999534,,,,,,-1.95599999999104
1013.0,AL-Brewton,2544.0,86.3039999995381,,-8.32699999993201,17.0779999999795,-5.21699999994598,-7.17399999999907,,,-6.08599999995204,,-10.2779999999329,,,,,,
1014.0,AL-Bridgeport,912.0,89.964999999851,,,,,,,,,,,,,,,,
1016.0,AL-Camden,721.5,69.3209999995306,,,,,,,,,,,,,,,,
1017.0,AL-Carrollton,1347.8,74.9689999995753,,,-18.2509999999311,,,,,,,,,,,,,
1018.0,AL-Centre,2449.5,107.269999999553,,-6.52199999999721,22.6399999998976,,-9.41499999992084,-5.89099999994505,-5.75699999998324,-11.3799999998882,-4.69399999995949,-10.4049999999115,,,,,,
1019.0,AL-Centreville,864.8,81.0499999998137,,,-16.0989999999292,,-12.8249999999534,,,,,,,,,,,
1022.0,AL-Cullman,8729.3,65.3289999999106,,4.72099999996135,10.4539999999106,-2.112999999983,3.53099999998813,,,7.12899999995716,4.22799999994459,7.82099999999627,,,,,,-1.32799999999406
1023.0,AL-Dadeville,1224.0,84.4329999992624,,,-14.6489999999758,,,,,,,-9.55499999993481,,,,,,
1024.0,AL-Decatur,7988.3,81.886999999173,,8.2839999999851,10.5819999999367,-3.77899999998044,3.52899999998044,-2.61799999998766,-3.99199999999837,8.81099999998696,4.94399999995949,8.57099999999627,,-1.60899999999674,,,-4.14999999996508,-1.51199999998789
1025.0,AL-Demopolis,1862.3,80.1499999994412,,,-12.012999999919,,-7.86799999995856,,,,,-10.1259999999311,,,,,,
1026.0,AL-Dothan,18895.5,79.3019999992102,-0.938999999998487,7.78199999994831,11.3839999999618,2.33299999998417,5.38299999997253,-3.112999999983,2.89599999997881,5.49399999994785,3.28199999997742,8.36999999999534,,-1.04899999999907,,,-2.90799999999581,1.49699999998847
1027.0,AL-Elba,1015.5,86.8609999995679,,,-13.5119999999879,,,,,,,-13.859999999986,,,,,,
1028.0,AL-Enterprise,4078.5,79.0239999992773,,-8.4989999999525,11.2579999999143,-3.6929999999993,-4.96399999997811,-3.237999999983,,-5.44999999995343,-3.43599999998696,8.70199999993201,,,,,,
1029.0,AL-Eufaula,1693.5,85.0489999996498,,,-12.3709999999264,,,,,-9.68799999996554,,-10.4559999998892,,,,,,
1031.0,AL-Evergreen,906.8,83.8159999996424,,,-17.3019999999087,,,,,,,,,,,,,
1032.0,AL-Fairhope,4475.3,76.8549999995157,,-5.42999999999302,8.88799999991897,-3.25399999998626,-3.52399999997579,,-3.73099999999977,-7.71099999995204,-6.47799999994459,9.09799999999814,,,,,,
1033.0,AL-Fayette,1629.0,99.1339999996126,,,-24.2569999999832,,-12.8689999999478,,,-11.5649999999441,,-6.55999999999767,,,,,,
1035.0,AL-Florala,530.3,81.0639999993145,,,,,,,,,,,,,,,,
1036.0,AL-Florence,10986.8,76.0069999992847,,5.25199999997858,13.7729999999283,2.34799999999814,6.35999999998603,-1.32699999999022,2.60499999998137,8.02599999995437,3.78599999999278,8.35599999991246,,-1.34899999998743,,,,-2.04899999999907
1037.0,AL-Foley,6510.8,88.9399999994785,,5.78899999998976,15.0329999999376,-5.6699999999837,5.39899999997579,-2.86699999999837,-3.33699999999953,4.67699999996694,3.09999999997672,12.7429999999003,,,,,,-3.27399999997579
