HSA #,HSA label,Medicare Enrollees (1998),"All Surgical Discharges per 1,000 Medicare Enrollees (1998)","Back Surgery per 1,000 Medicare Enrollees (1998)","Coronary Angiography per 1,000 Medicare Enrollees (1998)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (1998)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (1998)","Carotid Endarterectomy per 1,000 Medicare Enrollees (1998)","Cholecystectomy per 1,000 Medicare Enrollees (1998)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (1998)","Hip Replacement per 1,000 Medicare Enrollees (1998)","Knee Replacement per 1,000 Medicare Enrollees (1998)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (1998)","Resection for Colon Cancer per 1,000 Medicare Enrollees (1998)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (1998)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (1998)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (1998)"
1001.0,AL-Alabaster,7340.0,148.015232403616,,53.5817032622601,9.62915006975738,23.4723669738157,,8.39752238108934,9.96357674254878,,6.10784909747419,,,,,
1002.0,AL-Alexander City,3606.0,112.850828433362,,25.6438170503297,,,,,7.90522319172714,,,,,,,
1003.0,AL-Andalusia,4174.0,116.704057391277,,25.4278726732215,,10.2135667830203,,,10.3889956530152,,,,,,,
1004.0,AL-Anniston,13442.0,125.427903711418,4.18387081654669,26.6229587512008,7.36905664484118,12.2203154981452,3.85588603237151,8.5163850163637,10.2691151097084,1.67912330286229,3.80157493382279,,,,9.31673991575171,
1006.0,AL-Ashland,1892.0,120.331751690695,,35.5956886255118,,,,,,,,,,,,
1007.0,AL-Athens,5719.0,117.068644623225,,23.5398462601175,5.45633974276924,8.44479396559562,,6.58316093701009,10.2405905290834,,5.58454999314073,,,,,
1008.0,AL-Atmore,2105.0,117.09012843377,,24.7593523764942,,,,,,,,,,,,
1010.0,AL-Bessemer,8842.0,119.126277481671,,30.8636528635906,8.93316951593439,7.53314343698447,,6.02389803972552,9.46305562996106,,5.90154861269928,,,,,
1011.0,AL-Birmingham,72985.0,115.479722545108,4.51916793097168,31.3201519837873,7.85452457841247,10.5830421015557,4.77577111338945,5.33365414269393,9.26485907618288,1.78010523621677,5.19619117982294,2.17365898137029,2.01109507360488,1.93309095789225,6.78294372739687,1.48967673915158
1012.0,AL-Boaz,8025.0,123.694451481312,4.65718873666606,36.7587883536284,9.2541809424516,13.2676129667301,4.9350613056562604,6.70138531291558,9.61092616594691,,4.73495326512162,,,,,
1013.0,AL-Brewton,3224.0,121.304237266912,,24.4932827361367,,,,,,,,,,,,
1014.0,AL-Bridgeport,1151.0,111.408576004855,,,,,,,,,,,,,,
1016.0,AL-Camden,1033.0,89.1666375369997,,,,,,,,,,,,,,
1017.0,AL-Carrollton,2266.0,103.006850110126,,27.4890964461752,,,,,,,,,,,,
1018.0,AL-Centre,2864.0,122.477981140347,,36.1814639363693,,,,,,,,,,,,
1019.0,AL-Centreville,1146.0,129.778827191301,,,,,,,,,,,,,,
1022.0,AL-Cullman,10854.0,117.509914487568,4.14221840463465,41.7891287634927,11.0497962566134,14.2259385888942,6.75365639470702,6.15510796753141,7.17888478520968,2.13497150336512,6.55520838941624,,,,5.91584179673268,
1023.0,AL-Dadeville,1243.0,153.517039506233,,,,,,,,,,,,,,
1024.0,AL-Decatur,9310.0,110.917461158539,5.84699370976656,23.5367934980197,7.33344440533278,8.30548213748016,6.26229560978309,5.22309473184387,8.46711161189514,,5.54868360098234,,,,,
1025.0,AL-Demopolis,2370.0,120.055836140528,,30.4574073034598,,,,,,,,,,,,
1026.0,AL-Dothan,21416.0,108.455985907464,5.0695168433256,27.0831353512183,5.86630537466546,10.0117764486146,4.60643693082883,6.25992809879568,8.90709529939379,2.25628196571007,5.84034076491822,,1.33022250102356,1.12152379682717,7.16671626460834,1.29041634094494
1027.0,AL-Elba,1523.0,128.525119398234,,31.6273273920785,,,,,,,,,,,,
1028.0,AL-Enterprise,4050.0,107.746653948148,,24.2254625389916,,9.0688005379663,,,8.44470759881985,,,,,,,
1029.0,AL-Eufaula,2566.0,104.481446497443,,17.7329059107455,,,,,,,,,,,,
1031.0,AL-Evergreen,1344.0,104.219050195387,,,,,,,,,,,,,,
1032.0,AL-Fairhope,4119.0,103.960728668779,,21.8495316070014,8.43474201382459,9.21609067301561,,,10.5554066218794,,,,,,,
1033.0,AL-Fayette,2322.0,111.865861169449,,27.7257757254307,,,,,,,,,,,,
1035.0,AL-Florala,708.0,110.740473102731,,,,,,,,,,,,,,
1036.0,AL-Florence,13095.0,105.078169945794,4.17550910762842,34.2447009240637,7.4513700789813,11.0900631866292,1.44379221531511,4.9047253997622,9.9515079081,2.48737402194526,5.78033659401588,,,,8.45674627575902,
1037.0,AL-Foley,6329.0,111.562769783538,,26.327420844738,10.028578804012,8.72099729682218,,4.78120535613739,8.506723586884,,5.24913392401945,,,,,
1038.0,AL-Fort Payne,5672.0,117.835674441257,,34.6220239146266,8.22586981463709,10.9957801791098,,5.63481578262619,10.2376255484439,,5.3214892584121,,,,,
1039.0,AL-Gadsden,15585.0,138.212274278204,5.16522901449436,49.4981341557357,10.7446667016737,14.3399598413044,4.97897779307461,7.67637216789585,9.37625148227872,1.98367064635175,5.18760065000838,,1.43802222326488,2.30469840060635,12.0593504002185,
1040.0,AL-Geneva,2640.0,105.449643684145,,17.5520969777803,,,,,,,,,,,,
1044.0,AL-Greenville,3433.0,99.8095399727035,,15.8373507181878,,,,,,,,,,,,
1045.0,AL-Grove Hill,1018.0,123.791296227828,,,,,,,,,,,,,,
1046.0,AL-Guntersville,4629.0,105.233224466291,,30.6856635929448,6.99845546874765,9.97365752292282,,,7.70688100074299,,,,,,,
1047.0,AL-Haleyville,2597.0,106.52186678623,,24.3584273289502,,,,,,,,,,,,
1048.0,AL-Hamilton,1953.0,109.136521732859,,23.5507229745149,,,,,,,,,,,,
1049.0,AL-Hartselle,3611.0,116.946559164286,,28.4449027444729,,11.7089111758679,,,4.53938811220672,,,,,,,
1051.0,AL-Huntsville,30448.0,113.106404417527,5.55873422561069,29.6924927926778,6.23083518506682,11.6530221161313,5.07298018588203,5.66523634160489,10.545554231196,2.48466152572729,5.53901070636208,1.64819493871578,2.05212172420091,2.36207716392802,6.82345264806099,1.22130729188189
1053.0,AL-Jacksonville,3565.0,130.822292452634,,29.5225087250882,,12.6092050031,,,11.1931828421852,,,,,,,
1054.0,AL-Jasper,7713.0,108.233568622632,,33.4464477470075,8.22610605094795,9.63088776525268,,5.97390766230253,9.74449077547661,,4.2034757742925,,,,,
1056.0,AL-Luverne,1574.0,115.46457174609,,18.5268071716997,,,,,,,,,,,,
1057.0,AL-Mobile,45021.0,114.245901596663,2.8061301183919,32.3089728092477,11.5836918376364,10.1204827757384,4.24100797480623,6.28438278026348,9.38157387422529,2.30673670172201,4.90171244835986,1.66398178105684,1.96060721977366,3.67641969826673,4.8277849603909,1.95270853158357
1058.0,AL-Monroeville,3224.0,109.756402177933,,31.3040450696893,,,,,,,,,,,,
1059.0,AL-Montgomery,32674.0,116.270319220534,7.69981796197327,24.1812810572306,5.74285889348057,10.9908863886886,4.8213772501753,5.92307288576852,9.14936410213357,1.85736660537252,3.84581798902811,2.34928466174265,1.64098109539995,1.90766845814039,4.97477389334703,1.12722448371107
1060.0,AL-Moulton,3117.0,107.000708130234,,29.903939493032,,,,,,,,,,,,
1061.0,AL-Muscle Shoals/Sheffield,7921.0,116.041436137171,,34.1295407327281,5.25192236327232,10.8801199479397,,4.98550189223604,10.9588779357537,,4.68818958106132,,,,,
1063.0,AL-Oneonta,2806.0,114.312011791032,,35.169159537482,,,,,,,,,,,,
1064.0,AL-Opelika,11803.0,137.062443460637,4.76442138939434,34.7061862621219,7.08567853109836,22.2457346261238,7.71979350009714,9.72192032544394,10.6050491719985,,4.60187551340762,,,,11.2542497833965,
1065.0,AL-Opp,2073.0,101.96477076645,,23.7393874398918,,,,,,,,,,,,
1066.0,AL-Ozark,3252.0,121.110364965269,,31.0645049322178,,,,,,,,,,,,
