HRR #,HRR label,Medicare Enrollees (2008),"All Surgical Discharges per 1,000 Medicare Enrollees (2008)","Abdominal Aortic Aneurysm Repair per 1,000 Medicare Enrollees (2008)","Back Surgery per 1,000 Medicare Enrollees (2008)","Coronary Angiography per 1,000 Medicare Enrollees (2008)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (2008)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (2008)","Carotid Endarterectomy per 1,000 Medicare Enrollees (2008)","Cholecystectomy per 1,000 Medicare Enrollees (2008)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (2008)","Hip Replacement per 1,000 Medicare Enrollees (2008)","Knee Replacement per 1,000 Medicare Enrollees (2008)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (2008)","Resection for Colon Cancer per 1,000 Medicare Enrollees (2008)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (2008)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (2008)","Radical Prostatectomy per 1,000 Male Medicare Enrollees (2008)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (2008)"
1.0,AL-Birmingham,230892.0,115.909999847412,1.08999999985099,6.08999998867512,28.5599999427795,5.0,13.1999999880791,2.75999999791384,5.26999999582767,8.68999999761581,2.85999999940395,8.22999998927116,1.66999999806285,1.2799999974668,1.08999999985099,6.11999998986721,1.47999999672174,1.21999999880791
2.0,AL-Dothan,48308.0,105.319999933243,1.70999999716878,5.83999998867512,22.5699999928474,4.61999998986721,9.36999997496605,3.30999999493361,5.07999999821186,8.0799999833107,2.19999999552965,8.59999999403954,1.0599999986589,1.2799999974668,0.589999999850988,5.01999999582767,2.73999999463558,1.28999999910593
5.0,AL-Huntsville,69124.0,104.649999856949,1.03999999910593,7.36999998986721,18.8299999833107,3.66999999433756,7.04999999701977,2.01999999582767,5.45999999344349,8.25,3.61999999731779,8.90999999642372,1.16999999806285,1.29999999701977,1.12999999895692,5.57999999821186,2.67999999970198,1.36999999731779
6.0,AL-Mobile,77009.0,115.05999994278,1.36999999731779,5.85999999940395,26.9599999785423,6.07999999821186,13.0999999940395,3.01999999582767,5.53999999165535,8.67999997735024,2.62999999523163,8.72999998927116,1.17999999970198,1.21999999880791,1.86999999731779,2.80999999493361,1.93999999761581,1.69999999925494
7.0,AL-Montgomery,40117.0,101.399999856949,1.2799999974668,7.13999998569489,17.2999999523163,5.68999999761581,9.77999997138977,3.12999999523163,4.32999999821186,8.55999997258186,3.23999999463558,7.6499999910593,-0.859999999403954,1.39999999850988,1.09999999776483,3.44999999552965,-0.719999998807907,1.37999999895692
9.0,AL-Tuscaloosa,26656.0,112.52999997139,-0.899999998509884,5.06999999284744,27.1599999666214,4.06999999284744,10.4799999892712,3.09999999403954,6.54999999701977,8.89999997615814,2.37999999523163,8.33999997377396,-1.61999999731779,1.17999999970198,2.17999999970198,3.64999999850988,,0.929999999701977
10.0,AK-Anchorage,47240.0,89.1999998092651,0.619999999180436,4.50999999046326,12.5199999809265,3.06999999284744,7.56999999284744,1.60999999940395,4.06999999284744,6.48999999463558,3.95999999344349,8.70999997854233,-1.06999999657273,1.13999999687076,0.479999999515712,1.66999999806285,1.84999999776483,1.68999999761581
11.0,AZ-Mesa,70605.0,101.879999876022,1.38999999687076,4.03999999165535,19.089999973774,4.63999998569489,9.70999997854233,2.25,3.42999999970198,6.73999999463558,3.88999999314547,9.01999998092651,0.779999999329448,1.25,1.01999999955297,3.43999999761581,1.46999999880791,1.46999999880791
12.0,AZ-Phoenix,227955.0,102.599999904633,0.879999998956919,4.37999999523163,20.7099999785423,3.80999999493361,11.339999973774,2.11999999731779,3.96999999880791,7.33999998867512,3.76999999582767,8.61999997496605,1.03999999910593,1.18999999761581,0.919999999925494,3.5899999961257,1.61999999731779,1.31999999657273
14.0,AZ-Sun City,45132.0,113.349999904633,1.0,3.77999999374151,22.2799999713898,4.55999998748302,12.25,2.40999999642372,3.82999999821186,6.61999998986721,4.84999999403954,9.81999999284744,-1.7799999974668,1.25,0.97999999858439,3.32999999821186,2.43999999761581,1.60999999940395
15.0,AZ-Tucson,97133.0,96.2799999713898,0.72999999858439,5.54999999701977,17.5,3.17999999970198,9.96999999880791,1.72999999672174,3.72999999672174,6.98999999463558,3.55999999493361,9.14999997615814,1.20999999716878,1.19999999925494,0.849999999627471,3.09999999403954,2.25,1.28999999910593
16.0,AR-Fort Smith,41835.0,87.8199999332428,0.989999998360872,3.5899999961257,15.1499999761581,3.29999999701977,7.16999998688698,1.97999999672174,3.87999999523163,9.81999999284744,2.22999999672174,8.23999997973442,-0.519999999552965,1.47999999672174,0.779999999329448,3.62999999523163,1.71999999880791,1.0
18.0,AR-Jonesboro,28927.0,106.179999828339,0.829999998211861,4.40999999642372,17.4899999499321,3.73999999463558,12.839999973774,2.72999999672174,3.50999999791384,8.02999997138977,2.18999999761581,7.62999999523163,-1.36999999731779,1.13999999687076,0.549999998882413,6.25999999046326,-1.12999999895692,0.75
19.0,AR-Little Rock,192285.0,116.119999885559,0.939999999478459,5.87999999523163,26.0,5.26999999582767,15.8999999761581,2.85999999940395,4.63999998569489,8.38999998569489,3.00999999791384,9.56999999284744,1.34999999776483,1.42999999970198,1.01999999955297,3.90999999642372,1.65999999642372,1.20999999716878
21.0,AR-Springdale,47809.0,101.159999847412,1.0599999986589,3.65999999642372,26.0499999523163,4.72999998927116,12.9899999797344,2.82999999821186,4.52999998629093,6.8999999910593,2.96999999880791,8.67999997735024,-0.949999999254942,1.01999999955297,0.72999999858439,2.40999999642372,1.26999999955297,1.53999999910593
22.0,AR-Texarkana,31934.0,111.069999933243,1.00999999791384,7.9299999922514,23.1299999952316,5.61999998986721,10.7299999892712,2.91999999433756,4.6499999910593,8.62999999523163,2.5,8.27999997138977,-1.13999999687076,1.29999999701977,0.909999998286366,6.44999998807907,-3.0899999961257,1.13999999687076
23.0,CA-Orange County,187923.0,80.6899998188019,0.609999999403954,4.48999999463558,12.1999999880791,2.09999999403954,6.51999999582767,1.19999999925494,3.06999999284744,6.09999999403954,3.11999999731779,6.19999998807907,0.669999999925494,1.08999999985099,0.659999998286366,2.53999999910593,2.12999999523163,1.01999999955297
25.0,CA-Bakersfield,63259.0,98.4699997901917,0.72999999858439,4.88999998569489,21.6399999856949,3.5899999961257,13.339999973774,1.79999999701977,3.68999999761581,7.61999998986721,2.61999999731779,7.45999999344349,1.03999999910593,1.06999999657273,0.849999999627471,4.28999999165535,0.859999999403954,1.67999999970198
31.0,CA-Chico,41141.0,95.7099997997284,0.919999999925494,4.03999999165535,15.869999974966,3.63999999314547,7.68999999761581,3.02999999374151,4.21999999880791,6.96999999880791,3.37999999523163,8.91999998688698,-1.50999999791384,1.32999999821186,0.939999999478459,3.29999999701977,1.59999999776483,1.54999999701977
33.0,CA-Contra Costa County,59260.0,81.6299998760223,0.629999998956919,4.10999999940395,10.0599999725819,3.34999999403954,5.33999998867512,1.42999999970198,3.5899999961257,6.04999999701977,3.30999999493361,7.47999998927116,0.97999999858439,1.23999999836087,0.589999999850988,2.20999999344349,0.869999999180436,1.2799999974668
43.0,CA-Fresno,75507.0,89.9799997806549,0.5,2.94999999552965,16.1699999570847,3.46999999880791,9.90999999642372,1.89999999850988,3.46999999880791,6.53999999165535,3.46999999880791,8.48999997973442,1.57999999821186,0.869999999180436,0.959999999031425,4.91999998688698,1.86999999731779,1.34999999776483
56.0,CA-Los Angeles,527427.0,85.8499999046326,0.5,4.01999999582767,14.089999973774,1.96999999880791,7.28999999165535,1.31999999657273,3.26999999582767,5.68999999761581,2.81999999284744,6.28999999165535,0.839999999850988,1.10999999940395,0.839999999850988,3.43999999761581,1.85999999940395,1.11999999731779
