HSA #,HSA label,Medicare Enrollees (2011),"All Surgical Discharges per 1,000 Medicare Enrollees (2011)","Abdominal Aortic Aneurysm Repair per 1,000 Medicare Enrollees (2011)","Back Surgery per 1,000 Medicare Enrollees (2011)","Coronary Angiography per 1,000 Medicare Enrollees (2011)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (2011)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (2011)","Carotid Endarterectomy per 1,000 Medicare Enrollees (2011)","Cholecystectomy per 1,000 Medicare Enrollees (2011)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (2011)","Hip Replacement per 1,000 Medicare Enrollees (2011)","Knee Replacement per 1,000 Medicare Enrollees (2011)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (2011)","Resection for Colon Cancer per 1,000 Medicare Enrollees (2011)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (2011)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (2011)","Radical Prostatectomy per 1,000 Male Medicare Enrollees (2011)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (2011)"
1001.0,AL-Alabaster,7680.0,119.422999999486,,6.65199999994366,30.808999999892,-5.5,15.686999999918,-2.06599999999162,-5.14599999994971,7.95299999997951,4.34699999995064,9.82899999991059,,,,,,
1002.0,AL-Alexander City,3306.0,81.9289999995381,,-6.57599999994272,14.5,-4.18199999997159,-6.84099999995669,,,-8.20199999993201,,7.34099999995669,,,,,,
1003.0,AL-Andalusia,4057.0,98.4249999998137,,-7.28899999998976,13.4329999999609,-3.90599999998813,4.90499999996973,-2.66799999997602,-4.63799999997718,10.5489999999991,,7.22799999994459,,,,,,
1004.0,AL-Anniston,13184.0,114.657999999821,-1.58499999999185,5.50799999997253,31.8509999997914,4.15499999996973,15.0669999999227,-4.41699999995762,3.83699999999953,8.96399999991991,2.42199999999139,8.19899999990594,,,-0.890999999995984,-6.26699999999255,,-0.934999999997672
1006.0,AL-Ashland,1677.0,91.2519999993965,,,-23.4909999999218,,-7.09599999996135,,,-13.2569999999832,,-9.89799999992829,,,,,,
1007.0,AL-Athens,7399.0,86.5649999994785,-1.50399999998626,6.49099999997998,13.933999999892,-3.82099999999627,6.0899999999674,-3.88999999998487,-4.1129999999539,8.4089999999851,2.79199999998673,7.29199999995762,,,,,,-1.77499999999418
1008.0,AL-Atmore,2194.0,112.450999999419,,,21.6909999998752,-9.76399999996647,-7.55299999995623,,,-9.37199999997392,,-8.03899999998976,,,,,,
1010.0,AL-Bessemer,7903.0,103.583999999799,,6.10399999999208,22.9819999998435,-3.88699999998789,9.65399999998044,,-4.43899999995483,8.97899999993388,1.73999999999069,9.9989999999525,-2.36599999997998,-1.51599999998871,-1.32699999999022,,,
1011.0,AL-Birmingham,64809.0,91.0299999993294,0.855999999999767,5.75799999997253,19.0749999999534,2.79799999998068,7.43899999995483,1.91799999999057,3.02399999997579,8.29499999992549,3.76799999998184,8.75899999996182,1.0399999999936,0.469999999997526,1.00999999999476,1.57399999999325,1.80499999999302,1.04299999999057
1012.0,AL-Boaz,8149.0,100.780999999493,,4.56899999995949,18.1279999997932,-3.54399999999441,7.08499999996275,-4.33399999997346,-5.38699999998789,9.41899999999441,2.99599999998463,8.42799999995623,,,,,,
