HSA #,HSA label,Medicare Enrollees (2001),"All Surgical Discharges per 1,000 Medicare Enrollees (2001)","Back Surgery per 1,000 Medicare Enrollees (2001)","Coronary Angiography per 1,000 Medicare Enrollees (2001)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (2001)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (2001)","Carotid Endarterectomy per 1,000 Medicare Enrollees (2001)","Cholecystectomy per 1,000 Medicare Enrollees (2001)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (2001)","Hip Replacement per 1,000 Medicare Enrollees (2001)","Knee Replacement per 1,000 Medicare Enrollees (2001)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (2001)","Resection for Colon Cancer per 1,000 Medicare Enrollees (2001)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (2001)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (2001)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (2001)"
1001.0,AL-Alabaster,7042.0,142.874800821417,5.02619841244316,47.9171950582655,11.6142773781351,21.036149035429,,7.47146962764701,9.08003431103876,,6.06020453559105,,,,,
1002.0,AL-Alexander City,3502.0,118.58086624775,,33.2659610311669,,16.2134046125508,,,9.5631161585853,,,,,,,
1003.0,AL-Andalusia,4139.0,105.230743966829,,24.5532269360145,,9.34831198686652,,,7.89545053098117,,,,,,,
1004.0,AL-Anniston,13669.0,141.873708435477,4.83536424658629,40.3730628203583,5.87990829993757,21.5439241982757,4.87433178812961,7.54459043864783,10.0656344566614,2.01351837712089,6.27409574968937,,,,12.474784488467,
1006.0,AL-Ashland,1883.0,136.93048432985,,39.2381488500431,,,,,,,,,,,,
1007.0,AL-Athens,6135.0,133.554649506264,,34.5610261191845,6.98939786495933,14.4073174431965,,11.4576808663312,9.5899458633299,,6.7791442856113,,,,,
1008.0,AL-Atmore,2085.0,117.60926555783,,24.2453201312882,,,,,,,,,,,,
1010.0,AL-Bessemer,7978.0,116.215734625013,4.5603106914696,39.8290441687161,8.05266226849149,12.3592907411307,,6.90464588155575,7.27812228306212,,5.48459163245257,,,,,
1011.0,AL-Birmingham,68905.0,120.767104490033,5.72768276639745,32.9149497342191,6.76906393361875,12.6381247938983,4.57952770376142,5.24258219856997,8.71868638705667,2.1869585443074,6.13853087512612,1.94533173064821,1.91148343147481,1.96307900717537,7.22697271095755,1.3967417177724
1012.0,AL-Boaz,8283.0,137.190550590591,4.94128301783821,41.617792607294,9.38491786615966,16.2983347754024,5.04752067467237,7.24096862738836,8.36744721716611,,4.30893771599477,,,,,
1013.0,AL-Brewton,3170.0,107.67900191856,,23.6051290043322,,11.2676345313771,,,,,,,,,,
1014.0,AL-Bridgeport,1175.0,122.696679699623,,,,,,,,,,,,,,
1016.0,AL-Camden,973.0,146.970133766385,,,,,,,,,,,,,,
1017.0,AL-Carrollton,2255.0,122.723168898718,,35.7581059027442,,,,,,,,,,,,
1018.0,AL-Centre,2939.0,148.481476515772,,41.2782138405179,,19.6676000036019,,,,,,,,,,
1019.0,AL-Centreville,1154.0,138.456442313996,,,,,,,,,,,,,,
1022.0,AL-Cullman,11132.0,128.336583507672,7.43275345471943,47.5182650250671,8.03786632192013,19.1951763952115,3.63263744778869,4.56716685111194,9.09320272031854,2.0745016976537,6.92584331829282,,,,7.34082165343147,
1023.0,AL-Dadeville,1333.0,169.192423192086,,63.2765976396197,,,,,,,,,,,,
1024.0,AL-Decatur,9641.0,110.585548455435,5.11050821847017,32.8426355683618,5.0897650618711,11.8935211158766,3.70329647437604,6.8243408670914,9.0742724278012,1.8679805743932,3.99545857605286,,,,,
1025.0,AL-Demopolis,2418.0,125.136811238058,,29.5155234351168,,,,,,,,,,,,
1026.0,AL-Dothan,22049.0,113.704444961157,5.90005658869658,28.8000070454308,6.08741925642911,11.0557683560402,4.06936297215346,5.6994962234403,8.27486959609474,1.85031215773839,7.26718617787823,,1.80119555785024,0.566776349874996,8.12981160277507,1.98064710362112
1027.0,AL-Elba,1504.0,116.601948361732,,38.7545086627695,,,,,,,,,,,,
1028.0,AL-Enterprise,4262.0,116.481247732682,,21.8955209229175,,6.48888057231353,,,7.45925320123197,,,,,,,
1029.0,AL-Eufaula,2592.0,100.758504600266,,20.1991620977185,,,,,,,,,,,,
1031.0,AL-Evergreen,1259.0,120.662301202591,,,,,,,,,,,,,,
1032.0,AL-Fairhope,4524.0,118.390169206252,,27.2700927125516,10.1229874436552,12.1288383344659,,,11.3585473187068,,7.64766706219902,,,,,
1033.0,AL-Fayette,2260.0,131.091211511296,,39.5312184452602,,,,,,,,,,,,
1035.0,AL-Florala,700.0,105.489793562313,,,,,,,,,,,,,,
1036.0,AL-Florence,13392.0,114.708794736084,6.27737254145872,36.3216222065265,5.10214509548394,16.8593541576044,1.56336020153425,6.06822843867898,7.73955242316459,2.43150457465385,5.860801087352,,,,10.3644591527216,
1037.0,AL-Foley,7099.0,132.095686644753,3.14724574160855,29.9804284624408,9.63617061793943,13.1423341792736,,6.82726213099172,7.8437866752903,,8.3187480760655,,,,,
1038.0,AL-Fort Payne,5738.0,137.428591250332,,42.2449628765069,8.9958112312497,15.2156317288156,,6.46072904436223,7.09931921662823,,5.52956458701327,,,,,
1039.0,AL-Gadsden,15345.0,140.616738086485,5.73744978840162,51.7763910284048,10.3979743744789,14.3904332803327,4.0012732567311,6.78805026479944,7.77452220491452,2.07377204156582,5.40658919456774,,2.03787592984779,,14.7616140357108,
1040.0,AL-Geneva,2448.0,115.98118671891,,20.5625380531122,,,,,,,,,,,,
1044.0,AL-Greenville,3386.0,123.258979707245,,25.9511258859665,,13.8585000850433,,,,,,,,,,
1045.0,AL-Grove Hill,997.0,130.42735251001,,,,,,,,,,,,,,
1046.0,AL-Guntersville,4823.0,129.221132003955,,38.8455008524881,9.19507193195824,14.1587410054077,,,8.99884019684282,,7.79235929494408,,,,,
1047.0,AL-Haleyville,2670.0,123.562810901916,,35.3601806815253,,,,,,,,,,,,
1048.0,AL-Hamilton,1991.0,126.485975125555,,27.7905491651491,,,,,,,,,,,,
1049.0,AL-Hartselle,3729.0,116.529660367464,,35.4237529315184,,14.8140743030862,,,12.8178854913619,,,,,,,
1051.0,AL-Huntsville,33628.0,120.0552610519,6.07688171027691,31.8857414593581,5.40368702809385,14.3677054385822,3.81222626742183,7.02824576278388,10.1399102879165,2.42812295743492,6.1146508018046,1.92744429401955,1.61021372626881,2.71446748202386,5.78824799579762,0.990974355864592
1053.0,AL-Jacksonville,3657.0,134.533182616543,,36.4328120497978,,12.3660292285734,,,6.72789590715503,,,,,,,
1054.0,AL-Jasper,9186.0,125.654451218243,4.29292736842951,43.3630671044891,7.5773398944927,14.5205310158939,3.24660638716444,8.78144745884068,10.317428603928,2.23317316462914,7.61757120060286,,,,,
1056.0,AL-Luverne,1542.0,102.460220413536,,24.4992522332705,,,,,,,,,,,,
1057.0,AL-Mobile,43345.0,124.87663951374,3.71547758193661,38.055610223364,10.4931230401049,15.1701839004363,3.32220309847808,6.57513904434667,8.99913858074676,2.5092672319132,6.09993825963539,1.98183036395007,1.61202895748619,3.41361605041077,5.37865018670315,1.95334828835074
1058.0,AL-Monroeville,3193.0,117.480252971488,,39.1963490990867,,15.5887836144453,,,,,,,,,,
1059.0,AL-Montgomery,33409.0,104.350051815016,7.29975046177679,24.1470872163492,6.41186884366609,12.3790692557913,3.45731463138772,4.20168817940455,7.30229788176363,2.6730104939824,5.27845559989928,1.45866319534278,2.02173950564389,1.8511321886225,5.83308016917286,1.45160420061486
1060.0,AL-Moulton,3206.0,117.994975127839,,46.0569433438254,,20.0153399551154,,,,,,,,,,
1061.0,AL-Muscle Shoals/Sheffield,8040.0,117.4568455208,4.13934271008582,39.527224044152,7.30488288574494,15.6387545856306,,4.78172540885211,8.059850348439,,5.37869352947485,,,,,
1063.0,AL-Oneonta,2643.0,108.00587400436,,27.8673196512607,,,,,,,,,,,,
1064.0,AL-Opelika,12111.0,143.080374781911,5.17420842448934,39.4400485930679,7.65889476649163,31.1701036659996,6.3961384542828,7.629814968564,8.22374800750973,2.03056540974496,6.96592905562954,,,,8.92901412359172,
1065.0,AL-Opp,2067.0,112.994749037551,,22.0252108851519,,,,,,,,,,,,
1066.0,AL-Ozark,3330.0,121.652453760781,,17.0859180628533,,6.20304412430745,,,,,,,,,,
1068.0,AL-Phenix City,6507.0,104.869821028789,,22.4379730322005,7.34952024321555,7.98624293497227,,6.86715145250067,10.3792026345018,,7.73231599509523,,,,,
1070.0,AL-Prattville,3698.0,120.697239842205,,31.6037412774296,,12.7249698281783,,,,,,,,,,
1071.0,AL-Red Bay,1031.0,116.896697490665,,,,,,,,,,,,,,
1072.0,AL-Roanoke,2006.0,161.433850198885,,31.704471614862,,,,,,,,,,,,
1073.0,AL-Russellville,3876.0,114.916733882337,,31.6290820281626,,14.8860325953173,,,10.4101403022238,,,,,,,
1074.0,AL-Scottsboro,4523.0,118.05773000864,,32.8875350065264,5.95703297929738,13.8173997305761,,,10.9936359113424,,5.78302583099307,,,,,
1075.0,AL-Selma,8682.0,128.681741154948,3.28776234446035,39.1983118844311,6.66437634292624,22.2213963792232,,6.85822335354909,8.29990489448978,,4.95609734099293,,,,,
1077.0,AL-Sylacauga,4903.0,148.550299450951,,39.8369794710106,8.74361262545458,16.1144699724939,,,7.19714005102004,,5.17934325331802,,,,,
1078.0,AL-Talladega,4427.0,123.995010974379,,36.6487441774404,,14.2298230803892,,,8.81593299388773,,,,,,,
1079.0,AL-Tallassee,1793.0,123.345515594584,,33.3780913471933,,,,,,,,,,,,
1080.0,AL-Thomasville,2077.0,113.317359748694,,25.6146655178562,,,,,,,,,,,,
1081.0,AL-Troy,3807.0,114.701680602933,,22.8314495289362,,11.8036728231157,,,10.4525691073676,,,,,,,
1082.0,AL-Tuscaloosa,21692.0,134.499176774159,4.69760734838033,41.6292253766183,7.00624760018693,20.0310601629683,2.7400513647695,7.52761765984495,9.28229959750355,2.02007741770043,4.73481654813894,,1.48955003245532,2.64454139088397,6.75491461217436,
1083.0,AL-Union Springs,1293.0,98.7518094169819,,,,,,,,,,,,,,
1084.0,AL-Valley,4978.0,166.62950506692,,39.1229581240756,8.57493024011651,30.850165603621,,,10.0054454264325,,6.7130760421744,,,,,
1085.0,AL-Vernon,1519.0,146.617307479155,,32.6923905650207,,,,,,,,,,,,
1086.0,AL-Wedowee,1012.0,134.174383423606,,,,,,,,,,,,,,
1088.0,AL-Winfield,2625.0,101.127453428683,,26.8339607287408,,,,,,,,,,,,
2001.0,AK-Anchorage,14832.0,83.5924355812171,3.13584731846132,14.0611454354323,4.20349343401022,6.38750500147043,2.33992437954822,3.65185832868418,6.57831914886311,3.79100180207749,5.54680347968459,,,,2.8448151065478,
2002.0,AK-Cordova,156.0,,,,,,,,,,,,,,,
2003.0,AK-Fairbanks,4814.0,91.5516301123475,,15.4044156826646,4.23693087776681,4.80401027073293,,,6.15272391131617,,7.13508917970818,,,,,
2004.0,AK-Homer,934.0,84.6138267351383,,,,,,,,,,,,,,
2005.0,AK-Juneau,2360.0,103.524874956219,,13.8999613870988,,,,,,,,,,,,
2006.0,AK-Ketchikan,1413.0,101.882686878238,,19.3780356261659,,,,,,,,,,,,
2007.0,AK-Kodiak,625.0,68.0776171375716,,,,,,,,,,,,,,
2008.0,AK-Nome,349.0,54.8315257392368,,,,,,,,,,,,,,
2009.0,AK-Palmer,3527.0,86.0421716467033,,13.1047218184194,,4.66368971273356,,,,,,,,,,
2010.0,AK-Petersburg,333.0,90.5839189997218,,,,,,,,,,,,,,
2011.0,AK-Seward,288.0,,,,,,,,,,,,,,,
2012.0,AK-Sitka,685.0,82.2431303731721,,,,,,,,,,,,,,
2013.0,AK-Soldotna,2424.0,91.4908338145238,,11.2789849884781,,,,,,,,,,,,
2014.0,AK-Valdez,169.0,,,,,,,,,,,,,,,
2015.0,AK-Wrangell,283.0,,,,,,,,,,,,,,,
2016.0,AK-Barrow,227.0,,,,,,,,,,,,,,,
2017.0,AK-Bethel,1053.0,88.2080704691998,,,,,,,,,,,,,,
2018.0,AK-Dillingham,280.0,,,,,,,,,,,,,,,
2019.0,AK-Kotzebue,346.0,97.2667464122737,,,,,,,,,,,,,,
3002.0,AZ-Bisbee,1618.0,90.2483074721379,,28.1445858266733,,,,,,,,,,,,
3003.0,AZ-Bullhead City,9392.0,127.644505701429,2.81566131503883,26.8778294020379,7.32937967740341,13.2924190857926,8.4859453385949,5.91857736531499,10.9289327716195,3.31230618464623,5.00107032710223,,,,10.0337222046149,
3004.0,AZ-Casa Grande,4178.0,129.290227805004,,30.145465840347,6.90420396516077,22.3523593445834,,,,,,,,,,
3005.0,AZ-Chandler,8198.0,104.177518031639,4.68104260661876,22.83149138541,6.48156574281976,10.7873401190945,3.08972903393659,3.54496903236277,7.01705602788125,,5.52780451083303,,,,,
3006.0,AZ-Cottonwood,12674.0,116.209421892071,4.85621022883314,22.7029761128137,6.17964149761894,12.8290095999894,3.04415362875979,6.43820740835631,7.53719562260563,3.78661485252112,6.77694500168822,,,,7.85205772515968,
3007.0,AZ-Douglas,2048.0,99.855651974552,,28.6085900656161,,,,,,,,,,,,
3008.0,AZ-Flagstaff,4833.0,106.517268783519,,17.4745421564272,4.01764935042148,11.6078750593798,,,9.51292932770781,,4.63075557932994,,,,,
3009.0,AZ-Florence,769.0,108.804283865718,,,,,,,,,,,,,,
3010.0,AZ-Ganado,1760.0,89.7300369859918,,14.5537875432309,,,,,,,,,,,,
3014.0,AZ-Kingman,9373.0,136.486038295913,4.51849357228031,31.5697144293324,5.22476984874311,22.4426439543506,4.06713670611761,8.00740045301426,11.0511753292719,2.99694025142472,5.74520717882742,,,,11.1333299910438,
3015.0,AZ-Lake Havasu City,10280.0,131.374954692794,4.84028029677949,23.5969016888895,5.68825114413264,16.0980959109651,6.59161799720615,9.733875027753,6.93743465842262,3.38239467444242,7.17688394789542,,,,8.35738115162157,
3016.0,AZ-Mesa,43151.0,102.098006457557,4.74362906080787,20.6196111674875,5.94078358907194,10.1924428966172,2.74276301300177,4.107403242621,7.82530590730597,3.60397701846876,6.38198897919024,1.66760865845353,1.68041822055129,2.13888101523029,4.68988443673595,1.11450839148055
3019.0,AZ-Page,632.0,127.744697265653,,,,,,,,,,,,,,
3020.0,AZ-Parker,3324.0,120.602447411122,,27.8714531440724,,13.765132818944,,,,,,,,,,
3021.0,AZ-Payson,5572.0,132.949424496104,,21.880307098467,5.620781162224,14.963180464972,,10.4375231841987,9.83483372095764,,7.11543696310088,,,,,
3022.0,AZ-Phoenix,60817.0,98.8262051167214,2.96551356433279,22.2411932334796,4.44527408456375,12.5028094070153,2.70512141263431,4.24641924605253,7.98496291796464,2.72322732597561,4.81291095358721,1.55383697476783,1.64396926541628,1.57653483658429,6.24969674656689,1.1634932462843
3023.0,AZ-Prescott,21113.0,97.6553242176131,4.60206251241847,15.9481993864299,5.62397066661695,11.3806803558305,3.65148809979565,6.59495484120329,7.16244307841192,3.39040597825876,6.21837107611051,,1.99993164575736,1.16498109391465,2.54572764782971,1.54464534447726
3024.0,AZ-Safford,3338.0,91.1399748152892,,20.2193066856545,,8.03895814975596,,,,,,,,,,
3025.0,AZ-Scottsdale,26349.0,101.5912451694,4.15716874060573,19.2143604405914,4.47142154511468,10.289253357411,2.56633912768417,4.21909521970937,7.8140757207673,4.59857952440567,5.46657381769367,,1.62021078857215,1.33774435747702,6.09129497308122,1.51372868181581
3026.0,AZ-Show Low,5655.0,98.5439205226222,,18.2822521550745,5.46287163893521,8.46661306437176,,5.92594640713935,9.86562927723073,,5.79750265853989,,,,,
3027.0,AZ-Sierra Vista,7292.0,89.3283748696245,2.93346891460072,22.3158945783803,4.9263369269123,10.2073776256578,,4.7215771722946,8.53717772608572,,5.72344676546364,,,,,
3028.0,AZ-Springerville,1221.0,93.3095257028955,,17.8877487192793,,,,,,,,,,,,
3029.0,AZ-Sun City,39587.0,108.916284232219,5.28091893034123,27.3079710101172,4.57192297027971,16.3098667178114,3.06171778766695,4.5252305929149,6.82109969282389,3.20257426886155,7.10443959151296,2.03130811965952,1.5018034777775,1.34040478998799,7.63448549729838,1.15725462633449
3032.0,AZ-Tucson,65662.0,93.2817494076498,4.55735200360083,20.8901950366922,4.95041734872131,9.55353013217746,2.249428929903,4.54405771371638,8.37822291477275,3.43746090732974,6.35893753228239,1.54598450779242,1.44957411424788,1.78710167818593,4.39600173905801,1.02593052417251
3033.0,AZ-Wickenburg,1963.0,105.52911278276,,29.2686080227167,,,,,,,,,,,,
3034.0,AZ-Willcox,1026.0,90.9407169488342,,,,,,,,,,,,,,
3035.0,AZ-Winslow,2241.0,103.00648205297,,16.646556773774,,,,,,,,,,,,
3037.0,AZ-Yuma,17303.0,122.226802851545,5.14719371515745,31.2097728072765,6.49838053315186,15.0355776914675,3.34491085202971,6.15355668131838,7.86845474406721,2.074493875116,7.25030179377989,,2.68175530882244,1.68289315454907,8.24081553779851,1.7528194102054
3038.0,AZ-Chinle,1648.0,95.3025919895057,,14.2560345002654,,,,,,,,,,,,
3040.0,AZ-Keams Canyon,379.0,113.602906671614,,,,,,,,,,,,,,
3042.0,AZ-San Carlos,411.0,96.8730411757544,,,,,,,,,,,,,,
3044.0,AZ-Tuba City,1681.0,102.405354060902,,14.4454803855809,,,,,,,,,,,,
3047.0,AZ-Claypool,2871.0,102.541782463211,,29.3599348134454,,17.1709977503304,,,,,,,,,,
4001.0,AR-Arkadelphia,3190.0,112.931895757877,,23.654434814642,,9.71823264614901,,,,,,,,,,
4002.0,AR-Ashdown,1371.0,131.952109111121,,29.0456764349497,,,,,,,,,,,,
4003.0,AR-Batesville,6632.0,109.658208405262,,39.8219825229419,7.60412701185109,10.4657950795707,,6.7968224181639,7.74639312847443,,5.75566858879077,,,,,
4004.0,AR-Benton,5536.0,123.027997812464,,37.0264759960191,9.53029148937244,17.0215146378956,,6.65516883501129,11.5652213410772,,5.583932194374,,,,,
4005.0,AR-Bentonville,9198.0,100.676555240125,2.72158226170519,21.2397367744766,4.88155634088266,7.65586589822047,3.37050585071928,4.09269830994354,6.38003817900657,4.38144392634894,7.37278079351,,,,6.53244780016342,
4006.0,AR-Berryville,2055.0,90.653411870369,,24.3919749985696,,,,,,,,,,,,
4007.0,AR-Blytheville,3804.0,103.29187315581,,30.1119284801914,,12.6115244232994,,,8.11801066159134,,,,,,,
4008.0,AR-Booneville,1192.0,101.474675491852,,,,,,,,,,,,,,
4010.0,AR-Calico Rock,1757.0,126.864427920393,,30.5416708711093,,,,,,,,,,,,
4011.0,AR-Camden,4510.0,121.612478023556,,29.5102598995956,,13.9746987780883,,,7.32262219237136,,,,,,,
4012.0,AR-Cherokee Village,2926.0,115.919593325875,,20.6873832854568,,7.37620882476931,,,,,,,,,,
4013.0,AR-Clarksville,3044.0,94.9904186985724,,19.4715468668956,,7.95633484076072,,,,,,,,,,
4015.0,AR-Conway,7780.0,115.199220743943,3.49682767962605,33.3065346439029,7.12796439850092,12.3634550493956,,5.80185339901632,9.66985469615144,,6.8266945410852,,,,,
4017.0,AR-Crossett,2789.0,121.886379604374,,33.1065712658525,,,,,,,,,,,,
4018.0,AR-Danville,1766.0,130.912623397053,,40.380002370751,,,,,,,,,,,,
4019.0,AR-Dardanelle,1384.0,99.4100416178027,,27.9666991282409,,,,,,,,,,,,
4020.0,AR-De Queen,2270.0,122.381363231074,,28.58107317023,,,,,,,,,,,,
4021.0,AR-De Witt,1232.0,105.814974007557,,,,,,,,,,,,,,
4023.0,AR-Dumas,1049.0,100.440765843396,,,,,,,,,,,,,,
4024.0,AR-El Dorado,7546.0,114.33912438426,4.14992725204086,29.4862214189526,10.1464351272463,13.9185391541737,,4.0334748944028,9.05130520723006,,6.26289535466854,,,,,
4025.0,AR-Eureka Springs,1589.0,90.9455890545186,,26.6924304682485,,,,,,,,,,,,
4026.0,AR-Fayetteville,9806.0,98.8032190493529,1.95902656055569,28.5211339287566,6.16941825622045,10.0867312580171,2.54369185933601,7.00358363595917,10.4259520047179,2.28083474650551,3.48293145889394,,,,,
4027.0,AR-Fordyce,1418.0,112.366512507779,,29.7831404206352,,,,,,,,,,,,
4028.0,AR-Forrest City,3963.0,94.7913520220308,,26.2762112298728,,12.966837310284,,,,,,,,,,
4029.0,AR-Fort Smith,23876.0,104.764125615086,3.71692979725853,28.698418110715,6.37132357644172,9.47713983220322,2.53076469083112,5.04050611506461,9.64975624354769,1.47208249797922,6.00575374845875,,1.77533105007166,1.18052936765186,10.0688659965827,1.43680955634068
4030.0,AR-Gravette,1583.0,110.044730212192,,31.6388420751269,,,,,,,,,,,,
4031.0,AR-Harrison,8015.0,100.675454585528,4.05858252624423,23.504815056343,4.84149786584237,7.66110174102083,,8.32725567793516,6.32015106934053,,5.24325244683843,,,,,
4032.0,AR-Heber Springs,2818.0,108.338838510668,,29.4249930079429,,6.09676189069335,,,,,,,,,,
4033.0,AR-Helena,3568.0,84.0314080605761,,25.5106919164682,,7.43554013008507,,,,,,,,,,
4034.0,AR-Hope,3169.0,106.717971945862,,24.560257478849,,9.62880957885444,,,,,,,,,,
4035.0,AR-Hot Springs,19936.0,124.405837943295,6.07641526189293,24.0296402311698,4.81753571449492,12.8311592520791,7.09249582315576,6.48751439898665,8.60026660346203,3.38818242400637,7.3190734843353,,2.79709496482245,1.4324900053792,9.18700447220351,1.29792835514456
4038.0,AR-Jacksonville,5085.0,114.353607161821,,22.8612730783,7.56670522281554,7.69497571892363,,,12.6455937910666,,5.76516746632979,,,,,
4039.0,AR-Jonesboro,17253.0,104.061873652067,4.26992974925752,22.1876230367662,5.8958803601914,12.1583187647847,4.27494378344007,3.99231545305976,10.8453960888065,1.58174022430173,6.05308361387403,,1.18551300413255,,4.25783174937275,
4040.0,AR-Lake Village,1878.0,103.805698611891,,45.0203177527848,,,,,,,,,,,,
4041.0,AR-Little Rock,35143.0,107.746484248879,3.87871760777781,27.0176915235225,7.50875446853647,10.5656058916064,3.25122248175347,5.52140519903698,7.52893797293314,2.32869111674655,6.51404906011796,1.57382672219455,2.01403939943684,1.78956832430964,4.6558957779205,1.40670392338715
4042.0,AR-Magnolia,4192.0,112.859831311565,,26.2356033463826,,13.0393974407449,,,7.70608075822413,,,,,,,
4043.0,AR-Malvern,3184.0,112.61105153026,,21.3176801893368,,7.87556474655867,,,,,,,,,,
4045.0,AR-McGehee,1676.0,110.091239643602,,32.3474631456713,,,,,,,,,,,,
4046.0,AR-Mena,3353.0,105.044794688683,,21.8816354896631,,6.83477403357557,,,10.2245725323594,,,,,,,
4047.0,AR-Monticello,2006.0,106.164513179028,,30.8872844302939,,,,,,,,,,,,
4048.0,AR-Morrilton,2931.0,113.259824089674,,25.1732031978795,,6.9486377308671,,,,,,,,,,
