HRR #,HRR label,Medicare Enrollees (2003),"All Surgical Discharges per 1,000 Medicare Enrollees (2003)","Abdominal Aortic Aneurysm Repair per 1,000 Medicare Enrollees (2003)","Back Surgery per 1,000 Medicare Enrollees (2003)","Coronary Angiography per 1,000 Medicare Enrollees (2003)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (2003)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (2003)","Carotid Endarterectomy per 1,000 Medicare Enrollees (2003)","Cholecystectomy per 1,000 Medicare Enrollees (2003)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (2003)","Hip Replacement per 1,000 Medicare Enrollees (2003)","Knee Replacement per 1,000 Medicare Enrollees (2003)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (2003)","Resection for Colon Cancer per 1,000 Medicare Enrollees (2003)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (2003)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (2003)","Radical Prostatectomy per 1,000 Male Medicare Enrollees (2003)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (2003)"
1.0,AL-Birmingham,248618.0,125.83084730198,1.07623882332007,4.89392938113673,38.3284009729795,6.98484748554215,16.3826685897622,3.80036519788917,5.76957990008874,8.84440306677583,2.42100704792512,6.98168531762552,1.68790342498344,1.63411559749591,1.59882683133767,8.13070477743245,1.5220727911925,1.35041290837304
2.0,AL-Dothan,48097.0,116.47792556245,1.41980625479902,7.22998999984696,25.5572144777566,5.49600455439308,10.7572321943479,4.14922254548604,5.16813417056917,8.12795432265393,2.45038431858104,7.82878711638476,1.12933078224145,1.68733114339836,0.701524733563719,6.37534316630901,2.19154294906197,0.951678956770325
5.0,AL-Huntsville,66448.0,114.98875455024,1.12331182349339,5.04297907407616,25.381811915693,4.97798337659187,10.906527412177,3.75263836386817,6.52159588327011,9.50616140811662,2.74550780736881,6.15154587759366,1.4684836104151,1.70353039641,1.64836899659239,5.98468079656737,2.24907033306121,1.08019942346855
6.0,AL-Mobile,83047.0,126.962386362722,1.26186796362743,5.16568890114351,36.384869987802,9.4554964265127,16.3126024546901,4.09877810427605,5.4084086318605,8.46244152583432,2.54053465247495,7.82218845390845,1.18636808521957,1.74638470665972,2.72964152916317,5.25589368455063,1.44463413613815,1.93303050241805
7.0,AL-Montgomery,50310.0,108.77488130549,1.17864694755266,7.18282376608508,22.7222900761989,6.71522449549998,11.6080529155107,4.04670001332156,3.98655589866139,8.24128548023152,2.20066786330846,6.86706182859453,0.978657177963477,1.81700329063256,1.69973875587669,5.17961699381011,1.01095616651718,1.40729769588711
9.0,AL-Tuscaloosa,28432.0,126.842023456945,-1.15327747501698,5.36607651379081,32.9273558951599,5.57855305964806,17.1708472186784,2.50233141210109,7.98684383141508,8.01281961051965,3.00223088521564,6.61294979659,-2.02600826505819,1.82264263761229,1.81457438232808,7.51709148026802,,0.586505411745142
10.0,AK-Anchorage,37952.0,85.1459774698069,0.581148852481114,3.19246530309512,13.9633652317301,4.86316920853856,6.4703515660513,2.2239438152213,4.26207768606879,6.85140601758413,3.25758187521259,6.74545483307132,-1.44722268400101,1.70603586548683,0.462304858885642,3.35255088567623,2.10724509445681,1.48391863973553
11.0,AZ-Mesa,62871.0,102.653125530782,1.10776867345791,4.56023222391247,21.8911192781503,5.93793057911379,12.6807474721888,2.47970330340115,3.71423917448674,6.98314533902659,3.22180138990131,6.9765885461342,1.15764119825755,1.60700344476336,1.217267703549,4.81386399416448,1.83671589639753,1.17546579172485
12.0,AZ-Phoenix,213582.0,106.885363545974,1.14107591171804,3.94389651145399,23.9502891012929,4.53724088352962,13.7418803258197,2.83482970778713,5.53323638002922,8.07952637617698,3.30173623954602,6.51051021362724,1.5432467284306,1.75939121341456,1.28406133169109,5.71869220076069,1.64791776845603,1.14247756165793
14.0,AZ-Sun City,45886.0,109.501992515714,1.68817155778014,4.93367450528022,27.5120882802149,4.95708245986568,15.6918042897768,2.77129299053993,4.00897375833486,7.66192228205207,3.56780720632118,7.14635543682344,1.60495759218315,1.61804952816352,0.769698258774051,5.51722888806985,-2.52555062400257,1.43858333703912
15.0,AZ-Tucson,96644.0,98.7509940577431,0.859019445768153,5.12615285267853,21.3602477089476,4.15981251267912,10.8289341417139,2.00376442301225,5.03992956447984,7.51783295277962,3.41634257105298,7.3318540284684,1.55526764696365,1.51372665828629,1.14395671048012,4.71363656773854,2.0885870574429,1.2186589774251
16.0,AR-Fort Smith,45401.0,98.7604659894935,0.938742476895522,4.11062199822155,23.7389231599,5.00375526949754,9.66498405510324,2.9146987308829,4.63458307333351,8.47215530291736,2.03679646789326,5.45304953400941,0.969906141457862,1.78324853123739,0.874497557980387,8.12751088777104,1.18026751297087,1.16094219695676
18.0,AR-Jonesboro,30774.0,106.713009207148,0.840688025683426,4.06893213180422,24.0550846302263,5.37520498587944,12.7623468465624,5.35867389556591,5.86007185940998,9.44801431468992,1.78980738126429,6.28922178492335,-1.04696243031151,1.93024885218506,2.22774517211489,6.16898365270537,,0.893668016446563
19.0,AR-Little Rock,197355.0,113.403883387613,0.975226069829334,4.8286056694271,30.0466916897828,7.0503050493587,14.8193095030317,3.96897278294676,5.9916631003735,8.03342694624647,2.78936744250376,7.1938669994276,1.48523635670673,1.58889256375629,1.47269480810998,5.74719751921673,1.85068905591983,1.33561608835898
21.0,AR-Springdale,51437.0,95.6249982244983,1.02985413740376,3.4698804697922,26.246074522852,5.47025705410755,10.3073425695886,3.06239405328375,5.09674560764244,8.51626592385788,2.58758287476334,5.87485165169057,1.49460493996324,1.65755829124201,1.20239887091717,4.82898030042737,1.43256600629976,1.47557813293628
22.0,AR-Texarkana,33719.0,116.372872345019,1.04013468760806,5.06679420391442,33.2394516169512,6.7151051476699,12.2416384337094,4.49126708792525,6.20515676154573,9.5703083347813,1.93903886438757,6.60123425133865,-1.7968962152625,1.75118694745373,1.9252957506963,5.4782353095639,-1.71289269432821,0.750865034368347
23.0,CA-Orange County,166864.0,90.3718359589098,0.5986295854585,3.33833801566736,18.7719890761079,3.60782040465959,9.76707480131078,1.83922825532272,3.35769029165627,6.83736826820975,2.65005090281631,5.0370700343399,1.01207853839423,1.36894385966015,0.847961961434277,5.35891704290569,1.93341845270358,1.03306537137011
25.0,CA-Bakersfield,61241.0,106.310376158979,0.656759741441338,4.78197659990934,26.3691207183372,6.08854532135821,14.2975566339534,3.292295750403,4.58105050058965,8.09026393976795,2.75741408604795,5.79520447336319,1.12088109140439,1.65169201993538,1.05990421732413,5.25108933010891,1.02535072842288,1.5918109876978
31.0,CA-Chico,41207.0,104.204340269403,0.899380005566568,4.54039841318118,16.6311513751938,4.55668714002716,7.09162794274223,4.504004433951,5.81207143828131,7.92911557895734,3.96904404847992,8.41469044635827,1.69329292769582,1.29008890897485,1.41535070261356,6.54208907965145,-1.66097466538654,1.62303636867308
33.0,CA-Contra Costa County,55617.0,89.250872398103,0.647765316992334,3.65672968405487,15.3748517109469,4.35022352939938,7.417975309007,1.87742772435634,3.74473376441387,6.36863323689599,3.27368904141451,6.72097028752405,1.29511612509622,1.33606309629334,0.931848111273859,4.84715877384821,1.98276767574898,1.15967925387784
43.0,CA-Fresno,75703.0,94.0010833445128,0.73132698879109,2.96860978393433,22.7646464534514,5.00302348510871,11.8507936886181,2.51053214347347,3.57891328452866,6.89584042395623,2.60383828687877,5.68617338146825,0.993364254099619,1.48079749543459,1.60709637210859,5.762629307138,1.8436790158318,1.64044045499322
56.0,CA-Los Angeles,491349.0,93.5484484789576,0.533333906843141,3.24215863699616,19.7677761484865,3.46158737581514,9.60727777074006,1.83489887074979,3.63370014843522,6.22223372122907,2.46550203013541,5.16810786230894,0.882386157603135,1.58554667006706,1.47582790407429,6.13704720382305,1.4103835885196,1.19912862693784
58.0,CA-Modesto,59085.0,91.8575460608288,0.611837702435595,2.95487238536457,16.0649864370521,5.59127711102762,6.83081579415499,3.23232382354912,4.28307579504336,7.60966662683194,2.74997356406177,7.14017238225702,1.59108559957185,1.51808081123287,1.81352473520682,4.8311431766797,0.96296405160632,1.4767415468242
62.0,CA-Napa,31098.0,112.106218265812,0.947211239667504,3.98628007179078,25.4861388349314,6.49225350496713,13.5411672169215,3.8064561244611,4.94606107997495,7.61621666367078,3.84706544026646,5.99437734576033,-1.35705800710901,1.89354889648044,1.63383418943786,6.39023204592162,,2.06938360871585
65.0,CA-Alameda County,75784.0,85.0026198037844,0.621421015657478,3.08192939147569,14.7039565786957,2.9468423936056,10.0391857470001,1.91803578839857,3.46756924820973,6.02427800088832,2.64679468914755,5.71281372739587,0.743918663319916,1.52166543133346,1.32055148365554,5.00836596514952,1.35050918772488,0.840913608748153
69.0,CA-Palm Springs/Rancho Mirage,35473.0,118.66098132072,0.857118748075759,4.97817834804126,25.5444151807443,4.69116134301296,13.2320636545596,3.54745064830382,5.41059694612932,7.86375037800302,4.20749159278491,7.95176796693777,-0.965535126264351,1.52489033004026,1.16697169792457,6.00193676159142,-0.735880423112964,1.66099609461461
73.0,CA-Redding,45862.0,95.2972636458726,1.11211328568155,4.08252448838008,15.334374428396,4.49630404538822,5.79666676570668,3.01201665356338,4.23689133111167,7.96941397156384,4.05352719536973,7.44403896045107,0.830569734523985,1.88839355971345,1.68529785586751,5.04565756051295,1.3826851774,1.11690423864763
77.0,CA-Sacramento,156050.0,85.1730356692342,0.770395700065343,3.5171854057555,16.4451275771726,4.85326935955951,6.86569273447672,2.53206160525458,3.74451480535538,7.29306082809409,2.95782376440821,5.87310314283923,1.51492830760671,1.44360897758284,1.15219978189495,5.0087009509463,1.30804802129423,1.65147010749593
78.0,CA-Salinas,35965.0,98.3907191581347,0.638383021595904,5.04729039709872,21.1675965081219,4.43923820359794,10.5727955791118,2.18648226704777,5.01690326507206,5.50112951987275,3.64764698355641,6.20857842894,-0.681482995307431,1.40827523569247,0.988060081590916,4.04439584761799,-1.15928183644851,1.6570761401982
79.0,CA-San Bernardino,104711.0,92.0894758216437,0.671979781099071,4.07454004638097,19.5470999924052,3.91425095265392,8.49886249990105,2.5090246493833,3.85924891963163,7.2988255388873,2.58172684304473,5.17283101542106,1.18787755785278,1.40957356723865,1.35406459089494,4.3264760483153,1.23822430798527,1.07511353216149
80.0,CA-San Diego,185566.0,87.7073947545649,0.610287213809222,3.94792137267074,19.9390032774787,3.4019131069431,10.611288992025,1.863750704541,3.3264244350939,6.34756924750407,2.94571567017034,5.88670768566012,0.826348765950961,1.238734915192,1.10217094489595,4.36567879252364,1.14669205694529,1.32928929631063
81.0,CA-San Francisco,99199.0,75.2846690954281,0.57536456866178,2.57657610334123,15.6666446963769,2.96528127998352,8.38596197554234,1.44222481153336,2.97544086732292,5.44588136539238,2.55824992296004,4.46373011953615,0.733566160795268,1.72542855986492,0.910032063924866,3.91960599279143,1.06088223777575,1.12383166234902
82.0,CA-San Jose,84693.0,80.2133348923735,0.604412463989955,3.2535652083376,17.5688764980709,3.12473012060667,9.93011719998262,1.12868095008408,4.2328467105757,5.99797721767789,2.59680927692623,3.56111454975732,1.38425449307576,1.28076290572065,0.768305884514636,4.69872144981245,1.07929404253436,0.945561291458478
83.0,CA-San Luis Obispo,27795.0,87.8201109778251,0.502707396005385,3.6624021058264,11.8144351221573,4.20667334754338,6.42993094199893,2.80545726162027,2.96027767959853,7.18665013004695,4.34357704471221,8.47502671974069,-1.34261567346341,2.06872108620152,1.0361454220399,3.44473564431052,-4.94225240328447,1.18918244792289
85.0,CA-San Mateo County,54603.0,84.2916424732274,0.759826320505836,3.56217367783923,18.0927813484813,3.0780620705896,10.1035301551782,2.21481427416775,3.30924271872601,6.54985298644261,3.11630731286212,4.414118589216,0.865942308106682,1.44699307603269,1.50806642372304,4.35764482311357,0.841336217096898,1.01162484075312
86.0,CA-Santa Barbara,38380.0,92.8395965195231,0.990235386239726,7.27255888735733,14.2249096318685,4.53567405343785,6.64562983423636,2.3639538231521,4.17009083292436,7.81155706414014,3.73220146502655,7.50366996216703,-1.20782242223648,1.2792743778312,1.01960344865323,4.12579519023301,-1.88927548056108,1.15231396022429
87.0,CA-Santa Cruz,20121.0,95.3465855182875,-0.625154842304548,5.50176618340631,16.8318162331175,3.70377920875749,8.48815823249488,2.62872691723727,4.80965867159657,7.16854569537945,3.14527261191897,5.68733907686491,,1.43983553527171,0.882586041318865,5.68565580208568,-2.0013332605498,1.29864528393314
89.0,CA-Santa Rosa,37999.0,89.310490558479,0.895532204228626,3.90891194353282,12.5465985851105,4.15235283511231,7.02333187904496,3.03706578532362,3.71700006802804,7.18679140262088,4.25777391426426,6.64808408317312,1.20188601694343,2.22648057434227,0.979617497139686,3.30137962632731,-0.9239912029496,2.09579581377502
91.0,CA-Stockton,38112.0,91.6016104152328,0.788804195087437,2.73091938633029,22.068269405468,6.59669347807291,10.8111079428614,3.02693280370142,3.57542132060233,7.36807117888516,2.78833407368143,5.84151228937741,-1.16362909265959,1.54337593784102,1.50497580715601,4.60317521610022,-0.736046221328082,2.88362656043134
96.0,CA-Ventura,55755.0,101.090680010374,0.734112744031193,5.23178010451066,22.5257606430223,4.91603648602196,11.0527836685684,2.49654076634854,4.43472384571317,7.42995265262897,3.46737467820449,5.72297499174078,1.17458971533524,1.48426754954653,1.34116357102802,8.23420432615413,2.24253828410086,1.28991521775487
101.0,CO-Boulder,16199.0,100.744984637626,,7.06927023813877,24.4933103129573,4.41103667469264,10.8814143630475,1.38758914934915,4.94741647700236,6.87448433352769,4.8239118631658,8.0623578383531,,1.64433116516049,,5.91940985435699,-2.24217734317597,-1.46924851073692
102.0,CO-Colorado Springs,64888.0,95.1994419708879,0.830385804801186,3.66200679893635,14.9100419213,3.35789137560666,7.41050455132329,2.71208101535525,5.19945725377326,7.70944964651574,3.84330072403042,7.86799302166128,0.948470690057973,1.76121069598466,1.24913610300724,5.58763945076568,1.5239057990529,1.14702377163105
103.0,CO-Denver,136990.0,96.5108904075703,0.750176370223408,5.23210639820819,17.7551562304441,3.20149703683631,10.2125085332558,1.68269717881378,4.27811575966799,7.6253269161117,4.40262328954654,8.21366838346416,1.44459856309661,1.53753127099435,0.851920862893848,4.65631454642129,1.14783547781767,1.21498390487026
104.0,CO-Fort Collins,27738.0,98.1718105932201,0.889261326282677,7.15548596073252,17.8671028272889,3.62280021510671,11.8725381294504,1.61105905330772,4.35515889239912,8.50588809158243,4.21374152863975,7.49234547979301,-0.95889110062541,1.57394225814849,0.563340495009329,1.83787046839824,-1.81186446460186,1.24546533936288
105.0,CO-Grand Junction,35691.0,82.7575975745715,0.754552209197077,5.01630094125197,10.4999072942484,1.93114581300324,6.12757460014707,1.7397267943128,4.40536230516569,6.37127385992004,4.50567783795698,8.66220239567866,-0.919043356453304,1.75995253729588,0.319553928501687,4.01057215401742,-2.72083662976897,1.17403211723387
106.0,CO-Greeley,30805.0,100.363644782206,0.742199084884939,7.42452521172268,18.7728240687081,3.518175106523,9.39114260732777,1.91702164468454,5.7015802329244,7.55280821473252,4.49842032271905,9.24788092543368,-1.43133364480462,1.49876547092764,0.847828366172199,2.32377410848357,-1.68006061190295,1.09252770367427
107.0,CO-Pueblo,18490.0,89.8399829808392,,4.79878378984014,11.1583064739187,2.30982310865287,4.69364236095997,1.17942673102506,5.89958848257729,7.70188947078264,3.1897765570946,8.54165858077095,-1.16311923149217,1.87360346116532,-1.28680566033299,5.07731518766705,,0.725420231878131
109.0,CT-Bridgeport,73280.0,96.145980799367,1.09492304722952,3.93456735649247,16.9483445674003,3.31721622311382,10.1618633853837,2.372736745826,2.83978425894142,6.50468563080379,3.44158843050098,5.11481765250316,0.761916296683703,1.93281530557473,1.93732533604922,6.51281574256008,1.06489861016584,1.05944944433263
110.0,CT-Hartford,187110.0,89.8084952401919,0.943681407069521,3.22007221395699,17.2702389281297,5.4074998114144,7.57724982325807,2.04935895743598,3.35431410187026,6.47817418853982,3.49912117025916,5.56968687481198,0.919017935389604,1.76782218254057,1.56426057970587,4.67013996152338,1.1268854479839,1.9232754327537
111.0,CT-New Haven,169453.0,95.7265252672861,0.97926780850463,3.03833155639312,18.2677497798997,4.61426923565057,8.82898512307172,3.01467268007641,3.486832006636,6.65552857390364,3.14588644053255,5.57408864678906,1.10867849532315,1.85339584516265,1.76821743874943,4.36302228516822,0.569637111320828,1.77740164058592
112.0,DE-Wilmington,81536.0,100.001217171519,1.09992775258639,3.24506151128997,22.8898110343619,5.74628308327253,9.92600955626182,3.29850107798528,3.54727256505207,6.84365260801663,3.05846804174414,7.45358857423785,0.694132097145432,1.86622819972242,1.60112990343475,3.38435900579013,0.84111554835806,1.99553459998967
113.0,DC-Washington,241879.0,97.409365899249,1.07395077605728,4.20227340492019,19.2725858049364,5.16708860131049,10.9148179555107,2.49395034730295,3.27342101174019,6.5755360772367,3.22336666324058,6.51788082918836,1.01459218564267,1.73514514352197,1.48221352732475,5.47309234263999,0.884297609703361,1.23524629018397
115.0,FL-Bradenton,48559.0,117.944898566726,1.11222222358441,6.71973765929759,28.1344468709074,5.49178673919953,14.4608349198046,4.87131916375671,6.59610602844536,7.71291914709387,3.74629840269601,7.51480904280876,1.12200468410589,2.13681933178576,1.22175460362777,5.71693063042108,-0.635851976073718,1.28067430995031
