HRR #,HRR label,Medicare Enrollees (2008-10),"All Surgical Discharges per 1,000 Medicare Enrollees (2008-10)","Abdominal Aortic Aneurysm Repair per 1,000 Medicare Enrollees (2008-10)","Back Surgery per 1,000 Medicare Enrollees (2008-10)","Coronary Angiography per 1,000 Medicare Enrollees (2008-10)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (2008-10)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (2008-10)","Carotid Endarterectomy per 1,000 Medicare Enrollees (2008-10)","Cholecystectomy per 1,000 Medicare Enrollees (2008-10)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (2008-10)","Hip Replacement per 1,000 Medicare Enrollees (2008-10)","Knee Replacement per 1,000 Medicare Enrollees (2008-10)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (2008-10)","Resection for Colon Cancer per 1,000 Medicare Enrollees (2008-10)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (2008-10)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (2008-10)","Radical Prostatectomy per 1,000 Male Medicare Enrollees (2008-10)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (2008-10)"
1.0,AL-Birmingham,683965.0,107.759999990463,1.12999999895692,5.94999998807907,26.0299999713898,4.61999998986721,11.2199999988079,2.64999999850988,4.58999998867512,8.75999999046326,2.97999999672174,8.64999997615814,1.34999999776483,0.939999999478459,1.10999999940395,5.0,1.47999999672174,1.28999999910593
2.0,AL-Dothan,143890.0,100.679999828339,1.42999999970198,6.46999999880791,19.2299999594688,4.37999999523163,7.90999999642372,3.63999999314547,4.47999998927116,7.95999999344349,2.65999999642372,8.90999999642372,1.20999999716878,1.12999999895692,0.559999998658895,4.54999999701977,2.14999999850988,1.36999999731779
5.0,AL-Huntsville,209253.0,96.0799999237061,1.11999999731779,6.47999998927116,17.4399999976158,3.45999999344349,6.88999998569489,2.35999999940395,4.82999999821186,8.26999998092651,3.43999999761581,9.35999998450279,0.909999998286366,0.849999999627471,0.829999998211861,4.05999998748302,2.5899999961257,1.37999999895692
6.0,AL-Mobile,231020.0,107.709999799728,1.25,5.78999999165535,23.9099999666214,5.32999999821186,11.2599999904633,2.64999999850988,4.71999999880791,8.69999998807907,3.0,8.93999999761581,0.859999999403954,1.00999999791384,1.71999999880791,1.94999999925494,1.75,1.64999999850988
7.0,AL-Montgomery,122170.0,98.5499999523163,1.23999999836087,7.16999998688698,16.0999999642372,5.1499999910593,8.25999999046326,2.77999999374151,4.07999999821186,8.79999998211861,2.89999999850988,7.6799999922514,0.959999999031425,1.23999999836087,1.18999999761581,3.5899999961257,0.989999998360872,1.32999999821186
9.0,AL-Tuscaloosa,80634.0,105.739999771118,0.929999999701977,4.83999998867512,25.0,3.66999999433756,10.1599999964237,2.40999999642372,5.48999999463558,8.23999997973442,2.59999999403954,8.09999999403954,1.26999999955297,0.759999999776483,1.78999999910593,2.71999999880791,0.889999998733401,0.939999999478459
10.0,AK-Anchorage,149149.0,84.9699997901917,0.609999999403954,4.75,11.2999999821186,2.8399999961257,6.3999999910593,1.57999999821186,3.30999999493361,6.26999999582767,4.30999998748302,8.79999998211861,0.849999999627471,1.13999999687076,0.369999999180436,2.20999999344349,1.60999999940395,1.75
11.0,AZ-Mesa,220527.0,102.949999809265,1.13999999687076,4.25,18.3799999952316,3.89999999850988,9.12999999523163,2.18999999761581,3.75,6.70999999344349,4.27999998629093,9.5799999833107,0.669999999925494,0.959999999031425,0.859999999403954,2.71999999880791,1.58999999985099,1.48999999836087
12.0,AZ-Phoenix,710135.0,99.5299999713898,0.889999998733401,4.79999999701977,18.539999961853,3.54999999701977,9.8299999833107,1.96999999880791,3.79999999701977,7.15999999642372,4.15999999642372,9.00999999046326,0.879999998956919,0.859999999403954,0.859999999403954,3.03999999910593,1.73999999836087,1.39999999850988
14.0,AZ-Sun City,134782.0,110.519999980927,1.0599999986589,4.08999998867512,21.4099999666214,3.90999999642372,11.2399999797344,2.09999999403954,3.61999999731779,6.76999999582767,4.96999999880791,11.0299999713898,1.37999999895692,0.859999999403954,0.769999999552965,2.69999999552965,1.89999999850988,1.56999999657273
15.0,AZ-Tucson,298275.0,94.25,0.719999998807907,5.84999999403954,16.0099999904633,2.89999999850988,8.61999997496605,1.67999999970198,3.75,6.72999998927116,4.01999999582767,9.23999997973442,0.97999999858439,0.839999999850988,0.799999998882413,3.16999999433756,2.03999999910593,1.32999999821186
16.0,AR-Fort Smith,125617.0,87.2199997901917,1.13999999687076,4.02999998629093,15.589999973774,3.65999999642372,6.58999998867512,2.00999999791384,4.18999999761581,9.19999998807907,2.39999999850988,8.02999997138977,0.449999999254942,1.34999999776483,0.72999999858439,3.50999999791384,1.47999999672174,1.22999999672174
18.0,AR-Jonesboro,87137.0,101.769999980927,1.01999999955297,5.35999999940395,17.6299999952316,3.70999999344349,11.9699999988079,2.75999999791384,3.13999999314547,8.58999997377396,2.41999999433756,7.54999999701977,1.28999999910593,1.13999999687076,0.72999999858439,5.30999998748302,1.04999999701977,1.11999999731779
19.0,AR-Little Rock,580630.0,109.339999914169,1.0,5.95999999344349,24.2299999594688,4.97999998927116,14.0199999809265,2.90999999642372,4.33999998867512,8.25,3.11999999731779,9.73999997973442,1.2799999974668,1.11999999731779,0.969999998807907,3.22999999672174,2.11999999731779,1.25999999791384
