HSA #,HSA label,Medicare Enrollees (2013),"All Surgical Discharges per 1,000 Medicare Enrollees (2013)","Abdominal Aortic Aneurysm Repair per 1,000 Medicare Enrollees (2013)","Back Surgery per 1,000 Medicare Enrollees (2013)","Coronary Angiography per 1,000 Medicare Enrollees (2013)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (2013)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (2013)","Carotid Endarterectomy per 1,000 Medicare Enrollees (2013)","Cholecystectomy per 1,000 Medicare Enrollees (2013)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (2013)","Hip Replacement per 1,000 Medicare Enrollees (2013)","Knee Replacement per 1,000 Medicare Enrollees (2013)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (2013)","Resection for Colon Cancer per 1,000 Medicare Enrollees (2013)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (2013)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (2013)","Radical Prostatectomy per 1,000 Male Medicare Enrollees (2013)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (2013)"
1001.0,AL-Alabaster,8133.0,93.5159999998286,,6.17499999998836,18.7579999999143,-3.12899999998626,6.68999999994412,-2.0789999999979,-6.50999999995111,5.70199999999022,3.01699999999255,8.92799999995623,,,,,,-1.75999999999476
1002.0,AL-Alexander City,3208.0,72.5609999997541,,-9.56599999999162,10.2969999999041,,,,,-9.06299999996554,,6.91699999995762,,,,,,
1003.0,AL-Andalusia,4183.0,87.7609999999404,,-6.40199999994366,12.3559999999125,-3.81299999999464,-6.2149999999674,-4.97399999998743,,-8.46099999989383,,13.1729999999516,,,,,,
1004.0,AL-Anniston,13940.0,94.1289999997243,,3.57299999997485,24.6779999998398,4.66499999997905,10.1259999999311,-2.56499999997322,3.55999999999767,7.33499999996275,2.58199999999488,9.73199999995995,,-0.790999999997439,-0.985999999997148,-7.60999999998603,,-2.15999999997439
1006.0,AL-Ashland,1762.0,88.3549999995157,,,-25.1599999999162,-6.71399999997811,-7.32199999998556,,,-6.52599999995437,,,,,,,,
1007.0,AL-Athens,7748.0,80.8569999998435,,5.86399999994319,10.7459999999264,-2.39899999997579,4.27799999999115,-2.29599999997299,-3.51799999998184,5.84799999999814,3.9089999999851,12.1939999999013,,,,,,
1008.0,AL-Atmore,2241.0,97.7399999992922,,,25.2359999998007,,-12.9289999998873,-7.81499999994412,,-7.94999999995343,,-9.30299999995623,,,,,,
1010.0,AL-Bessemer,7794.0,82.1759999999776,,5.97099999996135,20.8619999999646,-3.26899999997113,6.66899999999441,-2.26599999997416,-4.69499999994878,4.85599999997066,2.04699999999139,10.4419999999227,,-1.44799999998941,,,,
1011.0,AL-Birmingham,69445.0,79.3089999994263,0.869999999995343,4.35499999998137,13.6949999999488,3.08999999999651,5.33099999994738,1.68399999999383,2.84799999999814,6.10599999997066,3.92199999999139,9.08899999991991,-0.342999999997119,0.966999999996915,0.98399999999674,0.771999999997206,1.47099999999045,1.51499999999942
1012.0,AL-Boaz,8203.0,93.2199999997392,-1.59199999998964,5.96699999994598,20.2729999998119,-3.2039999999979,8.46899999992456,-4.6809999999823,-3.53999999997905,8.29399999999441,3.31899999998859,9.50199999997858,,,,,,-1.8009999999922
1013.0,AL-Brewton,3425.0,99.8969999998808,,-7.94399999995949,20.2319999998435,-3.87099999998463,-7.10999999998603,,,-10.0639999998966,,9.12099999992643,,,,,,
1014.0,AL-Bridgeport,1259.0,96.4069999996573,,,-16.2549999998882,,,,,,,-9.03999999992084,,,,,,
1016.0,AL-Camden,939.0,59.7329999995418,,,,,,,,,,,,,,,,
1017.0,AL-Carrollton,1786.0,77.6039999993518,,,-10.4789999999339,,-6.5339999999851,,,,,,,,,,,
1018.0,AL-Centre,3163.0,84.1879999991506,,-5.93699999997625,20.4529999999795,,-7.91699999995762,,-3.85699999998906,-7.88799999997718,,8.64199999999255,,,,,,
1019.0,AL-Centreville,1040.0,75.9429999999702,,,-16.4909999999218,,,,,,,,,,,,,
1022.0,AL-Cullman,11596.0,70.2189999995753,-1.01199999998789,3.50599999999395,12.0929999999935,3.14299999998184,4.19199999998091,-1.96299999998882,1.45299999999406,6.45799999998417,3.57599999997183,9.20699999993667,,-1.13899999999558,,,,-1.58399999998801
1023.0,AL-Dadeville,1533.0,99.8299999991432,,-8.07199999992736,-14.2919999998994,,,,,,,-15.6529999999329,,,,,,
1024.0,AL-Decatur,10418.0,80.6479999991134,-1.16899999999441,4.62899999995716,12.6339999999618,-1.91999999999825,4.25099999998929,-3.06899999998859,4.42699999996694,7.40999999997439,2.56299999999464,12.9599999999627,,,,,-4.45799999998417,-1.45799999999872
1025.0,AL-Demopolis,2418.0,88.9009999996051,,,18.1929999999702,,-6.92599999997765,,-5.16399999998976,-8.74399999994785,-6.15799999999581,-7.84799999999814,,,,,,
1026.0,AL-Dothan,24803.0,83.3899999996647,-0.927999999999884,7.90999999997439,13.0659999999916,3.71299999998882,5.41399999998976,2.87899999998626,3.06999999997788,7.31699999998091,2.75,8.74499999999534,-0.819999999999709,-1.00799999998708,-0.466999999996915,,,1.56899999998859
1027.0,AL-Elba,1243.0,95.4079999998212,,,-14.1779999999562,,,,,-13.2579999999143,,-11.201999999932,,,,,,
1028.0,AL-Enterprise,5193.0,86.0379999997094,,-6.26799999998184,8.62899999995716,-3.27399999997579,3.69399999998859,-2.33799999998882,-2.52999999999884,6.69899999996414,-3.45899999997346,12.1179999999003,,,,,,
