HSA #,HSA label,Medicare Enrollees (2010),"All Surgical Discharges per 1,000 Medicare Enrollees (2010)","Abdominal Aortic Aneurysm Repair per 1,000 Medicare Enrollees (2010)","Back Surgery per 1,000 Medicare Enrollees (2010)","Coronary Angiography per 1,000 Medicare Enrollees (2010)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (2010)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (2010)","Carotid Endarterectomy per 1,000 Medicare Enrollees (2010)","Cholecystectomy per 1,000 Medicare Enrollees (2010)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (2010)","Hip Replacement per 1,000 Medicare Enrollees (2010)","Knee Replacement per 1,000 Medicare Enrollees (2010)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (2010)","Resection for Colon Cancer per 1,000 Medicare Enrollees (2010)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (2010)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (2010)","Radical Prostatectomy per 1,000 Male Medicare Enrollees (2010)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (2010)"
1001.0,AL-Alabaster,7493.0,114.919999837875,-2.14999999850988,5.80999998748302,28.6799999475479,-4.56999999284744,13.4799999892712,-2.11999999731779,-4.72999998927116,10.4299999773502,2.5,8.42999997735024,,,-1.76999999955297,,,
1002.0,AL-Alexander City,3275.0,96.4399998188019,,-6.93999999761581,18.3899999856949,-5.51999999582767,-7.85999999940395,,-3.38999999314547,-7.47999998927116,,10.5299999713898,,,,,,
1003.0,AL-Andalusia,3987.0,94.7299997806549,,-6.69999998807907,16.1899999976158,-5.98999999463558,6.75999999046326,-3.22999999672174,-5.22999998927116,10.6499999761581,-3.20999999344349,7.38999998569489,,,,,,
1004.0,AL-Anniston,12777.0,121.629999876022,-0.97999999858439,4.73999999463558,38.0999999046326,4.60999999940395,17.5199999809265,-4.48999999463558,4.58999998867512,8.29999998211861,2.17999999970198,9.06999999284744,-1.69999999925494,,-0.839999999850988,-8.05999997258186,,-1.43999999761581
1006.0,AL-Ashland,1659.0,99.6399998664856,,-6.54999999701977,26.6299999952316,,-8.33999997377396,,,-9.92999997735024,,-11.2599999904633,,,,,,
1007.0,AL-Athens,7672.0,88.5999999046326,-1.44999999925494,6.25999999046326,13.9499999880791,-4.43999999761581,6.25999999046326,-3.75999999791384,-2.91999999433756,9.8299999833107,2.43999999761581,8.41999998688698,,,,,-3.64999999850988,-1.83999999985099
1008.0,AL-Atmore,2140.0,110.769999980927,,,23.6699999570847,-8.41999998688698,-7.23999999463558,,,-8.51999998092651,,-14.6799999773502,,,,,,
1010.0,AL-Bessemer,7596.0,115.339999914169,,4.95999999344349,29.5099999904633,-3.34999999403954,11.9399999976158,-3.29999999701977,-4.05999998748302,9.79999998211861,2.77999999374151,11.25,,-1.5599999986589,,-4.15999999642372,,
1011.0,AL-Birmingham,63470.0,93.5699999332428,1.06999999657273,5.50999999046326,21.289999961853,3.57999999821186,8.45999997854233,2.25999999791384,2.88999999314547,7.87999999523163,3.03999999910593,9.62999999523163,0.719999998807907,0.489999999292195,1.03999999910593,2.81999999284744,1.69999999925494,1.58999999985099
1012.0,AL-Boaz,7819.0,101.769999980927,-1.51999999955297,5.26999999582767,23.3299999833107,-5.29999999701977,8.37999999523163,-3.91999999433756,-5.61999998986721,7.41999998688698,3.48999999463558,9.88999998569489,,,,-4.03999999165535,,-2.09999999403954
1013.0,AL-Brewton,3258.0,97.3099999427795,,-5.8999999910593,15.9799999892712,-5.04999999701977,-5.95999999344349,,-6.28999999165535,-8.48999997973442,,8.64999997615814,,,,,,
1014.0,AL-Bridgeport,1192.0,98.1199998855591,,,-17.8999999761581,,,,,-15.2999999821186,,-8.91999998688698,,,,,,
1016.0,AL-Camden,875.0,78.8099999427795,,,,,,,,,,,,,,,,
1017.0,AL-Carrollton,2011.0,103.139999866486,,,22.1999999880791,,-10.0099999904633,,,-10.0099999904633,,-5.94999998807907,,,,,,
1018.0,AL-Centre,3004.0,112.009999990463,,-7.81999999284744,27.3299999833107,-4.4299999922514,-12.2199999988079,,-6.44999998807907,-11.9299999773502,,10.1099999845028,,,,,,
1019.0,AL-Centreville,981.0,106.129999876022,,,-19.6299999952316,,,,,,,,,,,,,
1022.0,AL-Cullman,10992.0,94.4799997806549,-1.7799999974668,4.79999999701977,22.7799999713898,3.57999999821186,7.63999998569489,-2.42999999970198,2.61999999731779,8.59999999403954,4.20999999344349,9.81999999284744,,,-1.53999999910593,,,-1.04999999701977
1023.0,AL-Dadeville,1406.0,97.9299998283386,,,-14.8999999761581,-8.26999998092651,-8.55999997258186,,,,,-7.6499999910593,,,,,,
1024.0,AL-Decatur,9753.0,95.4199998378754,-1.56999999657273,5.23999999463558,15.2099999785423,3.67999999970198,5.86999998986721,-2.78999999910593,5.47999998927116,7.19999998807907,3.34999999403954,10.419999986887,-1.93999999761581,-1.65999999642372,,-4.6499999910593,-2.57999999821186,
1025.0,AL-Demopolis,2205.0,98.7199997901917,,,25.0299999713898,-5.53999999165535,-13.8099999725819,,,-9.83999997377396,,-7.04999999701977,,,,,,
1026.0,AL-Dothan,22448.0,99.1799998283386,-1.39999999850988,6.73999999463558,15.5,3.95999999344349,6.19999998807907,3.61999999731779,3.70999999344349,8.21999999880791,3.09999999403954,9.60999998450279,-1.66999999806285,-1.15999999642372,,-4.21999999880791,-1.93999999761581,1.71999999880791
1027.0,AL-Elba,1276.0,108.089999914169,,,-18.6899999976158,,-12.6899999976158,,,-10.0599999725819,,-11.7199999988079,,,,,,
1028.0,AL-Enterprise,5042.0,101.829999923706,,-6.81999999284744,15.9499999880791,-3.75999999791384,6.96999999880791,-3.80999999493361,-2.59999999403954,7.35999999940395,-2.56999999284744,8.33999997377396,,,,-6.07999999821186,,
1029.0,AL-Eufaula,2379.0,85.0899999141693,,-6.19999998807907,11.75,,-6.55999998748302,,,-6.90999999642372,,-10.119999974966,,,,,,
1031.0,AL-Evergreen,1401.0,98.9499998092651,,,-17.7399999499321,,,,,-14.669999986887,,-12.339999973774,,,,,,
1032.0,AL-Fairhope,5102.0,88.3999998569489,,-6.09999999403954,15.0699999928474,-3.62999999523163,5.81999999284744,,-2.52999999374151,8.00999999046326,-2.86999999731779,12.0399999916554,,,,,,
1033.0,AL-Fayette,1941.0,94.6099998950958,,-6.00999999046326,20.4199999570847,,-10.2999999821186,,,-7.35999999940395,,-7.43999999761581,,,,,,
1035.0,AL-Florala,648.0,96.0699999332428,,,-28.8899999856949,,,,,,,,,,,,,
1036.0,AL-Florence,13871.0,86.1399998664856,-1.06999999657273,4.8999999910593,18.6399999856949,2.19999999552965,7.59999999403954,1.75999999791384,4.01999999582767,9.75,3.77999999374151,8.97999998927116,,,,-3.37999999523163,,
