HSA Number,HSA Name,Medicare enrollees (2004),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2004),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2004)
49001,VA-Abingdon,8120,5.86111465477244,5.71581383539776
49002,VA-Alexandria,24106,4.51089207959898,4.54842420683841
49003,VA-Arlington,18032,4.41705163471452,4.41237352481967
49004,VA-Bedford,3871,4.53847759406206,4.53678522445173
49005,VA-Big Stone Gap,2063,7.35890445872213,7.20277705405734
49006,VA-Blacksburg,6489,5.22708517941669,5.19213198366655
49007,VA-Charlottesville,27850,4.65106684664946,4.66134719239792
49008,VA-Chesapeake,13578,5.23151991108565,5.23220986090609
49009,VA-Clintwood,1918,5.34990243871609,5.31356717271366
49010,VA-Culpeper,4584,5.46269519156952,5.46806218302799
49011,VA-Danville,16993,5.33337832436839,5.32937862780985
49012,VA-Emporia,4274,5.07799470589031,5.05500968246361
49013,VA-Fairfax,5494,4.52869277126242,4.64635437709213
49014,VA-Falls Church,48722,4.19998925368575,4.23223053172076
49015,VA-Farmville,4756,4.64366836514855,4.64185054523815
49016,VA-Franklin,3645,5.24137049758829,5.2112919603152
49017,VA-Fredericksburg,23078,5.09907548283673,5.10924644587468
49018,VA-Front Royal,3711,5.33671347756487,5.35287584582343
49019,VA-Galax,8084,5.60477453653506,5.60914790867142
49020,VA-Gloucester,7176,5.0169601729038,4.99174546991079
49021,VA-Grundy,2947,6.8650946279039,7.05462724019271
49022,VA-Hampton,9269,5.40575582791754,5.3826537345804
49023,VA-Harrisonburg,16836,4.83524226049694,4.84630890222269
49024,VA-Hopewell,4557,6.11408548053622,6.06052091210696
49025,VA-Hot Springs,981,4.56299118538785,4.55723390804546
49026,VA-Kilmarnock,7907,4.84177562337211,4.84564580479037
49027,VA-Lebanon,4109,7.22097658611473,7.0481738147528
49028,VA-Leesburg,9707,4.5466187993957,4.64485527189695
49029,VA-Lexington,5224,4.91838881313343,4.942325360564
49030,VA-Low Moor,4334,6.66043535485316,6.64480518036697
49031,VA-Luray,2880,6.06966245582436,6.10374202923775
49032,VA-Lynchburg,30377,5.18867182846555,5.20936885225924
49033,VA-Manassas,10221,5.63146947460754,5.59637230915795
49034,VA-Marion,5683,5.92504563677784,5.98273781202597
49035,VA-Martinsville,12579,5.2341438952241,5.17420427838187
49036,VA-Nassawadox,6230,5.495548590435,5.45750065971444
49037,VA-Newport News,32365,5.08181244817136,5.05486605546138
49038,VA-Norfolk,32740,5.27099764442307,5.25467607740585
49039,VA-Norton,4125,6.51917689799476,6.92082898151464
49040,VA-Pearisburg,3250,5.68314304351564,5.75953717526545
49041,VA-Pennington Gap,2614,5.91734847297886,6.18700965918009
49042,VA-Petersburg,14488,5.34049994553923,5.31152707232221
49043,VA-Portsmouth,20057,5.29429414318994,5.26462965688252
49044,VA-Pulaski,3172,5.51538369554794,5.5452210097834
49045,VA-Radford,4800,5.29347233056238,5.31453518342617
49046,VA-Reston,9764,4.76154193565303,4.68544655729261
49047,VA-Richlands,3954,6.5091011870073,5.99146595821171
49048,VA-Richmond,107232,5.18369133291211,5.17198500733789
49049,VA-Roanoke,36951,4.94455303234355,4.94081091006766
49050,VA-Rocky Mount,3885,5.73943322702571,5.77112031884825
49051,VA-Salem,7777,5.08132168560993,5.0620657008075
49052,VA-South Boston,9584,5.16084464883366,5.15857790350207
49053,VA-South Hill,5060,5.17296024981164,5.1513856253389
49054,VA-Staunton,17068,4.86863581612224,4.87805234048521
49055,VA-Stuart,2631,5.60392387399543,5.564156800313
49056,VA-Suffolk,8674,5.51679916086943,5.48767940794037
49057,VA-Tappahannock,4291,5.65240246012589,5.64744792053658
49058,VA-Tazewell,2027,7.40272685100187,7.38707643278358
49059,VA-Virginia Beach,27467,5.04859719535119,5.0486962509782
49060,VA-Warrenton,7096,5.69238618231539,5.66763732171748
49062,VA-Williamsburg,13320,4.26148605609211,4.27047328894042
49063,VA-Winchester,16952,5.62653326067146,5.60380238762111
49065,VA-Woodbridge,8994,5.19416485353798,4.99954616287105
49066,VA-Woodstock,4177,5.06172982078337,5.04468584465181
49067,VA-Wytheville,5127,4.82499824152634,4.83559154804767
