Provider ID,Hospital Name,City,State,Number of deaths among cancer patients assigned to hospital (2010),Point estimate - Percent of cancer patients dying in hospital (2010),Lower conf. Limit - Percent of cancer patients dying in hospital (2010),Upper conf. Limit - Percent of cancer patients dying in hospital (2010),Point estimate - Percent of cancer patients admitted to hospital during the last month of life (2010 deaths),Lower conf. Limit - Percent of cancer patients admitted to hospital during the last month of life (2010 deaths),Upper conf. Limit - Percent of cancer patients admitted to hospital during the last month of life (2010 deaths),Point estimate - Hospital days per cancer patient during the last month of life (2010 deaths),Lower conf. Limit - Hospital days per cancer patient during the last month of life (2010 deaths),Upper conf. Limit - Hospital days per cancer patient during the last month of life (2010 deaths),Point estimate - Percent of cancer patients admitted to intensive care during the last month of life (2010 deaths),Lower conf. Limit - Percent of cancer patients admitted to intensive care during the last month of life (2010 deaths),Upper conf. Limit - Percent of cancer patients admitted to intensive care during the last month of life (2010 deaths),Point estimate - ICU days per cancer patient during the last month of life (2010 deaths),Lower conf. Limit - ICU days per cancer patient during the last month of life (2010 deaths),Upper conf. Limit - ICU days per cancer patient during the last month of life (2010 deaths),Point estimate - Percent of cancer patients receiving life-sustaining treatment during the last month of life (2010 deaths),Lower conf. Limit - Percent of cancer patients receiving life-sustaining treatment during the last month of life (2010 deaths),Upper conf. Limit - Percent of cancer patients receiving life-sustaining treatment during the last month of life (2010 deaths),Point estimate - Percent of cancer patients receiving chemotherapy during the last two weeks of life (2010 deaths),Lower conf. Limit - Percent of cancer patients receiving chemotherapy during the last two weeks of life (2010 deaths),Upper conf. Limit - Percent of cancer patients receiving chemotherapy during the last two weeks of life (2010 deaths),Point estimate - Percent of cancer patients enrolled in hospice during the last month of life (2010 deaths),Lower conf. Limit - Percent of cancer patients enrolled in hospice during the last month of life (2010 deaths),Upper conf. Limit - Percent of cancer patients enrolled in hospice during the last month of life (2010 deaths),Point estimate - Hospice days per cancer patient during the last month of life (2010 deaths),Lower conf. Limit - Hospice days per cancer patient during the last month of life (2010 deaths),Upper conf. Limit - Hospice days per cancer patient during the last month of life (2010 deaths),Point estimate - Percent of cancer patients enrolled in hospice during the last three days of life (2010 deaths),Lower conf. Limit - Percent of cancer patients enrolled in hospice during the last three days of life (2010 deaths),Upper conf. Limit - Percent of cancer patients enrolled in hospice during the last three days of life (2010 deaths),Point estimate - Percent of cancer patients seeing ten or more physicians during the last six months of life (2010 deaths),Lower conf. Limit - Percent of cancer patients seeing ten or more physicians during the last six months of life (2010 deaths),Upper conf. Limit - Percent of cancer patients seeing ten or more physicians during the last six months of life (2010 deaths)
490004,Rockingham Memorial Hospital,Harrisonburg,VA,92,38.7687539494118,27.6940397623098,54.2721934282613,57.8969914123753,44.2264285569134,75.7931789651748,5.2218646650645,4.04651115342072,6.39721817670827,22.0151013697571,14.2006196257691,34.1298268028521,0.730551703303699,0.000506305109818528,1.46059710149758,,,,,,,44.1404416753115,32.497544557339,59.9546401991645,8.8983812316401,6.6868236225489,11.1099388407313,,,,63.3780019987538,48.9893957236191,81.9926655151095
490005,Winchester Medical Center,Winchester,VA,204,32.6854068710071,25.760615712374,41.4716726592101,62.964134635581,53.0092492497065,74.7885002432764,4.00593422434987,3.21608469693316,4.79578375176659,8.55460185806335,5.38876851094986,13.5803222575396,0.0666938578273067,-0.423904083169822,0.557291798824436,6.9220954761601,4.09756667405177,11.6936244343515,,,,59.6879490967235,49.9361923531496,71.3440712935805,10.1857399965259,8.69955076486863,11.6719292281831,6.20437380957117,3.60124692281816,10.6891460635443,45.6577904438845,37.212043925221,56.0204065223297
490007,Sentara Norfolk General Hospital,Norfolk,VA,127,34.2417792460654,25.4737290363529,46.0277898168358,59.4479088155787,47.471483398999,74.4458274632278,5.31567939534929,4.31510492483136,6.31625386586722,39.5739401783655,30.0670247724551,52.0868543892503,2.09030271064213,1.46881753148926,2.71178788979501,12.9313393066443,8.1424195603685,20.5368361362108,,,,47.660613617353,37.0006953137692,61.3916595653082,9.00275958983845,7.12006807463499,10.8854511050419,,,,70.8885945068141,57.6458259979416,87.1735766494343
490009,University of Virginia Med Ctr,Charlottesville,VA,170,32.4708245236548,25.0411488422252,42.104875135285,65.4655970221462,54.4371326119688,78.7283272984837,5.6443454533678,4.77965471347262,6.50903619326297,34.671959900725,26.9157411435478,44.6632621760691,1.83600872542677,1.29892478492066,2.37309266593288,15.6464496684357,10.7985052426279,22.67085876483,6.34159996118562,3.59970598677403,11.1719929948362,48.0791376324531,38.6667240376047,59.7827598022592,7.18099032277105,5.55397907349045,8.80800157205165,8.17702063397212,4.84181372484598,13.8096321436928,60.6421251971688,50.0777309510255,73.4351832359487
490017,Bon Secours-Maryview Med Ctr,Portsmouth,VA,90,23.2562477383246,15.3086570235245,35.3298828261167,59.8913506313762,45.974057979896,78.0216939304988,4.44596007384529,3.25738137638587,5.63453877130471,14.8414700029909,8.78809209074284,25.0645111106316,0.420528702289501,-0.31773123387046,1.15878863844946,,,,,,,70.7236478301456,55.1281201130283,90.7310888190507,9.87593222623214,7.6394899675164,12.1123744849479,13.8678608981051,7.87211535109594,24.4302271132774,70.1830387858816,54.8145216840366,89.8604745949107
490018,Augusta Health,Fishersville,VA,89,28.9896714715697,19.7344875446176,42.5854003114842,61.3265092845425,47.0794547871056,79.8849680403934,4.26605573019239,3.07121432644831,5.46089713393646,12.230381351215,6.77242302878408,22.0869587384596,0.197714488470358,-0.544435392168487,0.939864369109204,,,,,,,53.5330147652471,40.3384552794889,71.0434658442002,7.81133717662872,5.56311094347454,10.0595634097829,,,,61.608431312918,47.1795617832855,80.4500649300906
490021,Centra Lynchburg General Hosp,Lynchburg,VA,233,29.7592250820973,23.6875092210293,37.3872773715144,60.8481806300592,51.7571912530366,71.5359739651846,4.58400173095926,3.84505272486406,5.32295073705446,21.5537188497102,16.4623154122542,28.2197725300865,0.775816555910735,0.316834372205615,1.23479873961585,6.36953013994916,3.90029086464704,10.4020227238597,4.98543104136726,2.82959977884568,8.78375905103003,56.0576935759482,47.1017351214454,66.7165445381681,10.244684804938,8.85427053300147,11.6350990768745,4.67118794211562,2.58623647525664,8.43696893123473,50.3219386435879,41.941802263407,60.3764590979053
490022,Mary Washington Hospital,Fredericksburg,VA,181,36.7967580402888,29.0009418622939,46.6881871873267,72.2026683530785,60.7877439252388,85.7611251984652,6.45263369137311,5.61423264442793,7.29103473831828,27.6807903408412,21.0308996749812,36.4333511991942,1.21731898354213,0.69656431688252,1.73807365020174,8.0689444651621,4.86186385567104,13.391544213219,7.4751119124679,4.42340231477861,12.6321989562724,56.7824723229209,46.7576865831335,68.956558776078,8.08780820654497,6.5102639218059,9.66535249128403,12.7475646843418,8.46711007318413,19.1919561664997,80.8541595883079,68.8422939339348,94.9619013132426
490024,Carilion Medical Center,Roanoke,VA,195,36.2621103253811,28.7728010863358,45.700821456503,67.0843981657378,56.553670885716,79.5760276349435,5.6456743078682,4.8379843909211,6.45336422481529,37.0705585637794,29.5081966294534,46.5710029483445,2.2445203926723,1.74284127979827,2.74619950554633,11.6326765918158,7.72576345377095,17.5153129524992,7.37627507809127,4.44358483355996,12.2444908931963,46.2900749110964,37.6441776026384,56.9217119814228,7.08487352160147,5.56511562415627,8.60463141904667,7.08677741112635,4.19578746465365,11.9697230848647,66.5054041577268,55.9899158379154,78.9958105132107
490032,VCU Health System,Richmond,VA,109,32.449667721245,23.6049994040128,44.6083864352991,68.8819090436679,55.0857481898989,86.1333021590906,6.22291029081203,5.14300580069163,7.30281478093244,33.3669430147854,24.2732462308962,45.8674903043997,2.08797851756068,1.41721921349502,2.75873782162634,8.61858764630358,4.77083417394505,15.5696153563002,,,,53.6997981569143,41.4162249586224,69.6265370630548,8.99420156297149,6.96224184314434,11.0261612827986,,,,72.0157497278582,57.834042525735,89.6750077008317
