HSA #,HSA name,State,Medicare enrollees (20% sample) (2006),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2006)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2006)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2006)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2006)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2006)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2006)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2006)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2006)"
49001,Abingdon,VA,1040,6423.19,7205.14,2864.74,3404.42,1591.94,1672.41,752.36,816.18,744.32,812.54,208.47,249.1,297.51,296.28
49002,Alexandria,VA,4147,7176.92,7197.28,3145.66,3302.4,2548.38,2330.99,849.67,926.59,271.58,297.06,226.11,198.63,153.48,153.15
49003,Arlington,VA,2920,6876.55,6755.82,3023.25,3008.46,2323.04,2150.19,817.81,879.45,309.11,339.97,295.65,268.86,122.35,120.61
49004,Bedford,VA,724,5491.75,5972.01,2716.88,3105.14,1618.53,1665.66,688.75,711.61,126.72,135.54,132.49,145.8,204.32,202.99
49005,Big Stone Gap,VA,290,8821.43,9846.97,4725.01,5494.34,2078,2161.2,787.77,861.14,735.98,807.29,,,315.08,317.84
49006,Blacksburg,VA,1216,6475.08,7353.72,3016.52,3645.08,1937.99,2072.84,669.49,726.53,364.1,399.77,173.02,199.4,314.89,313.7
49007,Charlottesville,VA,5304,6625.49,6535.95,3348.48,3183.26,1614.57,1717.89,987.29,956.91,268.73,260.93,236.44,247.31,163.21,164.07
49008,Chesapeake,VA,2458,7076.65,7952.75,3159.33,3742.74,2240.58,2389.9,772.46,848.95,409.41,450.53,184.78,207.37,308.77,306.4
49009,Clintwood,VA,307,9943.84,11010.43,4069.67,4813.76,2452.61,2479.24,1272.43,1394.84,1544.59,1699.27,391.37,468.73,359.17,356.25
49010,Culpeper,VA,888,7876.58,7827.51,4000.35,3747.11,2069.21,2124.05,1066.76,1122.74,281.09,304.33,240.26,263.73,213.63,261.01
49011,Danville,VA,2893,5845.84,6277.46,2780.42,3053.65,2025.41,2141.87,549.95,572.94,200.39,212.12,50.76,58.72,263.72,263.25
49012,Emporia,VA,709,6544.02,7260.04,3514.35,3988.38,1693.11,1856.91,825.94,889.12,210.38,228.89,,,247.9,248.55
49013,Fairfax,VA,969,6945.27,7225.61,3054.66,3423.29,2293.59,2131.95,631.12,693.5,279.99,308.83,582.43,570.33,120.97,124.42
49014,Falls Church,VA,8330,6907.72,6801.77,3077.24,3137.38,2534.98,2319.07,652.13,709.15,271.83,298.33,239.2,212.29,110.59,109.65
