County ID,County name,Medicare enrollees (20% sample) (2006),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2006)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2006)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2006)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2006)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2006)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2006)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2006)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2006)"
51001,VA-Accomack County,1096,8113.5,8625.51,4023.77,4278.74,1993.62,2049.93,1031.35,1111.25,404.2,444.14,456.86,534.59,204.26,207.06
51003,VA-Albemarle County,1900,7080.85,6952.68,3649.4,3471.92,1664.08,1759.07,1118.39,1073.06,267.56,259.23,222.99,229.08,159.01,160.56
51510,VA-Alexandria city,1637,7142.91,7113.57,3260.08,3373.58,2498.42,2289.46,794.39,863.04,247.42,270.11,251.83,215.55,131.12,131.57
51005,VA-Alleghany County,127,9059.71,9544.78,5375.35,5538.37,1339.96,1446.82,1634.65,1780.56,,,,,240.15,241.89
51007,VA-Amelia County,244,6859.9,7402.12,3591.55,4013.86,1682.3,1761.26,505.97,517.89,374.54,378.78,,,348.64,344.82
51009,VA-Amherst County,805,6814.54,7451.83,3467.63,3983.06,1877.99,1942.67,801.91,819.75,178.74,184.9,251.08,286.64,231.5,233.66
51011,VA-Appomattox County,341,6580.85,7147.03,3764.29,4199.12,1630.25,1691.2,401.71,410.53,148.46,154.36,,,181.26,181.73
51013,VA-Arlington County,2353,6955,6843.39,3030.14,3019.09,2308.68,2141.52,823.13,882.79,335.25,369.06,340.3,311.55,124.85,123.31
51015,VA-Augusta County,1205,7054.4,7615.56,3971.12,4249.8,1402.5,1568.08,1100.28,1176.85,268.34,290.45,105.28,118.39,213.85,214.3
51017,VA-Bath County,77,9509.44,9636.47,5223.05,4944.63,1236.35,1325.75,1612.73,1741.3,,,,,340.19,333.83
51515,VA-Bedford city,602,5562.63,6036.52,2689.85,3073.9,1681.93,1726.66,720.13,743.38,135.37,145.25,122.12,132.94,215.42,214.78
51019,VA-Bedford County,1633,5863.43,6383.6,2950.11,3311.27,1659.15,1751.08,634.78,665.85,238.61,253.35,174.58,199.89,197.03,196.01
51021,VA-Bland County,139,8241.59,8905.59,3974.39,4511.62,2505.19,2535.73,791.13,864.44,,,,,425.99,423.27
51023,VA-Botetourt County,737,5961.46,6479.67,3016.21,3394.98,1684.39,1728.66,642.41,688.06,213.97,230.35,193.91,229.61,200.5,202.23
51520,VA-Bristol city,725,7214.81,8018.01,3601.99,4171.4,1834.01,1951.47,542.47,588.81,774.59,844.21,126.32,126.77,369.25,372.26
51025,VA-Brunswick County,415,6555.06,7199.29,3309.92,3747.75,1844.04,1968.2,915.39,978.84,216.38,236.78,,,250.6,249.43
