County ID,County name,Medicare enrollees (20% sample) (2006),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2006)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2006)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2006)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2006)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2006)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2006)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2006)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2006)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2006)"
2016,AK-Aleutians West Census Area,13,2874.43,2422.45,,,,,,,,,,,,
2020,AK-Anchorage Municipality,3075,6555.23,5614.36,3482.11,2756.35,1776.61,1693.03,630.47,550.94,304.97,267.56,192.75,176.93,167.8,164.32
2050,AK-Bethel Census Area,147,10750.85,6948.07,7579.2,4443.31,1927.67,1724.46,662.42,575.15,,,,,94.22,92.94
2060,AK-Bristol Bay Borough,15,13182.28,8140.19,,,1508.59,1452.39,,,,,,,,
2068,AK-Denali Borough,16,5267.01,5851.37,,,1655.64,1688.52,456.9,407.32,,,,,,
2070,AK-Dillingham Census Area,50,8213.16,5627.44,4311.26,2241.85,1968.12,1866.83,1430.5,1232.43,,,,,,
2090,AK-Fairbanks North Star Borough,934,7188.33,6084.3,4139.39,3201.44,1750.03,1682.15,957.19,875.65,140.82,129.47,,,135.84,132.96
2100,AK-Haines Borough,55,5929.38,4973.61,3153.77,2447.09,1390.57,1288.74,900.97,792.95,,,,,219.68,217.2
2110,AK-Juneau City and Borough,382,5468,4721.88,2873.38,2305.24,1355.95,1308.57,866.52,774.39,191.18,168.71,,,83.42,82.41
2122,AK-Kenai Peninsula Borough,851,6837.18,5891.08,3802.47,3063.34,1475.39,1420.75,968.39,852.04,327.43,289.61,,,206.79,203.77
2130,AK-Ketchikan Gateway Borough,214,9448.51,7845.02,5275.67,4061.72,1924.78,1780.16,1547.91,1385.36,425.06,372.25,,,182.78,180.78
2150,AK-Kodiak Island Borough,122,10450.64,8058.82,7237.82,5193.31,1356.73,1304.96,1095.16,964.87,,,,,91.96,89.14
2164,AK-Lake and Peninsula Borough,11,8627.81,5729.41,,,,,,,,,,,,
2170,AK-Matanuska-Susitna Borough,930,7545.16,6343.65,4165.13,3235.94,1783.77,1665.83,887.16,774.84,235.3,204.53,270.21,240.57,203.97,207.33
2180,AK-Nome Census Area,80,8515.47,5377.08,4966.73,2436.23,840.05,757.62,1896.12,1631.04,,,,,101.89,102.01
2185,AK-North Slope Borough,57,11485.88,8348.86,6735.45,4321.79,3584.15,3203.55,809.82,704.66,,,,,,
2188,AK-Northwest Arctic Borough,61,12808.82,6082.89,9006.1,3286.05,2815.9,2378.5,524.48,449.69,,,,,,
2201,AK-Prince of Wales-Outer Ketchikan Census Area,72,6447.68,5611,,,1324.78,1255.02,715.16,628.87,,,,,100.48,101.66
2220,AK-Sitka City and Borough,139,11647.8,9530.58,6660.42,5028.77,1978.79,1857.61,2327.35,2049.18,,,,,154.55,157.77
2232,AK-Skagway-Hoonah-Angoon Census Area,49,3431.64,2650.93,,,890.14,836.09,380.17,341.49,,,,,,
2240,AK-Southeast Fairbanks Census Area,123,6526.59,5451.51,3429.48,2656.74,2468.58,2215.37,440.03,398.89,,,,,71.37,72.42
2261,AK-Valdez-Cordova Census Area,123,4812.86,3586.17,2347.31,1362.76,1108.06,1025.12,1089.63,950.1,,,,,112.87,117.39
2270,AK-Wade Hampton Census Area,71,11288.11,7366.33,6897.65,3877.97,3670.21,3083.69,634.54,546.91,,,,,105.24,108.46
2280,AK-Wrangell-Petersburg Census Area,120,9118.8,7853.87,5285.01,4366.44,1432.08,1338.19,1922.07,1706.17,,,,,98.97,98.9
2290,AK-Yukon-Koyukuk Census Area,80,7206.79,5840.49,3421.45,2509.57,3229.15,2874.65,552.57,495.44,,,,,,
1001,AL-Autauga County,870,7954.52,8776.94,3303.67,3797.57,2772.12,2944.54,526.46,568.46,500.06,544.85,553.14,636.32,318.63,316.11
1003,AL-Baldwin County,4244,7164.73,8306.19,3021.17,3759.41,2244.32,2455.17,770.8,857.08,459.39,517.69,454.54,517.02,226.89,224.47
1005,AL-Barbour County,621,7191.47,8520.52,2988.79,3806.19,2038.26,2191.8,664.27,749.16,463.76,524.79,870.93,1066.11,207.07,207.52
