HRR Number,HRR Name,Medicare enrollees (2002),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2002),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2002)
10,AK-Anchorage               ,36711,5.2054571825544,5.22069648273294
1,AL-Birmingham              ,275893,6.09564423196113,6.21164110897869
2,AL-Dothan                  ,47997,5.72482666888547,5.75217895961105
5,AL-Huntsville              ,63966,5.54477072977629,5.5791128580091
6,AL-Mobile                  ,91896,5.65442651705643,5.75419222809367
7,AL-Montgomery              ,50254,5.80524075298544,5.81046649125215
9,AL-Tuscaloosa              ,29643,5.89810785523858,5.91565327875524
16,AR-Fort Smith              ,45240,6.15792893836323,6.23313621702258
18,AR-Jonesboro               ,30591,6.22450134247343,6.25681578524435
19,AR-Little Rock             ,196214,5.7903242361701,5.81795222286055
21,AR-Springdale              ,51224,5.35833272353315,5.40961980479966
22,AR-Texarkana               ,33742,5.84032711744732,5.87639852664169
11,AZ-Mesa                    ,104946,5.12554602640701,5.04887676868904
12,AZ-Phoenix                 ,277805,5.42449651808125,5.36658878049455
14,AZ-Sun City                ,75668,4.32497112582023,4.34199383987104
15,AZ-Tucson                  ,138659,5.01411239600274,5.15147806816229
65,CA-Alameda County          ,134025,4.73795279398853,5.05998200155695
25,CA-Bakersfield             ,83734,5.78641121694204,6.04757301608521
31,CA-Chico                   ,41584,5.22183336342066,5.37033180740371
33,CA-Contra Costa County     ,96049,4.83072535960351,5.3374503953174
43,CA-Fresno                  ,98078,5.05769600816511,5.32294149021728
56,CA-Los Angeles             ,828255,4.68717552031498,4.83420062056537
58,CA-Modesto                 ,80990,5.35924704678351,5.65384177069234
62,CA-Napa                    ,37803,5.30760299841041,5.57382145391072
23,CA-Orange County           ,283427,4.76154045687559,4.84386590659919
69,CA-Palm Springs/Rancho Mirage,56408,4.67879149199164,4.74184151480904
73,CA-Redding                 ,46010,5.58418564139059,5.64901106014097
77,CA-Sacramento              ,250160,5.04415286616019,5.36570214511422
78,CA-Salinas                 ,36690,4.57575848853647,4.60696635852512
79,CA-San Bernardino          ,231343,5.51301508177225,6.08174342087942
80,CA-San Diego               ,335460,4.7541593919073,5.10763479480001
81,CA-San Francisco           ,159107,4.50894684029047,4.75791149861569
82,CA-San Jose                ,139743,4.46777354505349,4.64831955574936
83,CA-San Luis Obispo         ,31917,4.68222493762711,4.76009986086188
85,CA-San Mateo County        ,87328,4.38409423282242,4.6472120881925
86,CA-Santa Barbara           ,49965,4.57265741032844,4.73789901101609
87,CA-Santa Cruz              ,24032,4.70540993148253,4.99297519949011
89,CA-Santa Rosa              ,55402,5.07362662808674,5.50766960599111
91,CA-Stockton                ,47342,5.35335268532524,5.62293283614561
96,CA-Ventura                 ,78994,4.74441832042848,4.9761557706155
101,CO-Boulder                 ,21024,4.89798230542745,5.09068505369125
102,CO-Colorado Springs        ,72461,5.21256334580418,5.16405404458493
103,CO-Denver                  ,221059,5.24913142766094,5.39251207306737
104,CO-Fort Collins            ,28057,5.10858810366601,5.19250538557282
105,CO-Grand Junction          ,35236,4.97125262446198,5.15127457644997
106,CO-Greeley                 ,33041,5.09524833757165,5.16583858011386
107,CO-Pueblo                  ,22464,5.18950289817178,5.49467615818799
109,CT-Bridgeport              ,86076,4.72624124994114,4.90201338027425
110,CT-Hartford                ,191666,4.94536358686635,5.00236693189536
111,CT-New Haven               ,182290,4.91319669671813,5.03320993777786
113,DC-Washington              ,239432,4.95097764405714,4.94732858185495
112,DE-Wilmington              ,81370,5.32400130083088,5.36865670116431
115,FL-Bradenton               ,49135,4.85363031962321,4.8829760893265
116,FL-Clearwater              ,99980,4.99092035562014,5.09602832194373
118,FL-Fort Lauderdale         ,434350,4.46344978175448,4.53049781856769
119,FL-Fort Myers              ,190037,4.5305144231155,4.61418508186593
120,FL-Gainesville             ,60839,5.74536718018553,5.91563736778222
122,FL-Hudson                  ,93266,5.06254896891435,5.16755233669148
123,FL-Jacksonville            ,149064,5.6033253773391,5.78862007322094
124,FL-Lakeland                ,46978,5.23119659367751,5.17762893261803
127,FL-Miami                   ,346275,4.64931279056629,5.20484716660515
129,FL-Ocala                   ,104021,4.95697531392215,5.00319509883231
130,FL-Orlando                 ,442388,5.07296715007004,5.1792223166874
131,FL-Ormond Beach            ,74571,4.9112253255484,5.05613059099153
133,FL-Panama City             ,26175,5.73662966946612,5.75460926613113
134,FL-Pensacola               ,91350,5.60000221113171,5.69032872966425
137,FL-Sarasota                ,99427,4.24581991758542,4.28046981203301
139,FL-St. Petersburg          ,71263,5.59149048511795,5.80338142327901
