HRR #,HRR label,Medicare Enrollees (1994),"All Surgical Discharges per 1,000 Medicare Enrollees (1994)","Abdominal Aortic Aneurysm Repair per 1,000 Medicare Enrollees (1994)","Back Surgery per 1,000 Medicare Enrollees (1994)","Coronary Angiography per 1,000 Medicare Enrollees (1994)","Coronary Artery Bypass Grafting (CABG) per 1,000 Medicare Enrollees (1994)","Percutaneous Coronary Interventions per 1,000 Medicare Enrollees (1994)","Carotid Endarterectomy per 1,000 Medicare Enrollees (1994)","Cholecystectomy per 1,000 Medicare Enrollees (1994)","Hospitalization for Hip Fracture per 1,000 Medicare Enrollees (1994)","Hip Replacement per 1,000 Medicare Enrollees (1994)","Knee Replacement per 1,000 Medicare Enrollees (1994)","Mastectomy for Breast Cancer per 1,000 Female Medicare Enrollees (1994)","Resection for Colon Cancer per 1,000 Medicare Enrollees (1994)","Lower Extremity Revascularization per 1,000 Medicare Enrollees (1994)","Transurethral Prostatectomy for Benign Prostatic Hyperplasia per 1,000 Male Medicare Enrollees (1994)","Aortic/Mitral Valve Replacement per 1,000 Medicare Enrollees (1994)"
1,AL-Birmingham,268526,112.646108637047,1.0625153380586,3.72404947920455,31.8963906061301,7.73384247163206,9.09823048614552,3.85328505752987,6.83191146411843,9.20107200240671,1.93794070268124,4.39011110825194,2.33459570958714,1.75990657880693,1.59536915913856,10.4569004404188,1.12111371479967
2,AL-Dothan,45042,102.46374036759,1.5792173103489,3.35360217004675,24.4866203009304,7.11018391987996,6.24979856855594,3.11075809539259,6.10867862054101,8.69367988285763,2.26648859105655,5.02290308364841,2.1944429882454,1.60618424809878,1.26491348394265,12.3529310043225,0.96765355457284
5,AL-Huntsville,53352,98.1035792315395,1.33393781947649,3.39534574251412,22.9576635768221,6.50714941428855,6.4580756241995,3.38524325579079,5.69659474333642,8.71891641570617,1.86588578462801,4.15741347894511,2.24949031888636,1.66111528920474,2.81521377086188,10.7067710321574,0.889883527596438
6,AL-Mobile,83111,109.254254451776,1.18168642457867,2.54158072920328,25.6740416879807,7.80935275378327,7.13232435583764,3.63295580392632,7.08913674999118,8.28078970133042,1.52470836788153,5.15031964300317,2.4692607713451,2.22851865711165,3.41421403346576,7.52579536090324,1.07933050552349
7,AL-Montgomery,48921,103.341765385762,1.46141229218638,4.87413744315954,25.4372564255943,5.89801114163567,10.2814074054483,3.59134448955866,5.8172250002233,8.55672810555631,1.67201874301032,3.94803219708454,2.76881485227539,1.71889429784143,1.51402428923641,7.68381402208504,1.01101425992041
9,AL-Tuscaloosa,28106,96.8520641549469,0.6627894666196,2.60845439383917,21.4753592636945,5.66317324543459,10.6198321408715,3.23897119711187,5.77002077490148,9.06346353289177,1.38795331507514,3.88349145447784,2.47772815647287,1.67196937873116,1.30337034259372,5.60474100543913,
10,AK-Anchorage,26088,75.0846789191395,0.77249552371827,2.25378008613412,9.03365641473664,3.95116764480502,3.3695836425897,1.6651534320227,4.94953235907975,7.4422822952276,2.5174902403061,3.56699312046384,1.43777286674134,1.6911439249994,0.779659488524241,5.0508174173344,0.935504604929019
11,AZ-Mesa,53310,89.3915389660553,1.1356499885336,3.19760697743248,13.0501537500845,4.71223064643048,4.93467311778974,1.84248529390013,4.6261820137204,7.83113711732696,2.97014059443278,5.68180348275855,1.58568013187882,1.87245130404229,1.25750844959693,8.37075703951698,1.11573269404368
12,AZ-Phoenix,185463,90.8095668242867,1.19893033813313,2.6228724353679,13.7362980380713,4.33934090986292,5.94453894491167,2.24251126132358,4.77429977609488,8.32244586597697,2.4007702481517,4.3974702929114,2.28666643269334,1.55534403741813,1.55405349494597,9.92979580335245,1.04164305993687
14,AZ-Sun City,46769,95.7952978089779,1.09102137748411,3.13705746482124,17.8675310096493,4.8583946284351,9.29333021475594,2.04994090804061,5.19663293120048,7.13346237331095,2.82963244162706,6.38993515002883,2.96962897596002,1.89180087178328,0.937967550379327,11.0134476589925,0.882823579514206
