HSA Number,HSA Name,Medicare enrollees (2010),Total Mortality: ASR-adjusted % of deaths among Medicare enrollees (2010),Non-HMO Mortality: ASR-adjusted % of deaths among Medicare enrollees without HMO coverage (2010)
2001,AK-Anchorage,21925,4.7591442455239,4.82421151708585
2016,AK-Barrow,272,,
2017,AK-Bethel,1286,6.73964498004475,6.84556271884336
2002,AK-Cordova,254,,
2018,AK-Dillingham,353,,
2003,AK-Fairbanks,7440,4.6498355479783,4.73677299822959
2004,AK-Homer,1498,3.94913622446566,4.07356336425688
2005,AK-Juneau,3394,4.36009399557407,4.36228002700787
2006,AK-Ketchikan,1949,5.01484491203525,5.06464495976371
2007,AK-Kodiak,892,4.29573961208204,3.82503605396701
2019,AK-Kotzebue,420,,
2008,AK-Nome,425,,
2009,AK-Palmer,6654,5.1125424076598,5.26404199769825
2010,AK-Petersburg,440,,
2011,AK-Seward,373,,
2012,AK-Sitka,962,4.05747492907372,4.05617291480428
2013,AK-Soldotna,4144,4.88759308526823,5.02267152794223
2014,AK-Valdez,231,,
2015,AK-Wrangell,350,,
1001,AL-Alabaster,12357,5.67850659212409,5.82398565100571
1002,AL-Alexander City,3668,5.40605165308734,5.49945859667841
1003,AL-Andalusia,4335,5.0638026688064,5.20425114523113
1004,AL-Anniston,14698,5.73570893623568,5.95146076378314
1006,AL-Ashland,1958,6.1161763376553,6.28206522969679
1007,AL-Athens,8825,5.05802186287622,5.16701089263817
1008,AL-Atmore,2388,5.38497433507035,5.28033043290101
1010,AL-Bessemer,13395,5.59572953020493,5.40895997953122
1011,AL-Birmingham,103137,5.108865167343,5.20356247452349
1012,AL-Boaz,9166,6.02540426935736,6.14934486895947
1013,AL-Brewton,3615,5.55524047633128,5.78892071125226
1014,AL-Bridgeport,1296,6.44744187158806,6.56738527706606
1016,AL-Camden,1014,5.82912470969823,5.83417947862117
1017,AL-Carrollton,2255,5.46503579859795,5.36934939530051
1018,AL-Centre,3677,6.644429479151,6.87023585643294
1019,AL-Centreville,1377,5.56851966931573,5.48530206622654
1022,AL-Cullman,13338,5.83870159811136,5.9522344249118
1023,AL-Dadeville,1593,6.96260874727452,7.20699547993149
1024,AL-Decatur,10832,5.66487029556473,5.79206668228152
1025,AL-Demopolis,2549,4.69038530976339,4.88915465470241
