Provider ID,Hospital Name,City,State,Number of deaths among cancer patients assigned to hospital (2011),Point estimate - Percent of cancer patients dying in hospital (2011),Lower conf. Limit - Percent of cancer patients dying in hospital (2011),Upper conf. Limit - Percent of cancer patients dying in hospital (2011),Point estimate - Percent of cancer patients admitted to hospital during the last month of life (2011 deaths),Lower conf. Limit - Percent of cancer patients admitted to hospital during the last month of life (2011 deaths),Upper conf. Limit - Percent of cancer patients admitted to hospital during the last month of life (2011 deaths),Point estimate - Hospital days per cancer patient during the last month of life (2011 deaths),Lower conf. Limit - Hospital days per cancer patient during the last month of life (2011 deaths),Upper conf. Limit - Hospital days per cancer patient during the last month of life (2011 deaths),Point estimate - Percent of cancer patients admitted to intensive care during the last month of life (2011 deaths),Lower conf. Limit - Percent of cancer patients admitted to intensive care during the last month of life (2011 deaths),Upper conf. Limit - Percent of cancer patients admitted to intensive care during the last month of life (2011 deaths),Point estimate - ICU days per cancer patient during the last month of life (2011 deaths),Lower conf. Limit - ICU days per cancer patient during the last month of life (2011 deaths),Upper conf. Limit - ICU days per cancer patient during the last month of life (2011 deaths),Point estimate - Percent of cancer patients receiving life-sustaining treatment during the last month of life (2011 deaths),Lower conf. Limit - Percent of cancer patients receiving life-sustaining treatment during the last month of life (2011 deaths),Upper conf. Limit - Percent of cancer patients receiving life-sustaining treatment during the last month of life (2011 deaths),Point estimate - Percent of cancer patients enrolled in hospice during the last month of life (2011 deaths),Lower conf. Limit - Percent of cancer patients enrolled in hospice during the last month of life (2011 deaths),Upper conf. Limit - Percent of cancer patients enrolled in hospice during the last month of life (2011 deaths),Point estimate - Hospice days per cancer patient during the last month of life (2011 deaths),Lower conf. Limit - Hospice days per cancer patient during the last month of life (2011 deaths),Upper conf. Limit - Hospice days per cancer patient during the last month of life (2011 deaths),Point estimate - Percent of cancer patients enrolled in hospice during the last three days of life (2011 deaths),Lower conf. Limit - Percent of cancer patients enrolled in hospice during the last three days of life (2011 deaths),Upper conf. Limit - Percent of cancer patients enrolled in hospice during the last three days of life (2011 deaths),Point estimate - Percent of cancer patients seeing ten or more physicians during the last six months of life (2011 deaths),Lower conf. Limit - Percent of cancer patients seeing ten or more physicians during the last six months of life (2011 deaths),Upper conf. Limit - Percent of cancer patients seeing ten or more physicians during the last six months of life (2011 deaths)
490004,Rockingham Memorial Hospital                                                 ,Harrisonburg        ,VA,94,22.4881953184505,14.6591204313396,34.4985861225073,55.1120555689918,42.0988985543202,72.1476991879149,4.40806242167205,3.24406849807998,5.57205634526412,25.52418928761,17.1046452682305,38.0881467328521,0.977318485784029,0.239854842582572,1.71478212898549,,,,56.9201342900751,43.5883298917927,74.3295670112433,11.2163177899652,9.02924287206096,13.4033927078694,,,,60.6825247549629,46.4678057405378,79.2455927701412
490005,Winchester Medical Center                                                    ,Winchester          ,VA,208,29.0117378651798,22.6549458077063,37.1521936579343,68.0795326914207,57.8416482305314,80.1295072541822,4.56909617347028,3.7860558789767,5.35213646796386,14.4481597343553,10.158586128806,20.5490525022484,0.546213807688603,0.0501083412882911,1.04231927408891,11.3380184615667,7.59483747977323,16.9260583886339,61.5785154138378,51.7372983110542,73.2916809411766,9.73096805295008,8.25968220421447,11.2022539016857,8.32124047985775,5.2403918610654,13.2133330787873,54.9353190509791,45.6363175527644,66.1291147284967
490007,Sentara Norfolk General Hospital                                             ,Norfolk             ,VA,158,29.9699047960093,22.8244353323674,39.3523511273082,63.3979364898473,52.2978865766538,76.8539345328909,5.88929104535514,4.99059827115245,6.78798381955783,45.4452432209009,36.3280387493051,56.8505816033447,3.58589285275026,3.01651423835244,4.15527146714808,12.6891794119364,8.49660389872664,18.9505449550781,53.4976411162351,43.0167210337772,66.5322120380634,7.82203508322251,6.13344514686362,9.5106250195814,12.0051089674178,7.55866843128007,19.0671998156647,83.4773566856782,70.4010232776713,98.9824970546711
490009,University of Virginia Medical Center                                        ,Charlottesville     ,VA,197,32.00937318777,25.045312365105,40.909849992587,67.8691787559967,57.324408410588,80.353649566188,5.81164924441733,5.00719986370983,6.61609862512482,26.2832641522891,20.0229170639423,34.5009656831186,1.15885536528624,0.649185891035947,1.66852483953653,14.8932351410934,10.4669016830961,21.1914145831824,48.8215270994309,39.9633911632235,59.6431243431095,7.23936112548652,5.72784888507937,8.75087336589367,6.71371418886709,3.89712406440243,11.5659541407766,69.7043544690827,58.9772741742448,82.3825295417487
490017,Bon Secours-Maryview Med Ctr                                                 ,Portsmouth          ,VA,99,29.6016911586815,20.8086618320097,42.1103541653997,70.4984699823892,55.8539428558774,88.9826933558164,4.8373227719153,3.70257488349238,5.97207066033822,15.327457861993,9.38758798110406,25.0257004231602,0.136172716529986,,0.855107149906633,,,,54.1446892343956,41.2486983430991,71.0724820430544,8.75811321053718,6.62598984235342,10.8902365787209,,,,67.1696135993914,52.8501442429079,85.3688680650476
490018,Augusta Health                                                               ,Fishersville        ,VA,90,19.2875210035929,12.1492524640164,30.6198646843377,60.0256838164936,46.1882475808753,78.0086473583717,3.98498827605478,2.79540707025712,5.17456948185244,,,,,,,,,,64.1526445577343,49.4770662240764,83.181201268322,10.2244838785526,7.98933198877165,12.4596357683335,,,,64.7886215982835,49.8508290489346,84.2025211754281
490021,Centra Lynchburg General Hosp                                                ,Lynchburg           ,VA,229,26.4270451924723,20.59614992964,33.9087023541191,61.9946335701743,52.6726526964926,72.9664141589002,4.67556116726396,3.929283091185,5.42183924334292,23.5704720893973,18.0912980981129,30.7090818748383,0.764350866140516,0.291536586210102,1.23716514607093,6.38121169722449,3.84514749334788,10.5899351833032,53.6300867035338,44.9016979167842,64.0551768255837,8.39385027304761,6.99163843251043,9.79606211358479,5.67044798017575,3.29145715007638,9.76891960909566,61.4142932918926,51.9316010101638,72.6285218860173
490022,Mary Washington Hospital                                                     ,Fredericksburg      ,VA,175,23.6064286448546,17.4394963222186,31.9541036660924,65.550362366902,54.5904628180932,78.7106352395319,5.67116672837598,4.81757974450514,6.52475371224682,24.6661190885389,18.3505641606202,33.1552439240877,0.908724011287296,0.367922762967942,1.44952525960665,12.8030736348459,8.50208719013223,19.2798181003759,62.3853005050795,51.6516246408154,75.3495315234219,9.36271797217534,7.75887911628823,10.9665568280625,13.1691764219354,8.74663572378484,19.8278758952378,83.0462013862872,70.5884435566317,97.7025589062423
490024,Carilion Medical Center                                                      ,Roanoke             ,VA,201,40.1198118933804,32.3842786258192,49.7031082568853,68.6364514954657,58.251750721952,80.8724616085074,6.01870845761191,5.22242664764486,6.81499026757896,40.2263815829695,32.4307652012119,49.8958863665109,2.50653293011303,2.0020381276134,3.01102773261266,13.5022426435945,9.31776142542092,19.5659180443403,48.3382190686391,39.6097800617712,58.9900630370544,7.86289073639564,6.36672487258426,9.35905660020702,,,,63.4332824650492,53.1083552815622,75.7655043722972
490032,Medical College of Virginia Hospitals                                        ,Richmond            ,VA,160,26.2891389446429,19.7425231741897,35.0066108750614,55.4456966945885,45.2369192826797,67.9583254274648,4.71311703115422,3.82011790020262,5.60611616210581,30.0645092486435,22.8996604095763,39.471096959315,1.13300252259336,0.567231190682097,1.69877385450461,8.69416196671167,5.4006430404257,13.9961948489485,58.6219223576162,47.6665696096707,72.0951771659519,9.41288767929973,7.73499575784759,11.0907796007519,10.3273732861867,6.32310791162214,16.8674393167016,63.9032030829622,52.6623516664454,77.5434296995941
490040,Inova Alexandria Hospital                                                    ,Alexandria          ,VA,90,32.7246717530235,22.7353354574903,47.1030719271976,70.0728989475653,54.7334782729278,89.7112941083516,6.21760003009075,5.02805939575684,7.40714066442467,49.2716914474258,36.6574954460808,66.2265533569039,2.99813741912531,2.24448832169283,3.7517865165578,,,,60.0366053322282,45.9750404675603,78.3989300098814,8.67522547299367,6.44014981456492,10.9103011314224,,,,75.3304090836452,59.3823621618682,95.5615493577193
490046,Sentara Leigh Hospital                                                       ,Norfolk             ,VA,135,38.2541728008436,29.1379920668037,50.2224632816755,72.5513701765231,59.6263723408773,88.2780740776731,5.47099740365733,4.49933256324409,6.44266224407057,33.7865756989878,25.2989698475665,45.1217067074863,1.58672913671091,0.97111811103597,2.20234016238584,10.3253364368611,6.11169929487137,17.4440147315223,53.5243996354945,42.4770952823229,67.4448508613618,7.87698438865278,6.05128430723039,9.70268447007518,,,,80.9635714059203,66.7885746745441,98.14702479794
490048,Lewis-Gale Medical Center-Salem                                              ,Salem               ,VA,148,36.7810832588235,28.228643247012,47.9246584348578,59.7007086272173,48.4363787244099,73.5846631076842,4.34120337327736,3.4132126625915,5.26919408396323,21.4182851888128,15.1429291414445,30.2942010851647,0.592455772557599,0.00451506557556958,1.18039647953963,8.65072311925192,5.02070968773396,14.9052654187093,48.8607479283537,38.7766734565316,61.5672381178946,8.27460835894131,6.53096935339916,10.0182473644835,,,,65.1425368302256,53.4281482172283,79.4253637132221
490050,Virginia Hosp Center - Arlington                                             ,Arlington           ,VA,113,22.8150524084647,15.5299841871809,33.5175239154885,74.1994030065066,60.0539162111708,91.6768090054696,4.8545094390794,3.79270838682579,5.91631049133301,15.0071987987505,9.3277019352711,24.1448555440653,0.578092598919658,,1.2508106058433,,,,69.0528371394675,55.2999431229777,86.2260257014359,7.78511820529139,5.79005757643364,9.78017883414914,18.2849111242552,11.9160220908326,28.0578512085109,87.0727353201501,71.0410338904007,106.722281770696
490052,Riverside Regional Med Ctr                                                   ,Newport News        ,VA,144,25.6020793651347,18.622941667503,35.1967202347223,68.0830587068348,55.8994096990776,82.9222152404019,6.09024751193714,5.14941949901975,7.03107552485453,41.5990203587238,32.3556166295291,53.483094283736,1.96023047547031,1.36415652699908,2.55630442394154,13.0274312421975,8.3994997213862,20.2052467884568,52.7804606943722,42.0826496885481,66.1977573115662,8.01107406064327,6.24331453251499,9.77883358877154,11.5440580636718,7.06910157250959,18.8517982392091,74.5407295179382,61.7122408085177,90.0359520942807
490057,Sentara Virginia Beach General                                               ,Virginia Beach      ,VA,149,47.3414425146431,37.5004026171123,59.7650164519712,75.3136090913573,62.5693912083306,90.6535864394118,7.19157150813542,6.26666921394715,8.11647380232369,47.3128791995719,37.4804939721793,59.7246274239304,2.74740110617099,2.16141710603758,3.3333851063044,11.6237126070434,7.2219889121384,18.7082390204245,43.7433990234209,34.2973868602913,55.7909838996395,6.17213526852551,4.43429921274197,7.90997132430905,,,,86.6129027409807,73.0068677985193,102.754646890504
490059,Bon Secours-St. Mary's Hospital                                              ,Richmond            ,VA,145,17.9633361982342,12.2279749649727,26.3887886829276,60.9378979676165,49.5563968527416,74.9333616757128,4.98709355247326,4.04965540267897,5.92453170226755,30.3287562046528,22.5645056808224,40.764617932802,1.53489715895363,0.940970902801105,2.12882341510616,10.3146837341577,6.21555691518041,17.1171629489631,71.8894842002448,59.362917359497,87.059365820579,9.96451104411963,8.20312086591783,11.7259012223214,16.8185572572779,11.2678588398964,25.1036041749824,79.4980172178591,65.9867556896908,95.7758064556338
490063,INOVA Fairfax Hospital                                                       ,Falls Church        ,VA,244,26.2911886269053,20.5713665163899,33.6013943879125,62.666989684529,53.4744996158621,73.4397072311445,4.89029485622786,4.16729895284623,5.61329075960948,39.8213217319286,32.5906750850013,48.6561772759212,2.05134692445648,1.5932833709268,2.50941047798616,11.4777907627122,7.86669308044611,16.7465133627827,66.9052452559699,57.4248494488386,77.9507806415679,10.9720640000866,9.61359796861987,12.3305300315533,10.2104401226092,6.89619997352352,15.1174687360641,82.173415427346,71.4670913218199,94.4836298512342
490067,Southside Regional Med Ctr                                                   ,Petersburg          ,VA,83,19.2809251564003,12.1429192928854,30.6148847670035,65.5996425788621,50.5877438584486,85.0663180100642,6.30564329819291,5.06640313878422,7.5448834576016,33.7297656736621,23.7109332929198,47.9819616691289,2.45873741552543,1.67360053101419,3.24387430003666,18.0285305872309,11.4874699476346,28.2941253919578,74.5919575723705,57.6502085791216,96.512402497939,7.71096079064704,5.38250269909755,10.0394188821965,21.8144301662694,13.5505864273624,35.1179903563532,61.9733076198907,47.2094742142218,81.3542391919417
490069,Bon Secours-Memorial Reg Med Ctr                                             ,Mechanicsville      ,VA,149,23.8427395192544,17.2683684132894,32.9200891582512,69.2847150129664,57.1573211505139,83.9852469955166,5.37082816090015,4.44573148455614,6.29592483724415,43.5779936824087,34.2840081330214,55.3914678241763,2.690241570992,2.10413441748997,3.27634872449403,7.41570247481195,4.20899698165955,13.0654983680338,65.15761762966,53.2756458381234,79.6896042907272,8.09334245206498,6.3551411638445,9.83154374028546,9.67807009700099,5.72903009660027,16.3491968488781,78.2477055448043,65.357939916356,93.6795656482155
490075,Danville Regional Medical Center                                             ,Danville            ,VA,82,43.8669245713249,31.4831901729781,61.1217307005289,77.2725681955559,60.2332539151213,99.1321140304164,6.3517345063842,5.10528430047936,7.59818471228903,39.5645178176223,27.9699585075379,55.9654412686772,2.55233062231956,1.76262571812289,3.34203552651623,17.562485871889,10.3946011716377,29.6731836948107,16.9755497455853,10.0526657521831,28.6659574951312,1.82878760728666,,4.17079294468428,,,,68.48525571908,52.8135204336273,88.8073775881342
490077,Martha Jefferson Hospital                                                    ,Charlottesville     ,VA,109,28.9035575666348,20.4344183008484,40.8827708089485,57.9597308360737,45.4454079101557,73.9201286350298,3.93263678111814,2.85161146350037,5.01366209873591,,,,,,,,,,60.4124166264845,47.4550869203156,76.9076682712706,10.1208980363537,8.08971616344051,12.1520799092669,,,,49.3291199629917,37.3812252633826,65.0958351198528
490093,Sentara CarePlex Hospital                                                    ,Hampton             ,VA,118,32.3844856363931,23.8323977746793,44.0054299130573,69.8723225528275,56.4754259096389,86.4471826514036,5.68025477075895,4.64066651847739,6.71984302304051,52.0000981507209,40.7552718878805,66.3474952424181,2.93316255758519,2.27451776192243,3.59180735324795,8.56284465577019,4.85917299112236,15.089462493476,50.1151349589496,38.6472133423583,64.9859727195658,7.52002321599242,5.56669910885583,9.47334732312901,,,,67.5257282767263,54.1444822990333,84.2140101020723
490112,CJW Medical Center                                                           ,Richmond            ,VA,215,28.6775372272218,22.3930085706815,36.7257994307848,65.904305672322,55.9603088156607,77.6153241122811,5.79019456612606,5.01982485869287,6.56056427355925,34.8289736288452,27.8055604205875,43.6264324721408,2.13295305668979,1.64487520719165,2.62103090618793,11.725219734492,7.9775738293032,17.2334071440527,62.5517596682533,52.7953772657314,74.1110839667131,9.38261581524149,7.93513724126327,10.8300943892197,11.326117368894,7.58731810874365,16.9072830235139,81.5586399190927,70.2122375810026,94.7386378019664
490118,Henrico Doctors' Hospital                                                    ,Richmond            ,VA,166,24.8569229046802,18.2973444548099,33.7681032247711,65.4146279980456,54.2092900663922,78.936166677002,5.28046878287594,4.40420080855275,6.15673675719913,27.8187323248221,20.8317282403102,37.1491918112973,1.21961284185141,0.664441754041157,1.77478392966167,11.5752061260881,7.37966349197853,18.1560306926006,66.7330141471985,55.3939074002064,80.3932307030864,10.1157914880588,8.46933640855901,11.7622465675585,9.81532104695336,6.01081733039093,16.0278581030344,74.4373625887403,62.3178744646305,88.9138308514105
