HRR #,HRR label,Medicare Enrollees (CMHS 5% Sample) (1992),Total Medicare reimbursements per enrollee (Part A and B) (1992),Total Part A Medicare reimbursements per enrollee (1992),Total Part B Medicare reimbursements per enrollee (1992),Medicare reimbursements for inpatient short stays per enrollee (1992),Medicare reimbursements for inpatient long stays per enrollee (1992),Medicare reimbursements for outpatient services per enrollee (1992),Part B Medicare reimbursements for professional & laboratory services per enrollee (1992),Part B Medicare reimbursements for medical & surgical services per enrollee (1992),Part B Medicare reimbursements for medical care per enrollee (1992),Part B Medicare reimbursements for surgical services per enrollee (1992),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1992)",Part B Medicare reimbursements for durable medical equipment per enrollee (1992),Medicare reimbursements for home health services per enrollee (1992),Medicare reimbursements for hospice services per enrollee (1992),Medicare reimbursements for skilled nursing facilities per enrollee (1992)
1,AL-Birmingham,12582.8169555664,3835.53248629095,2499.88550109323,1334.88642622848,1928.32787476214,50.4064096683551,310.610786815799,806.58261707658,588.939310000572,297.647911843309,291.781774889656,217.636099937493,73.3545329476551,388.316690974785,21.1890872219723,91.1702967604632
2,AL-Dothan,2091.08052062988,3706.84872228412,2352.3359738511,1354.6982500453,1817.98850515263,-39.498820099044,282.667316801567,804.63936333973,600.676615393867,307.992708454276,293.028726674243,203.920782195862,78.3341330170679,395.049232373928,,67.771401947653
5,AL-Huntsville,2290.32992553711,3525.77720338059,2320.95767223205,1205.47394695047,1820.17728084758,-100.067651897072,255.807381083055,741.5260591941,510.645035028746,251.583643048686,258.957030675208,230.777147108145,65.093273050402,303.710314818532,-12.3079438917484,78.8184377578327
6,AL-Mobile,3768.49446105957,4440.49586806596,3096.7390959671,1340.1513018854,2196.55691084563,-63.2945912587671,260.569272311094,827.527776446077,616.094978135637,302.197616065573,314.753694751326,211.374807717055,71.7449573504773,702.490789567295,-19.0099984169721,83.2463747563708
7,AL-Montgomery,2222.49656677246,3847.80018572269,2496.44497328842,1349.89605351906,1730.39201970907,-157.785460092338,237.295582972671,842.244731967565,600.430616226894,308.818857218273,292.367434208025,241.897481123385,85.6344154401251,435.229983108368,,99.0096361361384
9,AL-Tuscaloosa,1277.24891662598,3940.54387247525,2749.2468330196,1183.13251949701,2301.46544266515,,192.658325756968,788.914103710897,568.758181152812,289.605925088274,279.968368209956,220.185144496543,62.9954671034452,332.642536501422,,91.8101294295313
10,AK-Anchorage,1111.33164978027,3903.05947871262,2652.69845329553,1258.47467815609,2374.37649454176,,401.882392440029,720.946534528547,564.212800101519,311.916340084031,252.902482037407,157.331827208727,42.6957114521396,177.955491620421,,
11,AZ-Mesa,2652.65660095215,3927.80918607858,2386.61620250207,1538.41504217734,1865.56448643319,-69.6358927777858,248.444944031713,1012.11834759822,721.41904489931,356.773298220787,363.704478989431,290.64546974064,66.8949271307328,233.951388124425,-44.3664085206062,175.299471649507
12,AZ-Phoenix,8942.39721679688,3810.08153625652,2296.5645504029,1510.53146838269,1881.44040297187,45.2268908630361,296.996965508604,941.465613243935,674.333995634571,334.387345588113,339.152900436407,267.087125258174,73.8074732446821,163.927193602908,37.6686924530334,149.818860136203
14,AZ-Sun City,2286.66096496582,3601.17329065588,2047.46435680232,1552.6277820442,1742.62751995088,,240.101742845432,1048.50799037535,724.296721133627,321.504296943057,401.425079822214,324.429966251028,43.2993750810241,115.130660544293,-87.4898496729731,88.2093900325435
