HRR #,HRR label,Medicare Enrollees (CMHS 5% Sample) (1995),Total Medicare reimbursements per enrollee (Part A and B) (1995),Total Part A Medicare reimbursements per enrollee (1995),Total Part B Medicare reimbursements per enrollee (1995),Medicare reimbursements for inpatient short stays per enrollee (1995),Medicare reimbursements for inpatient long stays per enrollee (1995),Medicare reimbursements for outpatient services per enrollee (1995),Part B Medicare reimbursements for professional & laboratory services per enrollee (1995),Part B Medicare reimbursements for medical & surgical services per enrollee (1995),Part B Medicare reimbursements for medical care per enrollee (1995),Part B Medicare reimbursements for surgical services per enrollee (1995),"Part B Medicare reimbursements for diagnostic, laboratory, and X-ray services per enrollee (1995)",Part B Medicare reimbursements for durable medical equipment per enrollee (1995),Medicare reimbursements for home health services per enrollee (1995),Medicare reimbursements for hospice services per enrollee (1995),Medicare reimbursements for skilled nursing facilities per enrollee (1995)
1,AL-Birmingham,12788.3906097412,5183.98247789868,3541.02147742687,1639.19520264178,2499.69863861367,60.8559523876606,352.029099142082,1001.52744773888,745.931013534921,406.876751794273,339.633299989522,255.59959668159,127.897026373218,703.384013655687,55.7842600178248,204.864772488098
2,AL-Dothan,2178.99754333496,4733.28016121784,3123.76596911642,1608.36982434182,2025.33302915444,-136.73998178687,337.630929191154,938.661776614143,729.584542573592,385.946235805679,344.577543871786,209.010300928276,133.452270925635,778.874949916494,-34.115623013634,122.926265335171
5,AL-Huntsville,2503.74694824219,4452.08371799395,2987.41332642551,1466.04482642045,2082.95499986738,-71.5479209449287,314.99214575252,880.783448909435,631.575191548329,341.638122224108,289.748616691909,249.075118456529,111.358571087651,595.244616637401,-55.9595393575966,170.787873751552
6,AL-Mobile,3908.23727416992,5117.61219770663,3484.392790905,1628.90072741074,2185.83313942133,-44.432724072431,357.290869861916,953.386480791694,728.878616991608,394.051804533468,335.690139555911,224.441689799436,115.4381858222,988.360534926632,38.5958067125824,182.949353891036
7,AL-Montgomery,2286.66317749023,4679.91278838943,3011.69379751837,1669.95393664121,2108.20000292324,-119.711942752625,221.347191330335,1045.55115360238,765.554498186164,424.007194097208,342.590277263145,280.1505832945,156.792842424415,595.585706282723,-19.1317536565392,145.398138729177
9,AL-Tuscaloosa,1344.41505432129,4565.27744640858,3050.58662477516,1510.81395787619,2150.96126128317,,280.048889113431,945.634457857005,671.905937105045,372.299855516118,300.293239210786,273.925581732605,103.657237782067,653.013900743465,,149.206861516107
10,AK-Anchorage,1273.74856567383,5542.03780299788,3929.81107224732,1633.03984265959,3350.31369749999,,540.002838308772,846.251812166881,670.617520434106,363.790582714078,305.605224386635,176.177502318226,90.9745479082783,372.946176520023,,98.8439285302311
11,AZ-Mesa,2500.7400970459,4832.0517848851,3099.60677412001,1731.42567998947,2195.05597180283,,266.638282906944,1151.53286477134,843.189846763748,450.781249789179,391.46224683206,308.302419417809,97.313310242013,314.437513231712,-135.474350239876,397.108084678424
12,AZ-Phoenix,8643.55882263184,4715.66097080877,2946.21956854122,1766.01454831705,1983.83778672087,57.2012401085717,375.052930556429,1064.72833105172,780.53286918924,411.320893221488,368.058908784283,284.134520658312,109.241785281789,430.693860656716,95.5848952107841,379.411203543404
14,AZ-Sun City,2230.99337768555,4039.18023719458,2178.17834091987,1857.00515818156,1691.68339896321,,263.940509179278,1275.9875332489,901.870304643018,450.69299887255,449.409209475013,374.428431685486,66.0062423303934,207.971200106409,-49.9920743430292,219.890671915566
