County ID,County name,Medicare enrollees (2013),"Age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2013)","Price, age, sex & race-adjusted - Total Medicare reimbursements per enrollee (Parts A and B) (2013)","Age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Hospital & skilled nursing facility reimbursements per enrollee (2013)","Age, sex & race-adjusted - Physician reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Physician reimbursements per enrollee (2013)","Age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Outpatient facility reimbursements per enrollee (2013)","Age, sex & race-adjusted - Home health agency reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Home health agency reimbursements per enrollee (2013)","Age, sex & race-adjusted - Hospice reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Hospice reimbursements per enrollee (2013)","Age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2013)","Price, age, sex & race-adjusted - Durable medical equipment reimbursements per enrollee (2013)"
2105,2105,281,8424.75,6862.81,4438.51,3336.21,2017.87,1810.5,1463.98,1266.76,,,,,32.88,31.86
2195,2195,465,9928.2,8655.59,4637.91,4066.43,1739.62,1565.15,2834.32,2415.19,354.17,298.07,,,65.72,65.32
2198,2198,581,8044.28,6589.36,3390.85,2521.44,2407.12,2130.92,1647.09,1406.56,165.07,135.75,,,71.66,70.59
2230,2230,106,6159.59,5507.77,3196.04,2773.45,1487.86,1403.87,971.4,839.83,,,,,71.93,68.51
2275,2275,352,15182.09,12239.57,8198.31,6104.38,2331.27,2144.01,3982.75,3404.44,,,,,64.45,66.4
8014,8014,2866,8430.39,8450.25,3271.28,3374.72,2600.71,2577.57,1193.68,1159.08,566.59,546.59,606.72,580.48,197.53,220.58
2013,AK-Aleutians East Borough,102,7738.07,6428.84,3379.62,2737,2426.58,2041.73,1357.28,1159.69,,,,,109.18,102.21
2016,AK-Aleutians West Census Area,105,6737.72,5018.1,3426.67,2244.41,2282.98,1924.52,895.09,760.39,,,,,,
2020,AK-Anchorage Municipality,20418,7957.18,6692.88,3679.49,3001.98,2361.91,2011.26,1249.42,1077.36,238.45,206.71,237.86,217.85,149.54,143.35
2050,AK-Bethel Census Area,842,8027.33,5493.13,4300.21,2472.51,2133.55,1746.15,1241.4,1046.57,,,,,38.89,36.66
2060,AK-Bristol Bay Borough,92,6051.79,4773.02,,,1583.93,1283.99,813.67,699.88,,,,,,
2068,AK-Denali Borough,137,6308.43,4920.75,3319.45,2297.88,1530.9,1306.29,1148.31,1013.76,,,,,58.62,55.15
2070,AK-Dillingham Census Area,293,14957.58,6926.22,10624.25,3617.21,2002.59,1685.29,1485.9,1254.41,,,,,68.28,62.87
2090,AK-Fairbanks North Star Borough,5952,8310.82,6374.45,4245.7,2827.57,2180.46,1885.72,1367.2,1176.67,186.45,162.54,171.31,162.54,93.62,87.5
2100,AK-Haines Borough,382,6193.94,5331.26,2033.36,1702.76,1725.05,1522.41,2062.97,1770.58,,,,,82.2,81.43
2110,AK-Juneau City and Borough,2737,7608.52,6481.04,3482.49,2858.94,1849.98,1632.85,1706.2,1481.59,215.65,185.23,142.72,130.17,96.99,92.34
2122,AK-Kenai Peninsula Borough,6506,8917.01,7354.63,4331.88,3403.62,1933.21,1653.89,2085.39,1781.66,207.95,179.05,59.42,58.39,143.34,137.21
2130,AK-Ketchikan Gateway Borough,1385,9259.39,7576.94,4289.23,3213.34,1637.78,1477.49,2380.54,2051.84,529.16,449.6,,,95.79,89.87
2150,AK-Kodiak Island Borough,900,11233.24,7997.24,5400.75,3290.3,2757.72,2027.85,2461.83,2120.63,105.44,92.98,,,129.23,123.57
2164,AK-Lake and Peninsula Borough,128,10066.87,5404.53,6074.91,2242.06,2073.13,1641.85,1383.96,1169.78,,,,,129.25,113.35
